,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE,AREA100
211477,1223N00092000000,15084,7/27/16,39000.0,2.0,1862.0,6.0,3.0,2.0,0.0,2296.0,10.571316925111784,22.96
116731,0138A00201000000,15234,5/21/14,38000.0,1.0,1920.0,5.0,1.0,1.0,1.0,1532.0,10.545341438708522,15.32
69248,0006R00101000000,15211,5/18/18,475000.0,2.0,2012.0,8.0,3.0,2.0,1.0,2329.0,13.071070083016778,23.29
61097,0013A00168000000,15203,6/21/05,73750.0,2.0,1940.0,4.0,2.0,1.0,0.0,912.0,11.208436274202066,9.12
98345,0163F00216000000,15214,8/1/94,74000.0,1.0,1964.0,4.0,2.0,2.0,0.0,918.0,11.211820372186306,9.18
260386,0887A00210140600,15102,11/20/98,72000.0,2.0,1987.0,5.0,2.0,1.0,0.0,952.0,11.184421397998193,9.52
136223,0160E00165000000,15202,11/15/11,10.0,2.0,1920.0,6.0,3.0,1.0,0.0,1684.0,2.302585092994046,16.84
105238,0041F00205000000,15204,4/23/10,98500.0,2.0,1940.0,6.0,3.0,1.0,1.0,1224.0,11.49781182716018,12.24
307727,1000S00274000000,15037,7/21/09,78000.0,2.0,1880.0,6.0,2.0,1.0,0.0,1712.0,11.26446410567173,17.12
160143,0040N00019000000,15205,6/24/16,50000.0,2.0,1900.0,6.0,3.0,1.0,0.0,2492.0,10.819778284410283,24.92
337934,1498C00003000000,15090,7/31/09,390000.0,2.0,1992.0,9.0,4.0,2.0,1.0,3065.0,12.873902018105829,30.65
39128,0232A00201000000,15221,10/7/77,28450.0,2.0,1980.0,6.0,3.0,1.0,0.0,1104.0,10.255903439554476,11.04
378227,0548B00320000000,15137,4/16/03,51000.0,1.0,1950.0,5.0,2.0,1.0,0.0,750.0,10.839580911706463,7.5
270182,0881B00190000000,15025,11/1/07,87500.0,1.0,1952.0,5.0,3.0,1.0,0.0,1000.0,11.379394072345706,10.0
366303,0947J00333000000,15101,6/3/94,130000.0,2.0,1975.0,8.0,4.0,2.0,1.0,2077.0,11.77528972943772,20.77
225302,0233K00198000000,15221,8/19/99,10650.0,2.0,1896.0,6.0,3.0,1.0,0.0,1572.0,9.273315171137572,15.72
64911,0015M00196000000,15210,3/28/78,8500.0,2.0,1900.0,8.0,5.0,1.0,0.0,1870.0,9.047821442478408,18.7
24160,0081M00250000000,15201,7/2/97,89900.0,2.0,1960.0,7.0,3.0,1.0,1.0,1860.0,11.406453220459712,18.6
203833,0506D00149000000,15143,8/15/90,275000.0,3.0,1915.0,14.0,6.0,3.0,0.0,3911.0,12.524526376648708,39.11
324188,1355H00069000000,15044,7/11/90,66000.0,2.0,1979.0,6.0,2.0,1.0,1.0,1394.0,11.097410021008562,13.94
350355,0098S00210000000,15216,6/4/81,85750.0,2.0,1962.0,8.0,3.0,2.0,1.0,2268.0,11.359191365028186,22.68
399294,0538N00267000000,15235,6/15/94,61000.0,1.0,1955.0,7.0,2.0,1.0,1.0,956.0,11.018629143155449,9.56
247855,0461P00036000000,15131,9/1/76,29000.0,2.0,1942.0,5.0,2.0,1.0,1.0,1354.0,10.275051108968611,13.54
282935,0734K00200000000,15068,12/5/00,129000.0,2.0,1998.0,6.0,3.0,2.0,1.0,1344.0,11.76756768334381,13.44
396360,0450C00105000000,15235,5/5/04,89900.0,2.0,1950.0,6.0,3.0,1.0,1.0,1242.0,11.406453220459712,12.42
106547,0071B00220000000,15204,9/5/08,87500.0,1.0,1956.0,5.0,3.0,1.0,0.0,1000.0,11.379394072345706,10.0
152569,0190D00058000000,15234,7/11/18,84000.0,2.0,1950.0,6.0,3.0,2.0,0.0,1092.0,11.33857207782545,10.92
284066,0739L00324000000,15239,7/15/13,105000.0,1.0,1962.0,5.0,3.0,1.0,0.0,1313.0,11.56171562913966,13.13
115382,0061M00314000000,15210,1/13/93,53000.0,1.5,1956.0,5.0,3.0,1.0,1.0,1573.0,10.87804719253426,15.73
40153,0053M00047000000,15217,10/29/98,230000.0,1.0,1952.0,6.0,2.0,2.0,1.0,1629.0,12.345834587905333,16.29
172127,0299B00172000000,15221,9/18/12,92000.0,1.5,1945.0,7.0,3.0,2.0,0.0,1268.0,11.429543856031177,12.68
62336,0004M00088000000,15211,2/3/98,37200.0,2.0,1920.0,6.0,3.0,1.0,0.0,1542.0,10.524064040261237,15.42
128726,0382H00377000000,15132,5/10/93,5790.0,1.5,1910.0,6.0,3.0,1.0,0.0,1455.0,8.663887570567042,14.55
278446,0859H00256000000,15146,7/5/16,136000.0,1.0,1970.0,8.0,4.0,2.0,2.0,2556.0,11.820410164718188,25.56
1450,0001C01662N00900,15222,9/20/13,119000.0,1.0,1964.0,4.0,1.0,1.0,0.0,1033.0,11.686878772093667,10.33
50677,0055F00324000000,15207,9/14/77,21000.0,2.0,1920.0,5.0,3.0,1.0,0.0,1404.0,9.95227771670556,14.04
86503,0023K00175000000,15212,12/22/17,3240000.0,2.0,1860.0,8.0,4.0,2.0,0.0,2550.0,14.991083887768513,25.5
40486,0085K00011000000,15217,3/29/00,190000.0,2.0,1900.0,9.0,4.0,4.0,0.0,2698.0,12.154779351142624,26.98
342642,0417G00272000000,15108,6/24/05,129900.0,1.0,1958.0,7.0,3.0,1.0,1.0,1080.0,11.77452020265869,10.8
402890,1499L00006000000,15090,11/30/16,230000.0,2.0,1959.0,6.0,3.0,1.0,1.0,1876.0,12.345834587905333,18.76
68995,0006P00084000000,15211,5/20/98,35000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1144.0,10.46310334047155,11.44
357149,0194P00258000000,15243,8/1/03,118000.0,1.0,1952.0,6.0,3.0,2.0,0.0,1066.0,11.678439903447801,10.66
188478,0133H00010000000,15120,3/23/09,40000.0,1.0,1946.0,5.0,2.0,1.0,1.0,914.0,10.596634733096073,9.14
23688,0081B00158000000,15201,10/31/05,62500.0,2.0,1954.0,5.0,2.0,1.0,1.0,1188.0,11.042921835724492,11.88
249156,0553B00395000000,15131,12/1/03,30000.0,2.0,2004.0,6.0,3.0,2.0,0.0,1800.0,10.308952660644293,18.0
166996,0176R00004000000,15218,7/8/15,440000.0,2.0,1925.0,8.0,4.0,2.0,0.0,3060.0,12.994530005894443,30.6
204474,0508P00012000000,15143,6/5/18,281000.0,2.0,1880.0,5.0,2.0,1.0,1.0,1578.0,12.546109948315882,15.78
43888,0087F00195000000,15217,11/30/88,75000.0,2.0,1920.0,12.0,6.0,2.0,0.0,2560.0,11.225243392518447,25.6
140425,1224D00071000000,15014,12/20/02,20000.0,2.0,1916.0,5.0,2.0,1.0,0.0,1060.0,9.903487552536127,10.6
405362,1827S00017000000,15090,8/30/17,589846.0,2.0,2017.0,9.0,4.0,3.0,1.0,3600.0,13.287616764861896,36.0
179154,0131B00252000000,15120,4/15/03,39500.0,2.0,1901.0,6.0,3.0,1.0,0.0,1548.0,10.584055950889214,15.48
138118,0160L00218000000,15202,3/15/16,156500.0,2.0,1925.0,12.0,4.0,4.0,0.0,4000.0,11.960811288962345,40.0
355129,0142P00133000000,15243,8/9/99,305000.0,1.5,1937.0,7.0,3.0,3.0,1.0,2203.0,12.628067055589549,22.03
270611,0880M00233000000,15025,3/23/17,126000.0,1.0,1952.0,5.0,3.0,1.0,1.0,1554.0,11.744037185933616,15.54
162924,0097A00143000000,15216,4/30/04,68000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1103.0,11.127262984158243,11.03
55913,0012S00190000000,15203,5/11/18,159000.0,2.0,1915.0,5.0,2.0,1.0,0.0,1344.0,11.976659481202368,13.44
228125,0224L00020000000,15215,9/15/17,355200.0,1.0,1959.0,10.0,4.0,3.0,0.0,1832.0,12.780436290100152,18.32
144248,0136J00034000000,15227,11/14/17,146000.0,1.5,1945.0,6.0,3.0,1.0,1.0,1538.0,11.891361900690473,15.38
9809,0027A00147000000,15219,5/5/06,7000.0,2.0,1930.0,7.0,4.0,1.0,0.0,1565.0,8.85366542803745,15.65
18350,0083N00252000000,15206,4/2/02,29250.0,2.0,1920.0,8.0,4.0,2.0,0.0,2444.0,10.283634852660002,24.44
81969,0042E00063000000,15204,7/2/81,27000.0,1.5,1915.0,6.0,3.0,1.0,0.0,1195.0,10.203592144986466,11.95
341952,0415H00012000000,15108,11/8/11,391641.0,2.0,2010.0,8.0,4.0,2.0,1.0,3368.0,12.878100882830083,33.68
286528,0853F00159000000,15239,6/10/02,40000.0,1.0,2003.0,5.0,3.0,2.0,0.0,1698.0,10.596634733096073,16.98
106246,0068M00031000000,15205,8/2/04,114000.0,2.0,1890.0,5.0,2.0,1.0,0.0,1080.0,11.643953727376633,10.8
346754,0697F00064000000,15108,2/6/03,106000.0,1.0,1966.0,4.0,2.0,1.0,0.0,925.0,11.571194373094205,9.25
383473,0361P00140000000,15238,8/23/88,144000.0,1.0,1949.0,7.0,4.0,2.0,1.0,1935.0,11.877568578558138,19.35
339228,1824B00004000000,15090,6/6/02,293000.0,2.0,1988.0,8.0,4.0,2.0,1.0,2928.0,12.587927887999204,29.28
404083,1658S00124000000,15090,6/5/15,325000.0,2.0,2010.0,7.0,3.0,2.0,1.0,2166.0,12.691580461311874,21.66
106596,0071K00017000000,15204,9/15/86,35000.0,1.5,1930.0,5.0,2.0,1.0,0.0,1234.0,10.46310334047155,12.34
368791,0273L00232000000,15225,3/24/18,47000.0,1.0,1950.0,6.0,3.0,1.0,0.0,864.0,10.757902880692196,8.64
150889,0103F00138000000,15106,11/6/92,40000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1644.0,10.596634733096073,16.44
402686,0635J00356000000,15235,7/8/17,79900.0,1.0,1960.0,7.0,3.0,1.0,1.0,1570.0,11.288531131754366,15.7
177747,0037M00128000000,15220,8/29/14,200000.0,1.5,1947.0,6.0,2.0,2.0,1.0,1994.0,12.206072645530174,19.94
289495,1238L00270000000,15239,9/8/86,57000.0,2.0,1960.0,7.0,4.0,1.0,1.0,1632.0,10.950806546816688,16.32
52859,0056J00176000000,15207,2/17/12,14000.0,2.0,1905.0,4.0,2.0,1.0,0.0,924.0,9.546812608597396,9.24
296837,1202G00182000000,15143,12/26/13,399862.0,2.0,2013.0,7.0,4.0,2.0,1.0,2560.0,12.898874766563928,25.6
81395,0041C00275000000,15204,12/26/08,20000.0,1.5,1930.0,8.0,3.0,1.0,0.0,1680.0,9.903487552536127,16.8
22685,0080D00335000A00,15201,7/1/10,64000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1094.0,11.06663836234181,10.94
205216,0169J00054000000,15215,8/30/00,32500.0,2.0,1900.0,10.0,4.0,2.0,0.0,3179.0,10.388995368317829,31.79
130581,0381H00052000000,15132,9/19/77,13900.0,2.0,1935.0,5.0,2.0,1.0,0.0,811.0,9.539644119118783,8.11
81877,0041E00101000000,15204,9/3/93,53000.0,2.0,1930.0,6.0,3.0,2.0,0.0,1420.0,10.87804719253426,14.2
111583,0033B00239000000,15210,5/15/17,11499.0,2.0,1900.0,5.0,1.0,1.0,1.0,1459.0,9.350015354048665,14.59
89615,0047S00248000000,15212,8/10/07,20000.0,2.0,1860.0,7.0,3.0,2.0,0.0,2130.0,9.903487552536127,21.3
230990,0182H00068000000,15122,6/1/15,12000.0,1.5,1941.0,5.0,2.0,1.0,1.0,823.0,9.392661928770137,8.23
312303,0591L00390000000,15108,10/2/89,77500.0,2.0,1979.0,6.0,3.0,1.0,1.0,1519.0,11.258033215341438,15.19
125698,0382F00386000000,15132,5/13/16,1000.0,2.0,1920.0,4.0,2.0,1.0,0.0,1136.0,6.907755278982137,11.36
222574,0176L00100000000,15221,9/2/99,60000.0,2.0,1945.0,10.0,4.0,2.0,0.0,1728.0,11.002099841204238,17.28
325935,1367F00229000000,15065,11/6/86,105000.0,2.0,1935.0,6.0,3.0,2.0,1.0,2375.0,11.56171562913966,23.75
240192,0389L00126000000,15236,12/9/11,159000.0,2.0,1960.0,7.0,4.0,1.0,2.0,1632.0,11.976659481202368,16.32
152317,0139K00260000000,15234,12/30/16,153520.0,1.0,1955.0,6.0,3.0,1.0,1.0,1417.0,11.941586130681582,14.17
214332,0364D00049000000,15147,8/30/07,25000.0,2.0,1900.0,4.0,2.0,1.0,0.0,918.0,10.126631103850338,9.18
250992,0317N00094000000,15102,1/30/08,110850.0,2.0,1929.0,6.0,3.0,1.0,1.0,2036.0,11.615933215044457,20.36
134762,0170N00026000000,15215,1/14/16,264000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1124.0,12.483704382128453,11.24
301923,0261G00003000000,15106,10/3/84,127000.0,2.0,1977.0,11.0,5.0,1.0,1.0,2668.0,11.751942365440728,26.68
343764,0504L00014000000,15108,5/12/15,200000.0,1.0,1988.0,7.0,2.0,2.0,1.0,1685.0,12.206072645530174,16.85
180647,0040A00040000000,15205,12/29/09,37000.0,2.0,1890.0,6.0,2.0,2.0,0.0,1812.0,10.51867319162636,18.12
333102,0953S00298000000,15238,2/16/96,56500.0,1.0,1948.0,5.0,3.0,1.0,0.0,975.0,10.941995917134532,9.75
366951,1071A00286000000,15090,5/30/07,167000.0,1.0,1950.0,6.0,3.0,1.0,1.0,1247.0,12.025749091398891,12.47
7440,0052E00011031100,15213,10/17/16,90000.0,1.0,1957.0,5.0,2.0,2.0,0.0,1267.0,11.407564949312402,12.67
370321,0584K00022000000,15057,11/5/10,150000.0,1.0,1993.0,6.0,3.0,1.0,0.0,1464.0,11.918390573078392,14.64
135744,0159H00085000000,15202,1/7/08,50470.0,2.0,1936.0,6.0,3.0,1.0,0.0,1244.0,10.829134379334308,12.44
160277,0040J00054000000,15205,6/21/17,72000.0,2.0,1894.0,7.0,4.0,1.0,1.0,2756.0,11.184421397998193,27.56
276258,0744D00028000000,15146,11/2/12,49900.0,1.0,1952.0,4.0,2.0,1.0,0.0,768.0,10.81777628173961,7.68
69905,0016C00056000000,15216,3/2/17,129000.0,1.5,1958.0,6.0,3.0,1.0,0.0,1403.0,11.76756768334381,14.03
80782,0036G00090000000,15220,6/29/90,40000.0,2.0,1955.0,7.0,3.0,2.0,1.0,1944.0,10.596634733096073,19.44
350377,0098N00240000000,15228,12/26/01,115000.0,2.0,1929.0,6.0,3.0,1.0,0.0,1262.0,11.652687407345388,12.62
225295,0233L00044000000,15221,3/27/09,5000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1276.0,8.517193191416238,12.76
352306,0140P00004000000,15228,5/16/96,90000.0,2.0,1950.0,6.0,3.0,1.0,1.0,1352.0,11.407564949312402,13.52
3008,0009S00107000000,15219,3/18/92,140000.0,2.0,1904.0,8.0,4.0,1.0,0.0,1024.0,11.84939770159144,10.24
305338,0553S00220000000,15135,1/14/11,140000.0,2.0,1900.0,8.0,4.0,1.0,1.0,1856.0,11.84939770159144,18.56
351953,0140F00222000000,15228,12/12/12,260000.0,2.0,1946.0,7.0,3.0,2.0,1.0,1360.0,12.468436909997665,13.6
406022,2183H00010000000,15090,7/6/15,365000.0,2.0,1991.0,8.0,4.0,2.0,1.0,2695.0,12.80765263256463,26.95
58931,0003M00178000000,15203,10/19/12,65000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1560.0,11.082142548877775,15.6
119313,0878A00184000000,15025,9/1/78,5000.0,2.0,1921.0,6.0,3.0,1.0,0.0,1440.0,8.517193191416238,14.4
377821,0547S00214000000,15137,10/25/16,69300.0,2.0,1940.0,8.0,4.0,2.0,0.0,1844.0,11.146200185177994,18.44
73049,0061B00018000000,15226,5/5/04,79900.0,1.0,1955.0,5.0,2.0,1.0,0.0,1175.0,11.288531131754366,11.75
207882,0178D00016000000,15218,1/5/18,23000.0,2.0,1935.0,6.0,2.0,1.0,0.0,1224.0,10.043249494911286,12.24
344213,0505M00142000000,15108,1/3/17,57750.0,2.0,1943.0,18.0,10.0,4.0,0.0,3860.0,10.96387862838404,38.6
217067,0091H00020000000,15120,8/19/14,103500.0,1.0,1955.0,5.0,2.0,2.0,0.0,720.0,11.547326891687561,7.2
342464,0418M00274000000,15108,1/19/10,130000.0,1.5,1940.0,6.0,3.0,1.0,0.0,1286.0,11.77528972943772,12.86
32737,0125M00147000000,15208,4/26/13,7045.0,2.0,1900.0,10.0,5.0,1.0,0.0,2170.0,8.86007342433278,21.7
337707,0934F00166000000,15003,12/1/17,118000.0,1.5,1940.0,6.0,2.0,1.0,0.0,1262.0,11.678439903447801,12.62
289411,1104K00325000000,15239,9/2/05,283675.0,2.0,2005.0,8.0,4.0,2.0,1.0,2580.0,12.55558449565919,25.8
276771,0854P00056000000,15146,7/16/92,72500.0,1.5,1960.0,6.0,3.0,1.0,0.0,1807.0,11.191341840842766,18.07
90520,0048J00096000000,15212,4/7/11,5000.0,3.0,1890.0,6.0,4.0,1.0,0.0,2331.0,8.517193191416238,23.31
357241,0194H00239000000,15243,5/17/99,115400.0,2.0,1951.0,8.0,3.0,2.0,0.0,1872.0,11.656159633056136,18.72
282358,0632G00005000000,15147,2/20/09,14500.0,1.0,1900.0,4.0,2.0,1.0,0.0,868.0,9.581903928408666,8.68
109438,0094E00127000000,15210,1/8/03,20000.0,2.0,1906.0,7.0,3.0,1.0,0.0,1680.0,9.903487552536127,16.8
126623,0307P00038000000,15132,4/9/86,1000.0,2.0,1880.0,8.0,4.0,2.0,0.0,2704.0,6.907755278982137,27.04
402567,0635S00074000000,15235,9/9/77,42000.0,2.0,1970.0,7.0,3.0,2.0,1.0,3758.0,10.645424897265505,37.58
190409,0182P00048000000,15120,12/15/17,20000.0,1.0,1950.0,5.0,2.0,1.0,0.0,750.0,9.903487552536127,7.5
28865,0083H00322000000,15206,5/29/01,85000.0,2.0,1926.0,13.0,6.0,2.0,0.0,3474.0,11.350406535472453,34.74
386056,0821P00017000000,15143,2/1/13,112000.0,2.0,2013.0,10.0,4.0,2.0,1.0,3706.0,11.626254150277232,37.06
257098,0665S00014000000,15102,5/4/06,364445.0,2.0,2006.0,9.0,4.0,3.0,2.0,2628.0,12.80613092741319,26.28
380043,0170N00176000000,15215,11/8/85,66000.0,2.0,1920.0,6.0,3.0,2.0,1.0,1938.0,11.097410021008562,19.38
123911,0305R00080000000,15110,5/23/08,24100.0,1.0,1956.0,6.0,2.0,1.0,0.0,780.0,10.089967119478747,7.8
5811,0028P00024000000,15213,9/28/12,113000.0,2.0,1910.0,6.0,3.0,1.0,1.0,1785.0,11.635143097694478,17.85
48545,0176E00073000000,15221,4/4/03,125000.0,2.0,1910.0,10.0,5.0,2.0,1.0,2590.0,11.736069016284437,25.9
96655,0078L00201000000,15212,5/7/18,28000.0,1.5,1910.0,5.0,2.0,1.0,0.0,1241.0,10.239959789157341,12.41
103658,0019J00068000000,15205,11/12/98,30566.0,2.0,1943.0,7.0,4.0,2.0,0.0,1440.0,10.327643559087782,14.4
318795,0718P00111000000,15101,4/16/99,155500.0,1.5,1987.0,7.0,3.0,2.0,1.0,1904.0,11.954401010601426,19.04
231985,0185P00142000000,15122,11/19/91,55000.0,1.0,1954.0,6.0,3.0,1.0,0.0,1200.0,10.915088464214607,12.0
282591,0734P00321000000,15068,9/2/83,13500.0,2.0,1983.0,7.0,3.0,1.0,1.0,1472.0,9.51044496442652,14.72
178621,0067D00115000000,15205,4/26/00,85000.0,2.0,1910.0,8.0,4.0,2.0,0.0,2340.0,11.350406535472453,23.4
138375,0160M00130000000,15202,2/2/94,96000.0,2.0,1910.0,8.0,3.0,2.0,1.0,2676.0,11.472103470449973,26.76
347677,0701J00245000000,15108,7/23/10,345000.0,2.0,1989.0,8.0,4.0,3.0,1.0,2550.0,12.751299696013497,25.5
67015,0004L00047000000,15211,2/4/85,38000.0,2.0,1915.0,6.0,3.0,1.0,0.0,1240.0,10.545341438708522,12.4
210114,0235J00086000000,15218,4/22/17,65000.0,2.0,1930.0,5.0,2.0,1.0,0.0,1218.0,11.082142548877775,12.18
367150,1071H00085000000,15090,5/11/98,158000.0,2.0,1986.0,7.0,3.0,2.0,1.0,2112.0,11.970350312009105,21.12
362404,0716J00163000000,15237,11/13/15,110000.0,1.0,1948.0,5.0,2.0,1.0,0.0,896.0,11.608235644774552,8.96
307560,0998R00189000000,15037,1/31/79,63500.0,1.0,1977.0,5.0,3.0,2.0,1.0,1810.0,11.058795184880783,18.1
274176,0640C00310000000,15146,7/27/93,10000.0,1.0,1940.0,6.0,3.0,1.0,0.0,1317.0,9.210340371976184,13.17
407456,0079J00075000000,15212,9/30/94,80000.0,2.0,1930.0,6.0,3.0,1.0,1.0,1850.0,11.289781913656018,18.5
403262,1503B00001000000,15044,7/28/04,338000.0,2.0,1992.0,9.0,4.0,2.0,1.0,3109.0,12.730801174465157,31.09
364593,0826J00059000000,15237,3/27/06,138000.0,1.0,1952.0,7.0,3.0,1.0,0.0,1418.0,11.835008964139341,14.18
27957,0083C00007000000,15206,1/23/07,45000.0,2.0,1920.0,8.0,5.0,1.0,0.0,2405.0,10.714417768752456,24.05
178242,0067S00087000000,15106,2/12/13,100000.0,2.0,1904.0,6.0,3.0,1.0,0.0,1764.0,11.512925464970229,17.64
18670,0049B00012000000,15201,6/7/16,66000.0,2.0,1900.0,5.0,1.0,1.0,0.0,1460.0,11.097410021008562,14.6
389535,0364P00058000000,15147,9/4/01,50000.0,1.0,1959.0,5.0,2.0,1.0,0.0,912.0,10.819778284410283,9.12
168665,1133M00371000000,15037,5/31/89,34800.0,2.0,1905.0,6.0,3.0,1.0,0.0,1700.0,10.457372665762566,17.0
347009,0699C00054000000,15108,1/9/14,60200.0,1.0,1956.0,5.0,3.0,1.0,0.0,1334.0,11.005427631296913,13.34
385202,0513H00065000000,15237,11/7/14,440260.0,2.0,2014.0,8.0,4.0,3.0,1.0,2782.0,12.995120740467323,27.82
291109,1241E00209000000,15239,8/30/10,129900.0,1.0,1967.0,7.0,3.0,1.0,1.0,1564.0,11.77452020265869,15.64
158197,0342J00036000000,15108,5/3/00,43000.0,2.0,1920.0,6.0,2.0,2.0,0.0,2023.0,10.668955394675699,20.23
231822,0185L00214000000,15122,11/7/02,56000.0,1.0,1950.0,6.0,3.0,1.0,1.0,988.0,10.933106969717286,9.88
294416,0939C00222000000,15143,7/8/13,405000.0,2.0,1987.0,7.0,3.0,2.0,1.0,2529.0,12.911642346088676,25.29
339245,1823K00174000000,15090,11/18/04,115000.0,1.0,1998.0,5.0,2.0,1.0,1.0,1136.0,11.652687407345388,11.36
203322,0421D00376000000,15143,8/31/05,19900.0,2.0,1920.0,6.0,3.0,1.0,0.0,1188.0,9.898475010712584,11.88
184103,0079C00011000000,15209,9/23/99,20000.0,2.0,1900.0,4.0,2.0,1.0,0.0,728.0,9.903487552536127,7.28
115598,0095N00008000000,15234,4/18/78,29900.0,2.0,1927.0,6.0,3.0,1.0,0.0,1300.0,10.305613759378778,13.0
296503,1203B00012000000,15143,10/5/11,309900.0,1.5,2011.0,5.0,2.0,2.0,1.0,2652.0,12.64400494377584,26.52
373930,0913P00024000000,15057,2/22/12,194500.0,1.0,2003.0,6.0,3.0,2.0,1.0,1640.0,12.178187442040638,16.4
321633,1076N00125253500,15101,9/1/05,244900.0,1.0,2005.0,7.0,3.0,2.0,1.0,1786.0,12.40860524294026,17.86
351782,0140N00055000000,15228,5/7/96,127500.0,2.0,1946.0,12.0,6.0,2.0,0.0,2136.0,11.755871643580617,21.36
358740,0252H00124000000,15228,4/17/09,264000.0,2.0,1931.0,7.0,3.0,2.0,1.0,2381.0,12.483704382128453,23.81
134459,0122D00042000000,15215,7/3/03,169900.0,2.0,1935.0,6.0,3.0,1.0,0.0,1498.0,12.042965307660024,14.98
136260,0214S00224000000,15202,2/10/06,150000.0,2.0,1900.0,12.0,4.0,4.0,0.0,2637.0,11.918390573078392,26.37
43134,0086R00210000000,15217,8/1/95,94750.0,2.0,1930.0,7.0,4.0,2.0,0.0,1276.0,11.458997122944673,12.76
401236,0634C00163000000,15235,6/18/09,124900.0,1.0,1969.0,7.0,3.0,2.0,0.0,1622.0,11.73526869611367,16.22
203951,0508N00279000000,15143,11/15/02,160000.0,2.0,1900.0,8.0,4.0,2.0,0.0,2418.0,11.982929094215963,24.18
258488,0667M00126000000,15102,6/22/09,195000.0,2.0,1962.0,9.0,5.0,2.0,1.0,2072.0,12.180754837545884,20.72
356390,0193A00177000000,15243,9/20/13,225000.0,2.0,1950.0,8.0,3.0,2.0,0.0,1534.0,12.323855681186558,15.34
67920,0004R00136000000,15211,10/21/13,29500.0,2.0,1910.0,4.0,2.0,1.0,0.0,1272.0,10.292145542327912,12.72
379882,0750N00095000000,15137,5/19/11,39000.0,1.0,1953.0,6.0,3.0,1.0,0.0,1260.0,10.571316925111784,12.6
209822,0235G00095000000,15218,1/2/91,39000.0,2.0,1977.0,6.0,3.0,1.0,0.0,1302.0,10.571316925111784,13.02
228377,0287K00080000000,15215,11/10/75,158800.0,2.0,1975.0,11.0,5.0,3.0,2.0,4805.0,11.975400827795172,48.05
193304,0236D00014000000,15104,5/21/18,14900.0,2.0,1890.0,5.0,3.0,1.0,0.0,1332.0,9.60911649193355,13.32
287199,0972P00003000000,15239,10/31/84,58000.0,1.0,1975.0,7.0,3.0,1.0,1.0,1536.0,10.968198289528557,15.36
88664,0024B00187000000,15212,1/5/00,58000.0,2.0,1900.0,5.0,3.0,1.0,0.0,1316.0,10.968198289528557,13.16
63658,0014G00253000000,15210,12/5/05,40000.0,2.0,1910.0,12.0,6.0,2.0,0.0,2450.0,10.596634733096073,24.5
212981,0455H00213000000,15145,6/10/02,50000.0,2.0,1950.0,5.0,2.0,1.0,0.0,1056.0,10.819778284410283,10.56
379800,0168D00048000000,15215,11/20/15,215000.0,1.0,1955.0,5.0,3.0,1.0,1.0,2176.0,12.2783933071098,21.76
407537,0078S00088000000,15212,11/24/03,80000.0,2.0,1930.0,7.0,4.0,2.0,0.0,1816.0,11.289781913656018,18.16
170410,0167F00295000000,15223,8/11/14,52000.0,2.0,1939.0,3.0,1.0,1.0,0.0,980.0,10.858998997563564,9.8
182647,0555J00307000000,15133,4/2/15,90000.0,1.0,1950.0,6.0,4.0,1.0,0.0,1200.0,11.407564949312402,12.0
254427,0477B00125000000,15241,12/2/03,108000.0,1.0,1945.0,6.0,3.0,1.0,1.0,900.0,11.589886506106357,9.0
113390,0133J00250000000,15120,6/23/77,41250.0,2.0,1948.0,8.0,4.0,2.0,1.0,2290.0,10.627406391762827,22.9
6755,0052E00011091500,15213,6/3/10,121000.0,1.0,1957.0,5.0,1.0,2.0,0.0,1338.0,11.703545824578878,13.38
75830,0096J00216000000,15226,8/16/05,105250.0,2.0,1930.0,9.0,4.0,1.0,1.0,1784.0,11.564093751544627,17.84
149803,0066N00162000000,15106,11/14/79,12000.0,2.0,1900.0,6.0,2.0,2.0,0.0,1488.0,9.392661928770137,14.88
61844,0003N00139000000,15210,7/13/93,3500.0,2.0,1900.0,4.0,2.0,1.0,0.0,1514.0,8.160518247477505,15.14
254017,0476N00028000000,15102,7/29/98,83000.0,1.0,1950.0,8.0,3.0,2.0,1.0,2004.0,11.326595886778735,20.04
324585,1356N00030000000,15044,6/28/79,61500.0,1.0,1975.0,7.0,3.0,2.0,0.0,1380.0,11.02679245379461,13.8
250890,0317F00015000000,15102,5/31/96,72000.0,2.0,1910.0,7.0,4.0,1.0,1.0,1846.0,11.184421397998193,18.46
148994,0322H00086000000,15017,3/30/15,110000.0,1.5,1937.0,6.0,3.0,1.0,0.0,1312.0,11.608235644774552,13.12
273072,0637F00138000000,15146,10/20/17,139900.0,1.0,1959.0,7.0,3.0,1.0,0.0,1000.0,11.848683160653573,10.0
52784,0056J00230000000,15207,8/16/06,9500.0,3.0,1897.0,7.0,3.0,1.0,0.0,2108.0,9.159047077588632,21.08
