,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE,AREA100
296306,1202H00136000000,15143,9/10/13,530960.0,2.0,2013.0,11.0,5.0,3.0,1.0,4435.0,13.182441967819807,44.35
125627,0382E00004000000,15132,12/31/79,3500.0,2.0,1925.0,8.0,4.0,2.0,0.0,2228.0,8.160518247477505,22.28
45045,0088S00003000000,15217,11/21/14,655000.0,2.0,2014.0,6.0,3.0,2.0,1.0,2976.0,13.39239051461739,29.76
171940,0299B00100000000,15221,5/31/18,200000.0,2.0,1928.0,6.0,3.0,1.0,1.0,2218.0,12.206072645530174,22.18
265608,0316R00212000000,15236,10/15/87,52000.0,1.0,1954.0,5.0,3.0,1.0,0.0,900.0,10.858998997563564,9.0
229708,0546M00215000000,15035,8/1/05,115710.0,1.5,1939.0,6.0,3.0,2.0,0.0,1461.0,11.658842339870382,14.61
205564,0168L00356000000,15215,8/2/85,52000.0,2.0,1979.0,5.0,3.0,1.0,1.0,1368.0,10.858998997563564,13.68
382891,0292B00032000000,15238,5/14/01,10.0,1.0,1970.0,7.0,3.0,1.0,0.0,1092.0,2.302585092994046,10.92
246104,0314G00040000000,15236,10/28/16,150000.0,1.0,1961.0,6.0,3.0,2.0,1.0,1898.0,11.918390573078392,18.98
407243,0047H00334000000,15212,9/24/02,30000.0,2.0,1905.0,3.0,1.0,1.0,1.0,1152.0,10.308952660644293,11.52
330212,2204N00279000000,15065,11/4/10,169500.0,1.5,1957.0,6.0,3.0,1.0,0.0,2601.0,12.040608205802641,26.01
347742,0806B00146000000,15108,6/8/76,38250.0,1.0,1950.0,6.0,3.0,1.0,0.0,1428.0,10.551898839254681,14.28
91901,0023F00122000000,15212,12/13/78,11000.0,2.0,1886.0,7.0,4.0,1.0,0.0,1620.0,9.305650551780507,16.2
194324,0302A00128000000,15104,4/8/81,12000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1050.0,9.392661928770137,10.5
173937,0374B00073000000,15221,4/7/11,82500.0,2.0,1925.0,8.0,4.0,1.0,1.0,1688.0,11.320553572322773,16.88
363788,0825E00046000000,15237,6/3/14,258000.0,1.0,1961.0,7.0,3.0,1.0,1.0,1725.0,12.460714863903755,17.25
391494,0368H00335000000,15235,3/29/04,85900.0,1.0,1955.0,4.0,2.0,1.0,0.0,750.0,11.360939107972346,7.5
355258,0191B00196000000,15228,9/4/87,143200.0,2.0,1938.0,7.0,3.0,1.0,1.0,2148.0,11.871997533508683,21.48
260848,0888F00108161400,15102,11/21/16,122000.0,2.0,1982.0,4.0,2.0,1.0,1.0,1144.0,11.711776323715394,11.44
264712,0246F00182000000,15227,9/23/10,60000.0,1.5,1942.0,6.0,3.0,2.0,1.0,1256.0,11.002099841204238,12.56
381842,0290G00018000000,15238,6/13/03,340000.0,2.0,1955.0,8.0,4.0,2.0,1.0,2614.0,12.736700896592344,26.14
379111,0548S00153000000,15137,11/1/99,69900.0,1.0,1956.0,4.0,2.0,1.0,0.0,1200.0,11.154820928221902,12.0
397770,0535J00019000000,15147,1/31/13,111500.0,1.0,1964.0,6.0,3.0,1.0,2.0,1564.0,11.62177986988231,15.64
224720,0233D00251001300,15221,3/11/09,464000.0,1.0,1980.0,3.0,1.0,1.0,0.0,504.0,13.047639831208393,5.04
205398,0168K00166000000,15215,11/16/05,60000.0,2.0,1920.0,8.0,4.0,1.0,0.0,3113.0,11.002099841204238,31.13
362092,0714M00212000000,15237,7/11/15,249900.0,1.0,1978.0,6.0,3.0,1.0,1.0,1712.0,12.428816116823043,17.12
364591,0826J00051000000,15237,12/9/74,36000.0,1.0,1948.0,7.0,3.0,1.0,0.0,1372.0,10.491274217438248,13.72
336083,0156H00147000000,15108,12/15/04,130000.0,1.0,1956.0,5.0,3.0,1.0,1.0,1230.0,11.77528972943772,12.3
139226,0215S00231000000,15202,3/9/18,95000.0,2.5,1900.0,8.0,4.0,2.0,0.0,2194.0,11.461632170582678,21.94
41637,0086C00043000000,15217,12/29/87,160000.0,2.5,1924.0,9.0,6.0,2.0,1.0,3206.0,11.982929094215963,32.06
149495,0066K00034000000,15106,2/24/10,74900.0,2.0,1935.0,6.0,2.0,1.0,0.0,1200.0,11.22390916950531,12.0
280007,0979R00137000000,15146,10/8/86,85500.0,1.0,1940.0,7.0,3.0,2.0,1.0,1735.0,11.356271654924852,17.35
271408,1006C00050005400,15025,6/2/14,35000.0,1.0,1985.0,3.0,1.0,1.0,0.0,716.0,10.46310334047155,7.16
161001,0068G00264000000,15205,1/29/15,222500.0,2.0,1950.0,8.0,3.0,1.0,2.0,1874.0,12.312682380588432,18.74
339699,1999F00025000000,15086,2/29/88,12900.0,1.0,1940.0,6.0,3.0,1.0,0.0,728.0,9.464982590349763,7.28
277820,0857K00233010300,15146,3/30/15,157000.0,1.5,1995.0,5.0,2.0,2.0,0.0,1598.0,11.964001084330445,15.98
240773,0471H00243000000,15236,10/22/02,75000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1065.0,11.225243392518447,10.65
157421,0341D00089000000,15108,7/30/93,12500.0,2.0,1930.0,6.0,2.0,1.0,0.0,1084.0,9.433483923290392,10.84
53714,0056P00154000000,15207,6/30/06,7500.0,2.5,1899.0,8.0,5.0,1.0,0.0,2792.0,8.922658299524402,27.92
304621,0959H00214000000,15030,1/7/03,40000.0,2.0,1910.0,8.0,4.0,2.0,0.0,2000.0,10.596634733096073,20.0
104798,0040L00039000000,15205,2/27/15,152500.0,2.0,1929.0,8.0,4.0,2.0,0.0,2698.0,11.934919875029603,26.98
17346,0051D00122000000,15232,6/13/13,253000.0,2.5,1907.0,12.0,7.0,3.0,1.0,4450.0,12.441144767709657,44.5
269800,0768P00080000000,15025,6/17/10,95500.0,1.0,1953.0,4.0,2.0,1.0,0.0,832.0,11.466881526468821,8.32
255887,0567P00074000000,15102,8/15/86,73000.0,1.0,1965.0,6.0,2.0,1.0,1.0,1329.0,11.198214720130528,13.29
401211,0632S00234000000,15235,10/30/95,33000.0,2.0,1925.0,4.0,2.0,1.0,0.0,1024.0,10.404262840448617,10.24
260082,0887A0024000A800,15102,4/17/14,98500.0,2.0,1987.0,5.0,2.0,1.0,1.0,1056.0,11.49781182716018,10.56
389071,0364H00063000000,15147,7/18/18,44000.0,2.0,1927.0,7.0,3.0,2.0,0.0,1338.0,10.691944912900398,13.38
47763,0129H00008000000,15218,6/4/14,147000.0,2.0,1939.0,6.0,3.0,2.0,1.0,1256.0,11.898187865760873,12.56
278793,0859M00107000000,15146,8/5/83,74500.0,1.0,1974.0,6.0,3.0,1.0,0.0,1518.0,11.218554404367652,15.18
161925,0062N00267000000,15226,9/25/12,91500.0,2.0,1924.0,7.0,4.0,1.0,1.0,2710.0,11.424094251263613,27.1
174081,0374B00144000000,15221,5/27/80,44000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1220.0,10.691944912900398,12.2
14389,0084K00026000000,15232,10/24/96,939000.0,2.5,1900.0,11.0,5.0,3.0,0.0,2947.0,13.7525707581904,29.47
398383,0537R00197000000,15235,3/18/03,93000.0,2.0,1967.0,5.0,3.0,1.0,0.0,1410.0,11.440354772135393,14.1
403245,1502C00001000000,15044,4/26/04,111000.0,2.0,2005.0,10.0,4.0,3.0,2.0,4058.0,11.617285480294472,40.58
199923,0747A00034000000,15140,3/11/91,25000.0,2.0,1906.0,12.0,6.0,2.0,0.0,3341.0,10.126631103850338,33.41
62668,0004S00252000000,15211,11/12/86,16000.0,2.5,1920.0,5.0,3.0,1.0,0.0,1856.0,9.680344001221918,18.56
11690,0048M00035000000,15201,10/27/14,417083.0,3.0,2014.0,8.0,3.0,2.0,1.0,2138.0,12.94104052174234,21.38
350320,0098K00184000000,15216,8/4/16,169900.0,2.0,1925.0,6.0,3.0,1.0,0.0,1142.0,12.042965307660024,11.42
49095,0177N00072000A00,15218,11/2/77,37500.0,2.0,1952.0,7.0,3.0,2.0,1.0,1644.0,10.532096211958502,16.44
46744,0126N00038000000,15217,6/19/90,110000.0,2.0,1910.0,8.0,4.0,2.0,1.0,2069.0,11.608235644774552,20.69
30361,0124H00163000000,15206,1/12/99,22000.0,2.0,1920.0,7.0,3.0,1.0,1.0,1467.0,9.998797732340453,14.67
346837,0697M00052000000,15108,11/17/17,170400.0,1.0,1951.0,5.0,3.0,1.0,0.0,1574.0,12.045903893377352,15.74
384362,0427J00024000000,15237,9/8/16,410000.0,2.0,2011.0,9.0,4.0,2.0,1.0,3070.0,12.92391243868049,30.7
156824,0371G00074000000,15235,4/5/17,185000.0,1.0,1958.0,8.0,4.0,2.0,1.0,1468.0,12.128111104060462,14.68
338052,0935N00071000000,15143,9/24/04,10.0,1.0,1945.0,6.0,2.0,1.0,0.0,990.0,2.302585092994046,9.9
116233,0096D00112000000,15226,5/8/14,40000.0,2.0,1947.0,7.0,3.0,1.0,1.0,1450.0,10.596634733096073,14.5
94942,0047G00173000000,15212,4/30/10,10000.0,2.5,1903.0,8.0,4.0,1.0,1.0,2609.0,9.210340371976184,26.09
381185,0227P00108000000,15238,11/15/93,107000.0,2.0,1950.0,7.0,3.0,1.0,1.0,1364.0,11.580584113444043,13.64
169489,0276F00115000000,15202,8/11/08,62500.0,1.0,1950.0,5.0,1.0,1.0,0.0,1404.0,11.042921835724492,14.04
327530,1518S00179000000,15065,4/20/07,94000.0,1.0,1970.0,4.0,2.0,1.0,0.0,1624.0,11.451050061252142,16.24
290584,1240K00242000000,15239,6/30/89,83000.0,1.0,1966.0,7.0,3.0,2.0,1.0,1562.0,11.326595886778735,15.62
26855,0082G00125000D00,15206,10/29/14,135000.0,2.0,1918.0,6.0,3.0,1.0,1.0,1264.0,11.813030057420567,12.64
285882,0850M00104000000,15239,8/19/15,10.0,2.0,1901.0,7.0,4.0,1.0,0.0,1482.0,2.302585092994046,14.82
354036,0141P00198000000,15228,4/6/11,209000.0,2.0,1900.0,8.0,2.0,2.0,1.0,1996.0,12.250089530946948,19.96
81036,0036M00196000000,15216,6/30/10,55000.0,1.0,2000.0,5.0,3.0,1.0,1.0,1107.0,10.915088464214607,11.07
382536,0290F00048000000,15238,6/3/16,385000.0,2.0,1962.0,8.0,4.0,2.0,1.0,2223.0,12.86099861326992,22.23
219237,0279G00237000000,15229,9/30/15,128500.0,1.5,1991.0,5.0,2.0,2.0,0.0,1564.0,11.763684183317412,15.64
23683,0081E00133000000,15201,6/23/16,140000.0,2.0,1910.0,5.0,2.0,1.0,0.0,904.0,11.84939770159144,9.04
347062,0698N00019000000,15108,2/5/13,179472.0,2.0,2013.0,5.0,3.0,2.0,1.0,1424.0,12.097774485885004,14.24
168912,0213B00148000000,15202,7/9/15,75000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1192.0,11.225243392518447,11.92
58784,0003E00061000000,15203,7/20/09,130000.0,2.0,1890.0,6.0,2.0,1.0,1.0,1325.0,11.77528972943772,13.25
310509,1416A00280000000,15037,10/30/92,86000.0,1.0,1976.0,5.0,3.0,2.0,1.0,2034.0,11.362102575235644,20.34
28326,0083B00327000000,15206,3/25/16,360000.0,2.0,1910.0,12.0,6.0,2.0,0.0,2576.0,12.793859310432293,25.76
310511,1416A00290000000,15037,12/29/15,187000.0,2.0,1978.0,7.0,3.0,1.0,2.0,1741.0,12.138863895836725,17.41
118618,0657S00006000000,15025,7/8/16,29000.0,2.0,1900.0,6.0,3.0,1.0,0.0,2560.0,10.275051108968611,25.6
399403,0539A00013000000,15235,12/31/13,27500.0,1.0,1952.0,6.0,3.0,1.0,0.0,1149.0,10.221941283654663,11.49
331641,0620M00180000000,15024,7/18/06,714500.0,2.0,1987.0,10.0,5.0,4.0,1.0,4641.0,13.47933827635206,46.41
303612,0601N00068000000,15046,1/12/09,123700.0,1.5,1951.0,6.0,3.0,2.0,0.0,1652.0,11.72561455838058,16.52
87135,0008D00177000000,15212,11/15/84,66166.0,2.0,1984.0,5.0,2.0,1.0,1.0,1340.0,11.099922014823763,13.4
30936,0124L00137000000,15206,9/15/83,33000.0,2.0,1920.0,8.0,4.0,1.0,0.0,2006.0,10.404262840448617,20.06
261310,0059F00058000000,15227,7/11/94,55000.0,2.0,1930.0,5.0,2.0,1.0,1.0,1125.0,10.915088464214607,11.25
299159,0140M00218000000,15228,9/9/15,70200.0,2.0,1948.0,6.0,3.0,1.0,0.0,1080.0,11.159103590013903,10.8
229972,0526E00020000000,15238,8/26/10,925000.0,2.0,1959.0,11.0,5.0,3.0,2.0,4774.0,13.737549016494562,47.74
135243,0169S00209000000,15215,12/1/17,302000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1770.0,12.618182296357007,17.7
383087,0357L00080061400,15238,12/11/13,360000.0,2.5,1998.0,7.0,3.0,2.0,2.0,2886.0,12.793859310432293,28.86
297285,1346N00386000000,15143,12/12/03,150000.0,1.5,1930.0,7.0,3.0,1.0,1.0,1669.0,11.918390573078392,16.69
41089,0085M00011000000,15217,2/14/13,250000.0,1.0,1930.0,6.0,3.0,1.0,0.0,1696.0,12.429216196844383,16.96
39793,0053G00104000000,15217,4/17/15,505000.0,2.0,1985.0,7.0,2.0,2.0,1.0,2160.0,13.132313708257497,21.6
238517,0150S00096016100,15205,11/20/15,110000.0,2.0,1974.0,4.0,2.0,1.0,0.0,992.0,11.608235644774552,9.92
368307,1348K00055023A00,15090,5/21/14,250000.0,2.0,2011.0,6.0,3.0,2.0,1.0,1734.0,12.429216196844383,17.34
366399,0947L00031000000,15101,11/25/14,245000.0,2.0,1992.0,7.0,2.0,2.0,1.0,1436.0,12.409013489526863,14.36
402070,0739E00366000000,15235,12/24/79,43500.0,2.0,1974.0,6.0,3.0,1.0,1.0,1248.0,10.680516217076775,12.48
367072,1071K00159000000,15090,5/26/10,223500.0,2.0,1975.0,8.0,4.0,2.0,1.0,2213.0,12.31716669303576,22.13
183265,0556H00049000000,15133,9/21/17,77000.0,1.0,1945.0,5.0,2.0,1.0,0.0,863.0,11.251560700835821,8.63
184448,0118L00137000000,15209,5/19/04,60000.0,2.5,1905.0,8.0,2.0,2.0,0.0,1975.0,11.002099841204238,19.75
330826,0522D00237000000,15116,6/13/94,276000.0,2.0,1991.0,8.0,4.0,3.0,0.0,3391.0,12.528156144699286,33.91
229368,0440N00145000000,15238,7/15/13,409400.0,2.0,1975.0,9.0,4.0,2.0,1.0,2951.0,12.922447952209327,29.51
344101,0506N00002000000,15108,8/9/04,214000.0,2.0,1993.0,9.0,4.0,2.0,1.0,2340.0,12.273731294003989,23.4
355115,0142P00122000000,15243,9/4/86,109000.0,2.0,1941.0,6.0,3.0,1.0,1.0,2204.0,11.59910316121128,22.04
254463,0476K00136000000,15102,4/20/92,89000.0,2.0,1963.0,6.0,3.0,2.0,1.0,1508.0,11.396391648714276,15.08
254908,0566J00114000000,15102,4/30/15,169000.0,1.0,1956.0,6.0,3.0,1.0,1.0,1045.0,12.037653993905211,10.45
315446,1906G00003000000,15037,12/9/94,5000.0,1.0,1993.0,4.0,2.0,2.0,0.0,1032.0,8.517193191416238,10.32
255333,0567A00076000000,15102,9/3/15,144000.0,1.0,1956.0,5.0,3.0,1.0,0.0,1052.0,11.877568578558138,10.52
30725,0124K00137000000,15206,2/22/10,7000.0,2.0,1915.0,4.0,2.0,1.0,0.0,1024.0,8.85366542803745,10.24
287373,0972R00201000000,15239,10/14/93,30000.0,2.0,1994.0,7.0,3.0,2.0,1.0,2408.0,10.308952660644293,24.08
87312,0023M00139000000,15212,8/18/14,120000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1707.0,11.695247021764184,17.07
406867,2376G00013000000,15044,9/9/15,279000.0,1.5,1996.0,7.0,3.0,2.0,1.0,1929.0,12.538967060803502,19.29
100969,0076K00152000000,15212,10/12/04,58900.0,3.0,1900.0,7.0,4.0,2.0,1.0,1776.0,10.983596369639677,17.76
388222,0295H00165000000,15235,11/10/16,13000.0,2.0,1939.0,6.0,3.0,1.0,1.0,1258.0,9.472704636443673,12.58
2260,0002D00005000002,15219,10/6/03,70000.0,1.0,1982.0,6.0,3.0,1.0,0.0,1402.0,11.156250521031495,14.02
244809,0249C00040000000,15236,8/2/12,143170.0,2.0,1956.0,7.0,3.0,2.0,1.0,1776.0,11.871788014354372,17.76
134830,0170N00054001000,15215,12/3/12,120500.0,1.0,1972.0,4.0,2.0,1.0,1.0,1236.0,11.699405031912846,12.36
160591,0040P00062000000,15205,12/17/12,85000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1440.0,11.350406535472453,14.4
34231,0173L00136000000,15235,7/20/06,35000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1140.0,10.46310334047155,11.4
229522,0524S00016000000,15238,1/30/18,385000.0,1.0,2005.0,7.0,3.0,3.0,1.0,3002.0,12.86099861326992,30.02
241204,0472H00090000000,15236,10/6/08,105000.0,2.0,1945.0,6.0,3.0,1.0,0.0,1389.0,11.56171562913966,13.89
261474,0059M00158000000,15227,9/18/89,69000.0,1.0,1950.0,6.0,3.0,2.0,0.0,1782.0,11.141861783579396,17.82
117398,0139B00274000000,15226,8/4/14,118500.0,1.5,1950.0,6.0,3.0,1.0,1.0,1197.0,11.682668239557323,11.97
181116,0069C00060000000,15205,6/17/03,129900.0,2.0,1895.0,8.0,3.0,2.0,0.0,2473.0,11.77452020265869,24.73
158586,0342R00346000000,15108,6/6/16,93000.0,2.0,1935.0,6.0,3.0,2.0,0.0,1248.0,11.440354772135393,12.48
378122,0548K00284000000,15137,12/29/05,149900.0,1.0,1975.0,6.0,3.0,1.0,1.0,1347.0,11.917723684090689,13.47
388750,0295P00301000000,15235,1/8/01,57000.0,1.0,1949.0,6.0,3.0,1.0,0.0,1200.0,10.950806546816688,12.0
222082,0176H00316000000,15221,6/8/12,125000.0,2.5,1910.0,9.0,3.0,3.0,0.0,2362.0,11.736069016284437,23.62
325852,0622J00101000000,15024,10/26/87,52000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1066.0,10.858998997563564,10.66
251563,0318P00078000000,15102,10/7/76,38000.0,1.0,1950.0,6.0,2.0,1.0,0.0,1136.0,10.545341438708522,11.36
331244,0523M00060000000,15116,5/11/11,180000.0,1.5,1940.0,7.0,4.0,1.0,2.0,3084.0,12.100712129872347,30.84
207868,0178B00265000000,15218,5/4/18,20133.0,2.5,1917.0,8.0,5.0,1.0,2.0,2187.0,9.910115538826348,21.87
320083,0830A00063000000,15101,3/12/92,42000.0,1.5,1940.0,6.0,2.0,1.0,0.0,1523.0,10.645424897265505,15.23
398364,0538A00323000000,15235,12/8/77,40000.0,1.0,1960.0,5.0,2.0,1.0,0.0,1060.0,10.596634733096073,10.6
384411,0427C00107000000,15237,12/20/17,503555.0,2.0,2017.0,8.0,4.0,2.0,1.0,3388.0,13.12944822052754,33.88
290329,1239G00060000000,15239,10/5/93,63500.0,1.0,1961.0,5.0,3.0,1.0,0.0,925.0,11.058795184880783,9.25
363974,0826K00027000000,15237,11/12/80,79000.0,2.0,1960.0,5.0,4.0,2.0,0.0,2160.0,11.27720313144916,21.6
249400,0551N00245000000,15131,8/13/03,92500.0,1.0,1955.0,5.0,2.0,1.0,1.0,1148.0,11.434963923500517,11.48
95327,0077B00138000000,15214,9/5/08,1000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1080.0,6.907755278982137,10.8
305172,0651E00112000000,15047,12/22/95,38000.0,1.0,1920.0,4.0,1.0,1.0,1.0,1172.0,10.545341438708522,11.72
151873,0139J00058000000,15234,5/31/01,60000.0,1.0,1950.0,5.0,3.0,1.0,1.0,1285.0,11.002099841204238,12.85
354298,0142F00120000000,15243,8/24/84,82500.0,2.0,1948.0,6.0,3.0,2.0,1.0,1652.0,11.320553572322773,16.52
135974,0160A00154050700,15202,6/2/99,67500.0,1.0,1968.0,5.0,2.0,1.0,0.0,950.0,11.119882876860622,9.5
60456,0012E00271000000,15203,8/7/14,93525.0,3.0,1900.0,6.0,3.0,1.0,0.0,2480.0,11.445984059216347,24.8
220082,0350S00091000000,15229,8/4/09,237234.0,2.0,1930.0,6.0,3.0,2.0,1.0,2021.0,12.37680227478813,20.21
12105,0049P00136000000,15201,9/10/14,50000.0,2.0,1890.0,6.0,3.0,1.0,0.0,1776.0,10.819778284410283,17.76
55896,0012R00070021300,15203,4/13/16,248000.0,1.0,1950.0,3.0,1.0,1.0,1.0,1535.0,12.421184025147118,15.35
63536,0014F00174000000,15210,8/17/93,4178.0,2.0,1900.0,6.0,3.0,1.0,0.0,1807.0,8.33758794211651,18.07
242140,0562F00101000000,15236,1/24/17,168500.0,2.0,1960.0,7.0,4.0,2.0,1.0,1522.0,12.034691028774553,15.22
332866,0957G00003079D00,15024,8/22/15,133000.0,2.0,2004.0,6.0,3.0,2.0,1.0,1368.0,11.79810440720389,13.68
173098,0373A00015000000,15221,5/4/83,40000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1680.0,10.596634733096073,16.8
74843,0062M00063000000,15226,9/21/93,66600.0,2.0,1940.0,8.0,4.0,2.0,0.0,1980.0,11.106459856528481,19.8
350129,0064S00178000000,15216,10/5/09,223000.0,2.0,1949.0,8.0,4.0,3.0,0.0,2184.0,12.314927050442256,21.84
27051,0050M00306000000,15206,7/7/06,41500.0,2.0,1920.0,8.0,4.0,1.0,0.0,1408.0,10.63344870621879,14.08
156924,0371L00012000000,15235,11/14/90,132000.0,2.0,1959.0,10.0,3.0,2.0,1.0,2328.0,11.790557201568507,23.28
135574,0159H00188000000,15202,3/1/18,115000.0,2.0,1900.0,6.0,3.0,2.0,0.0,1320.0,11.652687407345388,13.2
201433,0383S00266000000,15133,3/2/07,1000.0,2.0,1915.0,5.0,2.0,1.0,0.0,1184.0,6.907755278982137,11.84
391466,0368M00189000000,15235,2/23/05,79000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1144.0,11.27720313144916,11.44
114335,0184P00016000000,15207,7/12/16,26000.0,1.0,1955.0,5.0,2.0,1.0,0.0,812.0,10.165851817003619,8.12
130428,0380S00081000000,15132,12/26/07,60000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1662.0,11.002099841204238,16.62
135194,0159D00175000000,15202,12/1/17,116000.0,3.0,1937.0,10.0,5.0,2.0,0.0,2178.0,11.661345470088502,21.78
226331,0297E00251000000,15221,12/5/13,25000.0,2.0,1928.0,6.0,3.0,1.0,0.0,1357.0,10.126631103850338,13.57
308029,1129J00301000000,15037,8/26/02,90000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1176.0,11.407564949312402,11.76
26482,0121P00002000000,15206,12/17/08,56000.0,1.0,1956.0,5.0,3.0,1.0,0.0,1008.0,10.933106969717286,10.08
404870,1825A00024000000,15090,11/18/16,269000.0,1.0,1958.0,6.0,2.0,1.0,1.0,1946.0,12.502466658583977,19.46
83683,0063C00184000000,15216,5/29/18,126400.0,1.0,1955.0,6.0,3.0,1.0,0.0,1388.0,11.747206760694894,13.88
400956,0632R00036000000,15235,5/24/07,42000.0,1.0,1950.0,4.0,2.0,1.0,0.0,792.0,10.645424897265505,7.92
257862,0666P00096000000,15102,6/28/12,247200.0,2.0,1971.0,10.0,5.0,2.0,1.0,2446.0,12.417953004565673,24.46
154518,0250L00152000000,15234,5/1/81,46500.0,1.0,1955.0,5.0,3.0,1.0,0.0,875.0,10.747207591575448,8.75
121510,0879R00040000000,15025,2/24/89,23500.0,2.0,1940.0,6.0,3.0,1.0,0.0,1120.0,10.06475570013225,11.2
217823,0279A00266000000,15229,8/30/16,135000.0,2.0,1926.0,6.0,2.0,1.0,0.0,1138.0,11.813030057420567,11.38
279269,0978B00002000000,15146,10/14/87,88000.0,2.0,1987.0,7.0,4.0,2.0,1.0,2400.0,11.385092093460344,24.0
399004,0538G00243000000,15235,4/3/74,9000.0,1.0,1964.0,7.0,3.0,1.0,2.0,1304.0,9.104979856318357,13.04
34769,0125H00256000000,15208,10/23/03,6000.0,2.0,1930.0,4.0,2.0,1.0,0.0,980.0,8.699514748210191,9.8
208591,0178K00003000000,15218,9/21/06,32500.0,1.0,1975.0,4.0,2.0,1.0,0.0,736.0,10.388995368317829,7.36
255863,0568E00099000000,15241,7/13/06,150000.0,2.0,1946.0,6.0,3.0,1.0,0.0,1232.0,11.918390573078392,12.32
145778,0188J00073000000,15227,5/6/85,50000.0,1.5,1935.0,6.0,3.0,2.0,1.0,1358.0,10.819778284410283,13.58
316171,1909B00170000000,15063,6/1/06,135000.0,1.0,1960.0,6.0,2.0,2.0,0.0,1402.0,11.813030057420567,14.02
266577,0390B00198000000,15236,10/7/98,75400.0,1.0,1955.0,5.0,2.0,1.0,0.0,925.0,11.230562553996048,9.25
14626,0084M00070023300,15206,3/12/16,302700.0,1.0,1985.0,4.0,2.0,2.0,0.0,1190.0,12.62049749500981,11.9
387505,0230R00039000000,15235,1/7/92,65000.0,2.0,1976.0,7.0,3.0,1.0,1.0,2038.0,11.082142548877775,20.38
311929,0591E00146000000,15108,11/19/98,181900.0,2.0,1998.0,8.0,4.0,2.0,1.0,2470.0,12.111212364506214,24.7
68673,0006M00030060500,15211,10/1/97,120000.0,1.0,1976.0,5.0,1.0,1.0,0.0,925.0,11.695247021764184,9.25
111124,0014L00198000A00,15210,6/26/17,29000.0,2.5,1924.0,6.0,3.0,1.0,0.0,1794.0,10.275051108968611,17.94
235565,0311N00262000000,15122,5/27/80,47900.0,1.0,1953.0,5.0,3.0,1.0,1.0,900.0,10.776870783399007,9.0
279113,0976H00264000000,15146,11/30/00,92000.0,1.0,1959.0,5.0,3.0,1.0,0.0,1400.0,11.429543856031177,14.0
339718,2180R00204000000,15090,2/2/16,337865.0,2.0,2016.0,7.0,3.0,2.0,1.0,2015.0,12.730401686396398,20.15
17547,0051E00029000000,15224,8/3/82,10.0,2.0,1910.0,8.0,4.0,2.0,0.0,1984.0,2.302585092994046,19.84
108621,0060M00006000000,15210,2/5/93,13000.0,2.5,1906.0,10.0,4.0,2.0,0.0,2017.0,9.472704636443673,20.17
393046,0445A00050000000,15147,6/8/01,94000.0,2.0,1966.0,6.0,3.0,1.0,1.0,1288.0,11.451050061252142,12.88
1477,0001C01662N02500,15222,9/17/08,103000.0,1.0,1964.0,3.0,1.0,1.0,0.0,1033.0,11.542484267211773,10.33
307475,0998A00083000000,15037,6/2/78,48000.0,1.0,1957.0,5.0,3.0,1.0,0.0,1075.0,10.778956289890028,10.75
175650,0558C00325000000,15045,4/30/93,22000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1232.0,9.998797732340453,12.32
73340,0061E00280000000,15226,1/11/77,34500.0,1.0,1950.0,6.0,3.0,1.0,1.0,1016.0,10.448714603019452,10.16
355771,0192R00102000000,15234,6/26/15,216500.0,1.0,1956.0,6.0,3.0,1.0,0.0,1118.0,12.285345826424681,11.18
296701,1202R00057000000,15143,6/9/08,581310.0,2.0,2008.0,10.0,5.0,3.0,1.0,4310.0,13.273039456362739,43.1
72352,0035H00242000000,15216,3/28/14,17000.0,2.5,1910.0,9.0,4.0,2.0,0.0,2126.0,9.740968623038354,21.26
305628,0652C00307000000,15135,5/14/13,52000.0,1.0,1945.0,5.0,2.0,1.0,0.0,1248.0,10.858998997563564,12.48
358241,0252C00167000000,15228,8/2/91,169900.0,2.0,1930.0,8.0,3.0,2.0,1.0,2551.0,12.042965307660024,25.51
14994,0084N00307000000,15232,6/26/14,550000.0,2.0,1900.0,8.0,5.0,2.0,0.0,2666.0,13.217673557208654,26.66
156678,0372B00010000000,15235,1/31/96,135000.0,1.0,1964.0,9.0,3.0,2.0,1.0,2042.0,11.813030057420567,20.42
98623,0163P00024000000,15214,2/24/17,52500.0,2.0,1930.0,5.0,3.0,1.0,0.0,1540.0,10.868568448579715,15.4
