PARID,MUNICIPALITY,LOCATION,SALE DATE,RECORDED DATE
1202D00286000000,Franklin Park ,1859 LOUISVILLE LN SEWICKLEY PA 15143,11/24/2015,12/1/2015
1202D00288000000,Franklin Park ,1857 LOUISVILLE LN SEWICKLEY PA 15143,11/20/2015,12/7/2015
1202D00320000000,Franklin Park ,1946 GEORGETOWNE DR SEWICKLEY PA 15143,4/29/2015,5/6/2015
1202D00322000000,Franklin Park ,1948 GEORGETOWNE DR SEWICKLEY PA 15143,4/29/2015,5/5/2015
1202D00324000000,Franklin Park ,1950 GEORGETOWNE DR SEWICKLEY PA 15143,5/7/2015,5/11/2015
1202D00326000000,Franklin Park ,1952 GEORGETOWNE DR SEWICKLEY PA 15143,5/7/2015,5/8/2015
1202D00328000000,Franklin Park ,1954 GEORGETOWNE DR SEWICKLEY PA 15143,5/26/2015,5/28/2015
1202G00142000000,Franklin Park ,2805 DEPAUL CT SEWICKLEY PA 15143,7/16/2015,7/24/2015
1202G00142000000,Franklin Park ,2805 DEPAUL CT SEWICKLEY PA 15143,11/30/2015,12/1/2015
1202G00143000000,Franklin Park ,2807 DEPAUL CT SEWICKLEY PA 15143,4/23/2015,4/24/2015
1202G00143000000,Franklin Park ,2807 DEPAUL CT SEWICKLEY PA 15143,8/17/2015,8/18/2015
1202G00144000000,Franklin Park ,2809 DEPAUL CT SEWICKLEY PA 15143,7/9/2015,7/10/2015
1202G00144000000,Franklin Park ,2809 DEPAUL CT SEWICKLEY PA 15143,10/23/2015,10/27/2015
1202G00145000000,Franklin Park ,2811 DEPAUL CT SEWICKLEY PA 15143,6/11/2015,6/12/2015
1202H00139000000,Franklin Park ,2600 SYRACUSE CT SEWICKLEY PA 15143,12/14/2015,12/18/2015
1202H00202000000,Franklin Park ,1803 RUTGERS LN SEWICKLEY PA 15143,3/13/2015,4/2/2015
1202H00204000000,Franklin Park ,1805 RUTGERS LN SEWICKLEY PA 15143,3/24/2015,3/30/2015
1202H00206000000,Franklin Park ,1807 RUTGERS LN SEWICKLEY PA 15143,3/12/2015,3/24/2015
1202H00208000000,Franklin Park ,1809 RUTGERS LN SEWICKLEY PA 15143,3/13/2015,3/17/2015
1207N00004000000,McCandless  ,10112 DEER VIEW PT WEXFORD PA 15090,6/15/2015,6/17/2015
1207N00233000000,McCandless  ,414 STAG HORN DR WEXFORD PA 15090,12/4/2015,1/19/2016
1207N00235000000,McCandless  ,412 STAG HORN DR WEXFORD PA 15090,7/10/2015,7/17/2015
1207N00352000000,McCandless  ,427 STAG HORN DR WEXFORD PA 15090,5/12/2015,5/27/2015
1209A00033000000,McCandless  ,10490 ALLANTE CT GIBSONIA PA 15044,6/24/2015,7/1/2015
1209B00191000000,McCandless  ,1802 S VILLA DR GIBSONIA PA 15044,3/13/2015,3/17/2015
1209B00218000000,McCandless  ,407 PINE VILLA DR GIBSONIA PA 15044,9/21/2015,10/16/2015
1209C00017000000,Hampton  ,2108 CHABLIS CT GIBSONIA PA 15044,6/5/2015,6/11/2015
1209C00044000000,Hampton  ,2132 N VILLA CT GIBSONIA PA 15044,2/25/2015,3/2/2015
1209F00173000000,McCandless  ,1920 LAKE MARSHALL DR GIBSONIA PA 15044,7/15/2015,7/20/2015
1131R00049000000,Elizabeth Twp  ,412 COWAN DR ELIZABETH PA 15037,8/4/2015,8/11/2015
1132A00265000000,Elizabeth Boro  ,306 CHICAGO AVE ELIZABETH PA 15037,3/6/2015,3/20/2015
1132A00331000000,Elizabeth Boro  ,411 LOCUST ST ELIZABETH PA 15037,9/30/2015,10/8/2015
1132A00387000000,Elizabeth Boro  ,206 CHURCH ST ELIZABETH PA 15037,5/20/2015,6/4/2015
1132A00397000000,Elizabeth Boro  ,300 CHURCH ST ELIZABETH PA 15037,3/10/2015,3/19/2015
1132B00195000000,Elizabeth Twp  ,639 GLASSPORT ELIZABETH RD ELIZABETH PA 15037,9/8/2015,9/11/2015
1132B00331000000,Elizabeth Twp  ,622 DOUGLAS AVE ELIZABETH PA 15037,7/21/2015,7/21/2015
1132B00342000000,Elizabeth Twp  ,616 DOUGLAS AVE ELIZABETH PA 15037,12/4/2015,12/8/2015
1132B00387000000,Elizabeth Twp  ,623 DOUGLAS AVE ELIZABETH PA 15037,12/18/2015,12/22/2015
1132D00205000000,Elizabeth Twp  ,0 ROSS ST ELIZABETH PA 15037,4/27/2015,5/14/2015
1132D00248000000,Elizabeth Twp  ,310 SCOTT ST ELIZABETH PA 15037,4/23/2015,8/11/2015
1132D00248000000,Elizabeth Twp  ,310 SCOTT ST ELIZABETH PA 15037,10/28/2015,1/8/2016
1132D00248000000,Elizabeth Twp  ,310 SCOTT ST ELIZABETH PA 15037,12/7/2015,1/22/2016
1132E00093000000,Elizabeth Boro  ,154 ELLSWORTH AVE ELIZABETH PA 15037,12/1/2015,12/23/2015
1078F00281000000,Hampton  ,3202 MCALLISTER FARM LN ALLISON PARK PA 15101,1/3/2015,11/6/2015
1078F00326000000,Hampton  ,4685 MIDDLE RD ALLISON PARK PA 15101,10/16/2015,10/19/2015
1078K00020000000,Hampton  ,3236 HAMPTON OAKS DR ALLISON PARK PA 15101,6/3/2015,6/3/2015
1078K00387000000,Hampton  ,4669 MIDDLE RD ALLISON PARK PA 15101,7/16/2015,7/22/2015
1078P00008000000,Hampton  ,0 KESWICK CT ALLISON PARK PA 15101,5/20/2015,5/22/2015
1079A00052000000,West Deer  ,4773 BAYFIELD RD ALLISON PARK PA 15101,7/10/2015,7/14/2015
1079A00058000000,West Deer  ,4779 BAYFIELD RD ALLISON PARK PA 15101,11/12/2015,11/12/2015
1202H00220000000,Franklin Park ,1813 RUTGERS LN SEWICKLEY PA 15143,1/22/2015,2/2/2015
1202H00230000000,Franklin Park ,1800 RUTGERS LN SEWICKLEY PA 15143,12/7/2015,12/16/2015
1202H00232000000,Franklin Park ,1802 RUTGERS LN SEWICKLEY PA 15143,12/11/2015,12/17/2015
1202H00234000000,Franklin Park ,1804 RUTGERS LN SEWICKLEY PA 15143,12/9/2015,12/21/2015
1202L00150000000,Franklin Park ,2821 DEPAUL CT SEWICKLEY PA 15143,1/14/2015,1/26/2015
1202L00150000000,Franklin Park ,2821 DEPAUL CT SEWICKLEY PA 15143,5/29/2015,6/25/2015
1202L00150000000,Franklin Park ,2821 DEPAUL CT SEWICKLEY PA 15143,7/14/2015,7/16/2015
1202L00152000000,Franklin Park ,2820 DEPAUL CT SEWICKLEY PA 15143,4/13/2015,4/20/2015
1202L00154000000,Franklin Park ,2816 DEPAUL CT SEWICKLEY PA 15143,2/9/2015,2/24/2015
1202L00155000000,Franklin Park ,2814 DEPAUL CT SEWICKLEY PA 15143,3/12/2015,4/1/2015
1202M00101000000,Franklin Park ,2635 SYRACUSE CT SEWICKLEY PA 15143,3/10/2015,3/16/2015
1202M00101000000,Franklin Park ,2635 SYRACUSE CT SEWICKLEY PA 15143,6/26/2015,7/7/2015
1202M00102000000,Franklin Park ,2637 SYRACUSE CT SEWICKLEY PA 15143,3/18/2015,3/20/2015
1202M00102000000,Franklin Park ,2637 SYRACUSE CT SEWICKLEY PA 15143,6/26/2015,7/2/2015
1202M00107000000,Franklin Park ,2634 SYRACUSE CT SEWICKLEY PA 15143,5/12/2015,5/15/2015
1202M00107000000,Franklin Park ,2634 SYRACUSE CT SEWICKLEY PA 15143,8/27/2015,8/28/2015
1202M00108000000,Franklin Park ,2632 SYRACUSE CT SEWICKLEY PA 15143,5/27/2015,5/29/2015
1202M00108000000,Franklin Park ,2632 SYRACUSE CT SEWICKLEY PA 15143,9/23/2015,10/2/2015
1104D00174000000,Plum  ,696 PINE VALLEY DR PITTSBURGH PA 15239,3/27/2015,3/31/2015
1104H00235000000,Plum  ,1119 OBLOCK RD PITTSBURGH PA 15239,6/12/2015,6/16/2015
1104K00315000000,Plum  ,1175 BALKAN DR PITTSBURGH PA 15239,8/5/2015,8/5/2015
1104K00319000000,Plum  ,1155 BALKAN DR PITTSBURGH PA 15239,10/29/2015,11/17/2015
1104K00339000000,Plum  ,1049 BALKAN DR PITTSBURGH PA 15239,6/5/2015,6/15/2015
1104M00311000000,Plum  ,15 RALEIGH PL PITTSBURGH PA 15239,7/15/2015,7/16/2015
1104R00052000000,Plum  ,5 LACEBARK CT PITTSBURGH PA 15239,6/30/2015,7/21/2015
1104S00082000000,Plum  ,30 BRACKEN PL PITTSBURGH PA 15239,9/10/2015,9/17/2015
1132E00132000000,Elizabeth Boro  ,137 ELLSWORTH AVE ELIZABETH PA 15037,9/24/2015,4/19/2016
1132E00142000000,Elizabeth Boro  ,155 ELLSWORTH AVE ELIZABETH PA 15037,12/22/2015,1/5/2016
1132F00094000000,Elizabeth Twp  ,406 OXFORD AVE ELIZABETH PA 15037,5/14/2015,5/20/2015
1132F00116000000,Elizabeth Twp  ,509 DOUGLAS AVE ELIZABETH PA 15037,10/7/2015,10/9/2015
1132F00266000000,Elizabeth Twp  ,409 WYLIE AVE ELIZABETH PA 15037,2/2/2015,4/8/2015
1132F00360000000,Elizabeth Twp  ,403 MONONGAHELA AVE ELIZABETH PA 15037,11/23/2015,11/25/2015
1132F00362000000,Elizabeth Twp  ,0 MONONGAHELA AVE ELIZABETH PA 15037,11/23/2015,11/25/2015
1132F00394000000,Elizabeth Twp  ,400 MONONGAHELA AVE ELIZABETH PA 15037,9/16/2015,11/2/2015
1132F00394000000,Elizabeth Twp  ,400 MONONGAHELA AVE ELIZABETH PA 15037,12/18/2015,1/7/2016
1079S00093000000,Indiana  ,0 TREE FARM LN ALLISON PARK PA 15101,9/22/2015,9/24/2015
1080L00165000000,Indiana  ,987 STATE ROUTE 910 ALLISON PARK PA 15101,2/11/2015,2/11/2015
1081C00253000000,Indiana  ,509 OAKRIDGE DR CHESWICK PA 15024,9/25/2015,10/1/2015
1081H00020000000,Indiana  ,102 LAZY W LN CHESWICK PA 15024,11/12/2015,12/2/2015
1081H00187000000,Indiana  ,104 LAZY W LN CHESWICK PA 15024,3/17/2015,3/20/2015
1081R00118000000,Indiana  ,242 ALPINE VILLAGE DR CHESWICK PA 15024,8/6/2015,8/11/2015
1082D00192000000,Indiana  ,367 MILL DAM RD CHESWICK PA 15024,9/13/2015,10/6/2015
1083K00076000000,Indiana  ,318 MARSHALL HILL RD CHESWICK PA 15024,2/10/2015,2/25/2015
1084A00013000000,Indiana  ,252 LITTLE DEER CREEK RD CHESWICK PA 15024,11/9/2015,12/31/2015
1202M00111000000,Franklin Park ,2621 SYRACUSE CT SEWICKLEY PA 15143,1/2/2015,1/2/2015
1202M00111000000,Franklin Park ,2621 SYRACUSE CT SEWICKLEY PA 15143,4/8/2015,4/21/2015
1202M00112000000,Franklin Park ,2623 SYRACUSE CT SEWICKLEY PA 15143,6/25/2015,6/26/2015
1202M00112000000,Franklin Park ,2623 SYRACUSE CT SEWICKLEY PA 15143,10/19/2015,10/22/2015
1202M00115000000,Franklin Park ,2629 SYRACUSE CT SEWICKLEY PA 15143,1/20/2015,2/3/2015
1202M00116000000,Franklin Park ,2631 SYRACUSE CT SEWICKLEY PA 15143,3/4/2015,3/6/2015
1202M00116000000,Franklin Park ,2631 SYRACUSE CT SEWICKLEY PA 15143,6/23/2015,6/26/2015
1202M00117000000,Franklin Park ,2633 SYRACUSE CT SEWICKLEY PA 15143,2/19/2015,2/20/2015
1202M00117000000,Franklin Park ,2633 SYRACUSE CT SEWICKLEY PA 15143,6/3/2015,6/4/2015
1202M00118000000,Franklin Park ,2630 SYRACUSE CT SEWICKLEY PA 15143,3/13/2015,3/30/2015
1202M00119000000,Franklin Park ,2628 SYRACUSE CT SEWICKLEY PA 15143,1/16/2015,1/26/2015
1202M00125000000,Franklin Park ,2505 NOTRE DAME CT SEWICKLEY PA 15143,3/20/2015,3/23/2015
1104S00189000000,Plum  ,226 FALLS VILLAGE RD PITTSBURGH PA 15239,7/17/2015,7/20/2015
1104S00201000000,Plum  ,244 FALLS VILLAGE RD PITTSBURGH PA 15239,6/1/2015,6/16/2015
1105E00074000000,Monroeville  ,345 HOCHBERG RD MONROEVILLE PA 15146,9/30/2015,10/6/2015
1105E00074000000,Monroeville  ,345 HOCHBERG RD MONROEVILLE PA 15146,12/8/2015,12/14/2015
1105J00073000000,Monroeville  ,451 COLLEGE PARK DR MONROEVILLE PA 15146,5/22/2015,6/4/2015
1105J00092000000,Monroeville  ,359 NOEL DR MONROEVILLE PA 15146,8/7/2015,8/28/2015
1105J00279000000,Monroeville  ,412 EDEN DR MONROEVILLE PA 15146,4/13/2015,4/14/2015
1105J00291000000,Monroeville  ,418 EDEN DR MONROEVILLE PA 15146,4/10/2015,4/13/2015
1105K00217000000,Monroeville  ,441 EDEN DR MONROEVILLE PA 15146,12/2/2015,12/8/2015
1105P00214000000,Monroeville  ,504 AURA DR MONROEVILLE PA 15146,7/8/2015,7/10/2015
1105P00326000000,Monroeville  ,434 HOCHBERG RD MONROEVILLE PA 15146,10/20/2015,11/2/2015
1132G00254000000,Elizabeth Twp  ,509 OXFORD AVE ELIZABETH PA 15037,8/17/2015,8/24/2015
1132J00270000000,Elizabeth Twp  ,291 OAK AVE ELIZABETH PA 15037,8/7/2015,8/12/2015
1132K00253000001,Elizabeth Twp  ,501 UNDERWOOD AVE ELIZABETH PA 15037,3/23/2015,3/24/2015
1132K00260000000,Elizabeth Twp  ,503 UNDERWOOD AVE ELIZABETH PA 15037,8/27/2015,9/1/2015
1132K00264000000,Elizabeth Twp  ,0 UNDERWOOD AVE ELIZABETH PA 15037,8/27/2015,9/1/2015
1132K00266000000,Elizabeth Twp  ,0 UNDERWOOD AVE ELIZABETH PA 15037,8/27/2015,9/1/2015
1132K00268000000,Elizabeth Twp  ,0 UNDERWOOD AVE ELIZABETH PA 15037,8/27/2015,9/1/2015
1132L00358000000,Elizabeth Twp  ,414 SHAFFER AVE ELIZABETH PA 15037,9/30/2015,10/19/2015
1132N00184000000,Elizabeth Twp  ,518 ROTHEY DR ELIZABETH PA 15037,6/27/2015,1/13/2016
1084J00182000000,Indiana  ,220 LITTLE DEER CREEK RD CHESWICK PA 15024,11/9/2015,12/31/2015
1084N00185000000,Indiana  ,200 LITTLE DEER CREEK RD CHESWICK PA 15024,9/23/2015,11/3/2015
1084P00024000000,Indiana  ,403 CRAWFORD RUN RD CHESWICK PA 15024,4/21/2015,7/1/2015
1084S00007000000,Indiana  ,1088 RURAL RIDGE DR CHESWICK PA 15024,8/19/2015,8/21/2015
1085A00242000000,Indiana  ,487 CRAWFORD RUN RD CHESWICK PA 15024,8/21/2015,8/28/2015
1085C00194000000,Frazer  ,2525 BUTLER LOGAN RD TARENTUM PA 15084,5/6/2015,5/26/2015
1085F00200000000,Frazer  ,2512 BUTLER LOGAN RD TARENTUM PA 15084,2/25/2015,3/3/2015
1085P00376000000,Frazer  ,152 LOG CABIN RD TARENTUM PA 15084,12/17/2015,12/31/2015
1087B00021000000,East Deer  ,509 -511 DAYS RUN RD CREIGHTON PA 15030,9/9/2015,9/18/2015
1087D00047000000,East Deer  ,0 W 10TH AVE TARENTUM PA 15084,11/17/2015,11/17/2015
1202M00126000000,Franklin Park ,2507 NOTRE DAME CT SEWICKLEY PA 15143,2/20/2015,3/3/2015
1202R00059000000,Franklin Park ,1608 TWIN OAKS DR SEWICKLEY PA 15143,8/28/2015,8/31/2015
1202S00100000000,Franklin Park ,0 MCKINNEY RD SEWICKLEY PA 15143,7/9/2015,8/11/2015
1202S00103000000,Franklin Park ,2639 SYRACUSE CT SEWICKLEY PA 15143,4/8/2015,4/17/2015
1202S00103000000,Franklin Park ,2639 SYRACUSE CT SEWICKLEY PA 15143,4/8/2015,4/17/2015
1202S00104000000,Franklin Park ,2640 SYRACUSE CT SEWICKLEY PA 15143,3/24/2015,3/30/2015
1202S00104000000,Franklin Park ,2640 SYRACUSE CT SEWICKLEY PA 15143,7/13/2015,7/15/2015
1202S00105000000,Franklin Park ,2638 SYRACUSE CT SEWICKLEY PA 15143,3/23/2015,4/1/2015
1202S00106000000,Franklin Park ,2636 SYRACUSE CT SEWICKLEY PA 15143,2/19/2015,3/6/2015
1202S00106000000,Franklin Park ,2636 SYRACUSE CT SEWICKLEY PA 15143,6/23/2015,6/24/2015
1106G00232000000,Monroeville  ,800 HAWKEYE DR MONROEVILLE PA 15146,11/3/2015,12/8/2015
1106K00006000000,Monroeville  ,703 ILLINI DR MONROEVILLE PA 15146,5/5/2015,5/8/2015
1106K00339000000,Monroeville  ,601 TARTAN DR MONROEVILLE PA 15146,6/24/2015,6/30/2015
1106L00031000000,Monroeville  ,714 ILLINI DR MONROEVILLE PA 15146,7/28/2015,8/10/2015
1106L00073000000,Monroeville  ,703 VANDERBILT DR MONROEVILLE PA 15146,10/23/2015,10/30/2015
1106L00135000000,Monroeville  ,715 ILLINI DR MONROEVILLE PA 15146,5/29/2015,6/2/2015
1106L00223000000,Monroeville  ,713 CITADEL DR MONROEVILLE PA 15146,5/27/2015,6/3/2015
1106N00176000000,Monroeville  ,624 TARTAN DR MONROEVILLE PA 15146,5/29/2015,6/11/2015
1106N00270000000,Monroeville  ,0 OLD WILLIAM PENN HWY MONROEVILLE PA 15146,6/22/2015,6/24/2015
1106N00279000000,Monroeville  ,160 LEVIN WAY MONROEVILLE PA 15146,6/22/2015,6/24/2015
1132N00231000000,Elizabeth Twp  ,308 ROTHEY DR ELIZABETH PA 15037,11/27/2015,12/16/2015
1132N00251000000,Elizabeth Twp  ,301 ROTHEY DR ELIZABETH PA 15037,1/29/2015,2/2/2015
1132N00251000000,Elizabeth Twp  ,301 ROTHEY DR ELIZABETH PA 15037,10/1/2015,10/13/2015
1132N00301000000,Elizabeth Twp  ,403 ROTHEY DR ELIZABETH PA 15037,4/14/2015,4/22/2015
1132P00307000000,Elizabeth Twp  ,538 ELMVIEW DR ELIZABETH PA 15037,6/17/2015,7/8/2015
1132P00374000000,Elizabeth Twp  ,119 SIMILO DR ELIZABETH PA 15037,10/9/2015,10/23/2015
1132R00096000000,Findlay  ,240 MOODY RD IMPERIAL PA 15126,5/7/2015,5/15/2015
1133G00025000000,West Elizabeth  ,300 1ST ST WEST ELIZABETH PA 15088,11/10/2015,11/10/2015
1133G00027000000,West Elizabeth  ,302 1ST ST WEST ELIZABETH PA 15088,11/10/2015,11/10/2015
1087D00074000000,East Deer  ,526 W 9TH AVE TARENTUM PA 15084,12/17/2015,1/13/2016
1087D00075000000,East Deer  ,0 W 9TH AVE TARENTUM PA 15084,12/17/2015,1/13/2016
1087D00147000000,East Deer  ,509 W 9TH AVE TARENTUM PA 15084,4/30/2015,5/7/2015
1087F00099000000,East Deer  ,335 BAILIES RUN RD CREIGHTON PA 15030,2/20/2015,2/23/2015
1087K00219000000,East Deer  ,280 -282 BAILIES RUN RD CREIGHTON PA 15030,10/28/2015,10/30/2015
1087P00166000000,East Deer  ,240 BAILEY RUN RD CREIGHTON PA 15030,4/1/2015,4/7/2015
1087P00186000000,East Deer  ,231 BAILIES RUN RD CREIGHTON PA 15030,7/8/2015,8/11/2015
1088A00070000000,Tarentum  ,401 W 8TH AVE TARENTUM PA 15084,11/20/2015,11/24/2015
1088A00087000000,Tarentum  ,404 W 7TH AVE TARENTUM PA 15084,12/23/2015,1/13/2016
1088A00095000000,Tarentum  ,414 W 7TH AVE TARENTUM PA 15084,12/1/2015,12/3/2015
1203A00033000000,Franklin Park ,1305 GANTRY CT SEWICKLEY PA 15143,5/26/2015,6/3/2015
1203A00039000000,Franklin Park ,1311 GANTRY CT SEWICKLEY PA 15143,2/25/2015,3/16/2015
1203A00051000000,Franklin Park ,1306 GANTRY CT SEWICKLEY PA 15143,6/9/2015,6/26/2015
1203A00066000000,Franklin Park ,2566 ALDON DR SEWICKLEY PA 15143,7/21/2015,7/22/2015
1203A00364000000,Franklin Park ,2553 NICHOLSON RD SEWICKLEY PA 15143,12/21/2015,12/23/2015
1203B00066000300,Franklin Park ,2648 QUAIL RIDGE LN WEXFORD PA 15090,6/1/2015,6/3/2015
1203C00005000000,Franklin Park ,2544 PHEASANT RUN DR UNIT A WEXFORD PA 15090,5/5/2015,5/8/2015
1203C00049000300,Franklin Park ,2614 BRIAR CT WEXFORD PA 15090,6/3/2015,6/15/2015
1203C00123000000,Franklin Park ,2552 B PHEASANT RUN DR WEXFORD PA 15090,10/20/2015,11/18/2015
1203D00246000000,Franklin Park ,2555 SHELLBURNE DR WEXFORD PA 15090,2/27/2015,3/4/2015
1203D00246000000,Franklin Park ,2555 SHELLBURNE DR WEXFORD PA 15090,3/12/2015,3/24/2015
1106R00042000000,Monroeville  ,712 VANDERBILT DR MONROEVILLE PA 15146,7/1/2015,7/2/2015
1106R00046000000,Monroeville  ,710 VANDERBILT DR MONROEVILLE PA 15146,12/7/2015,12/8/2015
1106R00146000000,Monroeville  ,748 ILLINI DR MONROEVILLE PA 15146,4/21/2015,4/27/2015
1107A00277000000,Monroeville  ,4745 WILLIAM PENN HWY MONROEVILLE PA 15146,5/22/2015,5/22/2015
1107E00009000000,Monroeville  ,102 MARIA LN MONROEVILLE PA 15146,10/24/2015,11/3/2015
1107J00197000000,Monroeville  ,4625 BERT DR MONROEVILLE PA 15146,10/23/2015,10/28/2015
1107J00268000000,Monroeville  ,300 E PATTY LN MONROEVILLE PA 15146,4/6/2015,4/14/2015
1107J00312000000,Monroeville  ,231 E PATTY LN MONROEVILLE PA 15146,8/21/2015,10/13/2015
1133H00145000000,Elizabeth Boro  ,213 MARKET ST ELIZABETH PA 15037,5/18/2015,6/1/2015
1133H00281000000,Elizabeth Boro  ,201 N 2ND AVE ELIZABETH PA 15037,1/20/2015,2/6/2015
1133H00318000000,Elizabeth Boro  ,213 N 1ST AVE ELIZABETH PA 15037,5/15/2015,5/21/2015
1133H00319000000,Elizabeth Boro  ,215 N 1ST AVE ELIZABETH PA 15037,5/15/2015,5/21/2015
1133J00240000000,West Elizabeth  ,800 5TH ST WEST ELIZABETH PA 15088,10/29/2015,10/29/2015
1133J00253000000,West Elizabeth  ,800 5TH ST WEST ELIZABETH PA 15088,10/29/2015,10/29/2015
1133J00377000000,West Elizabeth  ,907 7TH ST WEST ELIZABETH PA 15088,7/29/2015,8/4/2015
1133K00157000000,West Elizabeth  ,600 3RD ST WEST ELIZABETH PA 15088,11/19/2015,11/20/2015
1095J00326000000,Plum  ,0 NEWGATE DR NEW KENSINGTON PA 15068,11/17/2015,12/2/2015
1095J00333000000,Plum  ,1422 NEWGATE DR NEW KENSINGTON PA 15068,11/17/2015,12/2/2015
1095J00356000000,Plum  ,1460 GREENSBURG RD NEW KENSINGTON PA 15068,4/9/2015,4/14/2015
1095R00098000000,Plum  ,1474 GREENSBURG RD NEW KENSINGTON PA 15068,4/9/2015,4/14/2015
1095R00109000000,Plum  ,1458 GREENSBURG RD NEW KENSINGTON PA 15068,4/9/2015,4/14/2015
1098C00049000000,Plum  ,1690 OLD LEECHBURG RD NEW KENSINGTON PA 15068,12/1/2015,12/16/2015
1098D00028000000,Plum  ,1722 OLD LEECHBURG RD NEW KENSINGTON PA 15068,12/3/2015,2/1/2016
1203D00289000000,Franklin Park ,2537 GLENWOOD DR WEXFORD PA 15090,9/15/2015,9/18/2015
1203F00068000300,Franklin Park ,2652 QUAIL RIDGE LN WEXFORD PA 15090,9/29/2015,9/30/2015
1203F00070000300,Franklin Park ,2656 QUAIL RIDGE LN WEXFORD PA 15090,5/13/2015,5/14/2015
1203F00084000300,Franklin Park ,2684 QUAIL RIDGE LN WEXFORD PA 15090,8/21/2015,9/17/2015
1203F00086000300,Franklin Park ,2625 HUNTERS POINT DR WEXFORD PA 15090,5/29/2015,6/5/2015
1203F00111000300,Franklin Park ,2675 HUNTERS POINT DR WEXFORD PA 15090,6/15/2015,7/1/2015
1203F00135000300,Franklin Park ,2730 MEADOWCREST CT WEXFORD PA 15090,2/18/2015,3/4/2015
1107J00326000000,Monroeville  ,4613 LOLLY DR MONROEVILLE PA 15146,3/24/2015,5/6/2015
1107J00326000000,Monroeville  ,4613 LOLLY DR MONROEVILLE PA 15146,11/16/2015,11/18/2015
1107J00358000000,Monroeville  ,4622 BERT DR MONROEVILLE PA 15146,5/28/2015,6/10/2015
1107N00314000000,Monroeville  ,4712 LOLLY DR MONROEVILLE PA 15146,5/28/2015,6/5/2015
1108A00080000000,Monroeville  ,4746 BERT DR MONROEVILLE PA 15146,5/12/2015,5/29/2015
1108A00084000000,Monroeville  ,4744 BERT DR MONROEVILLE PA 15146,12/10/2015,12/22/2015
1108A00148000000,Monroeville  ,4805 LOLLY DR MONROEVILLE PA 15146,7/7/2015,8/18/2015
1108A00160000000,Monroeville  ,4811 LOLLY DR MONROEVILLE PA 15146,4/3/2015,4/13/2015
1108A00179000000,Monroeville  ,4800 LOLLY DR MONROEVILLE PA 15146,8/28/2015,9/2/2015
1133L00083000000,Elizabeth Boro  ,315 3RD AVE ELIZABETH PA 15037,8/24/2015,9/18/2015
1133L00166000000,Elizabeth Boro  ,212 -214 3RD AVE ELIZABETH PA 15037,10/22/2015,11/3/2015
1133L00225000000,Elizabeth Boro  ,300 S 2ND AVE ELIZABETH PA 15037,5/6/2015,5/27/2015
1098F00052000000,Plum  ,4321 TRESCO DR PITTSBURGH PA 15239,12/29/2015,1/4/2016
1098F00374000000,Plum  ,4511 SARDIS RD NEW KENSINGTON PA 15068,3/18/2015,4/2/2015
1098P00112000000,Plum  ,0 MORRIS DR PITTSBURGH PA 15239,12/29/2015,1/4/2016
1099D00120000000,Plum  ,2035 RENTON RD PITTSBURGH PA 15239,1/8/2015,1/12/2015
1099D00144000000,Plum  ,2051 RENTON RD PITTSBURGH PA 15239,8/17/2015,9/28/2015
1099D00144000000,Plum  ,2051 RENTON RD PITTSBURGH PA 15239,10/21/2015,12/1/2015
1099H00376000000,Plum  ,1951 RENTON RD PITTSBURGH PA 15239,9/17/2015,11/19/2015
1099P00228000000,Plum  ,128 PLUM ST PITTSBURGH PA 15239,9/2/2015,10/16/2015
1203F00154000300,Franklin Park ,2692 HUNTERS POINT DR WEXFORD PA 15090,11/30/2015,12/3/2015
1203F00155000300,Franklin Park ,2690 HUNTERS POINT DR WEXFORD PA 15090,6/9/2015,6/30/2015
1203G00007000300,Franklin Park ,2583 HUNTERS POINT CT S WEXFORD PA 15090,9/11/2015,9/17/2015
1203G00008000000,Franklin Park ,2545 PHEASANT RUN DR WEXFORD PA 15090,3/13/2015,3/30/2015
1203G00018000000,Franklin Park ,2551 PHEASANT RUN DR WEXFORD PA 15090,2/26/2015,3/4/2015
1203G00025000300,Franklin Park ,2619 HUNTERS POINT DR WEXFORD PA 15090,3/12/2015,3/31/2015
1203G00029000000,Franklin Park ,2563 A PHEASANT RUN DR WEXFORD PA 15090,2/9/2015,2/25/2015
1203G00043000300,Franklin Park ,2602 HUNTERS POINT DR WEXFORD PA 15090,4/24/2015,5/1/2015
1203G00105000000,Franklin Park ,2570 PHEASANT RUN DR WEXFORD PA 15090,12/18/2015,12/28/2015
1203G00116000000,Franklin Park ,2560 -A PHEASANT RUN DR WEXFORD PA 15090,10/30/2015,11/5/2015
1203G00300001000,Franklin Park ,2589 HUNTERS POINT CT S WEXFORD PA 15090,4/17/2015,5/1/2015
1108C00146000000,Monroeville  ,223 ALPINE VILLAGE DR MONROEVILLE PA 15146,8/6/2015,4/29/2016
1108C00151000000,Monroeville  ,221 ALPINE VILLAGE DR MONROEVILLE PA 15146,1/21/2015,1/22/2015
1108E00015000000,Monroeville  ,4907 POINT CIRCLE DR MONROEVILLE PA 15146,9/10/2015,12/18/2015
1108E00015000000,Monroeville  ,4907 POINT CIRCLE DR MONROEVILLE PA 15146,10/29/2015,12/18/2015
1108E00089000000,Monroeville  ,4813 SANDY DR MONROEVILLE PA 15146,9/2/2015,9/30/2015
