,storeNumber,countryCode,latitude,longitude,city,olsonTimeZoneId
0,34638-85784,HK,22.3407,114.20169,Hong Kong,GMT+08
1,32141-267986,HK,22.341694,114.194208,Hong Kong,GMT+08
2,15035-155445,HK,22.33352,114.19678,Kowloon,GMT+08
3,49646-268445,HK,22.331223,114.188143,香港,GMT+08
4,31944-224544,HK,22.323871,114.203796,Hong Kong,GMT+08
5,21805-215565,HK,22.3366,114.182904,Kowloon Tong,GMT+08
6,34610-28207,HK,22.32287,114.21344,Kowloon,GMT+08
7,32240-132324,HK,22.32068,114.21015,Hong Kong,GMT+08
8,31735-116128,HK,22.31982,114.20857,Kowloon Bay,GMT+08
9,31601-277585,HK,22.328222,114.181048,Hong Kong,GMT+08
10,27789-248689,HK,22.335369,114.176125,Hong Kong,GMT+08
11,31295-106071,HK,22.33735,114.17411,Kowloon Tong,GMT+08
12,28087-249911,HK,22.315936,114.214427,Hong Kong,GMT+08
14,28938-251933,HK,22.323102,114.172155,Hong Kong,GMT+08
15,31484-108178,HK,22.31385,114.2216,Hong Kong,GMT+08
16,24822-239032,HK,22.309342,114.191437,Hong Kong,GMT+08
17,15929-163266,HK,22.31853,114.17469,Mong Kok,GMT+08
18,16739-175266,HK,22.31955,114.17157,Kowloon,GMT+08
19,15498-162224,HK,22.32257,114.16904,Kowloon,GMT+08
21,34651-97510,HK,22.31255,114.22524,Kowloon,GMT+08
22,23427-230344,HK,22.318242,114.169937,Hong Kong,GMT+08
23,28086-249917,HK,22.310818,114.226208,Hong Kong,GMT+08
24,34650-96576,HK,22.31813,114.16866,Kowloon,GMT+08
25,47110-256908,HK,22.315398,114.17103,Hong Kong,GMT+08
26,32539-136288,HK,22.30386,114.18883,Kowloon,GMT+08
27,49951-271867,HK,22.301677,114.188071,香港,GMT+08
28,22692-223905,HK,22.319787,114.162605,Kowloon,GMT+08
30,34628-224530,HK,22.381427,114.188484,Hong Kong,GMT+08
31,34649-96235,HK,22.30772,114.17166,Kowloon,GMT+08
32,21708-214544,HK,22.305914,114.172472,Kowloon,GMT+08
33,30619-100432,HK,22.316737,114.16147,Kowloon,GMT+08
34,19323-201108,HK,22.30087,114.17837,Hong Kong,GMT+08
35,19399-201944,HK,22.38631,114.20359,Shantin,GMT+08
36,31644-113449,HK,22.303115,114.172536,Kowloon,GMT+08
37,27011-246465,HK,22.300959,114.175817,Hong Kong,GMT+08
39,26879-245951,HK,22.385467,114.187778,Hong Kong,GMT+08
40,22442-221224,HK,22.298266,114.178378,Hong Kong,GMT+08
42,34647-95348,HK,22.30095,114.17288,Hong Kong,GMT+08
43,31372-107012,HK,22.33718,114.14944,Kowloon,GMT+08
45,23287-137113,HK,22.299522,114.172586,Kowloon,GMT+08
46,32157-218684,HK,22.297329,114.176483,Hong Kong,GMT+08
47,17868-186924,HK,22.33464,114.14878,Hong Kong,GMT+08
48,53240-284367,HK,22.290962,114.2026,Hong Kong,GMT+08
49,17103-179445,HK,22.291131,114.208106,Quarry Bay,GMT+08
50,34601-20281,HK,22.28394,114.15819,Hong Kong,GMT+08
51,34622-64463,HK,22.28445,114.15846,Hong Kong,GMT+08
53,22733-224529,HK,22.284612,114.157381,Hong Kong,GMT+08
54,34607-131304,HK,22.283015,114.159281,Hong Kong,GMT+08
55,13020-151249,HK,22.285492,114.158685,香港,GMT+08
56,32636-134915,HK,22.28372,114.15612,Hong Kong,GMT+08
57,16712-167649,HK,22.282465,114.156284,Hong Kong,GMT+08
58,34644-94628,HK,22.28152,114.15869,Hong Kong,GMT+08
59,15593-163265,HK,22.285142,114.155854,Hong Kong,GMT+08
60,34630-69462,HK,22.28113,114.15946,Hong Kong,GMT+08
61,31187-105744,HK,22.28162,114.15598,Hong Kong,GMT+08
62,31373-106380,HK,22.28651,114.16076,Hong Kong,GMT+08
63,1909-139865,HK,22.27983,114.15669,Hong Kong,GMT+08
64,16021-297190,HK,22.279489,114.160546,Hong Kong,GMT+08
65,30625-100796,HK,22.28598,114.1531,Hong Kong,GMT+08
66,34616-51681,HK,22.27852,114.16087,Hong Kong,GMT+08
67,31011-103797,HK,22.2809,114.15264,香港,GMT+08
68,34634-82422,HK,22.28786,114.15221,Hong Kong,GMT+08
69,1611-181864,HK,22.279166,114.164423,Hong Kong,GMT+08
70,20900-208764,HK,22.285327,114.149931,Hong Kong,GMT+08
71,15414-161225,HK,22.279297,114.165226,Hong Kong,GMT+08
72,34609-22927,HK,22.277657,114.164619,Hong Kong,GMT+08
73,49648-270180,HK,22.277187,114.164326,香港,GMT+08
74,16505-172146,HK,22.28072,114.16725,Admiralty,GMT+08
76,18145-188484,HK,22.28756,114.14732,Hong Kong,GMT+08
77,48916-264345,HK,22.277805,114.170021,香港,GMT+08
79,22016-217104,HK,22.284176,114.142356,Hong Kong,GMT+08
80,12922-155444,HK,22.29466,114.16923,香港,GMT+08
81,7076-154450,HK,22.294049,114.170575,Kowloon,GMT+08
82,20668-234764,HK,22.295674,114.168792,Kowloon,GMT+08
83,34645-95953,HK,22.274584,114.171776,Wan Chai,GMT+08
84,31356-295106,HK,22.270317,114.149651,Hong Kong,GMT+08
86,32024-296966,HK,22.296608,114.169669,"28 Canton Road, TST, Kowloon",GMT+08
87,58123-292255,HK,22.2934,114.173793,Hong Kong,GMT+08
88,28937-251934,HK,22.29657,114.171258,Hong Kong,GMT+08
89,57102-291124,HK,22.298961,114.167982,Hong Kong,GMT+08
90,34605-28027,HK,22.280551,114.176802,Wan Chai,GMT+08
91,1777-134912,HK,22.296685,114.172018,Hong Kong,GMT+08
92,18770-195085,HK,22.287214,114.138773,Hong Kong,GMT+08
94,30735-101334,HK,22.30044,114.16781,Hong Kong,GMT+08
95,32347-134899,HK,22.278148,114.178669,Hong Kong,GMT+08
96,23343-229464,HK,22.297653,114.173694,Hong Kong,GMT+08
97,31996-167164,HK,22.304,114.16158,Hong Kong,GMT+08
98,16738-175264,HK,22.283084,114.135882,Hong Kong,GMT+08
99,15014-157084,HK,22.29058,114.20979,Quarry Bay,GMT+08
100,31354-107893,HK,22.287554,114.211874,Quarry Bay,GMT+08
101,31235-106228,HK,22.286661,114.214299,香港,GMT+08
103,20654-207724,HK,22.285806,114.217402,Taikoo Shing,GMT+08
104,52643-282604,HK,22.284989,114.216254,香港,GMT+08
105,27612-248108,HK,22.284723,114.223245,Hong Kong,GMT+08
106,34646-96055,HK,22.288098,114.192578,Hong Kong,GMT+08
107,24613-238415,HK,22.304246,114.251974,Hong Kong,GMT+08
108,22975-218604,HK,22.323608,114.257683,Tseung Kwan 0,GMT+08
109,34659-100323,HK,22.27832,114.18192,Hong Kong,GMT+08
110,21323-211425,HK,22.280456,114.182261,Hong Kong,GMT+08
111,16506-172147,HK,22.277534,114.183017,Causeway Bay,GMT+08
112,17437-181845,HK,22.279601,114.183805,Causeway Bay,GMT+08
113,54331-286434,HK,22.278027,114.185143,Hong Kong,GMT+08
114,32195-235805,HK,22.280479,114.18524,Causeway Bay,GMT+08
116,48031-261185,HK,22.286607,114.135667,Hong Kong,GMT+08
117,50070-272545,HK,22.282658,114.12881,香港,GMT+08
118,14951-156525,HK,22.278827,114.188301,Hong Kong,GMT+08
119,31028-104389,HK,22.27876,114.19166,Wan Chai,GMT+08
120,16020-167645,HK,22.28228,114.192244,Tin Hau,GMT+08
121,19320-201106,HK,22.267523,114.18711,Hong Kong,GMT+08
122,34249-62099,AE,25.229669,55.319303,Dubai,GMT+04
123,30954-99024,AE,25.23109,55.32647,Dubai,GMT+04
124,32714-122107,AE,25.23424,55.311429,Dubai,GMT+04
127,31199-104340,AE,25.251866,55.332833,Dubai,GMT+04
128,34320-74020,AE,25.25374,55.303499,Dubai,GMT+04
129,49595-270099,AE,25.257815,55.327233,Dubai,GMT+04
130,50733-276145,AE,25.223093,55.352372,Dubai,GMT+04
132,24927-239346,AE,25.224252,55.354236,Dubai,GMT+04
133,34211-17922,AE,25.21769,55.283103,Dubai,GMT+04
134,23213-228760,AE,25.259304,55.341268,Dubai,GMT+04
135,23212-228759,AE,25.257361,55.344323,Dubai,GMT+04
136,23973-234507,AE,25.248634,55.352868,Dubai,GMT+04
137,34219-17920,AE,25.266826,55.317043,Dubai,GMT+04
138,28908-251804,AE,25.214725,55.281249,Dubai,GMT+04
139,3169-123447,AE,25.25258,55.35408,Dubai,GMT+04
140,32328-123449,AE,25.21554,55.2789,Dubai,GMT+04
141,31853-109684,AE,25.215721,55.277276,Dubai,GMT+04
143,32269-114734,AE,25.210916,55.276096,Dubai,GMT+04
144,24139-236004,AE,25.23914,55.271046,Dubai,GMT+04
146,27072-246650,AE,25.196637,55.280883,Dubai,GMT+04
149,1719-136469,AE,25.19834,55.27844,Dubai,GMT+04
150,20347-204885,AE,25.266795,55.355415,Dubai,GMT+04
151,48097-261445,AE,25.200078,55.275122,Dubai,GMT+04
152,1801-136467,AE,25.194946,55.279258,Dubai,GMT+04
153,32292-111724,AE,25.200837,55.27365,Dubai,GMT+04
155,32144-123448,AE,25.194108,55.276799,Dubai,GMT+04
157,32329-111864,AE,25.19097,55.278268,Dubai,GMT+04
158,18857-187024,AE,25.208165,55.262536,Dubai,GMT+04
160,48396-262946,AE,25.191536,55.267392,Dubai- UAE,GMT+04
161,25406-240945,AE,25.232497,55.386295,Dubai,GMT+04
162,34284-65720,AE,25.216583,55.25253,Dubai,GMT+04
164,21600-213424,AE,25.258705,55.381125,Dubai,GMT+04
165,26915-237081,AE,25.215955,55.250767,Dubai,GMT+04
167,28258-250593,AE,25.198592,55.248568,DUBAI,GMT+04
168,4143-147546,AE,25.215973,55.409539,Dubai,GMT+04
169,34259-54260,AE,25.29743,55.371903,Sharjah,GMT+04
172,1359-138434,AE,25.321535,55.375703,Sharjah,GMT+04
173,34253-62541,AE,25.33381,55.375645,Sharjah,GMT+04
175,34291-80114,AE,25.168955,55.227421,Dubai,GMT+04
176,3183-143827,AE,25.169505,55.241709,Dubai,GMT+04
179,18026-187444,AE,25.1854,55.231484,Dubai,GMT+04
180,17787-183964,AE,25.156861,55.205695,Dubai,GMT+04
182,34317-95971,AE,25.133537,55.185668,Dubai,GMT+04
183,26743-245288,AE,25.118742,55.202801,Dubai,GMT+04
184,30780-154130,AE,25.118437,55.203113,Dubai,GMT+04
185,26048-243344,AE,25.118568,55.196847,Dubai,GMT+04
186,15060-156348,AE,25.107851,55.197906,Al Barsha,GMT+04
189,15976-165685,AE,25.099555,55.204816,Dubai,GMT+04
196,51430-278405,AE,25.092527,55.186098,Dubai,GMT+04
197,34346-97779,AE,25.102801,55.162898,Dubai,GMT+04
198,32117-116426,AE,25.0955,55.167252,Dubai,GMT+04
200,50249-273632,AE,25.111265,55.141366,Dubai,GMT+04
201,34315-87671,AE,25.084243,55.15009,Dubai,GMT+04
202,32457-106838,AE,25.08074,55.13897,Dubai,GMT+04
203,1968-136466,AE,25.07641,55.140511,Dubai,GMT+04
204,32571-107873,AE,25.077092,55.135592,Dubai,GMT+04
205,32523-106836,AE,25.076871,55.133298,Dubai,GMT+04
207,32476-106835,AE,25.07181,55.12975,Dubai,GMT+04
210,31002-101076,AE,25.05399,55.171172,Dubai,GMT+04
212,34336-97974,AE,25.0445,55.120305,Dubai,GMT+04
213,34337-97975,AE,25.04449,55.120295,Dubai,GMT+04
215,7073-204444,AE,25.126962,55.119732,Dubai,GMT+04
216,34335-97976,AE,25.04063,55.12131,Dubai,GMT+04
217,32741-141410,AE,25.132344,55.118461,Dubai,GMT+04
221,26471-239345,AE,25.031677,55.18999,Dubai,GMT+04
224,22125-218025,AE,24.997867,55.175754,Dubai,GMT+04
227,4141-147544,AE,25.046226,55.24268,Dubai,GMT+04
229,34262-62540,AE,24.475984,54.321883,Abu Dhabi,GMT+04
230,20424-205466,AE,24.464157,54.328719,Abu Dhabi,GMT+04
232,17127-178586,AE,24.46878,54.339967,Abu Dhabi,GMT+04
237,32239-100001,AE,24.470337,54.351749,Abu Dhabi,GMT+04
238,1935-141406,AE,24.479704,54.353567,Abu Dhabi,GMT+04
239,18837-193244,AE,24.487284,54.357749,Dubai,GMT+04
240,34260-17877,AE,24.490072,54.363083,Abu Dhabi,GMT+04
241,32029-110804,AE,24.477139,54.372518,Abu Dhabi,GMT+04
242,31719-103601,AE,24.47024,54.37276,Abu Dhabi,GMT+04
243,51436-278404,AE,24.47025,54.372777,Abu Dhabi,GMT+04
244,1897-120044,AE,24.489096,54.37411,Abu Dhabi,GMT+04
245,1579-122101,AE,24.477553,54.376484,Abu Dhabi,GMT+04
246,24932-239347,AE,24.462847,54.385215,ABU DHABI,GMT+04
248,34227-33225,AE,24.495868,54.383227,Abu Dhabi,GMT+04
256,2176-143834,AE,24.450186,54.392092,Abu Dhabi,GMT+04
257,18469-188844,AE,24.4312,54.385902,Abu Dhabi,GMT+04
258,28809-251348,AE,24.496196,54.407427,Abu Dhabi,GMT+04
259,28810-251346,AE,24.436535,54.402578,Abu Dhabi,GMT+04
260,29539-254261,AE,24.435384,54.412496,Abu Dhabi,GMT+04
261,49298-267850,AE,24.42637,54.407987,Abu Dhabi,GMT+04
262,20423-205465,AE,24.446145,54.438583,Abu Dhabi,GMT+04
263,16453-170544,AE,24.431739,54.435553,Abu Dhabi,GMT+04
265,24191-236428,AE,24.42083,54.440671,Abu Dhabi,GMT+04
266,20008-200004,AE,24.435274,54.455525,Abu Dhabi,GMT+04
267,22126-218024,AE,24.42936,54.46311,Abu Dhabi,GMT+04
268,21605-213406,AE,24.554563,54.452659,Abu Dhabi,GMT+04
270,18182-182165,AE,24.403721,54.485397,Abu Dhabi,GMT+04
271,32767-131566,AE,24.408591,54.491289,Abu Dhabi,GMT+04
272,24931-239348,AE,24.432581,54.566565,ABUDHABI,GMT+04
274,17688-182164,AE,24.334429,54.524197,Abu Dhabi,GMT+04
276,3886-141408,AE,24.365661,54.564211,Abu Dhabi,GMT+04
278,3178-141407,AE,24.350423,54.569979,Abu Dhabi,GMT+04
279,22963-226644,AE,24.488838,54.607892,Abu Dhabi,GMT+04
280,24085-235545,AE,24.485658,54.607765,Abu Dhabi,GMT+04
281,24604-238367,AE,24.489308,54.608989,Abu Dhabi,GMT+04
282,34252-54259,AE,25.345018,55.39871,Sharjah,GMT+04
284,17964-183966,AE,25.383157,55.404507,Sharjah,GMT+04
285,47089-256771,AE,25.389664,55.458399,Ajman,GMT+04
286,34217-27108,AE,25.309971,55.489652,Sharjah,GMT+04
287,25879-242844,AE,25.236671,55.42206,Dubai,GMT+04
288,3173-122109,AE,25.233864,55.43588,Dubai,GMT+04
290,31338-103600,AE,25.224555,55.424622,Dubai,GMT+04
293,22331-212325,AE,25.413532,55.498456,Ajman,GMT+04
295,6106-148051,AE,25.124772,55.41056,Dubai,GMT+04
296,16528-168726,AE,25.12683,55.3971,Dubai,GMT+04
301,1911-138604,AE,25.681656,55.780582,Ras Al Khaimah,GMT+04
303,3172-113584,AE,25.748301,55.925063,Ras Al Khaimah,GMT+04
305,48961-265989,AE,25.785186,55.965559,Ras al Khaimah,GMT+04
306,34228-219605,AE,25.78521,55.965807,Ras Al Khaimah,GMT+04
308,22697-223524,AE,25.541452,55.541801,Umm Al Quwain,GMT+04
313,23216-228405,OM,25.985017,56.282847,Muscat,GMT+04
314,1926-141411,AE,24.160592,55.807567,Al Ain,GMT+04
315,17788-183965,AE,24.207041,55.759096,Al Ain,GMT+04
316,16257-166109,AE,24.222205,55.781988,Al Ain,GMT+04
318,17291-169884,AE,24.219302,55.753731,Al Ain,GMT+04
321,34332-97778,AE,24.243583,55.726779,Al Ain,GMT+04
322,30781-99022,AE,24.188009,55.68792,Abu Dhabi,GMT+04
323,24510-238164,AE,24.274663,55.779172,Al Ain,GMT+04
324,49299-267848,AE,24.243636,55.71701,Al Ain,GMT+04
327,29306-253248,AE,24.213316,55.666778,Al Ain,GMT+04
328,32640-131563,AE,24.195469,55.647858,Al Ain,GMT+04
329,29651-254742,AE,24.2187,55.641442,Al Ain,GMT+04
330,15938-165686,AE,24.48311,55.77399,Abu Dhabi,GMT+04
334,27950-248318,AE,25.027596,55.267153,Dubai,GMT+04
337,17045-172945,AE,25.125593,56.30138,Fujairah,GMT+04
339,32073-107463,AE,25.074454,55.402717,Dubai,GMT+04
342,49327-268228,AE,24.457592,54.673552,Abu Dhabi,GMT+04
343,23549-231166,AE,24.386922,54.723377,Abu Dhabi,GMT+04
344,20772-207664,AE,24.454883,54.723729,Abu Dhabi,GMT+04
345,20113-195784,AE,24.523448,54.670817,Abu Dhabi,GMT+04
346,4034-136938,AR,-34.547348,-58.485948,Buenos Aires,GMT+00
347,3525-142748,AR,-34.547348,-58.485858,Buenos Aires,GMT+00
348,13054-156007,AR,-34.550916,-58.466774,Buenos Aires,GMT+00
349,21884-185944,AR,-34.535834,-58.466928,Buenos Aires,GMT+00
350,15478-161685,AR,-34.525983,-58.474728,Buenos Aires,GMT+00
351,47283-246923,AR,-34.557695,-58.460546,Buenos Aires,GMT+00
352,15654-164107,AR,-34.562778,-58.456276,Buenos Aires,GMT+00
353,15458-161684,AR,-34.576668,-58.482647,Buenos Aires,GMT+00
354,20331-204904,AR,-34.554794,-58.449336,Buenos Aires,GMT+00
355,1284-140707,AR,-34.572935,-58.459374,Buenos Aires,GMT+00
356,29536-246926,AR,-34.55983,-58.445274,Buenos Aires,GMT+00
357,49461-269445,AR,-34.509093,-58.491947,Buenos Aires,GMT+00
358,1270-136935,AR,-34.568813,-58.443745,Buenos Aires,GMT+00
359,16690-174425,AR,-34.570443,-58.443969,Buenos Aires,GMT+00
360,7123-150606,AR,-34.567794,-58.4368,Buenos Aires,GMT+00
361,54216-286480,AR,-34.508636,-58.523224,Buenos Aires,GMT+00
362,47294-254164,AR,-34.578014,-58.438144,Buenos Aires,GMT+00
363,1271-136936,AR,-34.506768,-58.523491,Buenos Aires,GMT+00
364,25324-219149,AR,-34.584575,-58.435814,Buenos Aires,GMT+00
365,15509-158844,AR,-34.57519,-58.425356,Buenos Aires,GMT+00
366,49469-269451,AR,-34.489839,-58.485391,Buenos Aires,GMT+00
367,16744-173424,AR,-34.571917,-58.42168,Buenos Aires,GMT+00
368,20313-198064,AR,-34.581832,-58.42804,Buenos Aires,GMT+00
369,26540-219150,AR,-34.489259,-58.499991,Buenos Aires,GMT+00
370,51308-278015,AR,-34.558379,-58.41019,CABA,GMT+00
371,49438-156016,AR,-34.574442,-58.416297,Buenos Aires,GMT+00
372,24876-231226,AR,-34.598666,-58.440152,Buenos Aires,GMT+00
373,1290-142064,AR,-34.589835,-58.425611,Buenos Aires,GMT+00
374,17243-180104,AR,-34.611792,-58.518163,Buenos Aires,GMT+00
375,57103-289481,AR,-34.497796,-58.545517,San Isidro,GMT+00
376,3629-142529,AR,-34.580807,-58.410449,Buenos Aires,GMT+00
377,25325-232985,AR,-34.586575,-58.414098,BUENOS AIRES,GMT+00
378,7027-149890,AR,-34.57785,-58.405995,Buenos Aires,GMT+00
379,9199-152184,AR,-34.575586,-58.404014,Buenos Aires,GMT+00
380,32499-294750,AR,-34.587978,-58.409652,Buenos Aires,GMT+00
381,15059-157325,AR,-34.592319,-58.412618,Buenos Aires,GMT+00
382,50998-276869,AR,-34.587413,-58.407765,Buenos Aires,GMT+00
383,16786-175824,AR,-34.490901,-58.547632,Buenos Aires,GMT+00
384,15008-157047,AR,-34.470386,-58.511856,Buenos Aires,GMT+00
385,15058-157324,AR,-34.584775,-58.399801,Buenos Aires,GMT+00
386,21445-212345,AR,-34.618671,-58.437291,CABA,GMT+00
387,15005-157045,AR,-34.617189,-58.43399,Buenos Aires,GMT+00
388,26464-238685,AR,-34.597871,-58.406615,Buenos Aires,GMT+00
389,3554-153291,AR,-34.590791,-58.400619,Buenos Aires,GMT+00
390,6177-149892,AR,-34.615562,-58.4291,Buenos Aires,GMT+00
391,47751-259030,AR,-34.589466,-58.398381,Caba,GMT+00
392,1279-139527,AR,-34.603912,-58.410938,Buenos Aires,GMT+00
393,19945-198044,AR,-34.60404,-58.410992,Buenos Aires,GMT+00
394,49471-269448,AR,-34.622293,-58.437357,Buenos Aires,GMT+00
395,55625-289482,AR,-34.604213,-58.40883,Buenos Aires,GMT+00
396,24076-221025,AR,-34.599596,-58.40046,Buenos Aires,GMT+00
397,49462-269446,AR,-34.60936,-58.397202,Buenos Aires,GMT+00
398,26539-230148,AR,-34.5957,-58.395991,Buenos Aires,GMT+00
399,1277-139525,AR,-34.600682,-58.392956,Buenos Aires,GMT+00
400,15653-164104,AR,-34.60445,-58.392312,Buenos Aires,GMT+00
401,15329-160024,AR,-34.604569,-58.390987,Buenos Aires,GMT+00
402,16743-175224,AR,-34.59606,-58.393272,Buenos Aires,GMT+00
403,16479-169427,AR,-34.602881,-58.386377,Buenos Aires,GMT+00
404,24877-228684,AR,-34.588792,-58.393643,Buenos Aires,GMT+00
405,16600-173444,AR,-34.609274,-58.384918,Buenos Aires,GMT+00
406,26472-239830,AR,-34.595678,-58.385854,Buenos Aires,GMT+00
407,16237-169426,AR,-34.585616,-58.39339,Buenos Aires,GMT+00
408,8090-154364,AR,-34.604593,-58.382199,Buenos Aires,GMT+00
409,51315-278014,AR,-34.603606,-58.380942,CABA,GMT+00
410,23695-219147,AR,-34.59901,-58.380961,Buenos Aires,GMT+00
411,56607-290487,AR,-34.583946,-58.390594,Buenos Aires,GMT+00
412,53537-285731,AR,-34.60493,-58.379153,Buenos Aires,GMT+00
413,26461-232984,AR,-34.603457,-58.379116,BUENOS AIRES,GMT+00
414,51310-278023,AR,-34.589049,-58.384249,CABA,GMT+00
415,7152-150785,AR,-34.616485,-58.381815,Buenos Aires,GMT+00
416,19944-202505,AR,-34.616694,-58.381589,Buenos Aires,GMT+00
417,47750-259026,AR,-34.597064,-58.378442,Caba,GMT+00
418,19948-198065,AR,-34.611709,-58.378743,Buenos Aires,GMT+00
419,1285-140708,AR,-34.60798,-58.374965,Buenos Aires,GMT+00
420,1282-139530,AR,-34.598942,-58.375034,Buenos Aires,GMT+00
421,26459-238684,AR,-34.596922,-58.37535,Buenos Aires,GMT+00
422,26538-230144,AR,-34.604566,-58.373918,Buenos Aires,GMT+00
423,26535-240364,AR,-34.606243,-58.373698,Buenos Aires,GMT+00
424,50378-274446,AR,-34.605306,-58.372574,Buenos Aires,GMT+00
425,50379-274447,AR,-34.605953,-58.370991,Buenos Aires,GMT+00
426,15672-164105,AR,-34.612621,-58.374852,Buenos Aires,GMT+00
427,8177-151507,AR,-34.603431,-58.372271,Buenos Aires,GMT+00
428,54463-286709,AR,-34.610702,-58.366136,Buenos Aires,GMT+00
429,17802-185946,AR,-34.599091,-58.372736,Buenos Aires,GMT+00
430,1281-139529,AR,-34.600444,-58.36879,Buenos Aires,GMT+00
431,21525-212344,AR,-34.598735,-58.374347,Buenos Aires,GMT+00
432,15142-156008,AR,-34.613772,-58.366175,Buenos Aires,GMT+00
433,3803-153444,AR,-34.601144,-58.364731,Buenos Aires,GMT+00
434,20619-198066,AR,-34.59514,-58.371869,Buenos Aires,GMT+00
435,15459-161686,AR,-34.620778,-58.37141,Buenos Aires,GMT+00
436,9126-151506,AR,-34.59321,-58.376136,Buenos Aires,GMT+00
437,49472-269454,AR,-34.591183,-58.374224,Buenos Aires,GMT+00
438,54291-286550,AR,-34.634115,-58.375632,Buenos Aires,GMT+00
439,40204-76700,AT,48.200706,16.358635,Wien,GMT+00
440,40206-77760,AT,48.198655,16.350052,Wien,GMT+00
441,32492-120288,AT,48.200786,16.368764,Wien,GMT+00
442,59648-293830,AT,48.202868,16.370227,Wien,GMT+00
443,40213-99693,AT,48.207627,16.367094,Wien,GMT+00
444,15134-158024,AT,48.208554,16.369449,Wien,GMT+00
445,17786-183845,AT,48.213186,16.362802,Wien,GMT+00
446,19247-200084,AT,48.196622,16.337601,Wien,GMT+00
447,31077-103980,AT,48.211299,16.376093,Wien,GMT+00
448,32495-133884,AT,48.205817,16.385848,Wien,GMT+00
449,23739-161864,AT,48.184985,16.377522,Wien,GMT+00
450,40212-96779,AT,48.220408,16.347473,Wien,GMT+00
451,40202-69420,AT,48.240344,16.386985,Wien,GMT+00
452,13074-150484,AT,48.243246,16.434104,Wien,GMT+00
453,21998-216824,AT,48.111793,16.318671,Vosendorf,GMT+00
454,25921-242984,AT,48.125435,16.555225,Schwechat,GMT+00
455,53343-284764,AT,47.979619,16.850464,Parndorf,GMT+00
456,56689-290605,SK,48.205602,17.033937,Bratislava,GMT+00
458,49159-254844,SK,48.132755,17.108082,Bratislava,GMT+00
459,49331-254845,SK,48.140456,17.120988,Bratislava,GMT+00
460,51041-276777,SK,48.162257,17.129365,Bratislava,GMT+00
461,49324-261229,SK,48.164931,17.181494,Bratislava,GMT+00
462,53558-285766,CZ,48.762737,16.062601,Chvalovice,GMT+00
463,32639-137287,BE,50.89737,4.4851,Zaventem,GMT+00
464,6030-137290,BE,50.90035,4.48431,Zaventem,GMT+00
465,1338-245953,BE,50.869313,4.481211,Zaventem,GMT+00
466,48459-260557,BE,50.838031,4.406705,Brussels,GMT+00
467,48462-260556,BE,50.842313,4.383166,Brussels,GMT+00
469,48458-252564,BE,50.855229,4.358321,Brussels,GMT+00
470,20374-205052,BE,50.840911,4.36389,Brussels,GMT+00
471,15272-158067,BE,50.84556,4.35694,Brussels,GMT+00
472,26401-240667,BE,50.834332,4.35234,Brussels,GMT+00
473,62248-296857,BE,50.835177,4.335222,Brussels,GMT+00
474,26399-240668,BE,50.831921,4.33318,Brussels,GMT+00
475,53522-285716,BE,50.852036,4.658462,Leuven,GMT+00
476,53524-285717,BE,50.853742,4.659964,Leuven,GMT+00
477,20894-198024,BE,50.881641,4.71445,Leuven,GMT+00
479,51471-277548,BE,51.183973,4.290078,Kruibeke,GMT+00
480,51470-277465,BE,51.185398,4.290357,Beveren,GMT+00
481,6104-148664,BE,51.21722,4.42111,Antwerp,GMT+00
482,48460-262584,BE,51.219967,4.421289,Antwerp,GMT+00
483,18497-185504,BE,51.219631,4.401097,Antwerp,GMT+00
484,57636-291729,BE,50.970831,3.845277,Wetteren,GMT+00
485,57637-291730,BE,50.970013,3.840391,Wetteren,GMT+00
486,19372-201645,BE,50.46852,4.863315,Namur,GMT+00
487,17299-177127,BE,51.036384,3.716252,Gent,GMT+00
488,15759-164604,BE,51.054399,3.7219,Gent,GMT+00
489,60386-294648,BE,50.931014,5.32741,Hasselt,GMT+00
490,51472-277468,BE,51.420201,4.706803,Minderhout,GMT+00
491,59943-294077,BE,50.452517,3.805738,Saint-Ghislain,GMT+00
492,59946-294079,BE,50.451737,3.805375,Saint-Ghislain,GMT+00
493,55318-289148,NL,51.499901,4.741532,Breda,GMT+00
494,58555-292747,NL,51.596072,4.779727,Breda,GMT+00
506,1349-112145,BH,26.24169,50.58798,Manama,GMT+03
507,34345-98401,BH,26.23658,50.57716,Manama,GMT+03
515,1582-122086,BH,26.24934,50.6105,Muharraq,GMT+03
516,17189-179925,BH,26.22067,50.578768,Manama,GMT+03
523,32717-122090,BH,26.23492,50.55467,المنامة,GMT+03
525,32716-134986,BH,26.23492,50.55458,المنامة,GMT+03
526,15439-161444,BH,26.21311,50.568327,Manama,GMT+03
528,34324-95973,BH,26.21165,50.60773,Manama,GMT+03
529,34286-79020,BH,26.2064,50.57619,Al Zinj,GMT+03
535,34234-33223,BH,26.22982,50.53717,Manama,GMT+03
536,34218-27369,BH,26.23253,50.53644,Manama,GMT+03
540,34302-86720,BH,26.14469,50.57902,Sanad,GMT+03
545,34308-93504,SA,26.2886,50.22068,Khobar,GMT+03
555,32580-128367,SA,26.30452,50.1993,Khobar,GMT+03
561,13053-153764,BS,25.085204,-77.32393,Nassau,GMT-05
571,4641-99593,CA,49.841375,-119.487573,Kelowna,GMT-08
572,138-23,CA,49.860292,-119.490895,Kelowna,GMT-08
