,storeNumber,countryCode,latitude,longitude,city,olsonTimeZoneId
27026,58765-292817,GB,52.062781,1.109198,Ipswich,GMT+00
27027,27639-248270,GB,52.02346,0.24183,Safron Walden,GMT+00
27028,29997-254525,GB,52.057373,1.135998,Ipswich,GMT+00
27029,47775-259780,GB,52.625193,1.291668,Norwich,GMT+00
27030,51149-277325,GB,52.626251,1.292213,Norwich,GMT+00
27031,29451-253088,GB,52.050723,1.144202,Ipswich,GMT+00
27032,47777-259778,GB,52.627759,1.293093,Norwich,GMT+00
27033,20727-273734,GB,52.053108,1.150979,Ipswich,GMT+00
27034,47776-259779,GB,52.626652,1.295882,Norwich,GMT+00
27035,26888-245965,GB,52.623196,1.305938,Norwich,GMT+00
27036,21328-211887,GB,52.003414,1.058032,Ipswich,GMT+00
27037,27844-248886,GB,52.6269,1.3064,Norwich,GMT+00
27038,28923-250965,GB,52.652996,1.304226,Norwich,GMT+00
27039,62050-293670,GB,52.77475,0.134596,Long Sutton,GMT+00
27040,53317-284688,GB,52.791762,1.265976,Norwich,GMT+00
27041,52092-280705,GB,52.612352,-0.18671,Peterborough,GMT+00
27042,21706-239145,GB,51.889689,0.260671,Stansted,GMT+00
27043,55128-288945,GB,52.542127,-0.254774,Peterborough,GMT+00
27044,26113-243607,GB,52.57272,-0.24231,Peterborough,GMT+00
27045,14945-154366,GB,51.87541,0.24803,Stansted,GMT+00
27046,3899-165164,GB,52.574616,-0.249982,Peterborough,GMT+00
27047,17511-182524,GB,51.871843,0.19484,Bishops Storford,GMT+00
27048,47164-256968,GB,51.871601,0.194883,Essex,GMT+00
27049,28926-250717,GB,50.789453,-2.012912,Corfe Mullen,GMT+00
27050,56144-285855,GB,50.741868,-1.986251,Poole,GMT+00
27051,26351-244305,GB,50.71841,-1.980565,Poole,GMT+00
27052,26726-245125,GB,50.72329,-1.90352,Bournemouth,GMT+00
27053,18967-193486,GB,50.720265,-1.884145,Bournemouth,GMT+00
27054,23094-227644,GB,50.72042,-1.87948,Bournemouth,GMT+00
27055,60497-293970,GB,51.237909,-0.208984,Uxbridge,GMT+00
27056,18936-196184,GB,51.16336,-0.17513,West Sussex,GMT+00
27057,18670-194104,GB,51.124228,-0.179929,Crawley,GMT+00
27058,24323-237124,GB,51.115446,-0.187618,Crawley,GMT+00
27059,12310-237068,GB,51.125399,-0.017621,East Grinstead,GMT+01
27060,28289-250624,GB,53.22311,-0.55242,Lincoln,GMT+00
27061,47869-260051,GB,53.22798,-0.540631,Lincoln,GMT+00
27062,51291-277045,GB,53.251302,-0.518139,Lincoln,GMT+00
27063,63748-297858,GB,53.393392,-0.548557,Market Rasen,GMT+00
27064,54706-282878,GB,52.598714,-0.422171,Peterborough,GMT+00
27065,53613-285852,GB,51.062007,-0.326597,Horsham,GMT+00
27066,16909-170231,GB,52.849983,-3.029132,Oswestry Gateway,GMT+00
27067,18158-188191,GB,53.027417,-3.030137,Wrexham,GMT+00
27068,49274-267858,GB,52.313232,-2.706343,Ludlow,GMT+00
27069,23026-222425,GB,53.165553,-3.124716,Mold,GMT+00
27070,75138-289907,US,41.891921,-87.60676,Chicago,GMT-06
27071,76724-101396,US,39.56734,-76.97273,Westminster,GMT-05
27072,14111-241751,US,39.564396,-76.975039,Westminster,GMT-05
27073,8844-94170,US,42.064792,-80.099528,Erie,GMT-05
27074,19053-197086,US,42.054876,-80.094923,Erie,GMT-05
27075,19846-200144,US,42.05709,-80.088909,Erie,GMT-05
27076,23005-211224,US,42.104449,-80.131187,Erie,GMT-05
27077,7736-59399,US,42.13028,-80.086084,Erie,GMT-05
27078,2953-93286,US,42.097703,-79.29118,Jamestown,GMT-05
27079,75353-102275,US,42.44868,-79.339244,Fredonia,GMT-05
27080,76172-88880,US,33.864877,-98.533519,Wichita Falls,GMT-06
27081,6804-80900,US,33.884495,-98.528741,Wichita Falls,GMT-06
27082,49578-267875,US,33.876454,-98.55913,Wichita Falls,GMT-06
27083,62694-295292,US,33.85371,-98.499402,Wichita Falls,GMT-06
27084,50964-261247,US,33.966281,-98.506983,Sheppard AFB,GMT-06
27085,5252-734,US,39.728942,-121.840906,Chico,GMT-08
27086,74289-76581,US,39.735805,-121.835698,Chico,GMT-08
27087,10804-100724,US,39.746578,-121.851558,Chico,GMT-08
27088,23686-232505,US,39.725947,-121.80243,Chico,GMT-08
27089,5930-44940,US,39.7264,-121.80117,Chico,GMT-08
27090,6717-231727,US,39.760795,-121.844939,Chico,GMT-08
27091,74779-99552,US,39.762128,-121.822741,Chico,GMT-08
27092,19843-202664,US,39.715257,-121.794837,Chico,GMT-08
27093,49205-264685,US,39.757582,-121.624752,Paradise,GMT-08
27094,3422-93760,US,39.526333,-122.212535,Willows,GMT-08
27095,25970-92950,US,37.274647,-107.882252,Durango,GMT-07
27096,48921-263692,US,37.295291,-107.87341,Durango,GMT-07
27097,19585-197866,US,37.299919,-107.870556,Durango,GMT-07
27098,79748-124164,US,36.825134,-107.9946,Aztec,GMT-07
27099,76642-99348,US,36.768751,-108.147634,Farmington,GMT-07
27100,10041-98917,US,36.762063,-108.154935,Farmington,GMT-07
27101,20181-203487,US,37.34934,-108.577474,Cortez,GMT-07
27102,74243-62599,US,36.751423,-108.160805,Farmington,GMT-07
27103,47153-254731,US,36.743199,-108.168025,Farmington,GMT-07
27104,25027-92923,US,37.25691,-107.076281,Pagosa Springs,GMT-07
27105,6890-242128,US,32.331982,-96.618146,Ennis,GMT-06
27106,49307-256341,US,32.414433,-97.228591,Alvarado,GMT-06
27107,20343-204765,US,45.274578,-92.998835,Forest Lake,GMT-06
27108,2621-262467,US,45.279907,-92.998956,Forest Lake,GMT-06
27109,76317-95728,US,39.814383,-94.81239,St. Joseph,GMT-06
27110,19163-192764,US,39.806936,-94.815672,St. Joseph,GMT-06
27111,48068-254165,US,39.786521,-94.801902,St. Joseph,GMT-06
27112,7993-95383,US,39.769359,-94.804012,St. Joseph,GMT-06
27113,55109-220144,US,39.758196,-94.782679,St. Joseph,GMT-06
27114,48504-263284,US,39.350672,-94.767988,Platte City,GMT-06
27115,29954-253364,US,40.33356,-94.872161,Maryville,GMT-06
27116,17119-177165,US,39.293834,-94.720373,Kansas City,GMT-06
27117,23302-228827,US,39.294237,-94.715135,Kansas City,GMT-06
27118,52540-281874,US,39.294076,-94.711749,Kansas City,GMT-06
27120,20859-197427,US,40.3537,-94.885862,Maryville,GMT-06
27121,76928-129165,US,39.260908,-94.65854,Kansas City,GMT-06
27122,21366-210026,US,39.26712,-94.576495,Kansas City,GMT-06
27123,2432-16155,US,39.248203,-94.652416,Kansas City,GMT-06
27124,63261-297219,US,39.246076,-94.660137,Kansas City,GMT-06
27125,61020-295406,US,39.245321,-94.645423,Kansas City,GMT-06
27126,17279-176888,US,39.248108,-94.593893,Kansas City,GMT-06
27127,57462-291548,US,39.246958,-94.5952,Kansas City,GMT-06
27128,19825-162244,US,39.248682,-94.573251,Kansas City,GMT-06
27129,59340-289170,US,39.267312,-94.449716,Kansas City,GMT-06
27130,49046-265274,US,39.211411,-94.641488,Kansas City,GMT-06
27131,26662-242347,US,39.223194,-94.546532,Gladstone,GMT-06
27132,72675-64265,US,39.2475,-94.463778,Kansas City,GMT-06
27133,9655-97361,US,39.245085,-94.449923,Liberty,GMT-06
27134,61290-295395,US,39.245984,-94.447268,Liberty,GMT-06
27135,79440-106729,US,39.195023,-94.579775,Kansas City,GMT-06
27136,2416-255359,US,39.190498,-94.548357,Kansas City,GMT-06
27137,72729-59259,US,39.182603,-94.578802,Kansas City,GMT-06
27138,54504-285808,US,39.145033,-94.558439,North Kansas City,GMT-06
27139,59585-291909,US,43.610949,-72.973027,Rutland,GMT-05
27140,528-472,US,32.848773,-117.27329,La Jolla,GMT-08
27141,26986-135333,US,40.429853,-111.824706,Lehi,GMT-07
27142,24500-237076,US,40.37361,-111.785803,American Fork,GMT-07
27143,73277-27188,US,41.172636,-104.829659,Cheyenne,GMT-07
27144,29314-251304,US,41.174186,-104.828984,Cheyenne,GMT-07
27145,59796-290910,US,41.161868,-104.800438,Cheyenne,GMT-07
27146,11082-102939,US,41.137951,-104.816975,Cheyenne,GMT-07
27147,6515-263695,US,41.160552,-104.779124,Cheyenne,GMT-07
27148,28265-237406,US,41.161057,-104.764593,Cheyenne,GMT-07
27149,73370-24376,US,41.144355,-104.76933,Cheyenne,GMT-07
27150,74427-94041,US,41.110992,-104.802479,Cheyenne,GMT-07
27151,22425-219024,US,41.309288,-105.556449,Laramie,GMT-07
27152,74385-87621,US,41.316978,-105.594614,Laramie,GMT-07
27153,72231-35319,US,46.160139,-123.902626,Warrenton,GMT-08
27154,10467-100979,US,46.160733,-123.900365,Warrenton,GMT-08
27155,74444-94719,US,46.1919,-123.80808,Astoria,GMT-08
27156,74362-80255,US,45.991099,-123.920415,Seaside,GMT-08
27157,49305-248032,US,45.990908,-123.921938,Seaside,GMT-08
27158,56030-193547,US,39.831035,-77.23058,Gettysburg,GMT-05
27159,72961-93011,US,39.335861,-82.069216,Athens,GMT-05
27160,54603-286500,US,39.327707,-82.102039,Athens,GMT-05
27161,52451-281893,US,39.303716,-81.550221,Vienna,GMT-05
27162,61702-294478,US,39.217725,-81.546294,Parkersburg,GMT-05
27163,58524-292725,US,39.407726,-81.418987,Marietta,GMT-05
27164,72569-93001,US,39.982687,-82.021443,Zanesville,GMT-05
27165,11067-103570,US,39.993129,-82.031022,Zanesville,GMT-05
27166,28789-250692,US,31.137426,-97.765165,Fort Hood,GMT-06
27167,14684-121044,US,31.11132,-97.747361,Killeen,GMT-06
27168,3443-92931,US,31.091899,-97.73285,Killeen,GMT-06
27169,47670-241075,US,31.131282,-97.775218,Fort Hood,GMT-06
27170,24158-202586,US,31.130144,-97.797987,Killeen,GMT-06
27171,48083-261024,US,31.077969,-97.756281,Killeen,GMT-06
27172,24495-186532,US,31.113116,-97.799264,Killeen,GMT-06
27173,16208-153668,US,31.120247,-97.875101,Copperas Cove,GMT-06
27174,3437-93690,US,46.914377,-114.032934,Missoula,GMT-07
27175,76761-108200,US,46.888037,-114.03704,Missoula,GMT-07
27176,52992-282273,US,46.885527,-114.036477,Missoula,GMT-07
27177,53665-283791,US,46.867857,-113.982099,Missoula,GMT-07
27178,22428-218644,US,46.850909,-114.015374,Missoula,GMT-07
27179,9528-97210,US,46.848528,-114.038879,Missoula,GMT-07
27180,48501-262667,US,46.836147,-114.015446,Missoula,GMT-07
27181,74368-83247,US,46.834535,-114.041512,Missoula,GMT-07
27182,62882-296287,US,46.263154,-114.158815,Hamilton,GMT-07
27183,8729-93391,US,40.801576,-124.167152,Eureka,GMT-08
27184,76264-92364,US,40.805569,-124.144039,Eureka,GMT-08
27185,16207-153348,US,40.780464,-124.139031,Eureka,GMT-08
27186,9263-95533,US,40.940365,-124.101334,McKinleyville,GMT-08
27187,9900-95535,US,40.578892,-124.146349,Fortuna,GMT-08
27188,79730-124264,US,40.406303,-120.634367,Susanville,GMT-08
27189,13249-105710,US,39.526727,-85.73878,Shelbyville,GMT-05
27190,61255-294449,US,39.359194,-85.478899,Greensburg,GMT-05
27191,74302-77220,US,45.60437,-121.19317,The Dalles,GMT-08
27192,79246-100439,US,45.606722,-121.199545,The Dalles,GMT-08
27193,21268-206225,US,45.605928,-121.200549,The Dalles,GMT-08
27194,9531-96536,US,45.711711,-121.500464,Hood River,GMT-08
27195,74309-79100,US,45.708967,-121.534887,Hood River,GMT-08
27196,55026-277729,US,32.571821,-96.306318,Kaufman,GMT-06
27197,6521-34159,US,32.813927,-117.269973,La Jolla,GMT-08
27198,5387-176304,US,32.842572,-117.271998,La Jolla,GMT-08
27199,74517-38999,US,32.841951,-117.273289,La Jolla,GMT-08
27200,76169-90444,US,45.770753,-108.582787,Billings,GMT-07
27201,3435-87743,US,45.763757,-108.576723,Billings,GMT-07
27202,17888-185744,US,45.785361,-108.592929,Billings,GMT-07
27203,26010-240949,US,45.75555,-108.567027,Billings,GMT-07
27204,23045-218185,US,45.783824,-108.538886,Billings,GMT-07
27205,18141-187946,US,45.770557,-108.528433,Billings,GMT-07
27206,57586-286743,US,45.791872,-108.51318,Billings,GMT-07
27207,17657-182585,US,45.805094,-108.476461,Billings,GMT-07
27208,28060-249738,US,45.806499,-108.47569,Billings,GMT-07
27209,70018-114085,US,41.211589,-79.378142,Clarion,GMT-05
27210,16465-145488,US,41.06305,-80.045109,Slippery Rock,GMT-05
27211,72866-94361,US,45.403176,-122.292478,Sandy,GMT-08
27212,3373-219105,US,45.401993,-122.28153,Sandy,GMT-08
27213,74929-103073,US,45.400969,-122.276843,Sandy,GMT-08
27214,75638-86500,US,40.735419,-114.044845,West Wendover,GMT-07
27215,25396-238725,US,31.617809,-84.223264,Albany,GMT-05
27216,49526-268013,US,31.622099,-84.225761,Albany,GMT-05
27217,47384-257987,US,31.189762,-83.763753,Moultrie,GMT-05
27218,2854-90080,US,31.449377,-83.532534,Tifton,GMT-05
27219,2918-92933,US,33.230758,-97.59593,Decatur,GMT-06
27220,11142-104300,US,34.185381,-97.165691,Ardmore,GMT-06
27221,8552-75465,US,30.470759,-84.290419,Tallahassee,GMT-05
27222,22769-217408,US,30.444991,-84.291327,Tallahassee,GMT-05
27223,21593-211945,US,30.444967,-84.300189,Tallahassee,GMT-05
27224,8804-93689,US,30.448698,-84.309699,Tallahassee,GMT-05
27225,5096-147004,US,30.443291,-84.295006,Tallahassee,GMT-05
27226,56281-282744,US,30.44779,-84.313537,Tallahassee,GMT-05
27227,24562-223704,US,30.44029,-84.26224,Tallahassee,GMT-05
27228,23514-230844,US,30.502631,-84.329784,Tallahassee,GMT-05
27229,9555-94584,US,30.504022,-84.250647,Tallahassee,GMT-05
27230,76153-90927,US,30.432423,-84.244443,Tallahassee,GMT-05
27231,11348-257104,US,30.402237,-84.23678,Tallahassee,GMT-05
27232,13569-107656,US,30.542647,-84.22975,Tallahassee,GMT-05
27233,76310-95268,US,30.56092,-84.215381,Tallahassee,GMT-05
27234,56302-289359,US,30.842276,-83.943914,Thomasville,GMT-05
27235,2717-85780,US,46.828852,-100.773734,Bismarck,GMT-06
27236,54770-286533,US,46.852795,-100.771811,Bismarck,GMT-06
27237,11361-99982,US,46.832275,-100.811656,Bismarck,GMT-06
27238,2719-85740,US,46.799935,-100.78817,Bismarck,GMT-06
27239,76682-103843,US,46.799012,-100.783576,Bismarck,GMT-06
27240,74539-65039,US,33.609667,-111.728322,Fountain Hills,GMT-07
27241,5586-270845,US,33.608921,-111.729485,Fountain Hills,GMT-07
27242,74374-87844,US,34.142433,-109.955215,Pinetop-Lakeside,GMT-07
27243,55464-286823,US,34.253432,-110.028176,Show Low,GMT-07
27244,74402-83384,US,34.246663,-110.0521,Show Low,GMT-07
27245,76108-79280,US,29.110091,-81.028203,Port Orange,GMT-05
27246,17382-171724,US,29.111172,-81.02656,Port Orange,GMT-05
27247,28075-247866,US,29.15001,-80.97106,Daytona Beach Shores,GMT-05
27248,78092-119269,US,29.188253,-81.049266,Daytona Beach,GMT-05
27249,76336-89123,US,29.183498,-81.079728,Daytona Beach,GMT-05
27250,13970-109626,US,29.197206,-81.056471,Daytona Beach,GMT-05
27251,8443-209184,US,29.224866,-81.006779,Daytona Beach,GMT-05
27252,62906-295007,US,29.028436,-80.89962,New Smyrna,GMT-05
27253,13943-294159,US,29.26442,-81.10477,Ormond Beach,GMT-05
27254,8466-285780,US,29.291092,-81.043131,Ormond Beach,GMT-05
27255,49084-261487,US,29.475289,-81.221433,Palm Coast,GMT-05
27256,76873-122706,US,29.477065,-81.219225,Palm Coast,GMT-05
27257,10728-254247,US,29.55647,-81.209612,Palm Coast,GMT-05
27258,72795-85508,US,44.743673,-85.643714,Traverse City,GMT-05
27259,24892-237516,US,44.725934,-85.637499,Traverse City,GMT-05
27260,58414-291292,US,44.723256,-85.63946,Traverse City,GMT-05
27261,29781-253987,US,44.28065,-85.404168,Cadillac,GMT-05
27262,75181-86340,US,39.3647,-101.055,Colby,GMT-06
27263,59764-293408,US,34.437898,-79.371175,Dillon,GMT-05
27264,9730-243144,US,40.388614,-111.829084,Lehi,GMT-07
27265,61906-296377,US,40.387118,-111.920159,Saratoga Springs,GMT-07
27266,56242-288689,US,40.378898,-111.815429,American Fork,GMT-07
27267,50205-257951,US,40.374582,-111.918976,Saratoga Springs,GMT-07
27268,22132-206304,US,40.363804,-111.966261,Eagle Mountain,GMT-07
27269,54257-285725,US,40.353178,-111.765816,Pleasant Grove,GMT-07
27270,60638-293157,US,30.759738,-98.229464,Burnet,GMT-06
27271,75189-84389,US,46.558988,-87.406257,Marquette,GMT-05
27272,10965-103128,US,46.548819,-87.456295,Marquette,GMT-05
27273,17639-183835,US,46.549315,-87.467608,Marquette,GMT-05
27274,53068-281564,US,46.549001,-87.471275,Marquette,GMT-05
27275,10479-85965,US,47.117452,-118.367555,Ritzville,GMT-08
27276,72821-87633,US,40.720384,-82.548241,Mansfield,GMT-05
27277,2793-89780,US,40.787861,-82.592427,Mansfield,GMT-05
27278,72568-108100,US,40.776214,-82.475183,Mansfield,GMT-05
27279,72827-87635,US,40.400614,-82.459052,Mt.Vernon,GMT-05
27280,62954-297319,US,40.402923,-82.441864,Mt Vernon,GMT-05
27281,11283-103634,US,40.58153,-83.082094,Marion,GMT-05
27282,72825-87641,US,40.563534,-83.118838,Marion,GMT-05
27283,8819-94823,US,33.982319,-118.248893,Los Angeles,GMT-08
27284,21800-197225,US,33.987899,-118.257169,Los Angeles,GMT-08
27285,58138-290872,US,33.946825,-118.229207,Los Angeles,GMT-08
27286,74404-92180,US,46.715836,-117.178087,Pullman,GMT-08
27287,56878-289621,US,46.714273,-117.177468,Pullman,GMT-08
27288,50315-256552,US,46.728323,-117.166023,Pullman,GMT-08
27289,3358-252884,US,46.739185,-117.170441,Pullman,GMT-08
27290,67923-299088,US,46.733862,-117.031238,Moscow,GMT-08
27291,3357-166484,US,46.733088,-117.028122,Moscow,GMT-08
27292,3760-126584,US,46.728104,-117.00666,Moscow,GMT-08
27293,79663-115245,US,46.722354,-116.983211,Moscow,GMT-08
27294,73319-21774,US,46.421019,-117.04301,Clarkston,GMT-08
27295,11317-102908,US,46.419858,-117.041922,Clarkston,GMT-08
27296,3354-40979,US,46.406634,-117.001383,Lewiston,GMT-08
27297,11095-102760,US,36.203565,-121.136967,King City,GMT-08
27298,76776-108125,US,42.094123,-76.001729,Vestal,GMT-05
27299,7656-31579,US,42.094512,-76.006316,Vestal,GMT-05
27300,10286-100066,US,42.136308,-75.904447,Binghamton,GMT-05
27301,6932-86140,US,32.731275,-97.791427,Weatherford,GMT-06
27302,76419-96019,US,32.728021,-97.785357,Weatherford,GMT-06
27303,24356-236868,US,32.760309,-97.794772,Weatherford,GMT-06
27304,29139-252017,US,32.756511,-97.71158,Hudson Oaks,GMT-06
27305,57685-290395,US,32.811047,-98.081165,Mineral Wells,GMT-06
27306,60597-294560,US,32.902203,-97.54447,Azle,GMT-06
27307,24469-238046,US,32.45521,-97.727199,Granbury,GMT-06
27308,25989-237493,US,32.454016,-97.726935,Granbury,GMT-06
27309,6922-84465,US,32.433673,-97.783293,Granbury,GMT-06
27310,11699-104707,US,32.340887,-97.405407,Cleburne,GMT-06
27311,64638-294813,US,32.446819,-97.384991,Joshua,GMT-06
27312,59963-293323,US,32.075583,-96.446903,Corsicana,GMT-06
27313,76141-90368,US,30.126223,-94.153197,Beaumont,GMT-06
27314,6735-74680,US,30.116112,-94.169253,Beaumont,GMT-06
27315,79417-104082,US,30.116676,-94.170503,Beaumont,GMT-06
27316,26035-228124,US,30.068733,-94.133511,Beaumont,GMT-06
27317,27687-246827,US,30.042462,-94.074965,Beaumont,GMT-06
27318,10652-100416,US,29.94778,-93.993163,Nederland,GMT-06
27319,76147-88883,US,29.946326,-93.989033,Port Arthur,GMT-06
27320,59965-292371,US,30.119969,-93.747348,Orange,GMT-06
27321,21867-108015,US,30.226118,-93.361323,Sulphur,GMT-06
27322,75616-82491,US,24.555949,-81.803446,Key West,GMT-05
27323,22270-217884,US,24.562931,-81.776051,Key West,GMT-05
27324,47488-234024,US,24.571053,-81.754386,Key West,GMT-05
27325,75677-93647,US,40.848878,-115.747617,Elko,GMT-08
27326,60663-294822,US,40.851715,-115.743003,Elko,GMT-08
27327,11364-104169,US,40.8343,-115.786386,Elko,GMT-08
27328,54867-285814,CA,42.036449,-82.601025,Leamington,GMT-05
27329,13972-103547,US,41.574373,-90.52982,Davenport,GMT-06
27330,75219-86321,US,31.590262,-84.157817,Albany,GMT-05
27331,65364-294438,US,31.489254,-82.851777,Douglas,GMT-05
27332,23358-219544,US,30.879203,-83.296368,Valdosta,GMT-05
27333,9557-75223,US,30.843888,-83.328096,Valdosta,GMT-05
27334,60512-294467,US,35.020974,-81.963008,Spartanburg,GMT-05
27335,72529-104990,US,37.354084,-79.22674,Lynchburg,GMT-05
27336,8775-80484,US,37.351415,-79.183848,Lynchburg,GMT-05
27337,62825-294225,US,37.352546,-79.175649,Lynchburg,GMT-05
27339,57606-289868,US,37.347173,-79.187514,Lynchburg,GMT-05
27340,58171-292116,US,37.34494,-79.233847,Lynchburg,GMT-05
27341,56270-289040,US,37.3453,-79.191342,Lynchburg,GMT-05
27342,51563-254741,US,37.299786,-78.396955,Farmville,GMT-05
27343,61778-295908,US,37.27458,-78.401497,Farmville,GMT-05
27344,8771-81901,US,44.05585,-121.263373,Bend,GMT-08
27345,74906-101473,US,44.057112,-121.30131,Bend,GMT-08
27346,61496-286147,US,44.062097,-121.302957,Bend,GMT-08
27347,73685-104191,US,44.06765,-121.302529,Bend,GMT-08
27348,29715-254871,US,44.051884,-121.310679,Bend,GMT-08
27349,74221-42079,US,44.076875,-121.304059,Bend,GMT-08
27350,441-159826,US,44.032094,-121.308565,Bend,GMT-08
27351,74365-112985,US,44.047141,-121.329575,Bend,GMT-08
27352,2815-83074,US,44.04672,-121.331128,Bend,GMT-08
27353,25005-104192,US,44.020598,-121.317722,Bend,GMT-08
27355,76631-99428,US,44.104065,-121.300857,Bend,GMT-08
27356,74359-27227,US,44.26075,-121.17954,Redmond,GMT-08
27357,19821-154084,US,44.263717,-121.177693,Redmond,GMT-08
27358,9533-96575,US,44.268948,-121.192793,Redmond,GMT-08
27359,73742-94701,US,44.267732,-121.176167,Redmond,GMT-08
27360,23938-229066,US,43.872367,-121.435019,Sunriver,GMT-08
27361,10695-102080,US,44.302278,-120.827206,Prineville,GMT-08
27362,74989-104096,US,44.64368,-121.127677,Madras,GMT-08
27363,74597-87625,US,37.330448,-119.658624,Oakhurst,GMT-08
27364,60574-294767,US,36.972505,-120.044218,Madera,GMT-08
27365,61889-96927,US,36.97557,-120.074547,Madera,GMT-08
27366,7939-84960,US,36.981439,-120.086151,Madera,GMT-08
27367,26768-244364,US,37.019486,-120.131524,Madera,GMT-08
27368,58652-292120,US,36.953074,-120.058802,Madera,GMT-08
27369,10139-96926,US,36.953162,-120.082904,Madera,GMT-08
27370,8946-93587,US,37.370576,-118.395957,Bishop,GMT-08
27371,74350-85081,US,37.373848,-118.39553,Bishop,GMT-08
27372,74513-45120,US,37.638676,-118.965182,Mammoth Lakes,GMT-08
27373,55101-286840,US,37.646113,-118.964325,Mammoth Lakes,GMT-08
27374,56303-289428,US,29.763402,-96.151964,Sealy,GMT-06
27375,9602-97478,US,42.446268,-96.344372,Sioux City,GMT-06
27376,3994-147380,US,42.448784,-96.332504,Sioux City,GMT-06
27377,21285-207204,US,42.48885,-96.363282,Sioux City,GMT-06
27378,60869-294582,US,42.465577,-96.429113,South Sioux City,GMT-06
27379,24661-238371,US,42.514679,-96.417262,Sioux City,GMT-06
27380,79202-95694,US,42.520541,-96.419044,Sioux City,GMT-06
27381,54750-286545,US,42.788035,-96.940668,Vermillion,GMT-06
27382,9401-95107,US,34.81402,-106.755784,Los Lunas,GMT-07
27383,57471-290632,US,34.80446,-106.703863,Los Lunas,GMT-07
27384,52364-280528,US,32.207946,-82.383734,Vidalia,GMT-05
27385,64980-297374,US,36.703596,-77.542589,Emporia,GMT-05
27386,9272-94777,US,36.424914,-77.63228,Roanoke Rapids,GMT-05
27387,9474-72423,US,37.332959,-119.652417,Oakhurst,GMT-08
27388,54826-286749,US,36.333711,-78.435236,Henderson,GMT-05
27389,72957-94025,US,39.182775,-96.556049,Manhattan,GMT-06
27390,11752-104923,US,39.186503,-96.57572,Manhattan,GMT-06
27391,56274-289208,US,39.171247,-96.605477,Manhattan,GMT-06
27392,54505-285811,US,39.190469,-96.605531,Manhattan,GMT-06
27393,15959-149384,US,39.191188,-96.610626,Manhattan,GMT-06
27394,59992-293374,US,38.414583,-96.178304,Emporia,GMT-06
27395,8762-93708,US,38.422041,-96.218609,Emporia,GMT-06
27396,76191-90420,US,44.84165,-68.74104,Bangor,GMT-05
27397,9270-96046,US,44.83494,-68.744892,Bangor,GMT-05
27398,9738-97528,US,33.607493,-85.828186,Oxford,GMT-06
27399,66893-300727,US,34.09666,-82.84511,Elberton,GMT-05
27400,6799-81361,US,36.416372,-121.320909,Soledad,GMT-08
27401,72932-93905,US,42.51671,-90.744166,Dubuque,GMT-06
27402,17826-170649,US,42.4911,-90.72286,Dubuque,GMT-06
27403,49717-267628,US,42.489946,-90.721876,Dubuque,GMT-06
27404,50409-272224,US,42.491001,-90.70126,Dubuque,GMT-06
27405,79342-98323,US,42.487126,-90.663107,Dubuque,GMT-06
27406,74491-96635,US,37.469587,-105.876505,Alamosa,GMT-07
27407,52375-279647,US,37.467952,-105.876548,Alamosa,GMT-07
27408,3796-117344,US,48.39917,-114.336254,Whitefish,GMT-07
27409,62009-296097,US,48.393339,-114.335375,Whitefish,GMT-07
27410,66134-299098,US,48.363168,-114.150005,Columbia Falls,GMT-07
27411,11135-103925,US,48.237046,-114.331307,Kalispell,GMT-07
27412,25208-237591,US,48.235699,-114.326162,Kalispell,GMT-07
27413,56498-289943,US,48.199654,-114.329232,Kalispell,GMT-07
27414,22426-217445,US,48.198937,-114.314219,Kalispell,GMT-07
27415,64971-299232,US,47.692524,-114.147535,Polson,GMT-07
27416,70306-111405,US,39.062194,-96.826397,Fort Riley,GMT-06
27417,19226-192745,US,39.022476,-96.817025,Junction City,GMT-06
27418,63899-297043,US,39.102229,-96.817244,Ft. Riley,GMT-06
27419,16950-171425,US,38.878874,-97.613057,Salina,GMT-06
27420,58330-289919,US,38.836214,-97.609094,Salina,GMT-06
27421,19806-191305,US,38.80044,-97.611912,Salina,GMT-06
27422,17115-103629,US,38.79952,-97.614745,Salina,GMT-06
27423,76497-100205,US,38.784216,-97.609192,Salina,GMT-06
27424,53075-282857,US,36.769335,-76.585636,Suffolk,GMT-05
27425,10926-227667,US,36.748722,-76.582372,Suffolk,GMT-05
27426,74283-69901,US,58.37096,-134.594819,Juneau,GMT-09
27427,79324-94693,US,58.359662,-134.561859,Juneau,GMT-09
27428,5032-141554,US,42.471661,-75.062067,Oneonta,GMT-05
27429,67053-301070,CA,45.539177,-73.467888,Longueuil,GMT-05
27430,19232-173524,CA,45.734041,-73.614103,Mascouche,GMT-05
27431,19565-199066,CA,45.57574,-73.445535,Boucherville,GMT-05
27432,57235-291242,CA,45.708978,-73.511601,Terrebonne,GMT-05
27433,6098-147504,ES,36.67503,-4.49042,Malaga,GMT+00
27434,6115-147505,ES,36.67503,-4.49051,Malaga,GMT+00
27436,24564-232744,ES,36.718346,-4.430149,Malaga,GMT+00
27437,29456-253884,ES,36.719178,-4.423155,Málaga,GMT+00
27438,53688-285968,ES,36.529269,-4.632267,Málaga,GMT+00
27440,26270-244207,ES,36.510941,-4.902972,Malaga,GMT+00
27441,25366-232764,ES,36.490737,-4.952567,Marbella,GMT+00
27442,27494-247887,NL,51.735333,4.632444,Dordrecht,GMT+00
