PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,m,1941,0,0.05490,0.05257,0.19,100000,5257,95754,6177771,61.78
USA,m,1941,1,0.00589,0.00587,0.5,94743,556,94465,6082017,64.19
USA,m,1941,2,0.00306,0.00305,0.5,94187,287,94043,5987552,63.57
USA,m,1941,3,0.00194,0.00194,0.5,93900,182,93809,5893508,62.76
USA,m,1941,4,0.00149,0.00149,0.5,93718,140,93648,5799700,61.88
USA,m,1941,5,0.00131,0.00131,0.5,93578,123,93517,5706052,60.98
USA,m,1941,6,0.00121,0.00121,0.5,93455,113,93398,5612535,60.06
USA,m,1941,7,0.00116,0.00116,0.5,93342,108,93288,5519137,59.13
USA,m,1941,8,0.00109,0.00109,0.5,93234,102,93183,5425849,58.20
USA,m,1941,9,0.00102,0.00102,0.5,93132,95,93084,5332666,57.26
USA,m,1941,10,0.00098,0.00098,0.5,93037,91,92991,5239582,56.32
USA,m,1941,11,0.00100,0.00100,0.5,92946,93,92900,5146591,55.37
USA,m,1941,12,0.00107,0.00107,0.5,92853,100,92804,5053691,54.43
USA,m,1941,13,0.00118,0.00118,0.5,92754,109,92699,4960887,53.48
USA,m,1941,14,0.00135,0.00134,0.5,92645,125,92582,4868188,52.55
USA,m,1941,15,0.00158,0.00158,0.5,92520,146,92447,4775606,51.62
USA,m,1941,16,0.00178,0.00178,0.5,92374,164,92292,4683159,50.70
USA,m,1941,17,0.00195,0.00195,0.5,92210,180,92120,4590866,49.79
USA,m,1941,18,0.00213,0.00213,0.5,92030,196,91932,4498747,48.88
USA,m,1941,19,0.00225,0.00225,0.5,91834,206,91731,4406814,47.99
USA,m,1941,20,0.00240,0.00240,0.5,91628,220,91518,4315083,47.09
USA,m,1941,21,0.00260,0.00260,0.5,91408,238,91290,4223565,46.21
USA,m,1941,22,0.00271,0.00271,0.5,91171,247,91047,4132275,45.32
USA,m,1941,23,0.00282,0.00282,0.5,90924,256,90796,4041228,44.45
USA,m,1941,24,0.00289,0.00289,0.5,90668,262,90537,3950432,43.57
USA,m,1941,25,0.00290,0.00289,0.5,90406,262,90275,3859896,42.70
USA,m,1941,26,0.00290,0.00289,0.5,90144,261,90014,3769621,41.82
USA,m,1941,27,0.00296,0.00296,0.5,89883,266,89750,3679607,40.94
USA,m,1941,28,0.00306,0.00305,0.5,89617,273,89481,3589857,40.06
USA,m,1941,29,0.00312,0.00311,0.5,89344,278,89205,3500376,39.18
USA,m,1941,30,0.00320,0.00320,0.5,89066,285,88923,3411172,38.30
USA,m,1941,31,0.00328,0.00328,0.5,88781,291,88636,3322248,37.42
USA,m,1941,32,0.00356,0.00355,0.5,88490,315,88333,3233612,36.54
USA,m,1941,33,0.00379,0.00379,0.5,88176,334,88009,3145280,35.67
USA,m,1941,34,0.00398,0.00397,0.5,87842,349,87667,3057271,34.80
USA,m,1941,35,0.00428,0.00427,0.5,87493,373,87306,2969604,33.94
USA,m,1941,36,0.00439,0.00438,0.5,87119,381,86929,2882298,33.08
USA,m,1941,37,0.00477,0.00476,0.5,86738,413,86531,2795369,32.23
USA,m,1941,38,0.00534,0.00533,0.5,86325,460,86095,2708838,31.38
USA,m,1941,39,0.00556,0.00555,0.5,85865,476,85627,2622743,30.54
USA,m,1941,40,0.00557,0.00555,0.5,85389,474,85152,2537116,29.71
USA,m,1941,41,0.00578,0.00576,0.5,84915,489,84670,2451964,28.88
USA,m,1941,42,0.00685,0.00683,0.5,84426,577,84137,2367293,28.04
USA,m,1941,43,0.00755,0.00753,0.5,83849,631,83534,2283156,27.23
USA,m,1941,44,0.00794,0.00791,0.5,83218,658,82889,2199622,26.43
USA,m,1941,45,0.00887,0.00883,0.5,82560,729,82196,2116733,25.64
USA,m,1941,46,0.00914,0.00910,0.5,81831,745,81458,2034538,24.86
USA,m,1941,47,0.00999,0.00994,0.5,81086,806,80683,1953079,24.09
USA,m,1941,48,0.01110,0.01104,0.5,80280,887,79837,1872396,23.32
USA,m,1941,49,0.01172,0.01165,0.5,79394,925,78931,1792559,22.58
USA,m,1941,50,0.01252,0.01244,0.5,78469,976,77981,1713628,21.84
USA,m,1941,51,0.01313,0.01304,0.5,77493,1011,76987,1635647,21.11
USA,m,1941,52,0.01488,0.01477,0.5,76482,1130,75917,1558660,20.38
USA,m,1941,53,0.01625,0.01612,0.5,75352,1215,74745,1482743,19.68
USA,m,1941,54,0.01709,0.01694,0.5,74138,1256,73510,1407998,18.99
USA,m,1941,55,0.01871,0.01853,0.5,72882,1351,72206,1334488,18.31
USA,m,1941,56,0.01953,0.01934,0.5,71531,1384,70839,1262282,17.65
USA,m,1941,57,0.02115,0.02093,0.5,70147,1468,69413,1191443,16.98
USA,m,1941,58,0.02342,0.02315,0.5,68679,1590,67884,1122029,16.34
USA,m,1941,59,0.02462,0.02432,0.5,67089,1631,66274,1054145,15.71
USA,m,1941,60,0.02576,0.02543,0.5,65458,1665,64625,987872,15.09
USA,m,1941,61,0.02721,0.02684,0.5,63793,1713,62937,923246,14.47
USA,m,1941,62,0.03173,0.03123,0.5,62081,1939,61111,860309,13.86
USA,m,1941,63,0.03523,0.03462,0.5,60141,2082,59100,799198,13.29
USA,m,1941,64,0.03527,0.03466,0.5,58059,2012,57053,740098,12.75
USA,m,1941,65,0.03712,0.03645,0.5,56047,2043,55026,683045,12.19
USA,m,1941,66,0.03815,0.03743,0.5,54004,2022,52994,628019,11.63
USA,m,1941,67,0.04374,0.04280,0.5,51983,2225,50870,575026,11.06
USA,m,1941,68,0.05027,0.04904,0.5,49758,2440,48538,524155,10.53
USA,m,1941,69,0.05269,0.05134,0.5,47318,2429,46103,475618,10.05
USA,m,1941,70,0.05638,0.05483,0.5,44889,2461,43658,429514,9.57
USA,m,1941,71,0.05916,0.05746,0.5,42427,2438,41208,385856,9.09
USA,m,1941,72,0.06773,0.06551,0.5,39989,2620,38680,344648,8.62
USA,m,1941,73,0.07456,0.07188,0.5,37370,2686,36027,305968,8.19
USA,m,1941,74,0.07636,0.07356,0.5,34683,2551,33408,269942,7.78
USA,m,1941,75,0.08276,0.07948,0.5,32132,2554,30855,236534,7.36
USA,m,1941,76,0.08676,0.08315,0.5,29579,2459,28349,205679,6.95
USA,m,1941,77,0.09681,0.09234,0.5,27119,2504,25867,177330,6.54
USA,m,1941,78,0.11649,0.11008,0.5,24615,2710,23260,151463,6.15
USA,m,1941,79,0.12080,0.11392,0.5,21905,2496,20657,128203,5.85
USA,m,1941,80,0.12599,0.11853,0.5,19410,2301,18259,107545,5.54
USA,m,1941,81,0.13842,0.12946,0.5,17109,2215,16002,89286,5.22
USA,m,1941,82,0.15192,0.14120,0.5,14894,2103,13843,73284,4.92
USA,m,1941,83,0.16622,0.15347,0.5,12791,1963,11810,59442,4.65
USA,m,1941,84,0.18045,0.16552,0.5,10828,1792,9932,47632,4.40
USA,m,1941,85,0.19361,0.17652,0.5,9036,1595,8238,37700,4.17
USA,m,1941,86,0.20794,0.18836,0.5,7441,1402,6740,29462,3.96
USA,m,1941,87,0.22389,0.20135,0.5,6039,1216,5431,22721,3.76
USA,m,1941,88,0.24070,0.21484,0.5,4823,1036,4305,17290,3.58
USA,m,1941,89,0.25719,0.22789,0.5,3787,863,3356,12985,3.43
USA,m,1941,90,0.27226,0.23963,0.5,2924,701,2574,9630,3.29
USA,m,1941,91,0.28331,0.24816,0.5,2223,552,1947,7056,3.17
USA,m,1941,92,0.28975,0.25308,0.5,1672,423,1460,5108,3.06
USA,m,1941,93,0.29309,0.25563,0.5,1249,319,1089,3648,2.92
USA,m,1941,94,0.29875,0.25993,0.5,929,242,809,2559,2.75
USA,m,1941,95,0.35550,0.30185,0.5,688,208,584,1751,2.55
USA,m,1941,96,0.37554,0.31617,0.5,480,152,404,1167,2.43
USA,m,1941,97,0.39601,0.33056,0.5,328,109,274,763,2.32
USA,m,1941,98,0.41685,0.34495,0.5,220,76,182,488,2.22
USA,m,1941,99,0.43800,0.35931,0.5,144,52,118,307,2.13
USA,m,1941,100,0.45937,0.37357,0.5,92,34,75,188,2.04
USA,m,1941,101,0.48089,0.38768,0.5,58,22,47,113,1.96
USA,m,1941,102,0.50249,0.40159,0.5,35,14,28,67,1.89
USA,m,1941,103,0.52407,0.41526,0.5,21,9,17,39,1.82
USA,m,1941,104,0.54557,0.42864,0.5,12,5,10,22,1.75
USA,m,1941,105,0.56689,0.44170,0.5,7,3,6,12,1.70
USA,m,1941,106,0.58797,0.45439,0.5,4,2,3,6,1.64
USA,m,1941,107,0.60874,0.46669,0.5,2,1,2,3,1.59
USA,m,1941,108,0.62912,0.47858,0.5,1,1,1,2,1.55
USA,m,1941,109,0.64904,0.49002,0.5,1,0,0,1,1.52
USA,m,1941,110+,0.66847,1.00000,1.5,0,0,0,0,1.50
USA,m,1942,0,0.04898,0.04708,0.18,100000,4708,96123,6258313,62.58
USA,m,1942,1,0.00461,0.00460,0.5,95292,438,95073,6162190,64.67
USA,m,1942,2,0.00261,0.00260,0.5,94854,247,94730,6067117,63.96
USA,m,1942,3,0.00198,0.00198,0.5,94607,187,94513,5972387,63.13
USA,m,1942,4,0.00148,0.00148,0.5,94419,139,94350,5877874,62.25
USA,m,1942,5,0.00125,0.00125,0.5,94280,118,94221,5783524,61.34
USA,m,1942,6,0.00115,0.00115,0.5,94162,108,94108,5689303,60.42
USA,m,1942,7,0.00106,0.00106,0.5,94054,100,94004,5595195,59.49
USA,m,1942,8,0.00102,0.00102,0.5,93954,95,93907,5501191,58.55
USA,m,1942,9,0.00098,0.00098,0.5,93859,92,93813,5407284,57.61
USA,m,1942,10,0.00094,0.00094,0.5,93767,88,93723,5313471,56.67
USA,m,1942,11,0.00095,0.00095,0.5,93679,89,93635,5219748,55.72
USA,m,1942,12,0.00102,0.00102,0.5,93590,95,93543,5126113,54.77
USA,m,1942,13,0.00113,0.00113,0.5,93495,105,93442,5032570,53.83
USA,m,1942,14,0.00126,0.00126,0.5,93390,117,93331,4939128,52.89
USA,m,1942,15,0.00143,0.00143,0.5,93272,133,93206,4845797,51.95
USA,m,1942,16,0.00163,0.00163,0.5,93139,152,93063,4752591,51.03
USA,m,1942,17,0.00181,0.00180,0.5,92987,168,92903,4659528,50.11
USA,m,1942,18,0.00198,0.00198,0.5,92819,184,92728,4566625,49.20
USA,m,1942,19,0.00217,0.00217,0.5,92636,201,92535,4473897,48.30
USA,m,1942,20,0.00232,0.00232,0.5,92435,214,92327,4381362,47.40
USA,m,1942,21,0.00248,0.00248,0.5,92220,229,92106,4289035,46.51
USA,m,1942,22,0.00266,0.00266,0.5,91992,245,91869,4196929,45.62
USA,m,1942,23,0.00275,0.00274,0.5,91747,252,91621,4105059,44.74
USA,m,1942,24,0.00279,0.00279,0.5,91495,255,91368,4013438,43.86
USA,m,1942,25,0.00279,0.00278,0.5,91240,254,91113,3922070,42.99
USA,m,1942,26,0.00276,0.00275,0.5,90986,250,90861,3830957,42.10
USA,m,1942,27,0.00274,0.00274,0.5,90736,248,90612,3740096,41.22
USA,m,1942,28,0.00282,0.00281,0.5,90487,254,90360,3649484,40.33
USA,m,1942,29,0.00294,0.00294,0.5,90233,265,90100,3559124,39.44
USA,m,1942,30,0.00305,0.00305,0.5,89968,274,89831,3469024,38.56
USA,m,1942,31,0.00318,0.00318,0.5,89693,285,89551,3379193,37.67
USA,m,1942,32,0.00331,0.00330,0.5,89409,295,89261,3289642,36.79
USA,m,1942,33,0.00363,0.00362,0.5,89113,323,88952,3200381,35.91
USA,m,1942,34,0.00390,0.00389,0.5,88790,346,88618,3111430,35.04
USA,m,1942,35,0.00412,0.00411,0.5,88445,364,88263,3022812,34.18
USA,m,1942,36,0.00447,0.00446,0.5,88081,393,87885,2934549,33.32
USA,m,1942,37,0.00460,0.00459,0.5,87688,402,87487,2846665,32.46
USA,m,1942,38,0.00500,0.00499,0.5,87286,435,87068,2759178,31.61
USA,m,1942,39,0.00558,0.00556,0.5,86851,483,86609,2672109,30.77
USA,m,1942,40,0.00580,0.00578,0.5,86368,500,86118,2585500,29.94
USA,m,1942,41,0.00581,0.00580,0.5,85868,498,85619,2499383,29.11
USA,m,1942,42,0.00605,0.00603,0.5,85370,515,85113,2413763,28.27
USA,m,1942,43,0.00720,0.00718,0.5,84856,609,84551,2328650,27.44
USA,m,1942,44,0.00799,0.00796,0.5,84247,670,83911,2244099,26.64
USA,m,1942,45,0.00843,0.00839,0.5,83576,701,83226,2160188,25.85
USA,m,1942,46,0.00941,0.00937,0.5,82875,777,82487,2076962,25.06
USA,m,1942,47,0.00977,0.00972,0.5,82098,798,81699,1994476,24.29
USA,m,1942,48,0.01071,0.01065,0.5,81300,866,80867,1912776,23.53
USA,m,1942,49,0.01193,0.01186,0.5,80434,954,79957,1831909,22.78
USA,m,1942,50,0.01265,0.01257,0.5,79480,999,78981,1751952,22.04
USA,m,1942,51,0.01351,0.01342,0.5,78481,1054,77954,1672971,21.32
USA,m,1942,52,0.01415,0.01405,0.5,77427,1088,76884,1595017,20.60
USA,m,1942,53,0.01598,0.01585,0.5,76340,1210,75735,1518133,19.89
USA,m,1942,54,0.01741,0.01726,0.5,75130,1297,74481,1442398,19.20
USA,m,1942,55,0.01823,0.01806,0.5,73833,1334,73166,1367917,18.53
USA,m,1942,56,0.01983,0.01963,0.5,72499,1423,71788,1294751,17.86
USA,m,1942,57,0.02058,0.02037,0.5,71076,1448,70352,1222963,17.21
USA,m,1942,58,0.02228,0.02203,0.5,69628,1534,68861,1152611,16.55
USA,m,1942,59,0.02472,0.02442,0.5,68094,1663,67263,1083750,15.92
USA,m,1942,60,0.02596,0.02563,0.5,66431,1703,65580,1016488,15.30
USA,m,1942,61,0.02731,0.02695,0.5,64729,1744,63857,950907,14.69
USA,m,1942,62,0.02895,0.02854,0.5,62985,1797,62086,887051,14.08
USA,m,1942,63,0.03379,0.03323,0.5,61187,2033,60171,824965,13.48
USA,m,1942,64,0.03759,0.03689,0.5,59154,2182,58063,764794,12.93
USA,m,1942,65,0.03786,0.03716,0.5,56972,2117,55913,706731,12.40
USA,m,1942,66,0.03993,0.03915,0.5,54855,2147,53781,650818,11.86
USA,m,1942,67,0.04100,0.04018,0.5,52708,2118,51649,597036,11.33
USA,m,1942,68,0.04675,0.04569,0.5,50590,2311,49434,545388,10.78
USA,m,1942,69,0.05346,0.05206,0.5,48279,2514,47022,495953,10.27
USA,m,1942,70,0.05583,0.05432,0.5,45765,2486,44522,448932,9.81
USA,m,1942,71,0.05924,0.05754,0.5,43279,2490,42034,404409,9.34
USA,m,1942,72,0.06174,0.05989,0.5,40789,2443,39567,362375,8.88
USA,m,1942,73,0.07025,0.06786,0.5,38346,2602,37045,322808,8.42
USA,m,1942,74,0.07699,0.07413,0.5,35744,2650,34419,285763,7.99
USA,m,1942,75,0.07854,0.07558,0.5,33094,2501,31843,251344,7.59
USA,m,1942,76,0.08491,0.08145,0.5,30593,2492,29347,219501,7.17
USA,m,1942,77,0.08801,0.08430,0.5,28101,2369,26917,190154,6.77
USA,m,1942,78,0.10050,0.09569,0.5,25732,2462,24501,163237,6.34
USA,m,1942,79,0.12723,0.11962,0.5,23270,2784,21878,138736,5.96
USA,m,1942,80,0.12297,0.11585,0.5,20486,2373,19300,116858,5.70
USA,m,1942,81,0.13472,0.12621,0.5,18113,2286,16970,97558,5.39
USA,m,1942,82,0.14698,0.13692,0.5,15827,2167,14743,80589,5.09
USA,m,1942,83,0.15977,0.14795,0.5,13660,2021,12649,65845,4.82
USA,m,1942,84,0.17220,0.15855,0.5,11639,1845,10716,53196,4.57
USA,m,1942,85,0.18354,0.16811,0.5,9794,1646,8970,42480,4.34
USA,m,1942,86,0.19632,0.17877,0.5,8147,1456,7419,33509,4.11
USA,m,1942,87,0.21162,0.19137,0.5,6691,1280,6050,26090,3.90
USA,m,1942,88,0.22869,0.20523,0.5,5410,1110,4855,20040,3.70
USA,m,1942,89,0.24655,0.21949,0.5,4300,944,3828,15185,3.53
USA,m,1942,90,0.26373,0.23301,0.5,3356,782,2965,11357,3.38
USA,m,1942,91,0.27648,0.24290,0.5,2574,625,2262,8391,3.26
USA,m,1942,92,0.28349,0.24830,0.5,1949,484,1707,6130,3.15
USA,m,1942,93,0.28547,0.24981,0.5,1465,366,1282,4423,3.02
USA,m,1942,94,0.28871,0.25229,0.5,1099,277,960,3141,2.86
USA,m,1942,95,0.33928,0.29007,0.5,822,238,703,2181,2.65
USA,m,1942,96,0.35838,0.30392,0.5,583,177,495,1478,2.53
USA,m,1942,97,0.37795,0.31788,0.5,406,129,342,983,2.42
USA,m,1942,98,0.39792,0.33189,0.5,277,92,231,642,2.32
USA,m,1942,99,0.41824,0.34590,0.5,185,64,153,411,2.22
USA,m,1942,100,0.43884,0.35987,0.5,121,44,99,258,2.13
USA,m,1942,101,0.45965,0.37375,0.5,77,29,63,158,2.04
USA,m,1942,102,0.48060,0.38749,0.5,49,19,39,95,1.97
USA,m,1942,103,0.50163,0.40104,0.5,30,12,24,56,1.89
USA,m,1942,104,0.52264,0.41436,0.5,18,7,14,33,1.83
USA,m,1942,105,0.54358,0.42741,0.5,10,4,8,18,1.76
USA,m,1942,106,0.56437,0.44016,0.5,6,3,5,10,1.71
USA,m,1942,107,0.58493,0.45257,0.5,3,2,3,6,1.66
USA,m,1942,108,0.60519,0.46461,0.5,2,1,1,3,1.61
USA,m,1942,109,0.62511,0.47625,0.5,1,0,1,2,1.57
USA,m,1942,110+,0.64461,1.00000,1.55,1,1,1,1,1.55
USA,m,1943,0,0.04755,0.04575,0.17,100000,4575,96214,6245290,62.45
USA,m,1943,1,0.00460,0.00459,0.5,95425,438,95206,6149075,64.44
USA,m,1943,2,0.00271,0.00270,0.5,94987,257,94858,6053870,63.73
USA,m,1943,3,0.00206,0.00206,0.5,94730,195,94632,5959011,62.91
USA,m,1943,4,0.00159,0.00159,0.5,94535,150,94460,5864379,62.03
USA,m,1943,5,0.00131,0.00131,0.5,94385,124,94323,5769919,61.13
USA,m,1943,6,0.00120,0.00120,0.5,94261,113,94205,5675596,60.21
USA,m,1943,7,0.00112,0.00112,0.5,94148,105,94096,5581392,59.28
USA,m,1943,8,0.00105,0.00105,0.5,94043,99,93994,5487296,58.35
USA,m,1943,9,0.00102,0.00102,0.5,93944,96,93896,5393302,57.41
USA,m,1943,10,0.00100,0.00100,0.5,93848,94,93801,5299406,56.47
USA,m,1943,11,0.00100,0.00100,0.5,93754,94,93707,5205604,55.52
USA,m,1943,12,0.00106,0.00106,0.5,93660,99,93611,5111897,54.58
USA,m,1943,13,0.00117,0.00117,0.5,93561,110,93506,5018286,53.64
USA,m,1943,14,0.00133,0.00133,0.5,93451,124,93389,4924780,52.70
USA,m,1943,15,0.00150,0.00150,0.5,93327,140,93257,4831391,51.77
USA,m,1943,16,0.00169,0.00169,0.5,93187,158,93108,4738134,50.85
USA,m,1943,17,0.00192,0.00192,0.5,93030,178,92940,4645026,49.93
USA,m,1943,18,0.00213,0.00213,0.5,92851,198,92752,4552085,49.03
USA,m,1943,19,0.00235,0.00235,0.5,92654,218,92545,4459333,48.13
USA,m,1943,20,0.00260,0.00260,0.5,92436,240,92316,4366788,47.24
USA,m,1943,21,0.00273,0.00273,0.5,92196,251,92070,4274472,46.36
USA,m,1943,22,0.00284,0.00283,0.5,91945,261,91814,4182401,45.49
USA,m,1943,23,0.00293,0.00293,0.5,91684,269,91550,4090587,44.62
USA,m,1943,24,0.00290,0.00290,0.5,91416,265,91283,3999037,43.75
USA,m,1943,25,0.00282,0.00282,0.5,91150,257,91022,3907754,42.87
USA,m,1943,26,0.00274,0.00273,0.5,90894,248,90770,3816732,41.99
USA,m,1943,27,0.00267,0.00267,0.5,90645,242,90525,3725963,41.10
USA,m,1943,28,0.00263,0.00263,0.5,90404,238,90285,3635438,40.21
USA,m,1943,29,0.00272,0.00271,0.5,90166,245,90044,3545153,39.32
USA,m,1943,30,0.00287,0.00287,0.5,89921,258,89792,3455110,38.42
USA,m,1943,31,0.00299,0.00299,0.5,89663,268,89530,3365317,37.53
USA,m,1943,32,0.00313,0.00312,0.5,89396,279,89256,3275788,36.64
USA,m,1943,33,0.00327,0.00326,0.5,89117,291,88971,3186531,35.76
USA,m,1943,34,0.00361,0.00360,0.5,88826,320,88666,3097560,34.87
USA,m,1943,35,0.00389,0.00389,0.5,88506,344,88334,3008894,34.00
USA,m,1943,36,0.00415,0.00414,0.5,88162,365,87980,2920560,33.13
USA,m,1943,37,0.00455,0.00454,0.5,87797,399,87598,2832581,32.26
USA,m,1943,38,0.00474,0.00473,0.5,87399,414,87192,2744983,31.41
USA,m,1943,39,0.00520,0.00519,0.5,86985,452,86759,2657791,30.55
USA,m,1943,40,0.00587,0.00586,0.5,86534,507,86280,2571032,29.71
USA,m,1943,41,0.00619,0.00617,0.5,86027,531,85761,2484751,28.88
USA,m,1943,42,0.00625,0.00623,0.5,85496,532,85230,2398990,28.06
USA,m,1943,43,0.00651,0.00649,0.5,84964,551,84688,2313760,27.23
USA,m,1943,44,0.00774,0.00771,0.5,84413,650,84087,2229072,26.41
USA,m,1943,45,0.00855,0.00851,0.5,83762,713,83406,2144985,25.61
USA,m,1943,46,0.00898,0.00894,0.5,83049,742,82678,2061579,24.82
USA,m,1943,47,0.01001,0.00996,0.5,82307,820,81897,1978901,24.04
USA,m,1943,48,0.01049,0.01043,0.5,81487,850,81062,1897005,23.28
USA,m,1943,49,0.01161,0.01154,0.5,80637,931,80171,1815943,22.52
USA,m,1943,50,0.01302,0.01294,0.5,79706,1031,79190,1735771,21.78
USA,m,1943,51,0.01389,0.01380,0.5,78675,1086,78132,1656581,21.06
USA,m,1943,52,0.01486,0.01475,0.5,77589,1145,77017,1578449,20.34
USA,m,1943,53,0.01556,0.01544,0.5,76445,1180,75855,1501432,19.64
USA,m,1943,54,0.01752,0.01737,0.5,75264,1307,74611,1425577,18.94
USA,m,1943,55,0.01905,0.01887,0.5,73957,1396,73259,1350966,18.27
USA,m,1943,56,0.01990,0.01970,0.5,72561,1429,71847,1277707,17.61
USA,m,1943,57,0.02154,0.02131,0.5,71132,1516,70374,1205861,16.95
USA,m,1943,58,0.02228,0.02203,0.5,69616,1534,68849,1135486,16.31
USA,m,1943,59,0.02420,0.02391,0.5,68082,1628,67268,1066637,15.67
USA,m,1943,60,0.02702,0.02666,0.5,66455,1772,65569,999369,15.04
USA,m,1943,61,0.02852,0.02812,0.5,64683,1819,63773,933800,14.44
USA,m,1943,62,0.03020,0.02975,0.5,62864,1870,61929,870027,13.84
USA,m,1943,63,0.03204,0.03153,0.5,60994,1923,60032,808098,13.25
USA,m,1943,64,0.03725,0.03657,0.5,59070,2160,57990,748066,12.66
USA,m,1943,65,0.04120,0.04037,0.5,56910,2297,55762,690076,12.13
USA,m,1943,66,0.04140,0.04056,0.5,54613,2215,53505,634314,11.61
USA,m,1943,67,0.04373,0.04279,0.5,52398,2242,51277,580809,11.08
USA,m,1943,68,0.04511,0.04411,0.5,50156,2213,49049,529532,10.56
USA,m,1943,69,0.05164,0.05034,0.5,47943,2414,46736,480483,10.02
USA,m,1943,70,0.05947,0.05776,0.5,45529,2630,44215,433747,9.53
USA,m,1943,71,0.06259,0.06069,0.5,42900,2604,41598,389532,9.08
USA,m,1943,72,0.06658,0.06443,0.5,40296,2596,38998,347934,8.63
USA,m,1943,73,0.06953,0.06719,0.5,37700,2533,36433,308937,8.19
USA,m,1943,74,0.07910,0.07609,0.5,35167,2676,33829,272503,7.75
USA,m,1943,75,0.08674,0.08314,0.5,32491,2701,31140,238675,7.35
USA,m,1943,76,0.08901,0.08522,0.5,29790,2539,28520,207535,6.97
USA,m,1943,77,0.09609,0.09168,0.5,27251,2498,26002,179014,6.57
USA,m,1943,78,0.09815,0.09356,0.5,24753,2316,23595,153013,6.18
USA,m,1943,79,0.11480,0.10856,0.5,22437,2436,21219,129418,5.77
USA,m,1943,80,0.13060,0.12260,0.5,20001,2452,18775,108199,5.41
USA,m,1943,81,0.14327,0.13369,0.5,17549,2346,16376,89424,5.10
USA,m,1943,82,0.15604,0.14475,0.5,15203,2201,14102,73048,4.80
USA,m,1943,83,0.16922,0.15602,0.5,13002,2029,11988,58946,4.53
USA,m,1943,84,0.18257,0.16730,0.5,10974,1836,10056,46958,4.28
USA,m,1943,85,0.19558,0.17816,0.5,9138,1628,8324,36902,4.04
USA,m,1943,86,0.21050,0.19046,0.5,7510,1430,6795,28579,3.81
USA,m,1943,87,0.22882,0.20532,0.5,6080,1248,5455,21784,3.58
USA,m,1943,88,0.25045,0.22258,0.5,4831,1075,4294,16328,3.38
USA,m,1943,89,0.27353,0.24062,0.5,3756,904,3304,12035,3.20
USA,m,1943,90,0.29552,0.25747,0.5,2852,734,2485,8731,3.06
USA,m,1943,91,0.31273,0.27044,0.5,2118,573,1831,6246,2.95
USA,m,1943,92,0.32169,0.27712,0.5,1545,428,1331,4414,2.86
USA,m,1943,93,0.32156,0.27702,0.5,1117,309,962,3083,2.76
USA,m,1943,94,0.31797,0.27435,0.5,807,222,697,2121,2.63
USA,m,1943,95,0.37395,0.31505,0.5,586,185,494,1424,2.43
USA,m,1943,96,0.39528,0.33005,0.5,401,132,335,931,2.32
USA,m,1943,97,0.41702,0.34507,0.5,269,93,222,596,2.22
USA,m,1943,98,0.43909,0.36004,0.5,176,63,144,373,2.12
USA,m,1943,99,0.46140,0.37491,0.5,113,42,92,229,2.03
USA,m,1943,100,0.48386,0.38961,0.5,70,27,57,137,1.95
USA,m,1943,101,0.50640,0.40408,0.5,43,17,34,80,1.87
USA,m,1943,102,0.52890,0.41829,0.5,26,11,20,46,1.80
USA,m,1943,103,0.55129,0.43217,0.5,15,6,12,26,1.74
USA,m,1943,104,0.57347,0.44568,0.5,8,4,7,14,1.68
USA,m,1943,105,0.59536,0.45879,0.5,5,2,4,8,1.62
USA,m,1943,106,0.61688,0.47146,0.5,3,1,2,4,1.57
USA,m,1943,107,0.63795,0.48367,0.5,1,1,1,2,1.53
USA,m,1943,108,0.65850,0.49539,0.5,1,0,1,1,1.49
USA,m,1943,109,0.67847,0.50661,0.5,0,0,0,1,1.45
USA,m,1943,110+,0.69782,1.00000,1.43,0,0,0,0,1.43
USA,m,1944,0,0.04442,0.04283,0.16,100000,4283,96420,6336608,63.37
USA,m,1944,1,0.00417,0.00416,0.5,95717,398,95518,6240187,65.19
USA,m,1944,2,0.00238,0.00237,0.5,95319,226,95206,6144669,64.46
USA,m,1944,3,0.00183,0.00183,0.5,95093,174,95006,6049463,63.62
USA,m,1944,4,0.00148,0.00148,0.5,94919,140,94849,5954458,62.73
USA,m,1944,5,0.00130,0.00130,0.5,94779,123,94717,5859608,61.82
USA,m,1944,6,0.00118,0.00118,0.5,94656,112,94600,5764891,60.90
USA,m,1944,7,0.00112,0.00111,0.5,94544,105,94491,5670291,59.98
USA,m,1944,8,0.00107,0.00107,0.5,94439,101,94388,5575800,59.04
USA,m,1944,9,0.00103,0.00103,0.5,94338,97,94289,5481411,58.10
USA,m,1944,10,0.00102,0.00102,0.5,94241,96,94193,5387122,57.16
USA,m,1944,11,0.00103,0.00103,0.5,94145,97,94096,5292930,56.22
USA,m,1944,12,0.00107,0.00106,0.5,94048,100,93998,5198833,55.28
USA,m,1944,13,0.00116,0.00116,0.5,93948,109,93893,5104835,54.34
USA,m,1944,14,0.00131,0.00131,0.5,93839,123,93777,5010942,53.40
USA,m,1944,15,0.00149,0.00149,0.5,93716,139,93646,4917165,52.47
USA,m,1944,16,0.00165,0.00164,0.5,93576,154,93499,4823518,51.55
USA,m,1944,17,0.00182,0.00182,0.5,93422,170,93338,4730019,50.63
USA,m,1944,18,0.00201,0.00201,0.5,93253,188,93159,4636682,49.72
USA,m,1944,19,0.00218,0.00218,0.5,93065,203,92964,4543523,48.82
