,city,avg_temp
177,Rancho Cucamonga,17.055758725341427
178,Reno,11.37733236574746
179,Rialto,17.055758725341427
180,Richardson,18.06272
181,Richmond,13.971595172684458
182,Riverside,17.055758725341427
183,Rochester,7.7269057624960205
184,Rockford,7.999159821712831
185,Roseville,11.37733236574746
186,Sacramento,14.447987354577641
187,Saint Louis,11.777553703109971
188,Saint Paul,4.946022285896212
189,Saint Petersburg,21.925672809569996
190,Salem,9.777756186984417
191,Salinas,14.550836621143146
192,Salt Lake City,10.177262800181241
193,San Antonio,19.98009499136442
194,San Bernardino,17.055758725341427
195,San Diego,16.124837126960042
196,San Francisco,14.447987354577641
197,San Jose,14.447987354577641
198,Santa Ana,16.124837126960042
199,Santa Clara,14.447987354577641
200,Santa Clarita,15.878038442083966
201,Santa Rosa,14.447987354577641
202,Savannah,19.40643956396281
203,Scottsdale,21.04876905095839
204,Seattle,7.50399770852429
205,Shreveport,17.628260071798962
206,Simi Valley,15.878038442083966
207,Sioux Falls,6.346162743091095
208,South Bend,9.700766316459726
209,Spokane,7.602995169082126
210,Spring Valley,17.45498153547133
211,Springfield,10.647931343609926
212,Stamford,9.523295607566528
213,Sterling Heights,8.52034129258198
214,Stockton,14.447987354577641
215,Sunnyvale,14.447987354577641
216,Sunrise Manor,17.45498153547133
217,Syracuse,7.594909265790318
218,Tacoma,7.50399770852429
219,Tallahassee,19.96498351115422
220,Tampa,21.925672809569996
221,Tempe,21.04876905095839
222,Thornton,8.777836262323188
223,Thousand Oaks,15.878038442083966
224,Toledo,9.592642193010581
225,Toms River,11.855868547611413
226,Topeka,11.844996579247436
227,Torrance,15.878038442083966
228,Tucson,17.69484291725105
229,Tulsa,15.09314215127328
230,Vallejo,14.447987354577641
231,Vancouver,9.762706232813931
232,Virginia Beach,15.67885604360372
233,Visalia,15.817692463328276
234,Waco,18.54272430107527
235,Warren,8.52034129258198
236,Washington,11.918474511061238
237,Waterbury,9.99492978518756
238,West Covina,15.878038442083966
239,West Jordan,10.177262800181241
240,West Valley City,10.177262800181241
241,Westminster,8.777836262323188
242,Wichita,13.225387590652701
243,Wichita Falls,16.48516258064516
244,Windsor,8.52034129258198
245,Winston Salem,14.41886117345303
246,Worcester,7.3414405258095545
247,Yonkers,9.523295607566528
