IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,TON,Tonga,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,UGA,Uganda,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,ZMB,Zambia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,DZA,Algeria,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,AND,Andorra,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,ARG,Argentina,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,ARM,Armenia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,AUS,Australia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,AUT,Austria,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,BLR,Belarus,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,BEL,Belgium,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,BWA,Botswana,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,BRA,Brazil,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,BGR,Bulgaria,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,CAN,Canada,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,CHL,Chile,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,COL,Colombia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,COG,Congo,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,CRI,Costa Rica,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,HRV,Croatia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,CUB,Cuba,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,CYP,Cyprus,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,CZE,Czechia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,DNK,Denmark,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,ECU,Ecuador,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,SLV,El Salvador,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,EST,Estonia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,FIN,Finland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,FRA,France,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,GMB,Gambia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,DEU,Germany,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,GRC,Greece,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,HUN,Hungary,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,ISL,Iceland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,IRL,Ireland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,ITA,Italy,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,JPN,Japan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,LVA,Latvia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,LUX,Luxembourg,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,NOR,Norway,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,PAN,Panama,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,PRT,Portugal,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,ROU,Romania,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,RUS,Russian Federation,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,SRB,Serbia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,SVK,Slovakia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,SVN,Slovenia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,ESP,Spain,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,SWE,Sweden,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,CHE,Switzerland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,TUR,Türkiye,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,UKR,Ukraine,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,USA,United States of America,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,URY,Uruguay,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2017,TRUE,,,,,,,,,,,,,,,,,,,Yes,364,,EN,2017-04-04T04:00:00.000Z
