IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,NRU,Nauru,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,NIC,Nicaragua,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,NER,Niger,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,NGA,Nigeria,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,NIU,Niue,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,MKD,North Macedonia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,PLW,Palau,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,PRY,Paraguay,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,PER,Peru,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,POL,Poland,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,RWA,Rwanda,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,SMR,San Marino,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,SEN,Senegal,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,SYC,Seychelles,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,ZAF,South Africa,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,SSD,South Sudan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AMR,Americas,Country,SUR,Suriname,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,EUR,Europe,Country,TJK,Tajikistan,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),text,AFR,Africa,Country,TGO,Togo,Year,2017,TRUE,,,,,,,,,,,,,,,,,,,No,823,,EN,2017-04-04T04:00:00.000Z
