,Year,Pick,Unnamed: 2,BPM,Rank_BPM,Pick.1,Avg_BPM,Rank_Pick
525,2018,46,De'Anthony Melton,0.6,,,,
526,2018,47,Svi Mykhailiuk,-2.5,,,,
527,2018,48,Keita Bates-Diop,-1.6,,,,
528,2018,49,Chimezie Metu,-1.6,,,,
529,2018,50,Alize Johnson,-2.4,,,,
530,2018,51,Tony Carr,0.0,,,,
531,2018,52,Vince Edwards,-6.4,,,,
532,2018,53,Devon Hall,-6.7,,,,
533,2018,54,Shake Milton,-2.0,,,,
534,2018,55,Arnoldas Kulboka,-21.8,,,,
535,2018,56,Ray Spalding,-6.2,,,,
536,2018,57,Kevin Hervey,-5.1,,,,
537,2018,58,Thomas Welsh,1.2,,,,
538,2018,59,George King,-17.2,,,,
539,2018,60,Kostas Antetokounmpo,-9.9,,,,
540,2019,1,Zion Williamson,4.8,,,,
541,2019,2,Ja Morant,2.5,,,,
542,2019,3,RJ Barrett,-1.6,,,,
543,2019,4,De'Andre Hunter,-2.5,,,,
544,2019,5,Darius Garland,0.2,,,,
545,2019,6,Jarrett Culver,-4.5,,,,
546,2019,7,Coby White,-1.5,,,,
547,2019,8,Jaxson Hayes,-0.3,,,,
548,2019,9,Rui Hachimura,-1.9,,,,
549,2019,10,Cam Reddish,-3.1,,,,
550,2019,11,Cameron Johnson,1.4,,,,
551,2019,12,P.J. Washington,-1.2,,,,
552,2019,13,Tyler Herro,0.7,,,,
553,2019,14,Romeo Langford,-3.4,,,,
554,2019,15,Sekou Doumbouya,-6.5,,,,
555,2019,16,Chuma Okeke,-1.1,,,,
556,2019,17,Nickeil Alexander-Walker,-1.1,,,,
557,2019,18,Goga Bitadze,1.1,,,,
558,2019,19,Luka Šamanić,-5.6,,,,
559,2019,20,Matisse Thybulle,1.0,,,,
560,2019,21,Brandon Clarke,2.4,,,,
561,2019,22,Grant Williams,-1.9,,,,
562,2019,23,Darius Bazley,-2.4,,,,
563,2019,24,Ty Jerome,0.4,,,,
564,2019,25,Nassir Little,-2.6,,,,
565,2019,26,Dylan Windler,-1.4,,,,
566,2019,27,Mfiondu Kabengele,-3.6,,,,
567,2019,28,Jordan Poole,-1.8,,,,
568,2019,29,Keldon Johnson,-1.1,,,,
569,2019,30,Kevin Porter Jr.,-1.3,,,,
570,2019,31,Nic Claxton,1.3,,,,
571,2019,32,KZ Okpala,-4.7,,,,
572,2019,33,Carsen Edwards,-5.1,,,,
573,2019,34,Bruno Fernando,-3.0,,,,
574,2019,35,Didi Louzada,-8.1,,,,
575,2019,36,Cody Martin,-1.8,,,,
576,2019,37,Deividas Sirvydis,-5.9,,,,
577,2019,38,Daniel Gafford,1.8,,,,
578,2019,39,Alen Smailagić,-3.3,,,,
579,2019,40,Justin James,-3.1,,,,
580,2019,41,Eric Paschall,-2.2,,,,
581,2019,42,Admiral Schofield,-4.6,,,,
582,2019,43,Jaylen Nowell,-2.1,,,,
583,2019,44,Bol Bol,-0.4,,,,
584,2019,45,Isaiah Roby,-2.3,,,,
585,2019,46,Talen Horton-Tucker,-2.0,,,,
586,2019,47,Ignas Brazdeikis,-4.9,,,,
587,2019,48,Terance Mann,-0.9,,,,
588,2019,49,Quinndary Weatherspoon,-5.5,,,,
589,2019,50,Jarrell Brantley,0.0,,,,
590,2019,51,Tremont Waters,-3.0,,,,
591,2019,52,Jalen McDaniels,-3.3,,,,
592,2019,53,Justin Wright-Foreman,-9.0,,,,
593,2019,54,Marial Shayok,-13.0,,,,
594,2019,55,Kyle Guy,-4.9,,,,
595,2019,56,Jaylen Hands,0.0,,,,
596,2019,57,Jordan Bone,-5.9,,,,
597,2019,58,Miye Oni,-2.5,,,,
598,2019,59,Dewan Hernandez,-9.6,,,,
599,2019,60,Vanja Marinković,0.0,,,,
600,2020,1,Anthony Edwards,1.9,,,,
601,2020,2,James Wiseman,-4.0,,,,
602,2020,3,LaMelo Ball,2.7,,,,
603,2020,4,Patrick Williams,-2.3,,,,
604,2020,5,Isaac Okoro,-2.1,,,,
605,2020,6,Onyeka Okongwu,0.5,,,,
606,2020,7,Killian Hayes,-3.8,,,,
607,2020,8,Obi Toppin,1.0,,,,
608,2020,9,Deni Avdija,-0.6,,,,
609,2020,10,Jalen Smith,-0.1,,,,
610,2020,11,Devin Vassell,-0.5,,,,
611,2020,12,Tyrese Haliburton,4.8,,,,
612,2020,13,Kira Lewis Jr.,-3.5,,,,
613,2020,14,Aaron Nesmith,-1.9,,,,
614,2020,15,Cole Anthony,-0.7,,,,
615,2020,16,Isaiah Stewart,-1.6,,,,
616,2020,17,Aleksej Pokusevski,-3.1,,,,
617,2020,18,Josh Green,-2.9,,,,
618,2020,19,Saddiq Bey,-0.6,,,,
619,2020,20,Precious Achiuwa,-2.3,,,,
620,2020,21,Tyrese Maxey,1.7,,,,
621,2020,22,Zeke Nnaji,-2.7,,,,
622,2020,23,Leandro Bolmaro,-7.8,,,,
623,2020,24,R.J. Hampton,-3.8,,,,
624,2020,25,Immanuel Quickley,1.2,,,,
625,2020,26,Payton Pritchard,1.3,,,,
626,2020,27,Udoka Azubuike,-1.5,,,,
627,2020,28,Jaden McDaniels,-1.7,,,,
628,2020,29,Malachi Flynn,-2.6,,,,
629,2020,30,Desmond Bane,2.2,,,,
630,2020,31,Tyrell Terry,-4.8,,,,
631,2020,32,Vernon Carey Jr.,-6.3,,,,
632,2020,33,Daniel Oturu,-5.2,,,,
633,2020,34,Théo Maledon,-4.6,,,,
634,2020,35,Xavier Tillman Sr.,-0.1,,,,
635,2020,36,Tyler Bey,-9.5,,,,
636,2020,37,Vit Krejci,-1.9,,,,
637,2020,38,Saben Lee,-1.4,,,,
638,2020,39,Elijah Hughes,-6.4,,,,
639,2020,40,Robert Woodard II,-7.7,,,,
640,2020,41,Tre Jones,-0.4,,,,
641,2020,42,Nick Richards,-2.6,,,,
642,2020,43,Jahmi'us Ramsey,-5.4,,,,
643,2020,44,Marko Simonovic,-12.3,,,,
644,2020,45,Jordan Nwora,-2.8,,,,
645,2020,46,CJ Elleby,-5.2,,,,
646,2020,47,Yam Madar,0.0,,,,
647,2020,48,Nico Mannion,-3.9,,,,
648,2020,49,Isaiah Joe,0.2,,,,
649,2020,50,Skylar Mays,-0.7,,,,
650,2020,51,Justinian Jessup,0.0,,,,
651,2020,52,KJ Martin,-1.8,,,,
652,2020,53,Cassius Winston,-4.9,,,,
653,2020,54,Cassius Stanley,-7.9,,,,
654,2020,55,Jay Scrubb,-6.6,,,,
655,2020,56,Grant Riller,5.1,,,,
656,2020,57,Reggie Perry,-5.5,,,,
657,2020,58,Paul Reed,0.9,,,,
658,2020,59,Jalen Harris,0.3,,,,
659,2020,60,Sam Merrill,0.3,,,,
660,2021,1,Cade Cunningham,1.3,,,,
661,2021,2,Jalen Green,-1.1,,,,
662,2021,3,Evan Mobley,2.3,,,,
663,2021,4,Scottie Barnes,1.9,,,,
664,2021,5,Jalen Suggs,-0.8,,,,
665,2021,6,Josh Giddey,1.5,,,,
666,2021,7,Jonathan Kuminga,-1.2,,,,
667,2021,8,Franz Wagner,0.9,,,,
668,2021,9,Davion Mitchell,-2.9,,,,
669,2021,10,Ziaire Williams,-3.5,,,,
670,2021,11,James Bouknight,-5.9,,,,
671,2021,12,Joshua Primo,-5.3,,,,
672,2021,13,Chris Duarte,-3.0,,,,
673,2021,14,Moses Moody,-1.2,,,,
674,2021,15,Corey Kispert,-2.3,,,,
675,2021,16,Alperen Şengün,2.9,,,,
676,2021,17,Trey Murphy III,1.3,,,,
677,2021,18,Tre Mann,-3.6,,,,
678,2021,19,Kai Jones,-1.2,,,,
679,2021,20,Jalen Johnson,1.6,,,,
680,2021,21,Keon Johnson,-4.2,,,,
681,2021,22,Isaiah Jackson,-0.3,,,,
682,2021,23,Usman Garuba,-1.4,,,,
683,2021,24,Josh Christopher,-3.9,,,,
684,2021,25,Quentin Grimes,-0.4,,,,
685,2021,26,Bones Hyland,-0.9,,,,
686,2021,27,Cam Thomas,-1.8,,,,
687,2021,28,Jaden Springer,-2.7,,,,
688,2021,29,Day'Ron Sharpe,-0.7,,,,
689,2021,30,Santi Aldama,0.9,,,,
690,2021,31,Isaiah Todd,-10.2,,,,
691,2021,32,Jeremiah Robinson-Earl,-2.3,,,,
692,2021,33,Jason Preston,-2.6,,,,
693,2021,34,Rokas Jokubaitis,0.0,,,,
694,2021,35,Herbert Jones,-0.7,,,,
695,2021,36,Miles McBride,-0.7,,,,
696,2021,37,JT Thor,-4.5,,,,
697,2021,38,Ayo Dosunmu,-1.6,,,,
698,2021,39,Neemias Queta,0.0,,,,
699,2021,40,Jared Butler,-1.5,,,,
700,2021,41,Joe Wieskamp,-5.3,,,,
701,2021,42,Isaiah Livers,-3.1,,,,
702,2021,43,Greg Brown III,-5.1,,,,
703,2021,44,Kessler Edwards,-2.9,,,,
704,2021,45,Juhann Begarin,0.0,,,,
705,2021,46,Dalano Banton,-1.5,,,,
706,2021,47,David Johnson,-27.7,,,,
707,2021,48,Sharife Cooper,-17.1,,,,
708,2021,49,Marcus Zegarowski,0.0,,,,
709,2021,50,Filip Petrušev,-8.0,,,,
710,2021,51,Brandon Boston Jr.,-3.7,,,,
711,2021,52,Luka Garza,-1.4,,,,
712,2021,53,Charles Bassey,0.3,,,,
713,2021,54,Sandro Mamukelashvili,0.2,,,,
714,2021,55,Aaron Wiggins,-0.8,,,,
715,2021,56,Scottie Lewis,6.0,,,,
716,2021,57,Balša Koprivica,0.0,,,,
717,2021,58,Jericho Sims,-1.9,,,,
718,2021,59,RaiQuan Gray,2.9,,,,
719,2021,60,Georgios Kalaitzakis,-7.0,,,,
720,2022,1,Paolo Banchero,0.9,,,,
721,2022,2,Chet Holmgren,3.1,,,,
722,2022,3,Jabari Smith Jr.,-1.5,,,,
723,2022,4,Keegan Murray,-1.0,,,,
724,2022,5,Jaden Ivey,-2.7,,,,
725,2022,6,Bennedict Mathurin,-3.2,,,,
726,2022,7,Shaedon Sharpe,-2.3,,,,
727,2022,8,Dyson Daniels,0.4,,,,
728,2022,9,Jeremy Sochan,-3.0,,,,
729,2022,10,Johnny Davis,-6.2,,,,
730,2022,11,Ousmane Dieng,-2.7,,,,
731,2022,12,Jalen Williams,2.2,,,,
732,2022,13,Jalen Duren,1.1,,,,
733,2022,14,Ochai Agbaji,-2.8,,,,
734,2022,15,Mark Williams,1.8,,,,
735,2022,16,AJ Griffin,-1.7,,,,
736,2022,17,Tari Eason,0.9,,,,
737,2022,18,Dalen Terry,-2.8,,,,
738,2022,19,Jake LaRavia,-1.2,,,,
739,2022,20,Malaki Branham,-5.1,,,,
740,2022,21,Christian Braun,-1.0,,,,
741,2022,22,Walker Kessler,2.0,,,,
742,2022,23,David Roddy,-4.0,,,,
743,2022,24,MarJon Beauchamp,-4.0,,,,
744,2022,25,Blake Wesley,-5.5,,,,
745,2022,26,Wendell Moore Jr.,-2.6,,,,
746,2022,27,Nikola Jović,-0.4,,,,
747,2022,28,Patrick Baldwin Jr.,-3.1,,,,
748,2022,29,TyTy Washington Jr.,-6.8,,,,
749,2022,30,Peyton Watson,-1.7,,,,
750,2022,31,Andrew Nembhard,-2.6,,,,
751,2022,32,Caleb Houstan,-2.7,,,,
752,2022,33,Christian Koloko,-3.3,,,,
753,2022,34,Jaylin Williams,1.0,,,,
754,2022,35,Max Christie,-2.6,,,,
755,2022,36,Gabriele Procida,0.0,,,,
756,2022,37,Jaden Hardy,-3.9,,,,
757,2022,38,Kennedy Chandler,-2.7,,,,
758,2022,39,Khalifa Diop,0.0,,,,
759,2022,40,Bryce McGowens,-5.2,,,,
760,2022,41,E.J. Liddell,-4.9,,,,
761,2022,42,Trevor Keels,-13.0,,,,
762,2022,43,Moussa Diabaté,-1.1,,,,
763,2022,44,Ryan Rollins,-0.3,,,,
764,2022,45,Josh Minott,1.8,,,,
765,2022,46,Ismael Kamagate,0.0,,,,
766,2022,47,Vince Williams Jr.,-1.5,,,,
767,2022,48,Kendall Brown,-5.3,,,,
768,2022,49,Isaiah Mobley,-3.0,,,,
769,2022,50,Matteo Spagnolo,0.0,,,,
770,2022,51,Tyrese Martin,-2.6,,,,
771,2022,52,Karlo Matković,-1.6,,,,
772,2022,53,JD Davison,-1.8,,,,
773,2022,54,Yannick Nzosa,0.0,,,,
774,2022,55,Gui Santos,-2.1,,,,
775,2022,56,Luke Travers,-6.8,,,,
776,2022,57,Jabari Walker,-3.4,,,,
777,2022,58,Hugo Besson,0.0,,,,
778,2022,59,,0.0,,,,
779,2022,60,,0.0,,,,
780,2023,1,Victor Wembanyama,5.8,,,,
781,2023,2,Brandon Miller,-1.8,,,,
782,2023,3,Scoot Henderson,-4.0,,,,
783,2023,4,Amen Thompson,2.9,,,,
784,2023,5,Ausar Thompson,-0.3,,,,
785,2023,6,Anthony Black,-2.1,,,,
786,2023,7,Bilal Coulibaly,-3.9,,,,
787,2023,8,Jarace Walker,-1.8,,,,
788,2023,9,Taylor Hendricks,-2.2,,,,
789,2023,10,Cason Wallace,0.6,,,,
790,2023,11,Jett Howard,-3.9,,,,
791,2023,12,Dereck Lively II,1.5,,,,
792,2023,13,Gradey Dick,-4.0,,,,
793,2023,14,Jordan Hawkins,-4.6,,,,
794,2023,15,Kobe Bufkin,-4.3,,,,
795,2023,16,Keyonte George,-3.1,,,,
796,2023,17,Jalen Hood-Schifino,-9.3,,,,
797,2023,18,Jaime Jaquez Jr.,-1.1,,,,
798,2023,19,Brandin Podziemski,0.2,,,,
799,2023,20,Cam Whitmore,-0.3,,,,
800,2023,21,Noah Clowney,-3.2,,,,
801,2023,22,Dariq Whitehead,-4.1,,,,
802,2023,23,Kris Murray,-3.2,,,,
803,2023,24,Olivier-Maxence Prosper,-2.5,,,,
804,2023,25,Marcus Sasser,-1.9,,,,
805,2023,26,Ben Sheppard,-3.1,,,,
806,2023,27,Nick Smith Jr.,-5.8,,,,
807,2023,28,Brice Sensabaugh,-2.4,,,,
808,2023,29,Julian Strawther,-5.1,,,,
809,2023,30,Kobe Brown,-3.3,,,,
810,2023,31,James Nnaji,0.0,,,,
811,2023,32,Jalen Pickett,-1.9,,,,
812,2023,33,Leonard Miller,1.0,,,,
813,2023,34,Colby Jones,-3.4,,,,
814,2023,35,Julian Phillips,-3.5,,,,
815,2023,36,Andre Jackson Jr.,-3.5,,,,
816,2023,37,Hunter Tyson,-5.5,,,,
817,2023,38,Jordan Walsh,-2.7,,,,
818,2023,39,Mouhamed Gueye,-1.1,,,,
819,2023,40,Maxwell Lewis,-6.6,,,,
820,2023,41,Amari Bailey,-8.3,,,,
821,2023,42,Tristan Vukcevic,-2.2,,,,
822,2023,43,Rayan Rupert,-5.9,,,,
823,2023,44,Sidy Cissoko,-4.8,,,,
824,2023,45,GG Jackson II,-3.1,,,,
825,2023,46,Seth Lundy,-12.7,,,,
826,2023,47,Mojave King,0.0,,,,
827,2023,48,Jordan Miller,-2.4,,,,
828,2023,49,Emoni Bates,-6.4,,,,
829,2023,50,Keyontae Johnson,-9.8,,,,
830,2023,51,Jalen Wilson,-4.0,,,,
831,2023,52,Toumani Camara,-1.5,,,,
832,2023,53,Jaylen Clark,-1.0,,,,
833,2023,54,Jalen Slawson,-6.4,,,,
834,2023,55,Isaiah Wong,-4.2,,,,
835,2023,56,Tarik Biberovic,0.0,,,,
836,2023,57,Trayce Jackson-Davis,1.7,,,,
837,2023,58,Chris Livingston,-6.4,,,,
838,2023,59,,0.0,,,,
839,2023,60,,0.0,,,,
840,2024,1,Zaccharie Risacher,-3.4,,,,
841,2024,2,Alex Sarr,-2.3,,,,
842,2024,3,Reed Sheppard,1.9,,,,
843,2024,4,Stephon Castle,-2.5,,,,
844,2024,5,Ron Holland,-2.9,,,,
845,2024,6,Tidjane Salaün,-5.1,,,,
846,2024,7,Donovan Clingan,0.2,,,,
847,2024,8,Rob Dillingham,-5.0,,,,
848,2024,9,Zach Edey,0.3,,,,
849,2024,10,Cody Williams,-7.7,,,,
850,2024,11,Matas Buzelis,-2.8,,,,
851,2024,12,Nikola Topić,0.0,,,,
852,2024,13,Devin Carter,-3.4,,,,
853,2024,14,Bub Carrington,-5.1,,,,
854,2024,15,Kel'el Ware,0.5,,,,
855,2024,16,Jared McCain,-1.2,,,,
856,2024,17,Dalton Knecht,-2.0,,,,
857,2024,18,Tristan Da Silva,-1.7,,,,
858,2024,19,Ja'Kobe Walter,-2.5,,,,
859,2024,20,Jaylon Tyson,-0.8,,,,
860,2024,21,Yves Missi,-3.1,,,,
861,2024,22,DaRon Holmes,11.7,,,,
862,2024,23,AJ Johnson,-8.4,,,,
863,2024,24,Kyshawn George,-3.6,,,,
864,2024,25,Pacome Dadiet,-6.9,,,,
865,2024,26,Dillon Jones,-4.0,,,,
866,2024,27,Terrence Shannon Jr.,-3.1,,,,
867,2024,28,Ryan Dunn,-3.1,,,,
868,2024,29,Isaiah Collier,-5.2,,,,
869,2024,30,Baylor Scheierman,-1.4,,,,
870,2024,31,Jonathan Mogbo,-1.8,,,,
871,2024,32,Kyle Filipowski,-1.3,,,,
872,2024,33,Tyler Smith,-0.9,,,,
873,2024,34,Tyler Kolek,-2.4,,,,
874,2024,35,Johnny Furphy,-2.7,,,,
875,2024,36,Juan Nunez,0.0,,,,
876,2024,37,Bobi Klintman,-5.5,,,,
877,2024,38,Ajay Mitchell,-0.1,,,,
878,2024,39,Jaylen Wells,-2.3,,,,
879,2024,40,Oso Ighodaro,-2.4,,,,
880,2024,41,Adem Bona,-2.8,,,,
881,2024,42,KJ Simpson,-5.4,,,,
882,2024,43,Nikola Djurisic,0.0,,,,
883,2024,44,Pelle Larsson,-2.0,,,,
884,2024,45,Jamal Shead,-3.2,,,,
885,2024,46,Cam Christie,-2.4,,,,
886,2024,47,Antonio Reeves,-3.1,,,,
887,2024,48,Harrison Ingram,0.2,,,,
888,2024,49,Tristen Newton,-20.7,,,,
889,2024,50,Enrique Freeman,-6.3,,,,
890,2024,51,Melvin Ajinça,0.0,,,,
891,2024,52,Quinten Post,0.4,,,,
892,2024,53,Cam Spencer,1.7,,,,
893,2024,54,Anton Watson,-10.1,,,,
894,2024,55,Bronny James,-6.3,,,,
895,2024,56,Kevin McCullar Jr.,-7.2,,,,
896,2024,57,Ulrich Chomche,-7.4,,,,
897,2024,58,Ariel Hukporti,-5.3,,,,
898,2024,59,0,0.0,,,,
899,2024,60,0,0.0,,,,
900,2025,1,Cooper Flagg,-1.2,,,,
901,2025,2,Dylan Harper,1.2,,,,
902,2025,3,VJ Edgecombe,-2.5,,,,
903,2025,4,Kon Knueppel,0.1,,,,
904,2025,5,Ace Bailey,-3.3,,,,
905,2025,6,Tre Johnson,-5.0,,,,
906,2025,7,Jeremiah Fears,-3.2,,,,
907,2025,8,Egor Dёmin,-2.0,,,,
908,2025,9,Collin Murray-Boyles,-1.5,,,,
909,2025,10,Khaman Maluach,-10.6,,,,
910,2025,11,Cedric Coward,0.2,,,,
911,2025,12,Noa Essengue,-24.2,,,,
912,2025,13,Derik Queen,-1.1,,,,
913,2025,14,Carter Bryant,-9.9,,,,
914,2025,15,Thomas Sorber,0.0,,,,
915,2025,16,Yang Hansen,-9.6,,,,
916,2025,17,Joan Beringer,-2.7,,,,
917,2025,18,Walter Clayton,-3.3,,,,
918,2025,19,Nolan Traoré,-10.3,,,,
919,2025,20,Kasparas Jakucionis,0.0,,,,
920,2025,21,Will Riley,-4.7,,,,
921,2025,22,Drake Powell,-3.5,,,,
922,2025,23,Asa Newell,-1.7,,,,
923,2025,24,Nique Clifford,-5.1,,,,
924,2025,25,Jase Richardson,-1.1,,,,
925,2025,26,Ben Saraf,-7.8,,,,
926,2025,27,Danny Wolf,3.7,,,,
927,2025,28,Hugo González,-2.1,,,,
928,2025,29,Liam McNeeley,-4.8,,,,
929,2025,30,Yanic Konan Niederhauser,1.7,,,,
930,2025,31,Rasheer Fleming,-8.8,,,,
931,2025,32,Noah Penda,2.9,,,,
932,2025,33,Sion James,-3.1,,,,
933,2025,34,Ryan Kalkbrenner,0.6,,,,
934,2025,35,Johni Broome,-9.8,,,,
935,2025,36,Adou Thiero,2.7,,,,
936,2025,37,Chaz Lanier,-1.5,,,,
937,2025,38,Kam Jones,0.0,,,,
938,2025,39,Alijah Martin,0.0,,,,
939,2025,40,Micah Peavy,-5.5,,,,
940,2025,41,Koby Brea,-3.0,,,,
941,2025,42,Maxime Raynaud,-5.0,,,,
942,2025,43,Jamir Watkins,-10.1,,,,
943,2025,44,Brooks Barnhizer,-1.2,,,,
944,2025,45,Rocco Zikarsky,0.0,,,,
945,2025,46,Amari Williams,-0.7,,,,
946,2025,47,Bogoljub Markovic,0.0,,,,
947,2025,48,Javon Small,-4.5,,,,
948,2025,49,Tyrese Proctor,-4.8,,,,
949,2025,50,Kobe Sanders,-6.5,,,,
950,2025,51,Mohamed Diawara,-6.1,,,,
951,2025,52,Alex Toohey,0.0,,,,
952,2025,53,John Tonje,0.0,,,,
953,2025,54,Taelon Peter,-4.6,,,,
954,2025,55,Lachlan Olbrich,-15.7,,,,
955,2025,56,Will Richard,1.0,,,,
956,2025,57,Max Shulga,0.0,,,,
957,2025,58,Saliou Niang,0.0,,,,
958,2025,59,Jahmai Mashack,9.0,,,,
959,2025,60,0,0.0,,,,
