Year,Pick,,BPM,Rank_BPM,Pick,Avg_BPM,Rank_Pick
2019,59,Dewan Hernandez,-9.6,,,,
2019,60,Vanja Marinković,0,,,,
2020,1,Anthony Edwards,1.9,,,,
2020,2,James Wiseman,-4,,,,
2020,3,LaMelo Ball,2.7,,,,
2020,4,Patrick Williams,-2.3,,,,
2020,5,Isaac Okoro,-2.1,,,,
2020,6,Onyeka Okongwu,0.5,,,,
2020,7,Killian Hayes,-3.8,,,,
2020,8,Obi Toppin,1,,,,
2020,9,Deni Avdija,-0.6,,,,
2020,10,Jalen Smith,-0.1,,,,
2020,11,Devin Vassell,-0.5,,,,
2020,12,Tyrese Haliburton,4.8,,,,
2020,13,Kira Lewis Jr.,-3.5,,,,
2020,14,Aaron Nesmith,-1.9,,,,
2020,15,Cole Anthony,-0.7,,,,
2020,16,Isaiah Stewart,-1.6,,,,
2020,17,Aleksej Pokusevski,-3.1,,,,
2020,18,Josh Green,-2.9,,,,
2020,19,Saddiq Bey,-0.6,,,,
2020,20,Precious Achiuwa,-2.3,,,,
2020,21,Tyrese Maxey,1.7,,,,
2020,22,Zeke Nnaji,-2.7,,,,
2020,23,Leandro Bolmaro,-7.8,,,,
2020,24,R.J. Hampton,-3.8,,,,
2020,25,Immanuel Quickley,1.2,,,,
2020,26,Payton Pritchard,1.3,,,,
2020,27,Udoka Azubuike,-1.5,,,,
2020,28,Jaden McDaniels,-1.7,,,,
2020,29,Malachi Flynn,-2.6,,,,
2020,30,Desmond Bane,2.2,,,,
2020,31,Tyrell Terry,-4.8,,,,
2020,32,Vernon Carey Jr.,-6.3,,,,
2020,33,Daniel Oturu,-5.2,,,,
2020,34,Théo Maledon,-4.6,,,,
2020,35,Xavier Tillman Sr.,-0.1,,,,
2020,36,Tyler Bey,-9.5,,,,
2020,37,Vit Krejci,-1.9,,,,
2020,38,Saben Lee,-1.4,,,,
2020,39,Elijah Hughes,-6.4,,,,
2020,40,Robert Woodard II,-7.7,,,,
2020,41,Tre Jones,-0.4,,,,
2020,42,Nick Richards,-2.6,,,,
2020,43,Jahmi'us Ramsey,-5.4,,,,
2020,44,Marko Simonovic,-12.3,,,,
2020,45,Jordan Nwora,-2.8,,,,
2020,46,CJ Elleby,-5.2,,,,
2020,47,Yam Madar,0,,,,
2020,48,Nico Mannion,-3.9,,,,
2020,49,Isaiah Joe,0.2,,,,
2020,50,Skylar Mays,-0.7,,,,
2020,51,Justinian Jessup,0,,,,
2020,52,KJ Martin,-1.8,,,,
2020,53,Cassius Winston,-4.9,,,,
2020,54,Cassius Stanley,-7.9,,,,
2020,55,Jay Scrubb,-6.6,,,,
2020,56,Grant Riller,5.1,,,,
2020,57,Reggie Perry,-5.5,,,,
2020,58,Paul Reed,0.9,,,,
2020,59,Jalen Harris,0.3,,,,
2020,60,Sam Merrill,0.3,,,,
2021,1,Cade Cunningham,1.3,,,,
2021,2,Jalen Green,-1.1,,,,
2021,3,Evan Mobley,2.3,,,,
2021,4,Scottie Barnes,1.9,,,,
2021,5,Jalen Suggs,-0.8,,,,
2021,6,Josh Giddey,1.5,,,,
2021,7,Jonathan Kuminga,-1.2,,,,
2021,8,Franz Wagner,0.9,,,,
2021,9,Davion Mitchell,-2.9,,,,
2021,10,Ziaire Williams,-3.5,,,,
2021,11,James Bouknight,-5.9,,,,
2021,12,Joshua Primo,-5.3,,,,
2021,13,Chris Duarte,-3,,,,
2021,14,Moses Moody,-1.2,,,,
2021,15,Corey Kispert,-2.3,,,,
2021,16,Alperen Şengün,2.9,,,,
2021,17,Trey Murphy III,1.3,,,,
2021,18,Tre Mann,-3.6,,,,
2021,19,Kai Jones,-1.2,,,,
2021,20,Jalen Johnson,1.6,,,,
2021,21,Keon Johnson,-4.2,,,,
2021,22,Isaiah Jackson,-0.3,,,,
2021,23,Usman Garuba,-1.4,,,,
2021,24,Josh Christopher,-3.9,,,,
2021,25,Quentin Grimes,-0.4,,,,
2021,26,Bones Hyland,-0.9,,,,
2021,27,Cam Thomas,-1.8,,,,
2021,28,Jaden Springer,-2.7,,,,
2021,29,Day'Ron Sharpe,-0.7,,,,
2021,30,Santi Aldama,0.9,,,,
2021,31,Isaiah Todd,-10.2,,,,
2021,32,Jeremiah Robinson-Earl,-2.3,,,,
2021,33,Jason Preston,-2.6,,,,
2021,34,Rokas Jokubaitis,0,,,,
2021,35,Herbert Jones,-0.7,,,,
2021,36,Miles McBride,-0.7,,,,
2021,37,JT Thor,-4.5,,,,
2021,38,Ayo Dosunmu,-1.6,,,,
2021,39,Neemias Queta,0,,,,
2021,40,Jared Butler,-1.5,,,,
2021,41,Joe Wieskamp,-5.3,,,,
2021,42,Isaiah Livers,-3.1,,,,
2021,43,Greg Brown III,-5.1,,,,
2021,44,Kessler Edwards,-2.9,,,,
2021,45,Juhann Begarin,0,,,,
2021,46,Dalano Banton,-1.5,,,,
2021,47,David Johnson,-27.7,,,,
2021,48,Sharife Cooper,-17.1,,,,
2021,49,Marcus Zegarowski,0,,,,
2021,50,Filip Petrušev,-8,,,,
2021,51,Brandon Boston Jr.,-3.7,,,,
2021,52,Luka Garza,-1.4,,,,
2021,53,Charles Bassey,0.3,,,,
2021,54,Sandro Mamukelashvili,0.2,,,,
2021,55,Aaron Wiggins,-0.8,,,,
2021,56,Scottie Lewis,6,,,,
2021,57,Balša Koprivica,0,,,,
2021,58,Jericho Sims,-1.9,,,,
2021,59,RaiQuan Gray,2.9,,,,
2021,60,Georgios Kalaitzakis,-7,,,,
2022,1,Paolo Banchero,0.9,,,,
2022,2,Chet Holmgren,3.1,,,,
2022,3,Jabari Smith Jr.,-1.5,,,,
2022,4,Keegan Murray,-1,,,,
2022,5,Jaden Ivey,-2.7,,,,
2022,6,Bennedict Mathurin,-3.2,,,,
2022,7,Shaedon Sharpe,-2.3,,,,
2022,8,Dyson Daniels,0.4,,,,
2022,9,Jeremy Sochan,-3,,,,
2022,10,Johnny Davis,-6.2,,,,
2022,11,Ousmane Dieng,-2.7,,,,
2022,12,Jalen Williams,2.2,,,,
2022,13,Jalen Duren,1.1,,,,
2022,14,Ochai Agbaji,-2.8,,,,
2022,15,Mark Williams,1.8,,,,
2022,16,AJ Griffin,-1.7,,,,
2022,17,Tari Eason,0.9,,,,
2022,18,Dalen Terry,-2.8,,,,
2022,19,Jake LaRavia,-1.2,,,,
2022,20,Malaki Branham,-5.1,,,,
2022,21,Christian Braun,-1,,,,
2022,22,Walker Kessler,2,,,,
2022,23,David Roddy,-4,,,,
2022,24,MarJon Beauchamp,-4,,,,
2022,25,Blake Wesley,-5.5,,,,
2022,26,Wendell Moore Jr.,-2.6,,,,
2022,27,Nikola Jović,-0.4,,,,
2022,28,Patrick Baldwin Jr.,-3.1,,,,
2022,29,TyTy Washington Jr.,-6.8,,,,
2022,30,Peyton Watson,-1.7,,,,
2022,31,Andrew Nembhard,-2.6,,,,
2022,32,Caleb Houstan,-2.7,,,,
2022,33,Christian Koloko,-3.3,,,,
2022,34,Jaylin Williams,1,,,,
2022,35,Max Christie,-2.6,,,,
2022,36,Gabriele Procida,0,,,,
2022,37,Jaden Hardy,-3.9,,,,
2022,38,Kennedy Chandler,-2.7,,,,
2022,39,Khalifa Diop,0,,,,
2022,40,Bryce McGowens,-5.2,,,,
2022,41,E.J. Liddell,-4.9,,,,
2022,42,Trevor Keels,-13,,,,
2022,43,Moussa Diabaté,-1.1,,,,
2022,44,Ryan Rollins,-0.3,,,,
2022,45,Josh Minott,1.8,,,,
2022,46,Ismael Kamagate,0,,,,
2022,47,Vince Williams Jr.,-1.5,,,,
2022,48,Kendall Brown,-5.3,,,,
2022,49,Isaiah Mobley,-3,,,,
2022,50,Matteo Spagnolo,0,,,,
2022,51,Tyrese Martin,-2.6,,,,
2022,52,Karlo Matković,-1.6,,,,
2022,53,JD Davison,-1.8,,,,
2022,54,Yannick Nzosa,0,,,,
2022,55,Gui Santos,-2.1,,,,
2022,56,Luke Travers,-6.8,,,,
2022,57,Jabari Walker,-3.4,,,,
2022,58,Hugo Besson,0,,,,
2022,59,#N/A,0,,,,
2022,60,#N/A,0,,,,
2023,1,Victor Wembanyama,5.8,,,,
2023,2,Brandon Miller,-1.8,,,,
2023,3,Scoot Henderson,-4,,,,
2023,4,Amen Thompson,2.9,,,,
2023,5,Ausar Thompson,-0.3,,,,
2023,6,Anthony Black,-2.1,,,,
2023,7,Bilal Coulibaly,-3.9,,,,
2023,8,Jarace Walker,-1.8,,,,
2023,9,Taylor Hendricks,-2.2,,,,
2023,10,Cason Wallace,0.6,,,,
2023,11,Jett Howard,-3.9,,,,
2023,12,Dereck Lively II,1.5,,,,
2023,13,Gradey Dick,-4,,,,
2023,14,Jordan Hawkins,-4.6,,,,
2023,15,Kobe Bufkin,-4.3,,,,
2023,16,Keyonte George,-3.1,,,,
2023,17,Jalen Hood-Schifino,-9.3,,,,
2023,18,Jaime Jaquez Jr.,-1.1,,,,
2023,19,Brandin Podziemski,0.2,,,,
2023,20,Cam Whitmore,-0.3,,,,
2023,21,Noah Clowney,-3.2,,,,
2023,22,Dariq Whitehead,-4.1,,,,
2023,23,Kris Murray,-3.2,,,,
2023,24,Olivier-Maxence Prosper,-2.5,,,,
2023,25,Marcus Sasser,-1.9,,,,
2023,26,Ben Sheppard,-3.1,,,,
2023,27,Nick Smith Jr.,-5.8,,,,
2023,28,Brice Sensabaugh,-2.4,,,,
2023,29,Julian Strawther,-5.1,,,,
2023,30,Kobe Brown,-3.3,,,,
2023,31,James Nnaji,0,,,,
2023,32,Jalen Pickett,-1.9,,,,
2023,33,Leonard Miller,1,,,,
2023,34,Colby Jones,-3.4,,,,
2023,35,Julian Phillips,-3.5,,,,
2023,36,Andre Jackson Jr.,-3.5,,,,
2023,37,Hunter Tyson,-5.5,,,,
2023,38,Jordan Walsh,-2.7,,,,
2023,39,Mouhamed Gueye,-1.1,,,,
2023,40,Maxwell Lewis,-6.6,,,,
2023,41,Amari Bailey,-8.3,,,,
2023,42,Tristan Vukcevic,-2.2,,,,
2023,43,Rayan Rupert,-5.9,,,,
2023,44,Sidy Cissoko,-4.8,,,,
2023,45,GG Jackson II,-3.1,,,,
2023,46,Seth Lundy,-12.7,,,,
2023,47,Mojave King,0,,,,
2023,48,Jordan Miller,-2.4,,,,
2023,49,Emoni Bates,-6.4,,,,
2023,50,Keyontae Johnson,-9.8,,,,
2023,51,Jalen Wilson,-4,,,,
2023,52,Toumani Camara,-1.5,,,,
2023,53,Jaylen Clark,-1,,,,
2023,54,Jalen Slawson,-6.4,,,,
2023,55,Isaiah Wong,-4.2,,,,
2023,56,Tarik Biberovic,0,,,,
2023,57,Trayce Jackson-Davis,1.7,,,,
2023,58,Chris Livingston,-6.4,,,,
2023,59,#N/A,0,,,,
2023,60,#N/A,0,,,,
2024,1,Zaccharie Risacher,-3.4,,,,
2024,2,Alex Sarr,-2.3,,,,
2024,3,Reed Sheppard,1.9,,,,
2024,4,Stephon Castle,-2.5,,,,
2024,5,Ron Holland,-2.9,,,,
2024,6,Tidjane Salaün,-5.1,,,,
2024,7,Donovan Clingan,0.2,,,,
2024,8,Rob Dillingham,-5,,,,
2024,9,Zach Edey,0.3,,,,
2024,10,Cody Williams,-7.7,,,,
2024,11,Matas Buzelis,-2.8,,,,
2024,12,Nikola Topić,0,,,,
2024,13,Devin Carter,-3.4,,,,
2024,14,Bub Carrington,-5.1,,,,
2024,15,Kel'el Ware,0.5,,,,
2024,16,Jared McCain,-1.2,,,,
2024,17,Dalton Knecht,-2,,,,
2024,18,Tristan Da Silva,-1.7,,,,
2024,19,Ja'Kobe Walter,-2.5,,,,
2024,20,Jaylon Tyson,-0.8,,,,
2024,21,Yves Missi,-3.1,,,,
2024,22,DaRon Holmes,11.7,,,,
2024,23,AJ Johnson,-8.4,,,,
2024,24,Kyshawn George,-3.6,,,,
2024,25,Pacome Dadiet,-6.9,,,,
2024,26,Dillon Jones,-4,,,,
2024,27,Terrence Shannon Jr.,-3.1,,,,
2024,28,Ryan Dunn,-3.1,,,,
2024,29,Isaiah Collier,-5.2,,,,
2024,30,Baylor Scheierman,-1.4,,,,
2024,31,Jonathan Mogbo,-1.8,,,,
2024,32,Kyle Filipowski,-1.3,,,,
2024,33,Tyler Smith,-0.9,,,,
2024,34,Tyler Kolek,-2.4,,,,
2024,35,Johnny Furphy,-2.7,,,,
2024,36,Juan Nunez,0,,,,
2024,37,Bobi Klintman,-5.5,,,,
2024,38,Ajay Mitchell,-0.1,,,,
2024,39,Jaylen Wells,-2.3,,,,
2024,40,Oso Ighodaro,-2.4,,,,
2024,41,Adem Bona,-2.8,,,,
2024,42,KJ Simpson,-5.4,,,,
2024,43,Nikola Djurisic,0,,,,
2024,44,Pelle Larsson,-2,,,,
2024,45,Jamal Shead,-3.2,,,,
2024,46,Cam Christie,-2.4,,,,
2024,47,Antonio Reeves,-3.1,,,,
2024,48,Harrison Ingram,0.2,,,,
2024,49,Tristen Newton,-20.7,,,,
2024,50,Enrique Freeman,-6.3,,,,
2024,51,Melvin Ajinça,0,,,,
2024,52,Quinten Post,0.4,,,,
2024,53,Cam Spencer,1.7,,,,
2024,54,Anton Watson,-10.1,,,,
2024,55,Bronny James,-6.3,,,,
2024,56,Kevin McCullar Jr.,-7.2,,,,
2024,57,Ulrich Chomche,-7.4,,,,
2024,58,Ariel Hukporti,-5.3,,,,
2024,59,0,0,,,,
2024,60,0,0,,,,
2025,1,Cooper Flagg,-1.2,,,,
2025,2,Dylan Harper,1.2,,,,
2025,3,VJ Edgecombe,-2.5,,,,
2025,4,Kon Knueppel,0.1,,,,
2025,5,Ace Bailey,-3.3,,,,
2025,6,Tre Johnson,-5,,,,
2025,7,Jeremiah Fears,-3.2,,,,
2025,8,Egor Dёmin,-2,,,,
2025,9,Collin Murray-Boyles,-1.5,,,,
2025,10,Khaman Maluach,-10.6,,,,
2025,11,Cedric Coward,0.2,,,,
2025,12,Noa Essengue,-24.2,,,,
2025,13,Derik Queen,-1.1,,,,
2025,14,Carter Bryant,-9.9,,,,
2025,15,Thomas Sorber,0,,,,
2025,16,Yang Hansen,-9.6,,,,
2025,17,Joan Beringer,-2.7,,,,
2025,18,Walter Clayton,-3.3,,,,
2025,19,Nolan Traoré,-10.3,,,,
2025,20,Kasparas Jakucionis,0,,,,
2025,21,Will Riley,-4.7,,,,
2025,22,Drake Powell,-3.5,,,,
2025,23,Asa Newell,-1.7,,,,
2025,24,Nique Clifford,-5.1,,,,
2025,25,Jase Richardson,-1.1,,,,
2025,26,Ben Saraf,-7.8,,,,
2025,27,Danny Wolf,3.7,,,,
2025,28,Hugo González,-2.1,,,,
2025,29,Liam McNeeley,-4.8,,,,
2025,30,Yanic Konan Niederhauser,1.7,,,,
2025,31,Rasheer Fleming,-8.8,,,,
2025,32,Noah Penda,2.9,,,,
2025,33,Sion James,-3.1,,,,
2025,34,Ryan Kalkbrenner,0.6,,,,
2025,35,Johni Broome,-9.8,,,,
2025,36,Adou Thiero,2.7,,,,
2025,37,Chaz Lanier,-1.5,,,,
2025,38,Kam Jones,0,,,,
2025,39,Alijah Martin,0,,,,
2025,40,Micah Peavy,-5.5,,,,
2025,41,Koby Brea,-3,,,,
2025,42,Maxime Raynaud,-5,,,,
2025,43,Jamir Watkins,-10.1,,,,
2025,44,Brooks Barnhizer,-1.2,,,,
2025,45,Rocco Zikarsky,0,,,,
2025,46,Amari Williams,-0.7,,,,
2025,47,Bogoljub Markovic,0,,,,
2025,48,Javon Small,-4.5,,,,
2025,49,Tyrese Proctor,-4.8,,,,
2025,50,Kobe Sanders,-6.5,,,,
2025,51,Mohamed Diawara,-6.1,,,,
2025,52,Alex Toohey,0,,,,
2025,53,John Tonje,0,,,,
2025,54,Taelon Peter,-4.6,,,,
2025,55,Lachlan Olbrich,-15.7,,,,
2025,56,Will Richard,1,,,,
2025,57,Max Shulga,0,,,,
2025,58,Saliou Niang,0,,,,
2025,59,Jahmai Mashack,9,,,,
2025,60,0,0,,,,
