,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,d_share,now,log_votes,residuals
43199,2016,INDIANA,IN,CARROLL,18015.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1892,8643,20250821,TOTAL,0.21890547263681592,1,9.064505023752638,-0.07781036194025909
43202,2016,INDIANA,IN,CASS,18017.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3759,14209,20250821,TOTAL,0.2645506369202618,1,9.561630845638076,-0.057992427760912124
43205,2016,INDIANA,IN,CLARK,18019.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18808,51147,20250821,TOTAL,0.36772440221322855,1,10.842459118633341,-0.021361668431750636
43208,2016,INDIANA,IN,CLAY,18021.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2306,11282,20250821,TOTAL,0.20439638361992554,1,9.330963814299922,-0.10616281252429519
43211,2016,INDIANA,IN,CLINTON,18023.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2819,11936,20250821,TOTAL,0.23617627345844505,1,9.387314322443542,-0.07731050656139976
43214,2016,INDIANA,IN,CRAWFORD,18025.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1323,4593,20250821,TOTAL,0.2880470280862182,1,8.432288684325794,0.02417679547771484
43217,2016,INDIANA,IN,DAVIESS,18027.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1800,10768,20250821,TOTAL,0.16716196136701336,1,9.284334051884509,-0.14097467382667225
43220,2016,INDIANA,IN,DEARBORN,18029.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4883,23987,20250821,TOTAL,0.20356859965814816,1,10.08526729590903,-0.14617900459159816
43223,2016,INDIANA,IN,DECATUR,18031.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2121,11127,20250821,TOTAL,0.1906174170935562,1,9.3171298661577,-0.11922306248799988
43226,2016,INDIANA,IN,DEKALB,18033.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3942,16902,20250821,TOTAL,0.23322683706070288,1,9.735187237104428,-0.0983330210781875
43229,2016,INDIANA,IN,DELAWARE,18035.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18153,45123,20250821,TOTAL,0.4023003789641646,1,10.717147373323323,0.019724642601547215
43232,2016,INDIANA,IN,DUBOIS,18037.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5389,19984,20250821,TOTAL,0.26966573258606885,1,9.90268723236536,-0.07059627042156352
43235,2016,INDIANA,IN,ELKHART,18039.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20740,65630,20250821,TOTAL,0.3160140179795825,1,11.091788187467769,-0.0860254719989661
43238,2016,INDIANA,IN,FAYETTE,18041.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2252,9530,20250821,TOTAL,0.23630640083945437,1,9.162199996648248,-0.06548499093844962
43241,2016,INDIANA,IN,FLOYD,18043.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,13945,37425,20250821,TOTAL,0.37261189044756177,1,10.53009420928783,-0.0002458532126814461
43244,2016,INDIANA,IN,FOUNTAIN,18045.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1476,7492,20250821,TOTAL,0.19701014415376403,1,8.921591063563978,-0.09228086642024177
43247,2016,INDIANA,IN,FRANKLIN,18047.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1969,11013,20250821,TOTAL,0.17878870425860346,1,9.306831672164943,-0.13051675216744882
43250,2016,INDIANA,IN,FULTON,18049.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1960,8374,20250821,TOTAL,0.2340577979460234,1,9.032886946579088,-0.061015379342574255
43253,2016,INDIANA,IN,GIBSON,18051.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3721,15484,20250821,TOTAL,0.24031258072849393,1,9.647562511697538,-0.08669490083637538
43256,2016,INDIANA,IN,GRANT,18053.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7010,25312,20250821,TOTAL,0.27694374209860934,1,10.139033870567381,-0.07559720265866432
43259,2016,INDIANA,IN,GREENE,18055.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2929,13801,20250821,TOTAL,0.21223099775378595,1,9.53249633228804,-0.10879843849141485
43262,2016,INDIANA,IN,HAMILTON,18057.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,57263,154256,20250821,TOTAL,0.37122056840576706,1,11.946368838904162,-0.07521704002788121
43265,2016,INDIANA,IN,HANCOCK,18059.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8904,36181,20250821,TOTAL,0.24609601724662117,1,10.496289398147198,-0.12500546150538738
43268,2016,INDIANA,IN,HARRISON,18061.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4783,18558,20250821,TOTAL,0.257732514279556,1,9.828656241913125,-0.07868334889572465
43271,2016,INDIANA,IN,HENDRICKS,18063.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22600,75559,20250821,TOTAL,0.29910401143477283,1,11.232669087012253,-0.11025467873339373
43274,2016,INDIANA,IN,HENRY,18065.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5124,20155,20250821,TOTAL,0.2542297196725378,1,9.911207675551266,-0.08647494681597495
43277,2016,INDIANA,IN,HOWARD,18067.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11215,36843,20250821,TOTAL,0.3043997502917786,1,10.514420920278495,-0.06764371733629859
43280,2016,INDIANA,IN,HUNTINGTON,18069.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3506,16043,20250821,TOTAL,0.2185376799850402,1,9.683027896351076,-0.11031233843841215
43283,2016,INDIANA,IN,JACKSON,18071.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3843,17573,20250821,TOTAL,0.21868775963125248,1,9.774118912194846,-0.11489471991781663
43286,2016,INDIANA,IN,JASPER,18073.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3329,13378,20250821,TOTAL,0.24884138137240244,1,9.501366845678353,-0.0705707813812674
43289,2016,INDIANA,IN,JAY,18075.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1889,7986,20250821,TOTAL,0.2365389431505134,1,8.985445287623167,-0.0560694926411979
43292,2016,INDIANA,IN,JEFFERSON,18077.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4326,13544,20250821,TOTAL,0.3194034258712345,1,9.51369892381297,-0.0006494266346524502
43295,2016,INDIANA,IN,JENNINGS,18079.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2364,11150,20250821,TOTAL,0.21201793721973095,1,9.319194776888265,-0.09792982088616425
43298,2016,INDIANA,IN,JOHNSON,18081.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17318,66500,20250821,TOTAL,0.26042105263157894,1,11.104957226643945,-0.14230260982419696
43301,2016,INDIANA,IN,KNOX,18083.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3772,15516,20250821,TOTAL,0.24310389275586491,1,9.649627028559857,-0.08401084687066518
43304,2016,INDIANA,IN,KOSCIUSKO,18085.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6313,32084,20250821,TOTAL,0.19676474255080414,1,10.376112742486816,-0.1680931857714361
43307,2016,INDIANA,IN,LAGRANGE,18087.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2080,9566,20250821,TOTAL,0.2174367551745766,1,9.165970424240243,-0.08455052202452712
43310,2016,INDIANA,IN,LAKE,18089.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,116935,201205,20250821,TOTAL,0.5811734300837454,1,12.212079567793575,0.12093132420893188
43313,2016,INDIANA,IN,LAPORTE,18091.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19798,45203,20250821,TOTAL,0.4379797801030905,1,10.718918735299235,0.05531201598545532
43316,2016,INDIANA,IN,LAWRENCE,18093.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4210,19152,20250821,TOTAL,0.2198203842940685,1,9.860162427797754,-0.11823232306978929
43319,2016,INDIANA,IN,MADISON,18095.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18595,53909,20250821,TOTAL,0.3449331280491198,1,10.895052718839429,-0.04688534343831369
43322,2016,INDIANA,IN,MARION,18097.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,212899,362372,20250821,TOTAL,0.5875150397933615,1,12.80042658747289,0.09670647933228788
43325,2016,INDIANA,IN,MARSHALL,18099.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4798,18082,20250821,TOTAL,0.2653467536776905,1,9.802672247297311,-0.06971916029273684
43328,2016,INDIANA,IN,MARTIN,18101.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,881,4809,20250821,TOTAL,0.18319817009773343,1,8.478244441277663,-0.08305960678457652
43331,2016,INDIANA,IN,MIAMI,18103.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2766,13482,20250821,TOTAL,0.20516243880729862,1,9.509110741413384,-0.11465204337587148
43334,2016,INDIANA,IN,MONROE,18105.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,34216,58454,20250821,TOTAL,0.58534916344476,1,10.97599539911813,0.18932546837656
43337,2016,INDIANA,IN,MONTGOMERY,18107.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3362,15156,20250821,TOTAL,0.22182633940353655,1,9.626151772138492,-0.10406878775738501
43340,2016,INDIANA,IN,MORGAN,18109.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6040,31280,20250821,TOTAL,0.19309462915601022,1,10.350734194659248,-0.1704448048020376
43343,2016,INDIANA,IN,NEWTON,18111.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1404,5795,20250821,TOTAL,0.24227782571182052,1,8.664750755773852,-0.03366953334123926
43346,2016,INDIANA,IN,NOBLE,18113.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3904,16890,20250821,TOTAL,0.2311426879810539,1,9.734477009801846,-0.10038027164409527
43349,2016,INDIANA,IN,OHIO,18115.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,686,2921,20250821,TOTAL,0.23485107839780897,1,7.979681302387741,-0.005504795298914261
43352,2016,INDIANA,IN,ORANGE,18117.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2048,8192,20250821,TOTAL,0.25,1,9.010913347279288,-0.04393158057334601
43355,2016,INDIANA,IN,OWEN,18119.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1946,8557,20250821,TOTAL,0.22741615052004208,1,9.054504940418054,-0.06878014867590368
43358,2016,INDIANA,IN,PARKE,18121.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1441,6582,20250821,TOTAL,0.2189304162868429,1,8.792093929503284,-0.06363281606288546
43361,2016,INDIANA,IN,PERRY,18123.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3062,8055,20250821,TOTAL,0.3801365611421477,1,8.994048295611075,0.08708117237171487
43364,2016,INDIANA,IN,PIKE,18125.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1297,5977,20250821,TOTAL,0.2169984942278735,1,8.695674048824253,-0.060555425921047484
43367,2016,INDIANA,IN,PORTER,18127.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,33676,77190,20250821,TOTAL,0.43627412877315713,1,11.2540251939439,0.025805922535679482
43370,2016,INDIANA,IN,POSEY,18129.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3521,12467,20250821,TOTAL,0.2824256035934868,1,9.430840432344976,-0.03332249299144224
43373,2016,INDIANA,IN,PULASKI,18131.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1327,5459,20250821,TOTAL,0.2430848140685107,1,8.605020901781758,-0.029759393598674105
43376,2016,INDIANA,IN,PUTNAM,18133.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3356,14715,20250821,TOTAL,0.22806659870880056,1,9.596622660667574,-0.0962943994184762
43379,2016,INDIANA,IN,RANDOLPH,18135.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2446,10458,20250821,TOTAL,0.23388793268311342,1,9.255122514748075,-0.07273107244972421
43382,2016,INDIANA,IN,RIPLEY,18137.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2471,12810,20250821,TOTAL,0.19289617486338798,1,9.45798139489078,-0.12426197900293237
43385,2016,INDIANA,IN,RUSH,18139.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1525,7214,20250821,TOTAL,0.21139451067369006,1,8.883778861463485,-0.07593203858811057
43388,2016,INDIANA,IN,SCOTT,18143.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2642,9101,20250821,TOTAL,0.29029776947588176,1,9.116139576577355,-0.009100640454186237
43391,2016,INDIANA,IN,SHELBY,18145.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4247,17994,20250821,TOTAL,0.23602311881738358,1,9.797793647977064,-0.09878933676950646
43394,2016,INDIANA,IN,SPENCER,18147.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2861,9979,20250821,TOTAL,0.2867020743561479,1,9.208238163884312,-0.017481143165723967
43397,2016,INDIANA,IN,ST. JOSEPH,18141.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,52252,110060,20250821,TOTAL,0.47475922224241324,1,11.608780950613749,0.04586035287117196
43400,2016,INDIANA,IN,STARKE,18149.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2489,9226,20250821,TOTAL,0.26978105354433124,1,9.129780864117766,-0.03032606363189455
43403,2016,INDIANA,IN,STEUBEN,18151.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3744,14566,20250821,TOTAL,0.257036935328848,1,9.586445324777861,-0.06679531859666232
43406,2016,INDIANA,IN,SULLIVAN,18153.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2113,8559,20250821,TOTAL,0.2468746348872532,1,9.05473863988161,-0.04933380572149937
43409,2016,INDIANA,IN,SWITZERLAND,18155.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,930,3699,20250821,TOTAL,0.25141930251419303,1,8.215817791832453,-0.0012045950516829107
43412,2016,INDIANA,IN,TIPPECANOE,18157.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,27282,62515,20250821,TOTAL,0.4364072622570583,1,11.0431618069291,0.03689406374037435
43415,2016,INDIANA,IN,TIPTON,18159.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1587,7510,20250821,TOTAL,0.21131824234354193,1,8.92399074475818,-0.07809743911990599
43418,2016,INDIANA,IN,UNION,18161.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,715,3291,20250821,TOTAL,0.21725919173503494,1,8.098946748943339,-0.02929289224900944
43421,2016,INDIANA,IN,VANDERBURGH,18163.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,28530,72507,20250821,TOTAL,0.3934792502792834,1,11.191438387906086,-0.013737377042239762
43424,2016,INDIANA,IN,VERMILLION,18165.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2081,6939,20250821,TOTAL,0.29989912091079407,1,8.844912950899548,0.01459177638781195
43427,2016,INDIANA,IN,VIGO,18167.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,15931,39818,20250821,TOTAL,0.4000954342257271,1,10.592074350339741,0.0240176297793413
43430,2016,INDIANA,IN,WABASH,18169.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3018,13468,20250821,TOTAL,0.2240867240867241,1,9.508071780280964,-0.0956737808394722
43433,2016,INDIANA,IN,WARREN,18171.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,839,3930,20250821,TOTAL,0.21348600508905852,1,8.276394704863307,-0.042285051210013136
43436,2016,INDIANA,IN,WARRICK,18173.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9086,29589,20250821,TOTAL,0.307073574639224,1,10.295157949622103,-0.053578500815795016
43439,2016,INDIANA,IN,WASHINGTON,18175.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2636,11382,20250821,TOTAL,0.23159374450887366,1,9.339788439163069,-0.07942391829889406
43442,2016,INDIANA,IN,WAYNE,18177.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8322,25579,20250821,TOTAL,0.3253450095781696,1,10.149526981327242,-0.027741084865907484
43445,2016,INDIANA,IN,WELLS,18179.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2586,13185,20250821,TOTAL,0.19613196814562003,1,9.486835098787386,-0.1225252252336084
43448,2016,INDIANA,IN,WHITE,18181.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2590,10053,20250821,TOTAL,0.25763453695414307,1,9.215626376405421,-0.04693252114981117
43451,2016,INDIANA,IN,WHITLEY,18183.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3379,15623,20250821,TOTAL,0.2162836843115919,1,9.656499466411903,-0.11118809980139777
43454,2016,IOWA,IA,ADAIR,19001.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1133,3811,20250821,TOTAL,0.2972972972972973,1,8.24564690087386,0.043123684892448055
43457,2016,IOWA,IA,ADAMS,19003.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,565,2106,20250821,TOTAL,0.26828110161443497,1,7.652545692693921,0.044920938650987674
43460,2016,IOWA,IA,ALLAMAKEE,19005.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2421,6923,20250821,TOTAL,0.3497038855987289,1,8.842604480678025,0.06451647327193327
43463,2016,IOWA,IA,APPANOOSE,19007.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1814,6136,20250821,TOTAL,0.29563233376792697,1,8.721928343047091,0.01671442151024316
43466,2016,IOWA,IA,AUDUBON,19009.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1080,3412,20250821,TOTAL,0.31652989449003516,1,8.13505390861157,0.06810193144257781
43469,2016,IOWA,IA,BENTON,19011.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4678,13844,20250821,TOTAL,0.3379081190407397,1,9.535607204755236,0.016717063311099234
43472,2016,IOWA,IA,BLACK HAWK,19013.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,32233,64405,20250821,TOTAL,0.5004735657169475,1,11.072946548830188,0.09941295737199701
43475,2016,IOWA,IA,BOONE,19015.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5541,14196,20250821,TOTAL,0.3903212172442942,1,9.560715513766388,0.06782570689610995
43478,2016,IOWA,IA,BREMER,19017.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5356,13538,20250821,TOTAL,0.3956271236519427,1,9.513255825068553,0.07559729150172245
43481,2016,IOWA,IA,BUCHANAN,19019.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3970,10252,20250821,TOTAL,0.3872415138509559,1,9.235228087483963,0.081656085989946
43484,2016,IOWA,IA,BUENA VISTA,19021.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2856,8278,20250821,TOTAL,0.34501087219135057,1,9.021356672308677,0.05053672845449203
43487,2016,IOWA,IA,BUTLER,19023.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2157,7513,20250821,TOTAL,0.28710235591641153,1,8.92439013236916,-0.0023340749735908384
43490,2016,IOWA,IA,CALHOUN,19025.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1398,5159,20250821,TOTAL,0.2709827485946889,1,8.54849804124465,0.0010750790451522496
43493,2016,IOWA,IA,CARROLL,19027.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3309,10544,20250821,TOTAL,0.31382776934749623,1,9.263312256742289,0.006783281687568088
43496,2016,IOWA,IA,CASS,19029.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1951,7125,20250821,TOTAL,0.27382456140350875,1,8.871365005136852,-0.012857049475064886
43499,2016,IOWA,IA,CEDAR,19031.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3599,9541,20250821,TOTAL,0.377214128498061,1,9.163353580751846,0.07536280444390747
43502,2016,IOWA,IA,CERRO GORDO,19033.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9862,22965,20250821,TOTAL,0.42943609841062486,1,10.041726596759894,0.08195056868268291
43505,2016,IOWA,IA,CHEROKEE,19035.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1679,6258,20250821,TOTAL,0.2682965803771173,1,8.741615924228828,-0.011644162856123907
43508,2016,IOWA,IA,CHICKASAW,19037.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2266,6435,20250821,TOTAL,0.35213675213675216,1,8.769507120030227,0.07074697467489433
43511,2016,IOWA,IA,CLARKE,19039.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1465,4454,20250821,TOTAL,0.3289178266726538,1,8.401557847817314,0.06664415644504978
43514,2016,IOWA,IA,CLAY,19041.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2249,8617,20250821,TOTAL,0.26099570616223744,1,9.061492275239766,-0.03556360677451603
43517,2016,IOWA,IA,CLAYTON,19043.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3237,9129,20250821,TOTAL,0.35458429181728557,1,9.119211438565081,0.055026289118320304
43520,2016,IOWA,IA,CLINTON,19045.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10095,23067,20250821,TOTAL,0.4376381844193003,1,10.04615830370029,0.0899224137546284
43523,2016,IOWA,IA,CRAWFORD,19047.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1991,6935,20250821,TOTAL,0.28709444844989185,1,8.844336332748933,0.0018170610303280266
43526,2016,IOWA,IA,DALLAS,19049.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,15701,38252,20250821,TOTAL,0.41046219805500367,1,10.551951125469433,0.03646891972981936
43529,2016,IOWA,IA,DAVIS,19051.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,977,3882,20250821,TOTAL,0.25167439464193714,1,8.264105763728956,-0.0034582130060287763
43532,2016,IOWA,IA,DECATUR,19053.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1201,3734,20250821,TOTAL,0.3216389930369577,1,8.225235324101668,0.06852582542671493
43535,2016,IOWA,IA,DELAWARE,19055.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2957,9241,20250821,TOTAL,0.31998701439238175,1,9.13140538388804,0.019795498369690134
43538,2016,IOWA,IA,DES MOINES,19057.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8212,19103,20250821,TOTAL,0.4298801235408051,1,9.857600669763652,0.09196050746149742
43541,2016,IOWA,IA,DICKINSON,19059.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3056,10354,20250821,TOTAL,0.2951516322194321,1,9.245128197461847,-0.010948137096392918
43544,2016,IOWA,IA,DUBUQUE,19061.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22850,49721,20250821,TOTAL,0.4595643691800245,1,10.814182658053124,0.07194734846523193
43547,2016,IOWA,IA,EMMET,19063.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1357,4753,20250821,TOTAL,0.28550389227856093,1,8.46653127661401,0.01985465067182368
43550,2016,IOWA,IA,FAYETTE,19065.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3689,9975,20250821,TOTAL,0.3698245614035088,1,9.207837241758064,0.06566217303102434
43553,2016,IOWA,IA,FLOYD,19067.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3179,8060,20250821,TOTAL,0.3944168734491315,1,8.994668835500674,0.10132924570455593
43556,2016,IOWA,IA,FRANKLIN,19069.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1493,4968,20250821,TOTAL,0.3005233494363929,1,8.510772623613315,0.03257563247640871
43559,2016,IOWA,IA,FREMONT,19071.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,963,3595,20250821,TOTAL,0.2678720445062587,1,8.187299270155147,0.01672977269620246
43562,2016,IOWA,IA,GREENE,19073.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1691,4821,20250821,TOTAL,0.3507571043352002,1,8.480736654405622,0.08436984924216262
43565,2016,IOWA,IA,GRUNDY,19075.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1856,6872,20250821,TOTAL,0.270081490104773,1,8.835210463664092,-0.014721780078514157
43568,2016,IOWA,IA,GUTHRIE,19077.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1732,5750,20250821,TOTAL,0.3012173913043478,1,8.656955133791396,0.025675039019960544
43571,2016,IOWA,IA,HAMILTON,19079.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2726,7694,20250821,TOTAL,0.35430205354821936,1,8.94819608331224,0.06362882958534477
43574,2016,IOWA,IA,HANCOCK,19081.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1587,5871,20250821,TOTAL,0.2703117015840572,1,8.677780256064185,-0.006312580467819184
43577,2016,IOWA,IA,HARDIN,19083.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2787,8533,20250821,TOTAL,0.32661432087190906,1,9.051696278536586,0.030563940382061006
43580,2016,IOWA,IA,HARRISON,19085.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2131,7465,20250821,TOTAL,0.2854655056932351,1,8.91798070997329,-0.003637935800994918
43583,2016,IOWA,IA,HENRY,19087.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2904,9404,20250821,TOTAL,0.3088047639302425,1,9.14889040965996,0.0077048465248289455
43586,2016,IOWA,IA,HOWARD,19089.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1677,4559,20250821,TOTAL,0.3678438254003071,1,8.424858580213442,0.10435960977213138
43589,2016,IOWA,IA,HUMBOLDT,19091.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1252,5087,20250821,TOTAL,0.2461175545508158,1,8.534443544822764,-0.023059940268089107
43592,2016,IOWA,IA,IDA,19093.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,792,3612,20250821,TOTAL,0.21926910299003322,1,8.192016914536875,-0.03211826509471277
43595,2016,IOWA,IA,IOWA,19095.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3084,8904,20250821,TOTAL,0.3463611859838275,1,9.094255892955381,0.048099701370345194
43598,2016,IOWA,IA,JACKSON,19097.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3837,10310,20250821,TOTAL,0.37216294859359844,1,9.240869577011006,0.06628442783390909
43601,2016,IOWA,IA,JASPER,19099.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7109,19034,20250821,TOTAL,0.37348954502469267,1,9.85398213263229,0.03575792318551013
43604,2016,IOWA,IA,JEFFERSON,19101.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3710,8156,20250821,TOTAL,0.4548798430603237,1,9.006509131694346,0.1611770751624267
43607,2016,IOWA,IA,JOHNSON,19103.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,50200,76940,20250821,TOTAL,0.6524564595788926,1,11.250781176306287,0.24215679013089547
43610,2016,IOWA,IA,JONES,19105.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3787,10133,20250821,TOTAL,0.3737293989933879,1,9.223552703448318,0.06875054358701066
43613,2016,IOWA,IA,KEOKUK,19107.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1342,4985,20250821,TOTAL,0.26920762286860583,1,8.514188682395938,0.0010824310474419896
43616,2016,IOWA,IA,KOSSUTH,19109.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2543,8607,20250821,TOTAL,0.2954571860113861,1,9.060331104649475,-0.00104180050757674
