,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,d_share,now,log_votes,residuals
6628,2000,MONTANA,MT,SILVER BOW,30093.0,US PRESIDENT,AL GORE,DEMOCRAT,8967,16703,20250821,TOTAL,0.5368496677243609,0,9.723343622989947,0.12588263130347993
6632,2000,MONTANA,MT,STILLWATER,30095.0,US PRESIDENT,AL GORE,DEMOCRAT,925,3918,20250821,TOTAL,0.23608984175599795,0,8.273336598504486,-0.12783619242959815
6636,2000,MONTANA,MT,SWEET GRASS,30097.0,US PRESIDENT,AL GORE,DEMOCRAT,305,1846,20250821,TOTAL,0.16522210184182015,0,7.520776415062797,-0.1742894400870719
6640,2000,MONTANA,MT,TETON,30099.0,US PRESIDENT,AL GORE,DEMOCRAT,847,3314,20250821,TOTAL,0.2555823777911889,0,8.105911197986508,-0.10291205605936443
6644,2000,MONTANA,MT,TOOLE,30101.0,US PRESIDENT,AL GORE,DEMOCRAT,630,2378,20250821,TOTAL,0.2649285113540791,0,7.774015077250727,-0.08279857730864354
6648,2000,MONTANA,MT,TREASURE,30103.0,US PRESIDENT,AL GORE,DEMOCRAT,106,479,20250821,TOTAL,0.22129436325678498,0,6.171700597410915,-0.07445057790253456
6652,2000,MONTANA,MT,VALLEY,30105.0,US PRESIDENT,AL GORE,DEMOCRAT,1273,3963,20250821,TOTAL,0.32122129699722435,0,8.284756593190435,-0.04307522366635236
6656,2000,MONTANA,MT,WHEATLAND,30107.0,US PRESIDENT,AL GORE,DEMOCRAT,243,999,20250821,TOTAL,0.24324324324324326,0,6.906754778648554,-0.07634826196629196
6660,2000,MONTANA,MT,WIBAUX,30109.0,US PRESIDENT,AL GORE,DEMOCRAT,121,518,20250821,TOTAL,0.2335907335907336,0,6.249975242259483,-0.0646935868137273
6664,2000,MONTANA,MT,YELLOWSTONE,30111.0,US PRESIDENT,AL GORE,DEMOCRAT,20370,57499,20250821,TOTAL,0.3542670307309692,0,10.959522835329864,-0.09680402457322013
6668,2000,NEBRASKA,NE,ADAMS,31001.0,US PRESIDENT,AL GORE,DEMOCRAT,3686,12438,20250821,TOTAL,0.2963498954815887,0,9.428511581663834,-0.10505222540381287
6672,2000,NEBRASKA,NE,ANTELOPE,31003.0,US PRESIDENT,AL GORE,DEMOCRAT,678,3368,20250821,TOTAL,0.2013064133016627,0,8.122074375362217,-0.15771238494866296
6676,2000,NEBRASKA,NE,ARTHUR,31005.0,US PRESIDENT,AL GORE,DEMOCRAT,26,272,20250821,TOTAL,0.09558823529411764,0,5.605802066295998,-0.18179787475776804
6680,2000,NEBRASKA,NE,BANNER,31007.0,US PRESIDENT,AL GORE,DEMOCRAT,65,462,20250821,TOTAL,0.1406926406926407,0,6.135564891081739,-0.15387998901335492
6684,2000,NEBRASKA,NE,BLAINE,31009.0,US PRESIDENT,AL GORE,DEMOCRAT,43,349,20250821,TOTAL,0.12320916905444126,0,5.855071922202427,-0.1622637320618149
6688,2000,NEBRASKA,NE,BOONE,31011.0,US PRESIDENT,AL GORE,DEMOCRAT,575,2862,20250821,TOTAL,0.20090845562543674,0,7.959275960116396,-0.15282885054508538
6692,2000,NEBRASKA,NE,BOX BUTTE,31013.0,US PRESIDENT,AL GORE,DEMOCRAT,1614,5089,20250821,TOTAL,0.3171546472784437,0,8.534836626588833,-0.055254948157490436
6696,2000,NEBRASKA,NE,BOYD,31015.0,US PRESIDENT,AL GORE,DEMOCRAT,265,1242,20250821,TOTAL,0.21336553945249598,0,7.124478262493424,-0.1132893321526986
6700,2000,NEBRASKA,NE,BROWN,31017.0,US PRESIDENT,AL GORE,DEMOCRAT,250,1684,20250821,TOTAL,0.14845605700712589,0,7.428927194802272,-0.18807572047744026
6704,2000,NEBRASKA,NE,BUFFALO,31019.0,US PRESIDENT,AL GORE,DEMOCRAT,3927,16461,20250821,TOTAL,0.2385638782577,0,9.708749225727084,-0.171929687991884
6708,2000,NEBRASKA,NE,BURT,31021.0,US PRESIDENT,AL GORE,DEMOCRAT,1223,3392,20250821,TOTAL,0.3605542452830189,0,8.129174996911793,0.0013050892836994898
6712,2000,NEBRASKA,NE,BUTLER,31023.0,US PRESIDENT,AL GORE,DEMOCRAT,1028,3828,20250821,TOTAL,0.26854754440961337,0,8.250097752572845,-0.09462457715007416
6716,2000,NEBRASKA,NE,CASS,31025.0,US PRESIDENT,AL GORE,DEMOCRAT,3656,10280,20250821,TOTAL,0.3556420233463035,0,9.237955539009157,-0.039578094916285556
6720,2000,NEBRASKA,NE,CEDAR,31027.0,US PRESIDENT,AL GORE,DEMOCRAT,1062,4269,20250821,TOTAL,0.24877020379479972,0,8.359134886757962,-0.11793929102330444
6724,2000,NEBRASKA,NE,CHASE,31029.0,US PRESIDENT,AL GORE,DEMOCRAT,306,1875,20250821,TOTAL,0.1632,0,7.536363938404511,-0.17681723101037788
6728,2000,NEBRASKA,NE,CHERRY,31031.0,US PRESIDENT,AL GORE,DEMOCRAT,446,2847,20250821,TOTAL,0.156656129258869,0,7.954021087278037,-0.19691069878240194
6732,2000,NEBRASKA,NE,CHEYENNE,31033.0,US PRESIDENT,AL GORE,DEMOCRAT,844,4186,20250821,TOTAL,0.2016244624940277,0,8.339500903005945,-0.16444806832461312
6736,2000,NEBRASKA,NE,CLAY,31035.0,US PRESIDENT,AL GORE,DEMOCRAT,774,3215,20250821,TOTAL,0.24074650077760498,0,8.07558263667172,-0.11676401651495225
6740,2000,NEBRASKA,NE,COLFAX,31037.0,US PRESIDENT,AL GORE,DEMOCRAT,863,3315,20250821,TOTAL,0.2603318250377074,0,8.106212902619962,-0.09817239668841965
6744,2000,NEBRASKA,NE,CUMING,31039.0,US PRESIDENT,AL GORE,DEMOCRAT,857,4215,20250821,TOTAL,0.2033214709371293,0,8.346404870435956,-0.16297503779459974
6748,2000,NEBRASKA,NE,CUSTER,31041.0,US PRESIDENT,AL GORE,DEMOCRAT,976,5414,20250821,TOTAL,0.18027336534909494,0,8.596743470174246,-0.19414460654178384
6752,2000,NEBRASKA,NE,DAKOTA,31043.0,US PRESIDENT,AL GORE,DEMOCRAT,2695,6061,20250821,TOTAL,0.44464609800362975,0,8.709630081951286,0.06656586843588091
6756,2000,NEBRASKA,NE,DAWES,31045.0,US PRESIDENT,AL GORE,DEMOCRAT,823,3621,20250821,TOTAL,0.2272852803093068,0,8.19450550976564,-0.13408332252667923
6760,2000,NEBRASKA,NE,DAWSON,31047.0,US PRESIDENT,AL GORE,DEMOCRAT,1740,7507,20250821,TOTAL,0.23178366857599575,0,8.923591197573002,-0.1532378689635519
6764,2000,NEBRASKA,NE,DEUEL,31049.0,US PRESIDENT,AL GORE,DEMOCRAT,213,1033,20250821,TOTAL,0.20619554695062922,0,6.940222469119639,-0.11448171417296357
6768,2000,NEBRASKA,NE,DIXON,31051.0,US PRESIDENT,AL GORE,DEMOCRAT,820,2792,20250821,TOTAL,0.29369627507163326,0,7.934513463882263,-0.05923768834190157
6772,2000,NEBRASKA,NE,DODGE,31053.0,US PRESIDENT,AL GORE,DEMOCRAT,5021,14472,20250821,TOTAL,0.34694582642343835,0,9.579971027075132,-0.05936992866499485
6776,2000,NEBRASKA,NE,DOUGLAS,31055.0,US PRESIDENT,AL GORE,DEMOCRAT,73347,183156,20250821,TOTAL,0.40046190133001375,0,12.118093527703122,-0.08819540397803716
6780,2000,NEBRASKA,NE,DUNDY,31057.0,US PRESIDENT,AL GORE,DEMOCRAT,179,1011,20250821,TOTAL,0.17705242334322452,0,6.918695219020472,-0.14292645259813525
6784,2000,NEBRASKA,NE,FILLMORE,31059.0,US PRESIDENT,AL GORE,DEMOCRAT,848,2998,20250821,TOTAL,0.2828552368245497,0,8.005700678662542,-0.07238817604202563
6788,2000,NEBRASKA,NE,FRANKLIN,31061.0,US PRESIDENT,AL GORE,DEMOCRAT,420,1668,20250821,TOTAL,0.2517985611510791,0,7.419380582918692,-0.08442350597803949
6792,2000,NEBRASKA,NE,FRONTIER,31063.0,US PRESIDENT,AL GORE,DEMOCRAT,244,1393,20250821,TOTAL,0.17516152189519024,0,7.239214973779806,-0.15521562815483264
6796,2000,NEBRASKA,NE,FURNAS,31065.0,US PRESIDENT,AL GORE,DEMOCRAT,534,2431,20250821,TOTAL,0.21966269025092555,0,7.796057974316123,-0.12877951216822414
6800,2000,NEBRASKA,NE,GAGE,31067.0,US PRESIDENT,AL GORE,DEMOCRAT,3516,9506,20250821,TOTAL,0.36987166000420785,0,9.159678457173955,-0.022808999952730613
6804,2000,NEBRASKA,NE,GARDEN,31069.0,US PRESIDENT,AL GORE,DEMOCRAT,203,1219,20250821,TOTAL,0.16652994257588188,0,7.105786129481271,-0.15951852046993414
6808,2000,NEBRASKA,NE,GARFIELD,31071.0,US PRESIDENT,AL GORE,DEMOCRAT,202,963,20250821,TOTAL,0.20976116303219106,0,6.870053411798126,-0.10863967961440824
6812,2000,NEBRASKA,NE,GOSPER,31073.0,US PRESIDENT,AL GORE,DEMOCRAT,228,1014,20250821,TOTAL,0.22485207100591717,0,6.921658184151129,-0.09522292919345013
6816,2000,NEBRASKA,NE,GRANT,31075.0,US PRESIDENT,AL GORE,DEMOCRAT,49,385,20250821,TOTAL,0.12727272727272726,0,5.953243334287785,-0.16138504228717465
6820,2000,NEBRASKA,NE,GREELEY,31077.0,US PRESIDENT,AL GORE,DEMOCRAT,416,1310,20250821,TOTAL,0.31755725190839695,0,7.177782416195197,-0.010826908432019333
6824,2000,NEBRASKA,NE,HALL,31079.0,US PRESIDENT,AL GORE,DEMOCRAT,5952,18546,20250821,TOTAL,0.32093173730184404,0,9.82800941136017,-0.09343085755533398
6828,2000,NEBRASKA,NE,HAMILTON,31081.0,US PRESIDENT,AL GORE,DEMOCRAT,1066,4491,20250821,TOTAL,0.23736361612113116,0,8.409830673087738,-0.13099054700394536
6832,2000,NEBRASKA,NE,HARLAN,31083.0,US PRESIDENT,AL GORE,DEMOCRAT,438,1852,20250821,TOTAL,0.23650107991360692,0,7.524021415206125,-0.10311573602873342
6836,2000,NEBRASKA,NE,HAYES,31085.0,US PRESIDENT,AL GORE,DEMOCRAT,66,571,20250821,TOTAL,0.11558669001751314,0,6.3473892096560105,-0.18585792587563627
6840,2000,NEBRASKA,NE,HITCHCOCK,31087.0,US PRESIDENT,AL GORE,DEMOCRAT,312,1480,20250821,TOTAL,0.21081081081081082,0,7.299797366758161,-0.12153174798233518
6844,2000,NEBRASKA,NE,HOLT,31089.0,US PRESIDENT,AL GORE,DEMOCRAT,846,4959,20250821,TOTAL,0.1705989110707804,0,8.508959386489133,-0.20097117718427998
6848,2000,NEBRASKA,NE,HOOKER,31091.0,US PRESIDENT,AL GORE,DEMOCRAT,74,409,20250821,TOTAL,0.18092909535452323,0,6.013715156042802,-0.10969049580645607
6852,2000,NEBRASKA,NE,HOWARD,31093.0,US PRESIDENT,AL GORE,DEMOCRAT,955,2827,20250821,TOTAL,0.33781393703572693,0,7.946971357693591,-0.01552418428927288
6856,2000,NEBRASKA,NE,JEFFERSON,31095.0,US PRESIDENT,AL GORE,DEMOCRAT,1361,3847,20250821,TOTAL,0.35378216792305694,0,8.255048902752295,-0.009550578421701095
6860,2000,NEBRASKA,NE,JOHNSON,31097.0,US PRESIDENT,AL GORE,DEMOCRAT,794,2112,20250821,TOTAL,0.3759469696969697,0,7.655390644826152,0.03206828459134292
6864,2000,NEBRASKA,NE,KEARNEY,31099.0,US PRESIDENT,AL GORE,DEMOCRAT,680,3122,20250821,TOTAL,0.21780909673286356,0,8.046229101075378,-0.1387491357015627
6868,2000,NEBRASKA,NE,KEITH,31101.0,US PRESIDENT,AL GORE,DEMOCRAT,778,3849,20250821,TOTAL,0.20213042348661991,0,8.255568653283746,-0.16121918455983952
6872,2000,NEBRASKA,NE,KEYA PAHA,31103.0,US PRESIDENT,AL GORE,DEMOCRAT,78,513,20250821,TOTAL,0.15204678362573099,0,6.240275845170769,-0.1459228697788973
6876,2000,NEBRASKA,NE,KIMBALL,31105.0,US PRESIDENT,AL GORE,DEMOCRAT,379,1820,20250821,TOTAL,0.20824175824175825,0,7.506591780070841,-0.13080960698792085
6880,2000,NEBRASKA,NE,KNOX,31107.0,US PRESIDENT,AL GORE,DEMOCRAT,1037,3978,20250821,TOTAL,0.2606837606837607,0,8.288534459413917,-0.10373532118846013
6884,2000,NEBRASKA,NE,LANCASTER,31109.0,US PRESIDENT,AL GORE,DEMOCRAT,44650,107132,20250821,TOTAL,0.4167755665907479,0,11.581816997989277,-0.05448390201237285
6888,2000,NEBRASKA,NE,LINCOLN,31111.0,US PRESIDENT,AL GORE,DEMOCRAT,5205,15114,20250821,TOTAL,0.3443826915442636,0,9.623376745580666,-0.06334122810252235
6892,2000,NEBRASKA,NE,LOGAN,31113.0,US PRESIDENT,AL GORE,DEMOCRAT,60,412,20250821,TOTAL,0.14563106796116504,0,6.021023349349527,-0.14522561497376585
6896,2000,NEBRASKA,NE,LOUP,31115.0,US PRESIDENT,AL GORE,DEMOCRAT,84,378,20250821,TOTAL,0.2222222222222222,0,5.934894195619588,-0.06584026617108502
6900,2000,NEBRASKA,NE,MADISON,31119.0,US PRESIDENT,AL GORE,DEMOCRAT,2772,12853,20250821,TOTAL,0.21566949350346223,0,9.461332526110132,-0.18679740161750577
6904,2000,NEBRASKA,NE,MCPHERSON,31117.0,US PRESIDENT,AL GORE,DEMOCRAT,48,301,20250821,TOTAL,0.15946843853820597,0,5.707110264748875,-0.12120430330883647
6908,2000,NEBRASKA,NE,MERRICK,31121.0,US PRESIDENT,AL GORE,DEMOCRAT,848,3340,20250821,TOTAL,0.25389221556886227,0,8.113726085970747,-0.104855748200462
6912,2000,NEBRASKA,NE,MORRILL,31123.0,US PRESIDENT,AL GORE,DEMOCRAT,460,2138,20250821,TOTAL,0.21515434985968196,0,7.6676260915849905,-0.12912127654940952
6916,2000,NEBRASKA,NE,NANCE,31125.0,US PRESIDENT,AL GORE,DEMOCRAT,497,1665,20250821,TOTAL,0.2984984984984985,0,7.417580402414544,-0.03766516733070252
6920,2000,NEBRASKA,NE,NEMAHA,31127.0,US PRESIDENT,AL GORE,DEMOCRAT,1063,3369,20250821,TOTAL,0.3155238943306619,0,8.122371243406553,-0.04350453488703249
6924,2000,NEBRASKA,NE,NUCKOLLS,31129.0,US PRESIDENT,AL GORE,DEMOCRAT,644,2443,20250821,TOTAL,0.2636103151862464,0,7.8009820712577405,-0.08499163435917645
6928,2000,NEBRASKA,NE,OTOE,31131.0,US PRESIDENT,AL GORE,DEMOCRAT,2208,6662,20250821,TOTAL,0.3314320024016812,0,8.804175018753625,-0.04971544581284071
6932,2000,NEBRASKA,NE,PAWNEE,31133.0,US PRESIDENT,AL GORE,DEMOCRAT,522,1519,20250821,TOTAL,0.3436471362738644,0,7.325807502595773,0.010460758907831547
6936,2000,NEBRASKA,NE,PERKINS,31135.0,US PRESIDENT,AL GORE,DEMOCRAT,243,1452,20250821,TOTAL,0.16735537190082644,0,7.280697195384741,-0.1643675407877842
6940,2000,NEBRASKA,NE,PHELPS,31137.0,US PRESIDENT,AL GORE,DEMOCRAT,934,4627,20250821,TOTAL,0.20185865571644696,0,8.439663988907,-0.16746335725517625
6944,2000,NEBRASKA,NE,PIERCE,31139.0,US PRESIDENT,AL GORE,DEMOCRAT,570,3208,20250821,TOTAL,0.17768079800498754,0,8.073402968986406,-0.1797590066974059
6948,2000,NEBRASKA,NE,PLATTE,31141.0,US PRESIDENT,AL GORE,DEMOCRAT,2612,12859,20250821,TOTAL,0.203126215102263,0,9.461799234270439,-0.1993558209243982
6952,2000,NEBRASKA,NE,POLK,31143.0,US PRESIDENT,AL GORE,DEMOCRAT,610,2613,20250821,TOTAL,0.2334481438959051,0,7.868254265520613,-0.11733624434619591
6956,2000,NEBRASKA,NE,RED WILLOW,31145.0,US PRESIDENT,AL GORE,DEMOCRAT,1188,5025,20250821,TOTAL,0.2364179104477612,0,8.522180732927277,-0.13558110358272493
6960,2000,NEBRASKA,NE,RICHARDSON,31147.0,US PRESIDENT,AL GORE,DEMOCRAT,1382,4150,20250821,TOTAL,0.3330120481927711,0,8.330863613224745,-0.032780272419268563
6964,2000,NEBRASKA,NE,ROCK,31149.0,US PRESIDENT,AL GORE,DEMOCRAT,141,894,20250821,TOTAL,0.15771812080536912,0,6.795705775173514,-0.1582707422565881
6968,2000,NEBRASKA,NE,SALINE,31151.0,US PRESIDENT,AL GORE,DEMOCRAT,2321,5145,20250821,TOTAL,0.4511175898931001,0,8.545780648268149,0.07835294945422022
6972,2000,NEBRASKA,NE,SARPY,31153.0,US PRESIDENT,AL GORE,DEMOCRAT,14637,45278,20250821,TOTAL,0.3232695790450108,0,10.720576542290251,-0.12004960132672565
6976,2000,NEBRASKA,NE,SAUNDERS,31155.0,US PRESIDENT,AL GORE,DEMOCRAT,2852,8919,20250821,TOTAL,0.3197667899988788,0,9.095939111666207,-0.07084604363454955
6980,2000,NEBRASKA,NE,SCOTTS BLUFF,31157.0,US PRESIDENT,AL GORE,DEMOCRAT,3937,13839,20250821,TOTAL,0.2844858732567382,0,9.53524597222593,-0.1203789154780105
6984,2000,NEBRASKA,NE,SEWARD,31159.0,US PRESIDENT,AL GORE,DEMOCRAT,2250,7016,20250821,TOTAL,0.32069555302166475,0,8.855948534052018,-0.06213152708963676
6988,2000,NEBRASKA,NE,SHERIDAN,31161.0,US PRESIDENT,AL GORE,DEMOCRAT,392,2576,20250821,TOTAL,0.15217391304347827,0,7.853993087224244,-0.19814781528816106
6992,2000,NEBRASKA,NE,SHERMAN,31163.0,US PRESIDENT,AL GORE,DEMOCRAT,564,1705,20250821,TOTAL,0.330791788856305,0,7.4413203897176174,-0.0061420475837493105
6996,2000,NEBRASKA,NE,SIOUX,31165.0,US PRESIDENT,AL GORE,DEMOCRAT,98,752,20250821,TOTAL,0.13031914893617022,0,6.62273632394984,-0.18005825417818008
7000,2000,NEBRASKA,NE,STANTON,31167.0,US PRESIDENT,AL GORE,DEMOCRAT,500,2486,20250821,TOTAL,0.2011263073209976,0,7.818430272070656,-0.14804169524319136
7004,2000,NEBRASKA,NE,THAYER,31169.0,US PRESIDENT,AL GORE,DEMOCRAT,821,3006,20250821,TOTAL,0.2731204258150366,0,8.00836557031292,-0.08220944123552915
7008,2000,NEBRASKA,NE,THOMAS,31171.0,US PRESIDENT,AL GORE,DEMOCRAT,55,395,20250821,TOTAL,0.13924050632911392,0,5.978885764901122,-0.15024915274265307
7012,2000,NEBRASKA,NE,THURSTON,31173.0,US PRESIDENT,AL GORE,DEMOCRAT,924,2082,20250821,TOTAL,0.4438040345821326,0,7.641084249174914,0.10038947632447576
7016,2000,NEBRASKA,NE,VALLEY,31175.0,US PRESIDENT,AL GORE,DEMOCRAT,583,2263,20250821,TOTAL,0.25762262483429077,0,7.724446645633537,-0.08849636906535219
7020,2000,NEBRASKA,NE,WASHINGTON,31177.0,US PRESIDENT,AL GORE,DEMOCRAT,2550,8626,20250821,TOTAL,0.29561789937398564,0,9.062536177207788,-0.0939112791543365
7024,2000,NEBRASKA,NE,WAYNE,31179.0,US PRESIDENT,AL GORE,DEMOCRAT,1001,3940,20250821,TOTAL,0.25406091370558376,0,8.27893600229198,-0.11004677585245942
7028,2000,NEBRASKA,NE,WEBSTER,31181.0,US PRESIDENT,AL GORE,DEMOCRAT,584,1945,20250821,TOTAL,0.30025706940874036,0,7.573017256052546,-0.040949265356513276
7032,2000,NEBRASKA,NE,WHEELER,31183.0,US PRESIDENT,AL GORE,DEMOCRAT,85,453,20250821,TOTAL,0.18763796909492272,0,6.115892125483034,-0.10629643845430006
7036,2000,NEBRASKA,NE,YORK,31185.0,US PRESIDENT,AL GORE,DEMOCRAT,1407,6460,20250821,TOTAL,0.2178018575851393,0,8.773384596776648,-0.16234669042780714
7040,2000,NEVADA,NV,CARSON CITY,32510.0,US PRESIDENT,AL GORE,DEMOCRAT,7354,19452,20250821,TOTAL,0.37805881143327164,0,9.875705171523677,-0.03785112514196548
7044,2000,NEVADA,NV,CHURCHILL,32001.0,US PRESIDENT,AL GORE,DEMOCRAT,2191,8823,20250821,TOTAL,0.24832823302731497,0,9.085117227222105,-0.1419335179687685
7048,2000,NEVADA,NV,CLARK,32003.0,US PRESIDENT,AL GORE,DEMOCRAT,196100,382198,20250821,TOTAL,0.513084840841658,0,12.853694077912243,0.000563246228565073
7052,2000,NEVADA,NV,DOUGLAS,32005.0,US PRESIDENT,AL GORE,DEMOCRAT,5837,17974,20250821,TOTAL,0.324746856570602,0,9.796681548218318,-0.08859940246530268
7056,2000,NEVADA,NV,ELKO,32007.0,US PRESIDENT,AL GORE,DEMOCRAT,2542,14180,20250821,TOTAL,0.17926657263751763,0,9.559587800086119,-0.2263879115672847
7060,2000,NEVADA,NV,ESMERALDA,32009.0,US PRESIDENT,AL GORE,DEMOCRAT,116,491,20250821,TOTAL,0.23625254582484725,0,6.19644412779452,-0.060295122802980244
7064,2000,NEVADA,NV,EUREKA,32011.0,US PRESIDENT,AL GORE,DEMOCRAT,150,837,20250821,TOTAL,0.17921146953405018,0,6.729824070489475,-0.13464006497364991
7068,2000,NEVADA,NV,HUMBOLDT,32013.0,US PRESIDENT,AL GORE,DEMOCRAT,1128,5030,20250821,TOTAL,0.2242544731610338,0,8.523175263093785,-0.1477768053309313
7072,2000,NEVADA,NV,LANDER,32015.0,US PRESIDENT,AL GORE,DEMOCRAT,395,2119,20250821,TOTAL,0.18640868334119867,0,7.6586995582682995,-0.15757734924757819
7076,2000,NEVADA,NV,LINCOLN,32017.0,US PRESIDENT,AL GORE,DEMOCRAT,461,1956,20250821,TOTAL,0.23568507157464214,0,7.578656850594762,-0.10570422242804045
7080,2000,NEVADA,NV,LYON,32019.0,US PRESIDENT,AL GORE,DEMOCRAT,3955,11992,20250821,TOTAL,0.3298032021347565,0,9.391995039782433,-0.07041425226333792
7084,2000,NEVADA,NV,MINERAL,32021.0,US PRESIDENT,AL GORE,DEMOCRAT,916,2293,20250821,TOTAL,0.3994766681203663,0,7.737616282857904,0.05293042599112996
7088,2000,NEVADA,NV,NYE,32023.0,US PRESIDENT,AL GORE,DEMOCRAT,4525,12181,20250821,TOTAL,0.3714801740415401,0,9.407632639699958,-0.02924459401797319
7092,2000,NEVADA,NV,PERSHING,32027.0,US PRESIDENT,AL GORE,DEMOCRAT,476,1802,20250821,TOTAL,0.2641509433962264,0,7.496652438168283,-0.07457797056476217
7096,2000,NEVADA,NV,STOREY,32029.0,US PRESIDENT,AL GORE,DEMOCRAT,666,1798,20250821,TOTAL,0.3704115684093437,0,7.494430215031565,0.031754747618785606
7100,2000,NEVADA,NV,WASHOE,32031.0,US PRESIDENT,AL GORE,DEMOCRAT,52097,122301,20250821,TOTAL,0.4259736224560715,0,11.714240498256716,-0.04958191786731919
7104,2000,NEVADA,NV,WHITE PINE,32033.0,US PRESIDENT,AL GORE,DEMOCRAT,1069,3543,20250821,TOTAL,0.30172170476996896,0,8.172729104865471,-0.05894042982532094
7108,2000,NEW HAMPSHIRE,NH,BELKNAP,33001.0,US PRESIDENT,AL GORE,DEMOCRAT,10719,26795,20250821,TOTAL,0.4000373203955962,0,10.19597058192895,-0.026262638870810262
7112,2000,NEW HAMPSHIRE,NH,CARROLL,33003.0,US PRESIDENT,AL GORE,DEMOCRAT,9852,23879,20250821,TOTAL,0.41258009129360523,0,10.080754690582811,-0.00998204400999847
7116,2000,NEW HAMPSHIRE,NH,CHESHIRE,33005.0,US PRESIDENT,AL GORE,DEMOCRAT,17382,33395,20250821,TOTAL,0.5204970804012576,0,10.416161467159736,0.08705370751724728
7120,2000,NEW HAMPSHIRE,NH,COOS,33007.0,US PRESIDENT,AL GORE,DEMOCRAT,6570,14600,20250821,TOTAL,0.45,0,9.588776807696428,0.04339856853973212
7124,2000,NEW HAMPSHIRE,NH,GRAFTON,33009.0,US PRESIDENT,AL GORE,DEMOCRAT,18326,38733,20250821,TOTAL,0.4731366018640436,0,10.564447228842829,0.03488255514949057
7128,2000,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011.0,US PRESIDENT,AL GORE,DEMOCRAT,77625,165761,20250821,TOTAL,0.4682947134730123,0,12.01830227085359,-0.017125172527924226
7132,2000,NEW HAMPSHIRE,NH,MERRIMACK,33013.0,US PRESIDENT,AL GORE,DEMOCRAT,30622,63684,20250821,TOTAL,0.48084291187739464,0,11.061688632615896,0.0264574026310202
7136,2000,NEW HAMPSHIRE,NH,ROCKINGHAM,33015.0,US PRESIDENT,AL GORE,DEMOCRAT,61628,134173,20250821,TOTAL,0.4593174483688969,0,11.80688529102747,-0.019243666293254746
7140,2000,NEW HAMPSHIRE,NH,STRAFFORD,33017.0,US PRESIDENT,AL GORE,DEMOCRAT,25400,49393,20250821,TOTAL,0.5142429089142186,0,10.807563992730705,0.0681016892133533
7144,2000,NEW HAMPSHIRE,NH,SULLIVAN,33019.0,US PRESIDENT,AL GORE,DEMOCRAT,8224,18668,20250821,TOTAL,0.44053996143132634,0,9.834566107069707,0.02596465482012228
7148,2000,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,AL GORE,DEMOCRAT,52880,91102,20250821,TOTAL,0.5804482887313122,0,11.419735036903884,0.1144470690642081
7152,2000,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,AL GORE,DEMOCRAT,202682,366721,20250821,TOTAL,0.5526871927159884,0,12.81235661994083,0.04150666433222938
7156,2000,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,AL GORE,DEMOCRAT,99506,177541,20250821,TOTAL,0.560467722948502,0,12.08695684713996,0.07282055113307384
7160,2000,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,AL GORE,DEMOCRAT,127166,196861,20250821,TOTAL,0.6459684752185553,0,12.19025317492241,0.15497017288854553
7164,2000,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,AL GORE,DEMOCRAT,22189,47594,20250821,TOTAL,0.4662142286842879,0,10.770461981854321,0.021276669205129994
7168,2000,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,AL GORE,DEMOCRAT,28188,48684,20250821,TOTAL,0.5789992605373429,0,10.793105712994448,0.13332709509477186
7172,2000,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,AL GORE,DEMOCRAT,185505,259573,20250821,TOTAL,0.7146544517341943,0,12.466793252239727,0.21468466017995408
7176,2000,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,AL GORE,DEMOCRAT,61095,107298,20250821,TOTAL,0.5693955152938545,0,11.583365289116092,0.0980858171641677
7180,2000,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,AL GORE,DEMOCRAT,118206,167361,20250821,TOTAL,0.7062935809417965,0,12.027908434984248,0.2205620525965733
7184,2000,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,AL GORE,DEMOCRAT,21387,56455,20250821,TOTAL,0.378832698609512,0,10.941199139614623,-0.07164390094615763
7188,2000,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,AL GORE,DEMOCRAT,83256,135559,20250821,TOTAL,0.6141680006491639,0,11.817162248886461,0.1352734818107199
7192,2000,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,AL GORE,DEMOCRAT,154998,258849,20250821,TOTAL,0.598796982024269,0,12.464000159081326,0.09891780375623294
7196,2000,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,AL GORE,DEMOCRAT,131476,262141,20250821,TOTAL,0.5015468774438184,0,12.476637805921735,0.00125770973212469
7200,2000,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,AL GORE,DEMOCRAT,88039,206508,20250821,TOTAL,0.4263224669262208,0,12.238094431552911,-0.06622789730562206
