,date,nominal_price,date_column,year,today,cpi
3676,5/10/88,1.3645,5/10/88,1988,0.376272265,118.3
3677,5/11/88,1.3605,5/11/88,1988,0.376272265,118.3
3678,5/12/88,1.3515,5/12/88,1988,0.376272265,118.3
3679,5/13/88,1.3415,5/13/88,1988,0.376272265,118.3
3680,5/16/88,1.3185,5/16/88,1988,0.376272265,118.3
3681,5/17/88,1.325,5/17/88,1988,0.376272265,118.3
3682,5/18/88,1.3255,5/18/88,1988,0.376272265,118.3
3683,5/19/88,1.332,5/19/88,1988,0.376272265,118.3
3684,5/20/88,1.334,5/20/88,1988,0.376272265,118.3
3685,5/23/88,1.3205,5/23/88,1988,0.376272265,118.3
3686,5/24/88,1.315,5/24/88,1988,0.376272265,118.3
3687,5/25/88,1.316,5/25/88,1988,0.376272265,118.3
3688,5/26/88,1.309,5/26/88,1988,0.376272265,118.3
3689,5/27/88,1.314,5/27/88,1988,0.376272265,118.3
3690,5/31/88,1.3375,5/31/88,1988,0.376272265,118.3
3691,6/1/88,1.3345,6/1/88,1988,0.376272265,118.3
3692,6/2/88,1.349,6/2/88,1988,0.376272265,118.3
3693,6/3/88,1.353,6/3/88,1988,0.376272265,118.3
3694,6/6/88,1.3745,6/6/88,1988,0.376272265,118.3
3695,6/7/88,1.383,6/7/88,1988,0.376272265,118.3
3696,6/8/88,1.3765,6/8/88,1988,0.376272265,118.3
3697,6/9/88,1.407,6/9/88,1988,0.376272265,118.3
3698,6/10/88,1.3855,6/10/88,1988,0.376272265,118.3
3699,6/13/88,1.363,6/13/88,1988,0.376272265,118.3
3700,6/14/88,1.3505,6/14/88,1988,0.376272265,118.3
3701,6/15/88,1.36,6/15/88,1988,0.376272265,118.3
3702,6/16/88,1.3785,6/16/88,1988,0.376272265,118.3
3703,6/17/88,1.385,6/17/88,1988,0.376272265,118.3
3704,6/20/88,1.3635,6/20/88,1988,0.376272265,118.3
3705,6/21/88,1.3615,6/21/88,1988,0.376272265,118.3
3706,6/22/88,1.355,6/22/88,1988,0.376272265,118.3
3707,6/23/88,1.3325,6/23/88,1988,0.376272265,118.3
3708,6/24/88,1.323,6/24/88,1988,0.376272265,118.3
3709,6/27/88,1.328,6/27/88,1988,0.376272265,118.3
3710,6/28/88,1.3268,6/28/88,1988,0.376272265,118.3
3711,6/29/88,1.3123,6/29/88,1988,0.376272265,118.3
3712,6/30/88,1.3144,6/30/88,1988,0.376272265,118.3
3713,7/1/88,1.3315,7/1/88,1988,0.376272265,118.3
3714,7/5/88,1.326,7/5/88,1988,0.376272265,118.3
3715,7/6/88,1.3415,7/6/88,1988,0.376272265,118.3
3716,7/7/88,1.3495,7/7/88,1988,0.376272265,118.3
3717,7/8/88,1.3545,7/8/88,1988,0.376272265,118.3
3718,7/11/88,1.3575,7/11/88,1988,0.376272265,118.3
3719,7/12/88,1.3595,7/12/88,1988,0.376272265,118.3
3720,7/13/88,1.3695,7/13/88,1988,0.376272265,118.3
3721,7/14/88,1.37,7/14/88,1988,0.376272265,118.3
3722,7/15/88,1.363,7/15/88,1988,0.376272265,118.3
3723,7/18/88,1.3545,7/18/88,1988,0.376272265,118.3
3724,7/19/88,1.3605,7/19/88,1988,0.376272265,118.3
3725,7/20/88,1.375,7/20/88,1988,0.376272265,118.3
3726,7/21/88,1.371,7/21/88,1988,0.376272265,118.3
3727,7/22/88,1.377,7/22/88,1988,0.376272265,118.3
3728,7/25/88,1.378,7/25/88,1988,0.376272265,118.3
3729,7/26/88,1.3295,7/26/88,1988,0.376272265,118.3
3730,7/27/88,1.2405,7/27/88,1988,0.376272265,118.3
3731,7/28/88,1.238,7/28/88,1988,0.376272265,118.3
3732,7/29/88,1.247,7/29/88,1988,0.376272265,118.3
3733,8/1/88,1.1665,8/1/88,1988,0.376272265,118.3
3734,8/2/88,1.0885,8/2/88,1988,0.376272265,118.3
3735,8/3/88,1.182,8/3/88,1988,0.376272265,118.3
3736,8/4/88,1.1655,8/4/88,1988,0.376272265,118.3
3737,8/5/88,1.158,8/5/88,1988,0.376272265,118.3
3738,8/8/88,1.1455,8/8/88,1988,0.376272265,118.3
3739,8/9/88,1.1835,8/9/88,1988,0.376272265,118.3
3740,8/10/88,1.1945,8/10/88,1988,0.376272265,118.3
3741,8/11/88,1.1745,8/11/88,1988,0.376272265,118.3
3742,8/12/88,1.1795,8/12/88,1988,0.376272265,118.3
3743,8/15/88,1.17,8/15/88,1988,0.376272265,118.3
3744,8/16/88,1.184,8/16/88,1988,0.376272265,118.3
3745,8/17/88,1.1815,8/17/88,1988,0.376272265,118.3
3746,8/18/88,1.221,8/18/88,1988,0.376272265,118.3
3747,8/19/88,1.247,8/19/88,1988,0.376272265,118.3
3748,8/22/88,1.2525,8/22/88,1988,0.376272265,118.3
3749,8/23/88,1.212,8/23/88,1988,0.376272265,118.3
3750,8/24/88,1.267,8/24/88,1988,0.376272265,118.3
3751,8/25/88,1.266,8/25/88,1988,0.376272265,118.3
3752,8/26/88,1.2435,8/26/88,1988,0.376272265,118.3
3753,8/29/88,1.216,8/29/88,1988,0.376272265,118.3
3754,8/30/88,1.2105,8/30/88,1988,0.376272265,118.3
3755,8/31/88,1.2373,8/31/88,1988,0.376272265,118.3
3756,9/1/88,1.2275,9/1/88,1988,0.376272265,118.3
3757,9/2/88,1.2315,9/2/88,1988,0.376272265,118.3
3758,9/6/88,1.272,9/6/88,1988,0.376272265,118.3
3759,9/7/88,1.31,9/7/88,1988,0.376272265,118.3
3760,9/8/88,1.298,9/8/88,1988,0.376272265,118.3
3761,9/9/88,1.3015,9/9/88,1988,0.376272265,118.3
3762,9/12/88,1.2855,9/12/88,1988,0.376272265,118.3
3763,9/13/88,1.277,9/13/88,1988,0.376272265,118.3
3764,9/14/88,1.255,9/14/88,1988,0.376272265,118.3
3765,9/15/88,1.2365,9/15/88,1988,0.376272265,118.3
3766,9/16/88,1.2505,9/16/88,1988,0.376272265,118.3
3767,9/19/88,1.239,9/19/88,1988,0.376272265,118.3
3768,9/20/88,1.2715,9/20/88,1988,0.376272265,118.3
3769,9/21/88,1.2705,9/21/88,1988,0.376272265,118.3
3770,9/22/88,1.2585,9/22/88,1988,0.376272265,118.3
3771,9/23/88,1.272,9/23/88,1988,0.376272265,118.3
3772,9/26/88,1.2685,9/26/88,1988,0.376272265,118.3
3773,9/27/88,1.2925,9/27/88,1988,0.376272265,118.3
3774,9/28/88,1.3025,9/28/88,1988,0.376272265,118.3
3775,9/29/88,1.3185,9/29/88,1988,0.376272265,118.3
3776,9/30/88,1.3195,9/30/88,1988,0.376272265,118.3
3777,10/3/88,1.263,10/3/88,1988,0.376272265,118.3
3778,10/4/88,1.244,10/4/88,1988,0.376272265,118.3
3779,10/5/88,1.2325,10/5/88,1988,0.376272265,118.3
3780,10/6/88,1.244,10/6/88,1988,0.376272265,118.3
3781,10/7/88,1.234,10/7/88,1988,0.376272265,118.3
3782,10/10/88,1.2475,10/10/88,1988,0.376272265,118.3
3783,10/11/88,1.2465,10/11/88,1988,0.376272265,118.3
3784,10/12/88,1.227,10/12/88,1988,0.376272265,118.3
3785,10/13/88,1.23,10/13/88,1988,0.376272265,118.3
3786,10/14/88,1.232,10/14/88,1988,0.376272265,118.3
3787,10/17/88,1.247,10/17/88,1988,0.376272265,118.3
3788,10/18/88,1.235,10/18/88,1988,0.376272265,118.3
3789,10/19/88,1.251,10/19/88,1988,0.376272265,118.3
3790,10/20/88,1.2515,10/20/88,1988,0.376272265,118.3
3791,10/21/88,1.2665,10/21/88,1988,0.376272265,118.3
3792,10/24/88,1.251,10/24/88,1988,0.376272265,118.3
3793,10/25/88,1.267,10/25/88,1988,0.376272265,118.3
3794,10/26/88,1.2645,10/26/88,1988,0.376272265,118.3
3795,10/27/88,1.2565,10/27/88,1988,0.376272265,118.3
3796,10/28/88,1.239,10/28/88,1988,0.376272265,118.3
3797,10/31/88,1.236,10/31/88,1988,0.376272265,118.3
3798,11/1/88,1.246,11/1/88,1988,0.376272265,118.3
3799,11/2/88,1.2575,11/2/88,1988,0.376272265,118.3
3800,11/3/88,1.253,11/3/88,1988,0.376272265,118.3
3801,11/4/88,1.25,11/4/88,1988,0.376272265,118.3
3802,11/7/88,1.2725,11/7/88,1988,0.376272265,118.3
3803,11/8/88,1.261,11/8/88,1988,0.376272265,118.3
3804,11/9/88,1.27,11/9/88,1988,0.376272265,118.3
3805,11/10/88,1.2785,11/10/88,1988,0.376272265,118.3
3806,11/11/88,1.288,11/11/88,1988,0.376272265,118.3
3807,11/14/88,1.2725,11/14/88,1988,0.376272265,118.3
3808,11/15/88,1.2695,11/15/88,1988,0.376272265,118.3
3809,11/16/88,1.2725,11/16/88,1988,0.376272265,118.3
3810,11/17/88,1.2555,11/17/88,1988,0.376272265,118.3
3811,11/18/88,1.257,11/18/88,1988,0.376272265,118.3
3812,11/21/88,1.262,11/21/88,1988,0.376272265,118.3
3813,11/22/88,1.26,11/22/88,1988,0.376272265,118.3
3814,11/23/88,1.2541,11/23/88,1988,0.376272265,118.3
3815,11/28/88,1.2292,11/28/88,1988,0.376272265,118.3
3816,11/29/88,1.2327,11/29/88,1988,0.376272265,118.3
3817,11/30/88,1.2398,11/30/88,1988,0.376272265,118.3
3818,12/1/88,1.2395,12/1/88,1988,0.376272265,118.3
3819,12/2/88,1.2365,12/2/88,1988,0.376272265,118.3
3820,12/5/88,1.2355,12/5/88,1988,0.376272265,118.3
3821,12/6/88,1.241,12/6/88,1988,0.376272265,118.3
3822,12/7/88,1.2435,12/7/88,1988,0.376272265,118.3
3823,12/8/88,1.2565,12/8/88,1988,0.376272265,118.3
3824,12/9/88,1.2725,12/9/88,1988,0.376272265,118.3
3825,12/12/88,1.2945,12/12/88,1988,0.376272265,118.3
3826,12/13/88,1.288,12/13/88,1988,0.376272265,118.3
3827,12/14/88,1.334,12/14/88,1988,0.376272265,118.3
3828,12/15/88,1.3405,12/15/88,1988,0.376272265,118.3
3829,12/16/88,1.4035,12/16/88,1988,0.376272265,118.3
3830,12/19/88,1.451,12/19/88,1988,0.376272265,118.3
3831,12/20/88,1.5545,12/20/88,1988,0.376272265,118.3
3832,12/21/88,1.5595,12/21/88,1988,0.376272265,118.3
3833,12/22/88,1.494,12/22/88,1988,0.376272265,118.3
3834,12/23/88,1.4935,12/23/88,1988,0.376272265,118.3
3835,12/27/88,1.4625,12/27/88,1988,0.376272265,118.3
3836,12/28/88,1.5205,12/28/88,1988,0.376272265,118.3
3837,12/29/88,1.59,12/29/88,1988,0.376272265,118.3
3838,12/30/88,1.5935,12/30/88,1988,0.376272265,118.3
3839,1/3/89,1.659,1/3/89,1989,0.394402036,124
3840,1/4/89,1.6015,1/4/89,1989,0.394402036,124
3841,1/5/89,1.6295,1/5/89,1989,0.394402036,124
3842,1/6/89,1.577,1/6/89,1989,0.394402036,124
3843,1/9/89,1.483,1/9/89,1989,0.394402036,124
3844,1/10/89,1.505,1/10/89,1989,0.394402036,124
3845,1/11/89,1.388,1/11/89,1989,0.394402036,124
3846,1/12/89,1.421,1/12/89,1989,0.394402036,124
3847,1/13/89,1.397,1/13/89,1989,0.394402036,124
3848,1/16/89,1.407,1/16/89,1989,0.394402036,124
3849,1/17/89,1.426,1/17/89,1989,0.394402036,124
3850,1/18/89,1.422,1/18/89,1989,0.394402036,124
3851,1/19/89,1.421,1/19/89,1989,0.394402036,124
3852,1/20/89,1.423,1/20/89,1989,0.394402036,124
3853,1/23/89,1.4085,1/23/89,1989,0.394402036,124
3854,1/24/89,1.345,1/24/89,1989,0.394402036,124
3855,1/25/89,1.3585,1/25/89,1989,0.394402036,124
3856,1/26/89,1.377,1/26/89,1989,0.394402036,124
3857,1/27/89,1.3405,1/27/89,1989,0.394402036,124
3858,1/30/89,1.36,1/30/89,1989,0.394402036,124
3859,1/31/89,1.3265,1/31/89,1989,0.394402036,124
3860,2/1/89,1.321,2/1/89,1989,0.394402036,124
3861,2/2/89,1.34,2/2/89,1989,0.394402036,124
3862,2/3/89,1.346,2/3/89,1989,0.394402036,124
3863,2/6/89,1.38,2/6/89,1989,0.394402036,124
3864,2/7/89,1.4135,2/7/89,1989,0.394402036,124
3865,2/8/89,1.3885,2/8/89,1989,0.394402036,124
3866,2/9/89,1.3995,2/9/89,1989,0.394402036,124
3867,2/10/89,1.33,2/10/89,1989,0.394402036,124
3868,2/13/89,1.325,2/13/89,1989,0.394402036,124
3869,2/14/89,1.2805,2/14/89,1989,0.394402036,124
3870,2/15/89,1.327,2/15/89,1989,0.394402036,124
3871,2/16/89,1.2925,2/16/89,1989,0.394402036,124
3872,2/17/89,1.2955,2/17/89,1989,0.394402036,124
3873,2/21/89,1.26,2/21/89,1989,0.394402036,124
3874,2/22/89,1.279,2/22/89,1989,0.394402036,124
3875,2/23/89,1.2727,2/23/89,1989,0.394402036,124
3876,2/24/89,1.2646,2/24/89,1989,0.394402036,124
3877,2/27/89,1.2652,2/27/89,1989,0.394402036,124
3878,2/28/89,1.2773,2/28/89,1989,0.394402036,124
3879,3/1/89,1.2815,3/1/89,1989,0.394402036,124
3880,3/2/89,1.3035,3/2/89,1989,0.394402036,124
3881,3/3/89,1.3215,3/3/89,1989,0.394402036,124
3882,3/6/89,1.329,3/6/89,1989,0.394402036,124
3883,3/7/89,1.315,3/7/89,1989,0.394402036,124
3884,3/8/89,1.2975,3/8/89,1989,0.394402036,124
3885,3/9/89,1.322,3/9/89,1989,0.394402036,124
3886,3/10/89,1.3265,3/10/89,1989,0.394402036,124
3887,3/13/89,1.3255,3/13/89,1989,0.394402036,124
3888,3/14/89,1.3065,3/14/89,1989,0.394402036,124
3889,3/15/89,1.324,3/15/89,1989,0.394402036,124
3890,3/16/89,1.337,3/16/89,1989,0.394402036,124
3891,3/17/89,1.335,3/17/89,1989,0.394402036,124
3892,3/20/89,1.3215,3/20/89,1989,0.394402036,124
3893,3/21/89,1.2785,3/21/89,1989,0.394402036,124
3894,3/22/89,1.283,3/22/89,1989,0.394402036,124
3895,3/23/89,1.286,3/23/89,1989,0.394402036,124
3896,3/27/89,1.273,3/27/89,1989,0.394402036,124
3897,3/28/89,1.2625,3/28/89,1989,0.394402036,124
3898,3/29/89,1.267,3/29/89,1989,0.394402036,124
3899,3/30/89,1.267,3/30/89,1989,0.394402036,124
3900,3/31/89,1.2815,3/31/89,1989,0.394402036,124
3901,4/3/89,1.2825,4/3/89,1989,0.394402036,124
3902,4/4/89,1.315,4/4/89,1989,0.394402036,124
3903,4/5/89,1.3265,4/5/89,1989,0.394402036,124
3904,4/6/89,1.321,4/6/89,1989,0.394402036,124
3905,4/7/89,1.3385,4/7/89,1989,0.394402036,124
3906,4/10/89,1.347,4/10/89,1989,0.394402036,124
3907,4/11/89,1.328,4/11/89,1989,0.394402036,124
3908,4/12/89,1.328,4/12/89,1989,0.394402036,124
3909,4/13/89,1.3265,4/13/89,1989,0.394402036,124
3910,4/14/89,1.37,4/14/89,1989,0.394402036,124
3911,4/17/89,1.3885,4/17/89,1989,0.394402036,124
3912,4/18/89,1.38,4/18/89,1989,0.394402036,124
3913,4/19/89,1.3945,4/19/89,1989,0.394402036,124
3914,4/20/89,1.3955,4/20/89,1989,0.394402036,124
3915,4/21/89,1.42,4/21/89,1989,0.394402036,124
3916,4/24/89,1.418,4/24/89,1989,0.394402036,124
3917,4/25/89,1.4057,4/25/89,1989,0.394402036,124
3918,4/26/89,1.3784,4/26/89,1989,0.394402036,124
3919,4/27/89,1.3497,4/27/89,1989,0.394402036,124
3920,4/28/89,1.289,4/28/89,1989,0.394402036,124
3921,5/1/89,1.2545,5/1/89,1989,0.394402036,124
3922,5/2/89,1.262,5/2/89,1989,0.394402036,124
3923,5/3/89,1.289,5/3/89,1989,0.394402036,124
3924,5/4/89,1.284,5/4/89,1989,0.394402036,124
3925,5/5/89,1.276,5/5/89,1989,0.394402036,124
3926,5/8/89,1.292,5/8/89,1989,0.394402036,124
3927,5/9/89,1.305,5/9/89,1989,0.394402036,124
3928,5/10/89,1.284,5/10/89,1989,0.394402036,124
3929,5/11/89,1.274,5/11/89,1989,0.394402036,124
3930,5/12/89,1.297,5/12/89,1989,0.394402036,124
3931,5/15/89,1.2825,5/15/89,1989,0.394402036,124
3932,5/16/89,1.3155,5/16/89,1989,0.394402036,124
3933,5/17/89,1.2995,5/17/89,1989,0.394402036,124
3934,5/18/89,1.3375,5/18/89,1989,0.394402036,124
3935,5/19/89,1.35,5/19/89,1989,0.394402036,124
3936,5/22/89,1.3535,5/22/89,1989,0.394402036,124
3937,5/23/89,1.346,5/23/89,1989,0.394402036,124
3938,5/24/89,1.323,5/24/89,1989,0.394402036,124
3939,5/25/89,1.342,5/25/89,1989,0.394402036,124
3940,5/26/89,1.348,5/26/89,1989,0.394402036,124
3941,5/30/89,1.3475,5/30/89,1989,0.394402036,124
3942,5/31/89,1.307,5/31/89,1989,0.394402036,124
3943,6/1/89,1.2935,6/1/89,1989,0.394402036,124
3944,6/2/89,1.3035,6/2/89,1989,0.394402036,124
3945,6/5/89,1.268,6/5/89,1989,0.394402036,124
3946,6/6/89,1.2855,6/6/89,1989,0.394402036,124
3947,6/7/89,1.2835,6/7/89,1989,0.394402036,124
3948,6/8/89,1.296,6/8/89,1989,0.394402036,124
3949,6/9/89,1.299,6/9/89,1989,0.394402036,124
3950,6/12/89,1.2485,6/12/89,1989,0.394402036,124
3951,6/13/89,1.154,6/13/89,1989,0.394402036,124
3952,6/14/89,1.1745,6/14/89,1989,0.394402036,124
3953,6/15/89,1.186,6/15/89,1989,0.394402036,124
3954,6/16/89,1.175,6/16/89,1989,0.394402036,124
3955,6/19/89,1.1605,6/19/89,1989,0.394402036,124
3956,6/20/89,1.17,6/20/89,1989,0.394402036,124
3957,6/21/89,1.1625,6/21/89,1989,0.394402036,124
3958,6/22/89,1.19,6/22/89,1989,0.394402036,124
3959,6/23/89,1.1705,6/23/89,1989,0.394402036,124
3960,6/26/89,1.11,6/26/89,1989,0.394402036,124
3961,6/27/89,1.1028,6/27/89,1989,0.394402036,124
3962,6/28/89,1.1162,6/28/89,1989,0.394402036,124
3963,6/29/89,1.0815,6/29/89,1989,0.394402036,124
3964,6/30/89,1.0918,6/30/89,1989,0.394402036,124
3965,7/3/89,0.9385,7/3/89,1989,0.394402036,124
3966,7/5/89,0.978,7/5/89,1989,0.394402036,124
3967,7/6/89,0.9335,7/6/89,1989,0.394402036,124
3968,7/7/89,0.897,7/7/89,1989,0.394402036,124
3969,7/10/89,0.8915,7/10/89,1989,0.394402036,124
3970,7/11/89,0.8915,7/11/89,1989,0.394402036,124
3971,7/12/89,0.868,7/12/89,1989,0.394402036,124
3972,7/13/89,0.8745,7/13/89,1989,0.394402036,124
3973,7/14/89,0.8885,7/14/89,1989,0.394402036,124
3974,7/17/89,0.8775,7/17/89,1989,0.394402036,124
3975,7/18/89,0.8875,7/18/89,1989,0.394402036,124
3976,7/19/89,0.8865,7/19/89,1989,0.394402036,124
3977,7/20/89,0.8825,7/20/89,1989,0.394402036,124
3978,7/21/89,0.8635,7/21/89,1989,0.394402036,124
3979,7/24/89,0.8485,7/24/89,1989,0.394402036,124
3980,7/25/89,0.8475,7/25/89,1989,0.394402036,124
3981,7/26/89,0.8535,7/26/89,1989,0.394402036,124
3982,7/27/89,0.8345,7/27/89,1989,0.394402036,124
3983,7/28/89,0.82,7/28/89,1989,0.394402036,124
3984,7/31/89,0.79,7/31/89,1989,0.394402036,124
3985,8/1/89,0.8235,8/1/89,1989,0.394402036,124
3986,8/2/89,0.8095,8/2/89,1989,0.394402036,124
3987,8/3/89,0.8195,8/3/89,1989,0.394402036,124
3988,8/4/89,0.816,8/4/89,1989,0.394402036,124
3989,8/7/89,0.825,8/7/89,1989,0.394402036,124
3990,8/8/89,0.8305,8/8/89,1989,0.394402036,124
3991,8/9/89,0.8245,8/9/89,1989,0.394402036,124
3992,8/10/89,0.7995,8/10/89,1989,0.394402036,124
3993,8/11/89,0.7685,8/11/89,1989,0.394402036,124
3994,8/14/89,0.766,8/14/89,1989,0.394402036,124
3995,8/15/89,0.7775,8/15/89,1989,0.394402036,124
3996,8/16/89,0.7715,8/16/89,1989,0.394402036,124
3997,8/17/89,0.7705,8/17/89,1989,0.394402036,124
3998,8/18/89,0.771,8/18/89,1989,0.394402036,124
3999,8/21/89,0.79,8/21/89,1989,0.394402036,124
4000,8/22/89,0.7955,8/22/89,1989,0.394402036,124
4001,8/23/89,0.832,8/23/89,1989,0.394402036,124
4002,8/24/89,0.79,8/24/89,1989,0.394402036,124
4003,8/25/89,0.7905,8/25/89,1989,0.394402036,124
4004,8/28/89,0.8244,8/28/89,1989,0.394402036,124
4005,8/29/89,0.8564,8/29/89,1989,0.394402036,124
4006,8/30/89,0.8592,8/30/89,1989,0.394402036,124
4007,8/31/89,0.859,8/31/89,1989,0.394402036,124
4008,9/1/89,0.8665,9/1/89,1989,0.394402036,124
4009,9/5/89,0.8345,9/5/89,1989,0.394402036,124
4010,9/6/89,0.846,9/6/89,1989,0.394402036,124
4011,9/7/89,0.859,9/7/89,1989,0.394402036,124
4012,9/8/89,0.8775,9/8/89,1989,0.394402036,124
4013,9/11/89,0.8665,9/11/89,1989,0.394402036,124
4014,9/12/89,0.8005,9/12/89,1989,0.394402036,124
4015,9/13/89,0.799,9/13/89,1989,0.394402036,124
4016,9/14/89,0.808,9/14/89,1989,0.394402036,124
4017,9/15/89,0.8065,9/15/89,1989,0.394402036,124
4018,9/18/89,0.7935,9/18/89,1989,0.394402036,124
4019,9/19/89,0.799,9/19/89,1989,0.394402036,124
4020,9/20/89,0.8255,9/20/89,1989,0.394402036,124
4021,9/21/89,0.8385,9/21/89,1989,0.394402036,124
4022,9/22/89,0.8065,9/22/89,1989,0.394402036,124
4023,9/25/89,0.812,9/25/89,1989,0.394402036,124
4024,9/26/89,0.819,9/26/89,1989,0.394402036,124
4025,9/27/89,0.8185,9/27/89,1989,0.394402036,124
4026,9/28/89,0.83,9/28/89,1989,0.394402036,124
4027,9/29/89,0.806,9/29/89,1989,0.394402036,124
4028,10/2/89,0.8055,10/2/89,1989,0.394402036,124
4029,10/3/89,0.765,10/3/89,1989,0.394402036,124
4030,10/4/89,0.7305,10/4/89,1989,0.394402036,124
4031,10/5/89,0.729,10/5/89,1989,0.394402036,124
4032,10/6/89,0.704,10/6/89,1989,0.394402036,124
4033,10/9/89,0.687,10/9/89,1989,0.394402036,124
4034,10/10/89,0.695,10/10/89,1989,0.394402036,124
4035,10/11/89,0.699,10/11/89,1989,0.394402036,124
4036,10/12/89,0.7095,10/12/89,1989,0.394402036,124
4037,10/13/89,0.705,10/13/89,1989,0.394402036,124
4038,10/16/89,0.704,10/16/89,1989,0.394402036,124
4039,10/17/89,0.712,10/17/89,1989,0.394402036,124
4040,10/18/89,0.718,10/18/89,1989,0.394402036,124
4041,10/19/89,0.72,10/19/89,1989,0.394402036,124
4042,10/20/89,0.7285,10/20/89,1989,0.394402036,124
4043,10/23/89,0.728,10/23/89,1989,0.394402036,124
4044,10/24/89,0.736,10/24/89,1989,0.394402036,124
4045,10/25/89,0.7385,10/25/89,1989,0.394402036,124
4046,10/26/89,0.726,10/26/89,1989,0.394402036,124
4047,10/27/89,0.7305,10/27/89,1989,0.394402036,124
4048,10/30/89,0.7435,10/30/89,1989,0.394402036,124
4049,10/31/89,0.7485,10/31/89,1989,0.394402036,124
4050,11/1/89,0.7255,11/1/89,1989,0.394402036,124
4051,11/2/89,0.7545,11/2/89,1989,0.394402036,124
4052,11/3/89,0.7505,11/3/89,1989,0.394402036,124
4053,11/6/89,0.7625,11/6/89,1989,0.394402036,124
4054,11/7/89,0.7575,11/7/89,1989,0.394402036,124
4055,11/8/89,0.772,11/8/89,1989,0.394402036,124
4056,11/9/89,0.7695,11/9/89,1989,0.394402036,124
4057,11/10/89,0.76,11/10/89,1989,0.394402036,124
4058,11/13/89,0.7825,11/13/89,1989,0.394402036,124
4059,11/14/89,0.7875,11/14/89,1989,0.394402036,124
4060,11/15/89,0.7625,11/15/89,1989,0.394402036,124
4061,11/16/89,0.729,11/16/89,1989,0.394402036,124
4062,11/17/89,0.7175,11/17/89,1989,0.394402036,124
4063,11/20/89,0.727,11/20/89,1989,0.394402036,124
4064,11/21/89,0.727,11/21/89,1989,0.394402036,124
4065,11/22/89,0.72,11/22/89,1989,0.394402036,124
4066,11/27/89,0.7302,11/27/89,1989,0.394402036,124
4067,11/28/89,0.7415,11/28/89,1989,0.394402036,124
4068,11/29/89,0.755,11/29/89,1989,0.394402036,124
4069,11/30/89,0.7698,11/30/89,1989,0.394402036,124
4070,12/1/89,0.7785,12/1/89,1989,0.394402036,124
4071,12/4/89,0.756,12/4/89,1989,0.394402036,124
4072,12/5/89,0.767,12/5/89,1989,0.394402036,124
4073,12/6/89,0.769,12/6/89,1989,0.394402036,124
4074,12/7/89,0.7675,12/7/89,1989,0.394402036,124
4075,12/8/89,0.7845,12/8/89,1989,0.394402036,124
4076,12/11/89,0.7885,12/11/89,1989,0.394402036,124
4077,12/12/89,0.7755,12/12/89,1989,0.394402036,124
4078,12/13/89,0.7795,12/13/89,1989,0.394402036,124
4079,12/14/89,0.7795,12/14/89,1989,0.394402036,124
4080,12/15/89,0.786,12/15/89,1989,0.394402036,124
4081,12/18/89,0.765,12/18/89,1989,0.394402036,124
4082,12/19/89,0.7645,12/19/89,1989,0.394402036,124
4083,12/20/89,0.7815,12/20/89,1989,0.394402036,124
4084,12/21/89,0.779,12/21/89,1989,0.394402036,124
4085,12/22/89,0.785,12/22/89,1989,0.394402036,124
4086,12/26/89,0.8265,12/26/89,1989,0.394402036,124
4087,12/27/89,0.803,12/27/89,1989,0.394402036,124
4088,12/28/89,0.7975,12/28/89,1989,0.394402036,124
4089,12/29/89,0.7955,12/29/89,1989,0.394402036,124
4090,1/2/90,0.8055,1/2/90,1990,0.415712468,130.7
4091,1/3/90,0.8175,1/3/90,1990,0.415712468,130.7
4092,1/4/90,0.825,1/4/90,1990,0.415712468,130.7
4093,1/5/90,0.8115,1/5/90,1990,0.415712468,130.7
4094,1/8/90,0.814,1/8/90,1990,0.415712468,130.7
4095,1/9/90,0.8285,1/9/90,1990,0.415712468,130.7
4096,1/10/90,0.8255,1/10/90,1990,0.415712468,130.7
4097,1/11/90,0.816,1/11/90,1990,0.415712468,130.7
4098,1/12/90,0.7905,1/12/90,1990,0.415712468,130.7
4099,1/15/90,0.7755,1/15/90,1990,0.415712468,130.7
4100,1/16/90,0.7755,1/16/90,1990,0.415712468,130.7
4101,1/17/90,0.7875,1/17/90,1990,0.415712468,130.7
4102,1/18/90,0.7935,1/18/90,1990,0.415712468,130.7
4103,1/19/90,0.813,1/19/90,1990,0.415712468,130.7
4104,1/22/90,0.815,1/22/90,1990,0.415712468,130.7
4105,1/23/90,0.8005,1/23/90,1990,0.415712468,130.7
4106,1/24/90,0.8055,1/24/90,1990,0.415712468,130.7
4107,1/25/90,0.813,1/25/90,1990,0.415712468,130.7
4108,1/26/90,0.819,1/26/90,1990,0.415712468,130.7
4109,1/29/90,0.808,1/29/90,1990,0.415712468,130.7
4110,1/30/90,0.8035,1/30/90,1990,0.415712468,130.7
4111,1/31/90,0.8,1/31/90,1990,0.415712468,130.7
4112,2/1/90,0.8065,2/1/90,1990,0.415712468,130.7
4113,2/2/90,0.804,2/2/90,1990,0.415712468,130.7
4114,2/5/90,0.8005,2/5/90,1990,0.415712468,130.7
4115,2/6/90,0.8005,2/6/90,1990,0.415712468,130.7
4116,2/7/90,0.8165,2/7/90,1990,0.415712468,130.7
4117,2/8/90,0.821,2/8/90,1990,0.415712468,130.7
4118,2/9/90,0.8505,2/9/90,1990,0.415712468,130.7
4119,2/12/90,0.8625,2/12/90,1990,0.415712468,130.7
