,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE
24775,0082A00271000000,15206,10/6/92,50000.0,2.0,1915.0,8.0,4.0,1.0,0.0,2282.0,4.698970004336019
107936,0060E00162000000,15210,7/23/99,52900.0,1.0,1920.0,6.0,3.0,1.0,0.0,1620.0,4.723455672035186
260572,0775H00303000000,15102,11/19/07,146800.0,1.0,1983.0,7.0,3.0,1.0,1.0,1230.0,5.166726055580051
334346,0111R00158000000,15136,6/16/88,74900.0,1.0,1957.0,7.0,3.0,1.0,0.0,1187.0,4.874481817699467
66150,0004A00220000000,15211,6/6/16,89000.0,2.0,1860.0,6.0,4.0,1.0,0.0,2154.0,4.949390006644912
79427,0020M00229000000,15220,2/24/95,19500.0,2.0,1900.0,6.0,2.0,1.0,0.0,1552.0,4.290034611362518
394772,0447P00021000000,15147,9/11/07,86500.0,2.0,1880.0,7.0,3.0,2.0,0.0,2408.0,4.937016107464814
185547,0033H00386000000,15210,12/4/07,75000.0,2.0,1926.0,6.0,3.0,1.0,1.0,1748.0,4.8750612633917
261906,0093N00013000600,15227,11/6/13,114900.0,2.0,1998.0,5.0,2.0,1.0,1.0,1008.0,5.0603200286882855
359071,0318C00080023000,15234,8/4/04,224900.0,2.0,1979.0,6.0,3.0,2.0,1.0,1998.0,5.351989455435632
210207,0235R00040000000,15218,10/31/05,33000.0,2.0,1943.0,6.0,3.0,1.0,0.0,1100.0,4.518513939877887
251154,0318K00177000000,15102,9/1/15,219900.0,1.0,1951.0,6.0,4.0,2.0,0.0,1467.0,5.342225229360791
48976,0177A00060000000,15218,8/16/15,315000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1470.0,5.498310553789601
290563,1240K00224000000,15239,12/8/09,10.0,1.0,1966.0,7.0,4.0,2.0,0.0,1466.0,1.0
192035,0072H00026000000,15136,7/3/14,40000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1218.0,4.6020599913279625
77718,0005P00095000000,15216,6/19/12,45000.0,2.0,1947.0,5.0,2.0,2.0,0.0,1056.0,4.653212513775344
187630,0132S00167000000,15120,1/28/02,10.0,2.0,1920.0,8.0,4.0,2.0,0.0,2016.0,1.0
342774,0418M00130000000,15108,9/24/10,178000.0,2.0,1982.0,8.0,4.0,2.0,1.0,1976.0,5.250420002308894
323043,1213B0016700F700,15044,7/26/10,117000.0,2.0,1989.0,5.0,2.0,1.0,1.0,1206.0,5.068185861746161
179614,0131D00075000000,15120,3/18/10,13500.0,2.0,1926.0,5.0,2.0,1.0,0.0,1140.0,4.1303337684950066
217673,0132B00093000000,15120,1/24/95,121500.0,2.0,1970.0,7.0,3.0,1.0,1.0,1820.0,5.084576277934331
161691,0063G00170000000,15216,5/31/78,43900.0,2.0,1920.0,6.0,3.0,1.0,0.0,1934.0,4.642464520242122
407741,0116D00136000000,15214,11/17/16,139000.0,2.0,1972.0,7.0,4.0,1.0,1.0,1275.0,5.143014800254095
298997,0139N00118000000,15234,6/2/11,98000.0,1.5,1947.0,6.0,2.0,1.0,1.0,1240.0,4.991226075692495
407576,0078S00044000000,15212,9/15/98,54000.0,2.0,1903.0,7.0,3.0,1.0,1.0,1802.0,4.732393759822968
139274,0213H00060000000,15202,12/4/15,66500.0,2.0,1921.0,6.0,3.0,1.0,0.0,1624.0,4.8228216453031045
261920,0093K00124000000,15236,2/5/86,37000.0,1.0,1958.0,6.0,3.0,1.0,0.0,1040.0,4.568201724066995
20264,0049S00060000000,15224,5/23/16,175000.0,2.0,1900.0,6.0,3.0,2.0,0.0,2337.0,5.243038048686294
153691,0249F00196000000,15236,11/22/11,93500.0,1.0,1947.0,6.0,3.0,1.0,0.0,1114.0,4.970811610872518
77484,0007N00165000000,15220,11/3/93,126930.0,2.0,1900.0,12.0,5.0,4.0,0.0,2694.0,5.103564280050957
147176,0247A00022000000,15227,1/10/06,77500.0,2.0,1930.0,5.0,2.0,2.0,0.0,1178.0,4.889301702506311
197109,0363D00060000000,15139,3/22/94,155000.0,2.0,1890.0,6.0,3.0,1.0,1.0,2068.0,5.190331698170292
30901,0124K00196000000,15206,4/20/94,9500.0,3.0,1920.0,12.0,6.0,3.0,0.0,2574.0,3.9777236052888476
159864,0039B00104000000,15205,12/17/15,206500.0,2.0,1927.0,7.0,3.0,2.0,1.0,2077.0,5.3149200559924195
259653,0773S00204000000,15102,5/8/91,180000.0,2.0,1991.0,7.0,4.0,2.0,1.0,2706.0,5.2552725051033065
276864,0854K00386000000,15146,11/15/17,240000.0,1.0,1960.0,7.0,3.0,1.0,0.0,1600.0,5.380211241711606
45732,0126B00089000000,15208,6/28/18,786000.0,2.0,1925.0,8.0,5.0,3.0,1.0,2278.0,5.895422546039408
131069,0381L00049000000,15132,5/20/04,29000.0,2.0,1900.0,4.0,2.0,1.0,0.0,1229.0,4.4623979978989565
296835,1202H00209000000,15143,8/17/17,278680.0,2.0,2017.0,7.0,3.0,2.0,1.0,2070.0,5.445105801862532
54449,0088A00097000000,15217,9/6/01,129900.0,2.0,1900.0,6.0,2.0,1.0,0.0,1814.0,5.113609151073028
259557,0773H00090000000,15102,9/18/86,23000.0,2.0,1988.0,8.0,4.0,2.0,1.0,2464.0,4.361727836017593
51141,0055M00124000000,15207,7/2/08,65000.0,2.0,1891.0,4.0,2.0,1.0,0.0,1024.0,4.812913356642856
178545,0343M00022000000,15143,1/4/11,37500.0,2.0,1890.0,4.0,2.0,1.0,0.0,1640.0,4.574031267727719
36494,0174M00029000000,15221,7/30/07,3500.0,2.0,1900.0,8.0,5.0,1.0,1.0,1760.0,3.5440680443502757
274569,0640F00220000000,15146,12/5/13,63000.0,1.0,1955.0,6.0,2.0,1.0,1.0,1440.0,4.799340549453582
29491,0083L00034000000,15206,7/26/07,2200.0,2.0,1958.0,5.0,3.0,1.0,1.0,1470.0,3.342422680822206
402981,1498M00033000000,15090,12/12/11,470000.0,2.0,2005.0,8.0,4.0,4.0,1.0,4312.0,5.672097857935717
157336,0341C00105000000,15108,3/17/10,50000.0,1.0,1956.0,4.0,2.0,1.0,1.0,780.0,4.698970004336019
322395,1078J00062000000,15101,7/1/10,194000.0,1.0,1959.0,5.0,3.0,1.0,1.0,1156.0,5.2878017299302265
226133,0297B00106000000,15221,8/14/74,22000.0,1.0,1942.0,6.0,3.0,1.0,1.0,1426.0,4.342422680822207
29292,0083K00233000000,15206,3/31/17,309000.0,2.0,1920.0,5.0,3.0,1.0,0.0,2185.0,5.489958479424835
344407,0595M00351000000,15108,10/22/92,208250.0,2.0,1926.0,9.0,4.0,2.0,1.0,2356.0,5.3185850100788254
22061,0050L00167000000,15224,6/16/17,73764.0,1.0,1925.0,8.0,4.0,2.0,0.0,1525.0,4.867844459168483
15390,0084P00151010400,15232,11/28/89,67000.0,1.0,1935.0,4.0,2.0,2.0,0.0,1082.0,4.826074802700826
400418,0540S00239000000,15235,4/18/18,125000.0,1.0,1966.0,7.0,3.0,2.0,1.0,1800.0,5.096910013008056
344176,0505M00129000000,15108,2/12/96,20000.0,2.0,1945.0,4.0,1.0,1.0,0.0,720.0,4.301029995663981
107175,0033S00001000000,15210,3/4/11,20000.0,2.0,1931.0,6.0,3.0,1.0,0.0,1728.0,4.301029995663981
105270,0040S00103000000,15205,3/29/13,98000.0,1.5,1945.0,5.0,2.0,1.0,0.0,884.0,4.991226075692495
221651,0176C00050000000,15221,1/31/17,80000.0,2.0,1900.0,8.0,4.0,2.0,0.0,2278.0,4.903089986991944
206169,0627S00044000000,15144,5/2/02,32000.0,1.0,1940.0,5.0,2.0,1.0,0.0,696.0,4.505149978319906
192039,0072H00031000000,15136,8/20/13,16000.0,2.0,1920.0,6.0,2.0,1.0,0.0,1340.0,4.204119982655925
35964,0174J00018000000,15208,11/18/10,43000.0,2.0,1900.0,16.0,8.0,4.0,0.0,3808.0,4.633468455579586
137520,0114A00084000000,15202,6/4/10,62500.0,2.0,1915.0,5.0,2.0,1.0,0.0,1122.0,4.795880017344075
289919,1239A00240000000,15239,9/2/77,36250.0,1.5,1957.0,7.0,3.0,2.0,0.0,2860.0,4.559308010907013
253718,0476C00058000000,15102,7/10/15,118000.0,1.0,1957.0,5.0,2.0,1.0,0.0,900.0,5.071882007306125
377610,0545N00087000000,15137,10/26/11,1000.0,1.0,1910.0,6.0,3.0,1.0,0.0,624.0,3.0
404557,1659K00005000000,15090,11/21/06,300000.0,1.0,1964.0,6.0,3.0,3.0,0.0,1566.0,5.477121254719663
319754,0828M00228000000,15101,10/16/03,355350.0,1.0,1940.0,7.0,3.0,2.0,1.0,2595.0,5.550656319778446
332563,0836N00059000000,15051,9/10/09,15000.0,1.5,1945.0,6.0,2.0,1.0,0.0,828.0,4.176091259055681
94820,0046K00205000000,15214,9/9/94,16000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1477.0,4.204119982655925
395496,0449E00301000000,15235,5/16/12,45078.0,2.0,1953.0,5.0,2.0,1.0,0.0,1196.0,4.6539646392234015
275862,0743G00253000000,15146,4/6/94,49086.0,1.0,1955.0,6.0,3.0,1.0,0.0,850.0,4.690957643044936
115572,0095K00262000000,15210,7/24/15,96500.0,1.0,1953.0,7.0,3.0,1.0,0.0,1200.0,4.984527313343793
146583,0247B00054000000,15227,8/15/91,84500.0,1.0,1958.0,6.0,3.0,1.0,0.0,1246.0,4.926856708949693
326817,1368L00092000000,15065,6/24/11,4950.0,2.0,1900.0,7.0,3.0,1.0,0.0,2000.0,3.694605198933569
185643,0033D00104000000,15210,2/25/11,17400.0,2.0,1910.0,4.0,2.0,1.0,0.0,968.0,4.2405492482825995
317873,0615H00174000000,15101,8/14/01,85000.0,1.0,1950.0,5.0,3.0,1.0,0.0,1000.0,4.929418925714293
258188,0667C00200000000,15102,6/6/94,147000.0,2.0,1960.0,9.0,5.0,2.0,1.0,3075.0,5.1673173347481764
141231,1367G00127000000,15014,3/30/07,96500.0,2.0,1926.0,3.0,3.0,1.0,1.0,1218.0,4.984527313343793
260702,0887A00210111100,15102,6/15/94,66500.0,2.0,1987.0,5.0,2.0,1.0,1.0,1184.0,4.8228216453031045
249438,0647A00037000000,15131,2/28/92,87000.0,2.0,1890.0,6.0,2.0,1.0,1.0,2019.0,4.939519252618618
99611,0045N00017000000,15212,9/24/97,31000.0,1.0,1920.0,5.0,2.0,1.0,0.0,635.0,4.491361693834273
204803,0168K00071000000,15215,11/12/09,89000.0,1.0,1974.0,5.0,2.0,1.0,1.0,1386.0,4.949390006644912
232124,0185P00054000000,15122,2/8/91,20000.0,1.0,1952.0,6.0,3.0,1.0,0.0,1200.0,4.301029995663981
334523,0152B00091000000,15205,7/18/88,48000.0,1.0,1950.0,5.0,2.0,1.0,0.0,980.0,4.681241237375588
406400,2183R00021000000,15090,9/10/98,269900.0,2.0,1990.0,7.0,3.0,2.0,2.0,3196.0,5.431202884556517
297340,1345L00362180200,15143,5/16/07,205000.0,2.0,1997.0,5.0,3.0,2.0,1.0,1628.0,5.311753861055754
102669,0114S00036000000,15212,10/31/16,200000.0,2.0,1916.0,8.0,4.0,2.0,0.0,1544.0,5.301029995663981
368153,1209F00063000000,15044,8/30/01,500000.0,2.0,1985.0,12.0,5.0,3.0,2.0,3950.0,5.698970004336019
187098,0132R00045000000,15120,5/23/05,65000.0,2.0,1910.0,6.0,3.0,2.0,0.0,1560.0,4.812913356642856
171764,0298P00152000000,15221,7/31/14,139900.0,1.0,1963.0,6.0,3.0,2.0,0.0,1639.0,5.145817714491828
103299,0115F00266000000,15212,9/30/08,100000.0,2.0,1984.0,5.0,2.0,1.0,1.0,1379.0,5.0
269566,0661S00161000000,15025,9/3/08,305000.0,2.0,2008.0,8.0,4.0,2.0,1.0,2083.0,5.484299839346786
85865,0022P00191000000,15233,7/1/91,121800.0,2.0,1900.0,6.0,3.0,1.0,0.0,2608.0,5.085647288296856
160526,0040N00206000000,15205,5/26/17,185000.0,2.0,1856.0,6.0,3.0,1.0,1.0,2184.0,5.267171728403014
268395,0563R00100000000,15025,3/7/17,305535.0,2.0,2017.0,8.0,4.0,2.0,1.0,2524.0,5.485060967233931
361371,0614J00041000000,15237,6/12/95,243000.0,2.0,1991.0,8.0,4.0,2.0,1.0,2481.0,5.385606273598312
335707,0155K00035000000,15136,1/5/96,85000.0,1.0,1922.0,5.0,3.0,2.0,0.0,1740.0,4.929418925714293
288294,1102H00184000000,15239,7/14/97,85000.0,2.0,1966.0,8.0,4.0,1.0,1.0,1792.0,4.929418925714293
322802,1212D00348000000,15044,12/2/82,70000.0,2.0,1976.0,7.0,4.0,2.0,1.0,2194.0,4.845098040014257
328049,1519E00174000000,15065,8/21/17,165500.0,1.0,1965.0,6.0,2.0,1.0,0.0,1609.0,5.218797998111738
256936,0666B00068000000,15102,6/12/17,159900.0,1.0,1938.0,6.0,3.0,2.0,0.0,1128.0,5.203848463746235
234354,0241C00042000000,15122,7/8/74,29900.0,1.0,1965.0,6.0,3.0,1.0,1.0,1288.0,4.47567118832443
70502,0016R00015000000,15216,7/7/60,10050.0,2.0,1922.0,6.0,3.0,1.0,0.0,1480.0,4.002166061756507
266096,0389F00168000000,15236,5/27/75,30900.0,1.0,1960.0,5.0,2.0,1.0,1.0,1023.0,4.489958479424835
380820,0227N00075050000,15238,5/10/18,426500.0,1.0,1978.0,7.0,3.0,4.0,0.0,2430.0,5.629919035503542
372844,0691R00087000000,15126,6/23/80,48295.0,2.0,1979.0,6.0,3.0,1.0,1.0,1238.0,4.683902170403431
323809,1353R00361000000,15044,12/5/07,115051.0,1.0,1947.0,6.0,3.0,2.0,0.0,1421.0,5.060890397820781
216441,0643D00015000000,15148,10/26/11,42000.0,2.5,1900.0,6.0,3.0,1.0,0.0,2035.0,4.623249290397901
375820,0456S00181000000,15137,7/12/18,72500.0,2.0,1940.0,6.0,3.0,1.0,0.0,1835.0,4.860338006570994
58986,0003M00063000A00,15203,11/27/12,225000.0,3.0,1900.0,8.0,4.0,2.0,0.0,2214.0,5.352182518111363
46362,0126H00105000000,15208,10/13/94,105000.0,2.0,1930.0,7.0,4.0,1.0,1.0,1772.0,5.021189299069938
365271,0943G00325000000,15237,8/31/17,200000.0,1.0,1950.0,3.0,1.0,1.0,1.0,1413.0,5.301029995663981
381176,0228J00210040600,15238,9/15/15,1011805.0,1.0,2015.0,10.0,4.0,4.0,0.0,3986.0,6.00509682121511
35993,0174K00326000000,15208,10/30/15,2556.0,2.0,1930.0,6.0,3.0,1.0,1.0,1814.0,3.4075608494863627
32232,0124R00051000000,15206,10/12/88,20000.0,2.0,1910.0,6.0,2.0,2.0,0.0,2130.0,4.301029995663981
296725,1203D00266000000,15090,6/10/87,166500.0,2.0,1981.0,8.0,4.0,2.0,1.0,2412.0,5.221414237842339
245310,0249M00296000000,15236,2/1/13,156900.0,2.0,1966.0,8.0,4.0,1.0,0.0,1904.0,5.195622943586937
297669,1347M00376000000,15090,6/9/99,179000.0,2.0,1974.0,8.0,4.0,2.0,1.0,1920.0,5.252853030979893
172211,0299D00028000000,15221,2/9/07,235000.0,2.0,2006.0,6.0,3.0,2.0,1.0,2160.0,5.371067862271736
163459,0098D00289000000,15216,4/3/15,148500.0,2.0,1920.0,8.0,4.0,1.0,0.0,1555.0,5.171726453653231
207555,0177R00058000000,15218,5/4/04,78000.0,2.0,1900.0,6.0,3.0,1.0,1.0,1384.0,4.892094602690481
246681,0316B00270000000,15236,9/25/13,146900.0,2.0,1948.0,7.0,3.0,1.0,0.0,1520.0,5.167021795790257
341138,2373N00009000000,16046,5/27/05,167000.0,1.0,1960.0,9.0,4.0,2.0,1.0,1688.0,5.222716471147583
259259,0773B00068000000,15102,7/24/18,177000.0,1.0,1993.0,6.0,3.0,2.0,0.0,1680.0,5.247973266361806
319319,0721J00195000000,15101,9/26/16,80000.0,1.0,1954.0,4.0,2.0,1.0,0.0,1130.0,4.903089986991944
365719,0944K00143000000,15237,3/16/07,149900.0,1.0,1955.0,5.0,2.0,2.0,0.0,1400.0,5.175801632848279
167380,0177G00126000000,15218,7/25/17,217000.0,2.0,1937.0,6.0,3.0,1.0,0.0,1384.0,5.336459733848529
301407,0261A00042000000,15071,11/22/88,22500.0,2.0,1997.0,7.0,4.0,2.0,1.0,2032.0,4.352182518111363
356655,0193H00122000000,15228,11/19/97,85000.0,2.0,1923.0,9.0,4.0,1.0,1.0,2085.0,4.929418925714293
267540,0390P00282000000,15236,12/29/00,32000.0,1.0,1920.0,3.0,1.0,1.0,0.0,684.0,4.505149978319906
313330,0801E00006000000,15126,5/27/05,223900.0,2.0,1992.0,8.0,4.0,2.0,1.0,2332.0,5.35005409357903
251848,0391R00270000000,15102,11/5/76,68500.0,2.0,1970.0,7.0,4.0,2.0,1.0,2288.0,4.835690571492425
377728,0547N00268000000,15137,8/4/04,86500.0,1.0,1920.0,6.0,3.0,1.0,0.0,1224.0,4.937016107464814
71597,0035C00230000000,15216,4/22/16,110000.0,2.0,1925.0,6.0,3.0,2.0,0.0,1901.0,5.041392685158225
203278,0421B00287000000,15143,8/31/04,49901.0,2.0,1900.0,8.0,4.0,1.0,0.0,1972.0,4.698109248832414
172516,0299R00026000000,15221,6/23/11,115000.0,2.0,1949.0,8.0,4.0,2.0,1.0,1731.0,5.060697840353612
73620,0061F00048000000,15226,8/1/88,44500.0,2.0,1925.0,6.0,3.0,1.0,0.0,1104.0,4.648360010980932
183284,0556J00059000000,15133,7/29/03,85000.0,1.0,1958.0,5.0,2.0,1.0,0.0,888.0,4.929418925714293
122275,0304E00115000000,15110,10/31/08,40000.0,2.0,1943.0,5.0,2.0,1.0,0.0,1428.0,4.6020599913279625
88681,0024A00120000000,15212,11/28/79,6700.0,2.0,1880.0,6.0,3.0,1.0,0.0,1972.0,3.8260748027008264
95751,0077K00265000000,15214,11/16/07,13.0,2.5,1933.0,6.0,2.0,1.0,1.0,2384.0,1.1139433523068367
399886,0539E00165000000,15235,7/25/78,37500.0,1.0,1955.0,6.0,3.0,2.0,0.0,1163.0,4.574031267727719
218140,0279B00109000000,15229,6/15/90,71500.0,2.0,1935.0,6.0,3.0,1.0,0.0,1673.0,4.854306041801081
77366,0005P00120000000,15216,3/1/94,255000.0,2.0,1945.0,5.0,2.0,1.0,0.0,946.0,5.4065401804339555
292589,0935K00281000000,15143,5/26/00,250000.0,2.0,1965.0,8.0,4.0,2.0,1.0,2666.0,5.3979400086720375
363785,0825A00220000000,15237,10/19/94,115000.0,1.0,1961.0,6.0,3.0,2.0,0.0,1718.0,5.060697840353612
24336,0082A00086000000,15206,12/19/03,72976.0,2.0,1928.0,6.0,3.0,1.0,0.0,1320.0,4.863180054896863
60938,0012N00287000000,15203,5/15/18,91000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1224.0,4.959041392321094
275183,0640S00399000000,15146,5/25/18,175000.0,1.0,1993.0,6.0,3.0,1.0,0.0,1148.0,5.243038048686294
75799,0062S00127000000,15226,5/24/16,145000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1244.0,5.161368002234975
9699,0027B00178000000,15219,7/21/99,32500.0,2.0,1930.0,6.0,2.0,1.0,0.0,1180.0,4.511883360978874
306114,0653L00339000000,15135,10/8/76,32000.0,1.0,1950.0,5.0,3.0,2.0,0.0,1288.0,4.505149978319906
359841,0610M00205000000,15237,6/26/85,80500.0,2.0,1976.0,7.0,3.0,2.0,1.0,1720.0,4.905795880367869
180169,0131C00237000000,15120,7/23/07,5000.0,2.0,1900.0,6.0,3.0,1.0,1.0,1472.0,3.6989700043360187
188847,0133L00061000000,15120,6/29/78,35000.0,2.0,1935.0,6.0,3.0,1.0,0.0,1263.0,4.544068044350276
26750,0121L00096000000,15206,7/9/13,238000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1740.0,5.376576957056512
303354,0702C00227000000,15046,3/27/85,25000.0,2.0,1900.0,8.0,3.0,2.0,0.0,1088.0,4.3979400086720375
282953,0736M00145000000,15239,4/11/16,66400.0,2.0,2016.0,6.0,3.0,2.0,1.0,1944.0,4.8221680793680175
241761,0562B00021000000,15236,12/20/11,280000.0,1.0,1958.0,7.0,4.0,2.0,1.0,1922.0,5.447158031342219
248384,0550N00338000000,15131,6/20/10,163000.0,1.0,1960.0,6.0,3.0,2.0,1.0,2484.0,5.212187604403958
228216,0224C00040000000,15215,4/12/04,385000.0,2.0,2005.0,10.0,4.0,3.0,1.0,4994.0,5.585460729508501
269293,0662S00210000000,15025,3/29/83,14900.0,2.0,1984.0,8.0,4.0,2.0,1.0,2080.0,4.173186268412274
368834,0273L00308000000,15225,7/2/13,69000.0,1.0,1950.0,5.0,3.0,1.0,0.0,864.0,4.838849090737256
347306,0700R00051000000,15108,10/19/16,50000.0,2.0,2017.0,10.0,5.0,4.0,1.0,4106.0,4.698970004336019
182860,0556G00059000000,15133,2/6/13,53500.0,1.0,1952.0,5.0,2.0,1.0,0.0,897.0,4.7283537820212285
3063,0010J00169000000,15219,7/31/87,20500.0,2.0,1900.0,8.0,2.0,2.0,0.0,1902.0,4.311753861055754
209833,0235J00033000000,15218,5/10/06,7000.0,2.0,1900.0,5.0,2.0,1.0,0.0,936.0,3.845098040014257
236288,0311N00206000000,15122,4/7/88,43000.0,1.0,1953.0,5.0,3.0,1.0,1.0,1188.0,4.633468455579586
177163,0036A00144000000,15220,11/20/95,94000.0,1.0,1953.0,6.0,3.0,1.0,1.0,938.0,4.973127853599698
86657,0023J00235000000,15212,9/27/91,65000.0,3.0,1880.0,12.0,6.0,3.0,0.0,2814.0,4.812913356642856
154236,0250F00080000000,15234,7/13/10,125000.0,1.0,1946.0,6.0,3.0,1.0,1.0,1343.0,5.096910013008056
110853,0014J00070000000,15210,3/3/03,31000.0,2.0,1914.0,9.0,4.0,2.0,0.0,2216.0,4.491361693834273
96644,0115H00074000000,15214,5/27/15,71500.0,2.0,1920.0,7.0,4.0,2.0,0.0,1718.0,4.854306041801081
180326,0041J00156000000,15205,8/24/07,90000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1279.0,4.954242509439325
240029,0388P00256000000,15236,4/8/13,111700.0,2.0,1957.0,6.0,3.0,1.0,0.0,2376.0,5.048053173115609
274484,0642J00258000000,15146,5/22/03,60000.0,2.0,1937.0,5.0,2.0,1.0,0.0,994.0,4.778151250383644
323877,1355H00094000000,15044,2/3/14,277193.0,2.0,2013.0,6.0,3.0,2.0,1.0,2385.0,5.442782258768923
245888,0315G00144000000,15236,6/9/86,40000.0,1.0,1991.0,6.0,3.0,2.0,1.0,2052.0,4.6020599913279625
334297,0111R00099000000,15136,6/28/83,60000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1512.0,4.778151250383644
63084,0014B00043000000,15210,11/16/07,21800.0,2.0,1900.0,6.0,2.0,1.0,0.0,1998.0,4.338456493604605
188702,0133L00252000000,15120,7/9/13,10.0,2.0,1935.0,6.0,3.0,2.0,0.0,1540.0,1.0
49223,0054M00035000000,15217,12/31/13,139000.0,2.0,1930.0,4.0,2.0,1.0,0.0,1200.0,5.143014800254095
211671,1224J00095000000,15084,12/23/99,101253.0,2.0,1900.0,10.0,4.0,2.0,2.0,2610.0,5.005407899680722
366759,1070B00070000000,15090,12/31/91,178500.0,2.0,1986.0,8.0,4.0,2.0,2.0,3049.0,5.251638220448212
196644,0362H00099000000,15139,4/21/83,31100.0,2.0,1984.0,7.0,4.0,2.0,1.0,2142.0,4.492760389026838
256997,0665H00209000000,15102,10/16/00,39000.0,2.0,1981.0,8.0,4.0,2.0,1.0,2632.0,4.5910646070264995
391894,0369A00148000000,15235,6/25/97,81000.0,1.0,1958.0,8.0,4.0,2.0,1.0,1710.0,4.9084850188786495
367025,1072A00118000000,15090,6/22/09,263000.0,1.0,1959.0,9.0,3.0,2.0,1.0,3870.0,5.419955748489758
243576,0246B00373000000,15227,4/9/18,93500.0,2.0,1978.0,7.0,3.0,1.0,1.0,1445.0,4.970811610872518
275138,0741H00034000000,15146,7/1/97,144900.0,2.0,1989.0,8.0,4.0,2.0,1.0,2028.0,5.161068385471174
155156,0530L00202000000,15024,4/4/16,266000.0,2.0,1970.0,8.0,4.0,2.0,1.0,2892.0,5.424881636631067
257110,0665N00092000000,15102,12/13/05,122500.0,1.5,1948.0,6.0,3.0,1.0,1.0,1384.0,5.088136088700551
393382,0445J00289000000,15147,5/22/13,55000.0,1.0,1960.0,4.0,2.0,1.0,0.0,512.0,4.740362689494244
241846,0562M00106000000,15236,2/28/18,222500.0,2.0,1968.0,8.0,4.0,1.0,2.0,1890.0,5.347330015316951
359321,0610E00019000000,15237,6/3/14,245000.0,1.0,1978.0,7.0,3.0,2.0,0.0,2015.0,5.389166084364533
282207,0630D00045000000,15068,5/20/05,184500.0,2.0,1999.0,8.0,4.0,2.0,1.0,2160.0,5.265996370495079
144593,0137H00160000000,15227,10/24/84,41250.0,1.5,1934.0,7.0,3.0,1.0,0.0,1222.0,4.615423952885944
306089,0653L00307000000,15135,5/10/06,76000.0,2.0,1870.0,5.0,2.0,1.0,0.0,1494.0,4.880813592280791
237654,0386S00059000000,15122,3/30/18,107900.0,1.0,1952.0,5.0,3.0,2.0,0.0,875.0,5.033021444682911
234517,0305F00169000000,15122,2/28/18,63500.0,2.0,1921.0,5.0,3.0,1.0,0.0,1200.0,4.802773725291976
335196,0154S00108000000,15136,10/22/15,230405.0,2.0,2015.0,5.0,3.0,2.0,1.0,1770.0,5.362491899442355
192588,0074L00162000000,15136,11/21/94,27000.0,2.0,1934.0,8.0,4.0,2.0,0.0,1892.0,4.431363764158987
378557,0549D00335000000,15137,4/6/00,55000.0,1.0,1961.0,5.0,2.0,1.0,0.0,1044.0,4.740362689494244
99353,0045F00148000000,15212,10/1/97,45000.0,1.0,1924.0,6.0,3.0,1.0,0.0,1634.0,4.653212513775344
66063,0004C00013030100,15211,12/12/06,400000.0,1.0,1978.0,5.0,2.0,2.0,0.0,2130.0,5.6020599913279625
164940,0309F00077000000,15034,7/18/17,30000.0,1.5,1951.0,5.0,2.0,1.0,0.0,1122.0,4.477121254719663
182027,0465K00018000000,15133,6/10/13,74900.0,1.0,1955.0,6.0,3.0,1.0,0.0,1575.0,4.874481817699467
351388,0140A00052000000,15216,9/17/10,200000.0,2.0,1957.0,7.0,4.0,2.0,1.0,2032.0,5.301029995663981
224489,0233D00112000000,15221,10/3/97,6100.0,2.0,1915.0,8.0,4.0,2.0,0.0,2558.0,3.785329835010767
192487,0072M00246000000,15136,2/19/04,75000.0,2.0,1935.0,7.0,4.0,1.0,0.0,1584.0,4.8750612633917
182952,0556D00280000000,15133,3/21/17,10507.0,2.0,1920.0,4.0,2.0,1.0,0.0,1228.0,4.021478732257528
253544,0475E00020000000,15102,11/1/96,92500.0,1.0,1955.0,5.0,3.0,1.0,1.0,1222.0,4.9661417327390325
357409,0194K00254000000,15243,4/2/93,98500.0,2.0,1950.0,6.0,3.0,1.0,0.0,1260.0,4.993436230497612
139600,0214E00114000000,15202,11/21/91,57000.0,2.0,1909.0,8.0,4.0,2.0,0.0,2462.0,4.7558748556724915
354369,0142H00174000000,15228,6/2/89,64500.0,2.0,1930.0,6.0,3.0,1.0,0.0,1640.0,4.8095597146352675
85265,0022K00133000A00,15233,12/13/12,10.0,3.0,1900.0,7.0,3.0,1.0,0.0,1948.0,1.0
73617,0061N00056000000,15226,11/20/84,51000.0,2.0,1939.0,6.0,3.0,2.0,1.0,1824.0,4.707570176097937
59536,0003M00390000000,15203,3/11/93,39000.0,2.0,1920.0,5.0,2.0,1.0,1.0,1591.0,4.5910646070264995
231664,0184C00055000000,15122,4/30/15,95000.0,1.0,1957.0,5.0,3.0,1.0,0.0,888.0,4.977723605288848
