,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE
296306,1202H00136000000,15143,9/10/13,530960.0,2.0,2013.0,11.0,5.0,3.0,1.0,4435.0,5.725061804633986
125627,0382E00004000000,15132,12/31/79,3500.0,2.0,1925.0,8.0,4.0,2.0,0.0,2228.0,3.5440680443502757
45045,0088S00003000000,15217,11/21/14,655000.0,2.0,2014.0,6.0,3.0,2.0,1.0,2976.0,5.816241299991783
171940,0299B00100000000,15221,5/31/18,200000.0,2.0,1928.0,6.0,3.0,1.0,1.0,2218.0,5.301029995663981
265608,0316R00212000000,15236,10/15/87,52000.0,1.0,1954.0,5.0,3.0,1.0,0.0,900.0,4.7160033436347994
229708,0546M00215000000,15035,8/1/05,115710.0,1.5,1939.0,6.0,3.0,2.0,0.0,1461.0,5.063370893585704
205564,0168L00356000000,15215,8/2/85,52000.0,2.0,1979.0,5.0,3.0,1.0,1.0,1368.0,4.7160033436347994
382891,0292B00032000000,15238,5/14/01,10.0,1.0,1970.0,7.0,3.0,1.0,0.0,1092.0,1.0
246104,0314G00040000000,15236,10/28/16,150000.0,1.0,1961.0,6.0,3.0,2.0,1.0,1898.0,5.176091259055681
407243,0047H00334000000,15212,9/24/02,30000.0,2.0,1905.0,3.0,1.0,1.0,1.0,1152.0,4.477121254719663
330212,2204N00279000000,15065,11/4/10,169500.0,1.5,1957.0,6.0,3.0,1.0,0.0,2601.0,5.229169702539101
347742,0806B00146000000,15108,6/8/76,38250.0,1.0,1950.0,6.0,3.0,1.0,0.0,1428.0,4.582631439489637
91901,0023F00122000000,15212,12/13/78,11000.0,2.0,1886.0,7.0,4.0,1.0,0.0,1620.0,4.041392685158225
194324,0302A00128000000,15104,4/8/81,12000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1050.0,4.079181246047625
173937,0374B00073000000,15221,4/7/11,82500.0,2.0,1925.0,8.0,4.0,1.0,1.0,1688.0,4.9164539485499255
363788,0825E00046000000,15237,6/3/14,258000.0,1.0,1961.0,7.0,3.0,1.0,1.0,1725.0,5.41161970596323
391494,0368H00335000000,15235,3/29/04,85900.0,1.0,1955.0,4.0,2.0,1.0,0.0,750.0,4.933993163831242
355258,0191B00196000000,15228,9/4/87,143200.0,2.0,1938.0,7.0,3.0,1.0,1.0,2148.0,5.155943017971837
260848,0888F00108161400,15102,11/21/16,122000.0,2.0,1982.0,4.0,2.0,1.0,1.0,1144.0,5.086359830674748
264712,0246F00182000000,15227,9/23/10,60000.0,1.5,1942.0,6.0,3.0,2.0,1.0,1256.0,4.778151250383644
381842,0290G00018000000,15238,6/13/03,340000.0,2.0,1955.0,8.0,4.0,2.0,1.0,2614.0,5.531478917042255
379111,0548S00153000000,15137,11/1/99,69900.0,1.0,1956.0,4.0,2.0,1.0,0.0,1200.0,4.8444771757456815
397770,0535J00019000000,15147,1/31/13,111500.0,1.0,1964.0,6.0,3.0,1.0,2.0,1564.0,5.047274867384179
224720,0233D00251001300,15221,3/11/09,464000.0,1.0,1980.0,3.0,1.0,1.0,0.0,504.0,5.666517980554881
205398,0168K00166000000,15215,11/16/05,60000.0,2.0,1920.0,8.0,4.0,1.0,0.0,3113.0,4.778151250383644
362092,0714M00212000000,15237,7/11/15,249900.0,1.0,1978.0,6.0,3.0,1.0,1.0,1712.0,5.39776625612645
364591,0826J00051000000,15237,12/9/74,36000.0,1.0,1948.0,7.0,3.0,1.0,0.0,1372.0,4.556302500767287
336083,0156H00147000000,15108,12/15/04,130000.0,1.0,1956.0,5.0,3.0,1.0,1.0,1230.0,5.113943352306837
139226,0215S00231000000,15202,3/9/18,95000.0,2.5,1900.0,8.0,4.0,2.0,0.0,2194.0,4.977723605288848
41637,0086C00043000000,15217,12/29/87,160000.0,2.5,1924.0,9.0,6.0,2.0,1.0,3206.0,5.204119982655925
149495,0066K00034000000,15106,2/24/10,74900.0,2.0,1935.0,6.0,2.0,1.0,0.0,1200.0,4.874481817699467
280007,0979R00137000000,15146,10/8/86,85500.0,1.0,1940.0,7.0,3.0,2.0,1.0,1735.0,4.931966114728173
271408,1006C00050005400,15025,6/2/14,35000.0,1.0,1985.0,3.0,1.0,1.0,0.0,716.0,4.544068044350276
161001,0068G00264000000,15205,1/29/15,222500.0,2.0,1950.0,8.0,3.0,1.0,2.0,1874.0,5.347330015316951
339699,1999F00025000000,15086,2/29/88,12900.0,1.0,1940.0,6.0,3.0,1.0,0.0,728.0,4.110589710299249
277820,0857K00233010300,15146,3/30/15,157000.0,1.5,1995.0,5.0,2.0,2.0,0.0,1598.0,5.195899652409234
240773,0471H00243000000,15236,10/22/02,75000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1065.0,4.8750612633917
157421,0341D00089000000,15108,7/30/93,12500.0,2.0,1930.0,6.0,2.0,1.0,0.0,1084.0,4.096910013008056
53714,0056P00154000000,15207,6/30/06,7500.0,2.5,1899.0,8.0,5.0,1.0,0.0,2792.0,3.8750612633917
304621,0959H00214000000,15030,1/7/03,40000.0,2.0,1910.0,8.0,4.0,2.0,0.0,2000.0,4.6020599913279625
104798,0040L00039000000,15205,2/27/15,152500.0,2.0,1929.0,8.0,4.0,2.0,0.0,2698.0,5.183269843682805
17346,0051D00122000000,15232,6/13/13,253000.0,2.5,1907.0,12.0,7.0,3.0,1.0,4450.0,5.4031205211758175
269800,0768P00080000000,15025,6/17/10,95500.0,1.0,1953.0,4.0,2.0,1.0,0.0,832.0,4.980003371583746
255887,0567P00074000000,15102,8/15/86,73000.0,1.0,1965.0,6.0,2.0,1.0,1.0,1329.0,4.863322860120456
401211,0632S00234000000,15235,10/30/95,33000.0,2.0,1925.0,4.0,2.0,1.0,0.0,1024.0,4.518513939877887
260082,0887A0024000A800,15102,4/17/14,98500.0,2.0,1987.0,5.0,2.0,1.0,1.0,1056.0,4.993436230497612
389071,0364H00063000000,15147,7/18/18,44000.0,2.0,1927.0,7.0,3.0,2.0,0.0,1338.0,4.643452676486188
47763,0129H00008000000,15218,6/4/14,147000.0,2.0,1939.0,6.0,3.0,2.0,1.0,1256.0,5.1673173347481764
278793,0859M00107000000,15146,8/5/83,74500.0,1.0,1974.0,6.0,3.0,1.0,0.0,1518.0,4.872156272748293
161925,0062N00267000000,15226,9/25/12,91500.0,2.0,1924.0,7.0,4.0,1.0,1.0,2710.0,4.9614210940664485
174081,0374B00144000000,15221,5/27/80,44000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1220.0,4.643452676486188
14389,0084K00026000000,15232,10/24/96,939000.0,2.5,1900.0,11.0,5.0,3.0,0.0,2947.0,5.972665592266111
398383,0537R00197000000,15235,3/18/03,93000.0,2.0,1967.0,5.0,3.0,1.0,0.0,1410.0,4.968482948553935
403245,1502C00001000000,15044,4/26/04,111000.0,2.0,2005.0,10.0,4.0,3.0,2.0,4058.0,5.045322978786658
199923,0747A00034000000,15140,3/11/91,25000.0,2.0,1906.0,12.0,6.0,2.0,0.0,3341.0,4.3979400086720375
62668,0004S00252000000,15211,11/12/86,16000.0,2.5,1920.0,5.0,3.0,1.0,0.0,1856.0,4.204119982655925
11690,0048M00035000000,15201,10/27/14,417083.0,3.0,2014.0,8.0,3.0,2.0,1.0,2138.0,5.620222488679077
350320,0098K00184000000,15216,8/4/16,169900.0,2.0,1925.0,6.0,3.0,1.0,0.0,1142.0,5.230193378869045
49095,0177N00072000A00,15218,11/2/77,37500.0,2.0,1952.0,7.0,3.0,2.0,1.0,1644.0,4.574031267727719
46744,0126N00038000000,15217,6/19/90,110000.0,2.0,1910.0,8.0,4.0,2.0,1.0,2069.0,5.041392685158225
30361,0124H00163000000,15206,1/12/99,22000.0,2.0,1920.0,7.0,3.0,1.0,1.0,1467.0,4.342422680822207
346837,0697M00052000000,15108,11/17/17,170400.0,1.0,1951.0,5.0,3.0,1.0,0.0,1574.0,5.231469590430681
384362,0427J00024000000,15237,9/8/16,410000.0,2.0,2011.0,9.0,4.0,2.0,1.0,3070.0,5.6127838567197355
156824,0371G00074000000,15235,4/5/17,185000.0,1.0,1958.0,8.0,4.0,2.0,1.0,1468.0,5.267171728403014
338052,0935N00071000000,15143,9/24/04,10.0,1.0,1945.0,6.0,2.0,1.0,0.0,990.0,1.0
116233,0096D00112000000,15226,5/8/14,40000.0,2.0,1947.0,7.0,3.0,1.0,1.0,1450.0,4.6020599913279625
94942,0047G00173000000,15212,4/30/10,10000.0,2.5,1903.0,8.0,4.0,1.0,1.0,2609.0,4.0
381185,0227P00108000000,15238,11/15/93,107000.0,2.0,1950.0,7.0,3.0,1.0,1.0,1364.0,5.02938377768521
169489,0276F00115000000,15202,8/11/08,62500.0,1.0,1950.0,5.0,1.0,1.0,0.0,1404.0,4.795880017344075
327530,1518S00179000000,15065,4/20/07,94000.0,1.0,1970.0,4.0,2.0,1.0,0.0,1624.0,4.973127853599698
290584,1240K00242000000,15239,6/30/89,83000.0,1.0,1966.0,7.0,3.0,2.0,1.0,1562.0,4.919078092376074
26855,0082G00125000D00,15206,10/29/14,135000.0,2.0,1918.0,6.0,3.0,1.0,1.0,1264.0,5.1303337684950066
285882,0850M00104000000,15239,8/19/15,10.0,2.0,1901.0,7.0,4.0,1.0,0.0,1482.0,1.0
354036,0141P00198000000,15228,4/6/11,209000.0,2.0,1900.0,8.0,2.0,2.0,1.0,1996.0,5.320146286111054
81036,0036M00196000000,15216,6/30/10,55000.0,1.0,2000.0,5.0,3.0,1.0,1.0,1107.0,4.740362689494244
382536,0290F00048000000,15238,6/3/16,385000.0,2.0,1962.0,8.0,4.0,2.0,1.0,2223.0,5.585460729508501
219237,0279G00237000000,15229,9/30/15,128500.0,1.5,1991.0,5.0,2.0,2.0,0.0,1564.0,5.108903127667313
23683,0081E00133000000,15201,6/23/16,140000.0,2.0,1910.0,5.0,2.0,1.0,0.0,904.0,5.146128035678238
347062,0698N00019000000,15108,2/5/13,179472.0,2.0,2013.0,5.0,3.0,2.0,1.0,1424.0,5.253996702529807
168912,0213B00148000000,15202,7/9/15,75000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1192.0,4.8750612633917
58784,0003E00061000000,15203,7/20/09,130000.0,2.0,1890.0,6.0,2.0,1.0,1.0,1325.0,5.113943352306837
310509,1416A00280000000,15037,10/30/92,86000.0,1.0,1976.0,5.0,3.0,2.0,1.0,2034.0,4.9344984512435675
28326,0083B00327000000,15206,3/25/16,360000.0,2.0,1910.0,12.0,6.0,2.0,0.0,2576.0,5.556302500767287
310511,1416A00290000000,15037,12/29/15,187000.0,2.0,1978.0,7.0,3.0,1.0,2.0,1741.0,5.271841606536499
118618,0657S00006000000,15025,7/8/16,29000.0,2.0,1900.0,6.0,3.0,1.0,0.0,2560.0,4.4623979978989565
399403,0539A00013000000,15235,12/31/13,27500.0,1.0,1952.0,6.0,3.0,1.0,0.0,1149.0,4.439332693830263
331641,0620M00180000000,15024,7/18/06,714500.0,2.0,1987.0,10.0,5.0,4.0,1.0,4641.0,5.854002233126989
303612,0601N00068000000,15046,1/12/09,123700.0,1.5,1951.0,6.0,3.0,2.0,0.0,1652.0,5.092369699629121
87135,0008D00177000000,15212,11/15/84,66166.0,2.0,1984.0,5.0,2.0,1.0,1.0,1340.0,4.820634880594385
30936,0124L00137000000,15206,9/15/83,33000.0,2.0,1920.0,8.0,4.0,1.0,0.0,2006.0,4.518513939877887
261310,0059F00058000000,15227,7/11/94,55000.0,2.0,1930.0,5.0,2.0,1.0,1.0,1125.0,4.740362689494244
299159,0140M00218000000,15228,9/9/15,70200.0,2.0,1948.0,6.0,3.0,1.0,0.0,1080.0,4.846337112129805
229972,0526E00020000000,15238,8/26/10,925000.0,2.0,1959.0,11.0,5.0,3.0,2.0,4774.0,5.9661417327390325
135243,0169S00209000000,15215,12/1/17,302000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1770.0,5.480006942957151
383087,0357L00080061400,15238,12/11/13,360000.0,2.5,1998.0,7.0,3.0,2.0,2.0,2886.0,5.556302500767287
297285,1346N00386000000,15143,12/12/03,150000.0,1.5,1930.0,7.0,3.0,1.0,1.0,1669.0,5.176091259055681
41089,0085M00011000000,15217,2/14/13,250000.0,1.0,1930.0,6.0,3.0,1.0,0.0,1696.0,5.3979400086720375
39793,0053G00104000000,15217,4/17/15,505000.0,2.0,1985.0,7.0,2.0,2.0,1.0,2160.0,5.703291378118661
238517,0150S00096016100,15205,11/20/15,110000.0,2.0,1974.0,4.0,2.0,1.0,0.0,992.0,5.041392685158225
368307,1348K00055023A00,15090,5/21/14,250000.0,2.0,2011.0,6.0,3.0,2.0,1.0,1734.0,5.3979400086720375
366399,0947L00031000000,15101,11/25/14,245000.0,2.0,1992.0,7.0,2.0,2.0,1.0,1436.0,5.389166084364533
402070,0739E00366000000,15235,12/24/79,43500.0,2.0,1974.0,6.0,3.0,1.0,1.0,1248.0,4.638489256954637
367072,1071K00159000000,15090,5/26/10,223500.0,2.0,1975.0,8.0,4.0,2.0,1.0,2213.0,5.349277527467955
183265,0556H00049000000,15133,9/21/17,77000.0,1.0,1945.0,5.0,2.0,1.0,0.0,863.0,4.886490725172482
184448,0118L00137000000,15209,5/19/04,60000.0,2.5,1905.0,8.0,2.0,2.0,0.0,1975.0,4.778151250383644
330826,0522D00237000000,15116,6/13/94,276000.0,2.0,1991.0,8.0,4.0,3.0,0.0,3391.0,5.440909082065217
229368,0440N00145000000,15238,7/15/13,409400.0,2.0,1975.0,9.0,4.0,2.0,1.0,2951.0,5.612147838326487
344101,0506N00002000000,15108,8/9/04,214000.0,2.0,1993.0,9.0,4.0,2.0,1.0,2340.0,5.330413773349191
355115,0142P00122000000,15243,9/4/86,109000.0,2.0,1941.0,6.0,3.0,1.0,1.0,2204.0,5.037426497940624
254463,0476K00136000000,15102,4/20/92,89000.0,2.0,1963.0,6.0,3.0,2.0,1.0,1508.0,4.949390006644912
254908,0566J00114000000,15102,4/30/15,169000.0,1.0,1956.0,6.0,3.0,1.0,1.0,1045.0,5.227886704613674
315446,1906G00003000000,15037,12/9/94,5000.0,1.0,1993.0,4.0,2.0,2.0,0.0,1032.0,3.6989700043360187
255333,0567A00076000000,15102,9/3/15,144000.0,1.0,1956.0,5.0,3.0,1.0,0.0,1052.0,5.158362492095249
30725,0124K00137000000,15206,2/22/10,7000.0,2.0,1915.0,4.0,2.0,1.0,0.0,1024.0,3.845098040014257
287373,0972R00201000000,15239,10/14/93,30000.0,2.0,1994.0,7.0,3.0,2.0,1.0,2408.0,4.477121254719663
87312,0023M00139000000,15212,8/18/14,120000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1707.0,5.079181246047625
406867,2376G00013000000,15044,9/9/15,279000.0,1.5,1996.0,7.0,3.0,2.0,1.0,1929.0,5.445604203273597
100969,0076K00152000000,15212,10/12/04,58900.0,3.0,1900.0,7.0,4.0,2.0,1.0,1776.0,4.770115294787102
388222,0295H00165000000,15235,11/10/16,13000.0,2.0,1939.0,6.0,3.0,1.0,1.0,1258.0,4.113943352306837
2260,0002D00005000002,15219,10/6/03,70000.0,1.0,1982.0,6.0,3.0,1.0,0.0,1402.0,4.845098040014257
244809,0249C00040000000,15236,8/2/12,143170.0,2.0,1956.0,7.0,3.0,2.0,1.0,1776.0,5.155852024959267
134830,0170N00054001000,15215,12/3/12,120500.0,1.0,1972.0,4.0,2.0,1.0,1.0,1236.0,5.080987046910887
160591,0040P00062000000,15205,12/17/12,85000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1440.0,4.929418925714293
34231,0173L00136000000,15235,7/20/06,35000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1140.0,4.544068044350276
229522,0524S00016000000,15238,1/30/18,385000.0,1.0,2005.0,7.0,3.0,3.0,1.0,3002.0,5.585460729508501
241204,0472H00090000000,15236,10/6/08,105000.0,2.0,1945.0,6.0,3.0,1.0,0.0,1389.0,5.021189299069938
261474,0059M00158000000,15227,9/18/89,69000.0,1.0,1950.0,6.0,3.0,2.0,0.0,1782.0,4.838849090737256
117398,0139B00274000000,15226,8/4/14,118500.0,1.5,1950.0,6.0,3.0,1.0,1.0,1197.0,5.073718350346122
181116,0069C00060000000,15205,6/17/03,129900.0,2.0,1895.0,8.0,3.0,2.0,0.0,2473.0,5.113609151073028
158586,0342R00346000000,15108,6/6/16,93000.0,2.0,1935.0,6.0,3.0,2.0,0.0,1248.0,4.968482948553935
378122,0548K00284000000,15137,12/29/05,149900.0,1.0,1975.0,6.0,3.0,1.0,1.0,1347.0,5.175801632848279
388750,0295P00301000000,15235,1/8/01,57000.0,1.0,1949.0,6.0,3.0,1.0,0.0,1200.0,4.7558748556724915
222082,0176H00316000000,15221,6/8/12,125000.0,2.5,1910.0,9.0,3.0,3.0,0.0,2362.0,5.096910013008056
325852,0622J00101000000,15024,10/26/87,52000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1066.0,4.7160033436347994
251563,0318P00078000000,15102,10/7/76,38000.0,1.0,1950.0,6.0,2.0,1.0,0.0,1136.0,4.57978359661681
331244,0523M00060000000,15116,5/11/11,180000.0,1.5,1940.0,7.0,4.0,1.0,2.0,3084.0,5.2552725051033065
207868,0178B00265000000,15218,5/4/18,20133.0,2.5,1917.0,8.0,5.0,1.0,2.0,2187.0,4.303908493535954
320083,0830A00063000000,15101,3/12/92,42000.0,1.5,1940.0,6.0,2.0,1.0,0.0,1523.0,4.623249290397901
398364,0538A00323000000,15235,12/8/77,40000.0,1.0,1960.0,5.0,2.0,1.0,0.0,1060.0,4.6020599913279625
384411,0427C00107000000,15237,12/20/17,503555.0,2.0,2017.0,8.0,4.0,2.0,1.0,3388.0,5.702046912609579
290329,1239G00060000000,15239,10/5/93,63500.0,1.0,1961.0,5.0,3.0,1.0,0.0,925.0,4.802773725291976
363974,0826K00027000000,15237,11/12/80,79000.0,2.0,1960.0,5.0,4.0,2.0,0.0,2160.0,4.897627091290442
249400,0551N00245000000,15131,8/13/03,92500.0,1.0,1955.0,5.0,2.0,1.0,1.0,1148.0,4.9661417327390325
95327,0077B00138000000,15214,9/5/08,1000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1080.0,3.0
305172,0651E00112000000,15047,12/22/95,38000.0,1.0,1920.0,4.0,1.0,1.0,1.0,1172.0,4.57978359661681
151873,0139J00058000000,15234,5/31/01,60000.0,1.0,1950.0,5.0,3.0,1.0,1.0,1285.0,4.778151250383644
354298,0142F00120000000,15243,8/24/84,82500.0,2.0,1948.0,6.0,3.0,2.0,1.0,1652.0,4.9164539485499255
135974,0160A00154050700,15202,6/2/99,67500.0,1.0,1968.0,5.0,2.0,1.0,0.0,950.0,4.829303772831025
60456,0012E00271000000,15203,8/7/14,93525.0,3.0,1900.0,6.0,3.0,1.0,0.0,2480.0,4.970927716870243
220082,0350S00091000000,15229,8/4/09,237234.0,2.0,1930.0,6.0,3.0,2.0,1.0,2021.0,5.3751769315481
12105,0049P00136000000,15201,9/10/14,50000.0,2.0,1890.0,6.0,3.0,1.0,0.0,1776.0,4.698970004336019
55896,0012R00070021300,15203,4/13/16,248000.0,1.0,1950.0,3.0,1.0,1.0,1.0,1535.0,5.394451680826216
63536,0014F00174000000,15210,8/17/93,4178.0,2.0,1900.0,6.0,3.0,1.0,0.0,1807.0,3.62096843564429
242140,0562F00101000000,15236,1/24/17,168500.0,2.0,1960.0,7.0,4.0,2.0,1.0,1522.0,5.226599905207357
332866,0957G00003079D00,15024,8/22/15,133000.0,2.0,2004.0,6.0,3.0,2.0,1.0,1368.0,5.123851640967086
173098,0373A00015000000,15221,5/4/83,40000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1680.0,4.6020599913279625
74843,0062M00063000000,15226,9/21/93,66600.0,2.0,1940.0,8.0,4.0,2.0,0.0,1980.0,4.823474229170301
350129,0064S00178000000,15216,10/5/09,223000.0,2.0,1949.0,8.0,4.0,3.0,0.0,2184.0,5.348304863048161
27051,0050M00306000000,15206,7/7/06,41500.0,2.0,1920.0,8.0,4.0,1.0,0.0,1408.0,4.6180480967120925
156924,0371L00012000000,15235,11/14/90,132000.0,2.0,1959.0,10.0,3.0,2.0,1.0,2328.0,5.12057393120585
135574,0159H00188000000,15202,3/1/18,115000.0,2.0,1900.0,6.0,3.0,2.0,0.0,1320.0,5.060697840353612
201433,0383S00266000000,15133,3/2/07,1000.0,2.0,1915.0,5.0,2.0,1.0,0.0,1184.0,3.0
391466,0368M00189000000,15235,2/23/05,79000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1144.0,4.897627091290442
114335,0184P00016000000,15207,7/12/16,26000.0,1.0,1955.0,5.0,2.0,1.0,0.0,812.0,4.414973347970818
130428,0380S00081000000,15132,12/26/07,60000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1662.0,4.778151250383644
135194,0159D00175000000,15202,12/1/17,116000.0,3.0,1937.0,10.0,5.0,2.0,0.0,2178.0,5.064457989226918
226331,0297E00251000000,15221,12/5/13,25000.0,2.0,1928.0,6.0,3.0,1.0,0.0,1357.0,4.3979400086720375
308029,1129J00301000000,15037,8/26/02,90000.0,1.0,1960.0,6.0,3.0,1.0,1.0,1176.0,4.954242509439325
26482,0121P00002000000,15206,12/17/08,56000.0,1.0,1956.0,5.0,3.0,1.0,0.0,1008.0,4.748188027006201
404870,1825A00024000000,15090,11/18/16,269000.0,1.0,1958.0,6.0,2.0,1.0,1.0,1946.0,5.429752280002408
83683,0063C00184000000,15216,5/29/18,126400.0,1.0,1955.0,6.0,3.0,1.0,0.0,1388.0,5.101747073946366
400956,0632R00036000000,15235,5/24/07,42000.0,1.0,1950.0,4.0,2.0,1.0,0.0,792.0,4.623249290397901
257862,0666P00096000000,15102,6/28/12,247200.0,2.0,1971.0,10.0,5.0,2.0,1.0,2446.0,5.393048466416778
154518,0250L00152000000,15234,5/1/81,46500.0,1.0,1955.0,5.0,3.0,1.0,0.0,875.0,4.6674529528899535
121510,0879R00040000000,15025,2/24/89,23500.0,2.0,1940.0,6.0,3.0,1.0,0.0,1120.0,4.371067862271736
217823,0279A00266000000,15229,8/30/16,135000.0,2.0,1926.0,6.0,2.0,1.0,0.0,1138.0,5.1303337684950066
279269,0978B00002000000,15146,10/14/87,88000.0,2.0,1987.0,7.0,4.0,2.0,1.0,2400.0,4.944482672150168
399004,0538G00243000000,15235,4/3/74,9000.0,1.0,1964.0,7.0,3.0,1.0,2.0,1304.0,3.9542425094393248
34769,0125H00256000000,15208,10/23/03,6000.0,2.0,1930.0,4.0,2.0,1.0,0.0,980.0,3.7781512503836434
208591,0178K00003000000,15218,9/21/06,32500.0,1.0,1975.0,4.0,2.0,1.0,0.0,736.0,4.511883360978874
255863,0568E00099000000,15241,7/13/06,150000.0,2.0,1946.0,6.0,3.0,1.0,0.0,1232.0,5.176091259055681
145778,0188J00073000000,15227,5/6/85,50000.0,1.5,1935.0,6.0,3.0,2.0,1.0,1358.0,4.698970004336019
316171,1909B00170000000,15063,6/1/06,135000.0,1.0,1960.0,6.0,2.0,2.0,0.0,1402.0,5.1303337684950066
266577,0390B00198000000,15236,10/7/98,75400.0,1.0,1955.0,5.0,2.0,1.0,0.0,925.0,4.877371345869774
14626,0084M00070023300,15206,3/12/16,302700.0,1.0,1985.0,4.0,2.0,2.0,0.0,1190.0,5.481012420956573
387505,0230R00039000000,15235,1/7/92,65000.0,2.0,1976.0,7.0,3.0,1.0,1.0,2038.0,4.812913356642856
311929,0591E00146000000,15108,11/19/98,181900.0,2.0,1998.0,8.0,4.0,2.0,1.0,2470.0,5.259832699063484
68673,0006M00030060500,15211,10/1/97,120000.0,1.0,1976.0,5.0,1.0,1.0,0.0,925.0,5.079181246047625
111124,0014L00198000A00,15210,6/26/17,29000.0,2.5,1924.0,6.0,3.0,1.0,0.0,1794.0,4.4623979978989565
235565,0311N00262000000,15122,5/27/80,47900.0,1.0,1953.0,5.0,3.0,1.0,1.0,900.0,4.680335513414564
279113,0976H00264000000,15146,11/30/00,92000.0,1.0,1959.0,5.0,3.0,1.0,0.0,1400.0,4.963787827345556
339718,2180R00204000000,15090,2/2/16,337865.0,2.0,2016.0,7.0,3.0,2.0,1.0,2015.0,5.528743204813807
17547,0051E00029000000,15224,8/3/82,10.0,2.0,1910.0,8.0,4.0,2.0,0.0,1984.0,1.0
108621,0060M00006000000,15210,2/5/93,13000.0,2.5,1906.0,10.0,4.0,2.0,0.0,2017.0,4.113943352306837
393046,0445A00050000000,15147,6/8/01,94000.0,2.0,1966.0,6.0,3.0,1.0,1.0,1288.0,4.973127853599698
1477,0001C01662N02500,15222,9/17/08,103000.0,1.0,1964.0,3.0,1.0,1.0,0.0,1033.0,5.012837224705172
307475,0998A00083000000,15037,6/2/78,48000.0,1.0,1957.0,5.0,3.0,1.0,0.0,1075.0,4.681241237375588
175650,0558C00325000000,15045,4/30/93,22000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1232.0,4.342422680822207
73340,0061E00280000000,15226,1/11/77,34500.0,1.0,1950.0,6.0,3.0,1.0,1.0,1016.0,4.537819095073274
355771,0192R00102000000,15234,6/26/15,216500.0,1.0,1956.0,6.0,3.0,1.0,0.0,1118.0,5.335457900689384
296701,1202R00057000000,15143,6/9/08,581310.0,2.0,2008.0,10.0,5.0,3.0,1.0,4310.0,5.764407793982475
72352,0035H00242000000,15216,3/28/14,17000.0,2.5,1910.0,9.0,4.0,2.0,0.0,2126.0,4.230448921378274
305628,0652C00307000000,15135,5/14/13,52000.0,1.0,1945.0,5.0,2.0,1.0,0.0,1248.0,4.7160033436347994
358241,0252C00167000000,15228,8/2/91,169900.0,2.0,1930.0,8.0,3.0,2.0,1.0,2551.0,5.230193378869045
14994,0084N00307000000,15232,6/26/14,550000.0,2.0,1900.0,8.0,5.0,2.0,0.0,2666.0,5.740362689494244
156678,0372B00010000000,15235,1/31/96,135000.0,1.0,1964.0,9.0,3.0,2.0,1.0,2042.0,5.1303337684950066
98623,0163P00024000000,15214,2/24/17,52500.0,2.0,1930.0,5.0,3.0,1.0,0.0,1540.0,4.720159303405957
247450,0461K00080000000,15131,6/25/14,29900.0,1.0,1940.0,6.0,3.0,1.0,0.0,1215.0,4.47567118832443
286656,0853K00208000000,15239,3/13/89,50000.0,1.0,1966.0,6.0,3.0,1.0,0.0,1249.0,4.698970004336019
326354,1368E00145000000,15065,6/1/17,155000.0,2.0,1930.0,6.0,3.0,1.0,0.0,2276.0,5.190331698170292
122838,0305L00008000000,15110,2/7/13,48000.0,2.0,1950.0,6.0,3.0,1.0,1.0,2400.0,4.681241237375588
390013,0365S00098000000,15147,9/19/88,53000.0,2.0,1955.0,6.0,3.0,1.0,0.0,1218.0,4.724275869600789
125311,0307K00174000000,15132,2/20/92,5000.0,2.0,1920.0,9.0,4.0,3.0,0.0,2800.0,3.6989700043360187
78459,0019B00230000000,15220,10/26/04,79500.0,1.5,1951.0,7.0,3.0,2.0,0.0,1719.0,4.9003671286564705
324037,1356J00340000000,15044,10/2/89,45000.0,2.0,1979.0,4.0,2.0,1.0,1.0,1104.0,4.653212513775344
28010,0083B00062000000,15206,6/2/94,51500.0,2.0,1925.0,10.0,4.0,3.0,0.0,3354.0,4.711807229041191
259220,0773B00056000000,15102,11/24/10,122000.0,2.0,1993.0,5.0,2.0,1.0,1.0,1132.0,5.086359830674748
331876,0725K00267000000,15051,1/17/17,19000.0,1.0,1960.0,5.0,2.0,1.0,0.0,634.0,4.278753600952829
246802,0316F00043000000,15236,8/19/13,105000.0,2.0,1943.0,6.0,3.0,1.0,0.0,1080.0,5.021189299069938
109854,0095C00023000000,15210,1/19/12,47000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1176.0,4.672097857935717
