PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,f,1943,52,0.00963,0.00959,0.5,83023,796,82625,1925774,23.20
USA,f,1943,53,0.01002,0.00997,0.5,82227,820,81817,1843149,22.42
USA,f,1943,54,0.01145,0.01138,0.5,81407,927,80944,1761332,21.64
USA,f,1943,55,0.01275,0.01267,0.5,80480,1019,79970,1680389,20.88
USA,f,1943,56,0.01318,0.01310,0.5,79461,1041,78940,1600418,20.14
USA,f,1943,57,0.01415,0.01405,0.5,78420,1101,77869,1521478,19.40
USA,f,1943,58,0.01446,0.01435,0.5,77319,1110,76764,1443609,18.67
USA,f,1943,59,0.01585,0.01573,0.5,76209,1199,75610,1366845,17.94
USA,f,1943,60,0.01812,0.01796,0.5,75010,1347,74337,1291236,17.21
USA,f,1943,61,0.01905,0.01887,0.5,73663,1390,72968,1216899,16.52
USA,f,1943,62,0.02031,0.02010,0.5,72273,1453,71546,1143931,15.83
USA,f,1943,63,0.02154,0.02131,0.5,70820,1509,70065,1072385,15.14
USA,f,1943,64,0.02562,0.02529,0.5,69311,1753,68434,1002320,14.46
USA,f,1943,65,0.02973,0.02930,0.5,67557,1979,66568,933886,13.82
USA,f,1943,66,0.03035,0.02990,0.5,65578,1961,64598,867318,13.23
USA,f,1943,67,0.03234,0.03183,0.5,63618,2025,62605,802720,12.62
USA,f,1943,68,0.03291,0.03238,0.5,61593,1994,60596,740115,12.02
USA,f,1943,69,0.03813,0.03741,0.5,59599,2230,58484,679519,11.40
USA,f,1943,70,0.04564,0.04462,0.5,57369,2560,56089,621035,10.83
USA,f,1943,71,0.04830,0.04716,0.5,54809,2585,53517,564946,10.31
USA,f,1943,72,0.05153,0.05023,0.5,52224,2623,50913,511430,9.79
USA,f,1943,73,0.05367,0.05226,0.5,49601,2592,48305,460517,9.28
USA,f,1943,74,0.06267,0.06077,0.5,47009,2856,45580,412212,8.77
USA,f,1943,75,0.07172,0.06923,0.5,44152,3057,42624,366632,8.30
