,date,current_price,month,year,previous_price
495,2014-11,1.8826210526315792,November,2014,2.05054347826087
496,2014-12,1.7559772727272729,December,2014,1.8826210526315792
497,2015-01,1.692425,January,2015,1.7559772727272729
498,2015-02,1.5529684210526316,February,2015,1.692425
499,2015-03,1.3695227272727273,March,2015,1.5529684210526316
500,2015-04,1.3848619047619048,April,2015,1.3695227272727273
501,2015-05,1.32615,May,2015,1.3848619047619048
502,2015-06,1.3195045454545455,June,2015,1.32615
503,2015-07,1.2562272727272727,July,2015,1.3195045454545455
504,2015-08,1.2748619047619048,August,2015,1.2562272727272727
505,2015-09,1.189547619047619,September,2015,1.2748619047619048
506,2015-10,1.25125,October,2015,1.189547619047619
507,2015-11,1.18404,November,2015,1.25125
508,2015-12,1.21925,December,2015,1.18404
509,2016-01,1.1701052631578948,January,2016,1.21925
510,2016-02,1.166565,February,2016,1.1701052631578948
511,2016-03,1.2573636363636362,March,2016,1.166565
512,2016-04,1.2302761904761903,April,2016,1.2573636363636362
513,2016-05,1.2497380952380954,May,2016,1.2302761904761903
514,2016-06,1.3588136363636365,June,2016,1.2497380952380954
515,2016-07,1.4546,July,2016,1.3588136363636365
516,2016-08,1.4119043478260869,August,2016,1.4546
517,2016-09,1.5228809523809523,September,2016,1.4119043478260869
518,2016-10,1.5560476190476191,October,2016,1.5228809523809523
519,2016-11,1.6077619047619047,November,2016,1.5560476190476191
520,2016-12,1.4101904761904762,December,2016,1.6077619047619047
521,2017-01,1.486925,January,2017,1.4101904761904762
522,2017-02,1.4552526315789474,February,2017,1.486925
523,2017-03,1.4138695652173912,March,2017,1.4552526315789474
524,2017-04,1.3589421052631578,April,2017,1.4138695652173912
525,2017-05,1.3320454545454543,May,2017,1.3589421052631578
526,2017-06,1.2424545454545457,June,2017,1.3320454545454543
527,2017-07,1.32525,July,2017,1.2424545454545457
528,2017-08,1.335408695652174,August,2017,1.32525
529,2017-09,1.3280238095238095,September,2017,1.335408695652174
530,2017-10,1.2612045454545455,October,2017,1.3280238095238095
531,2017-11,1.259504761904762,November,2017,1.2612045454545455
532,2017-12,1.2319,December,2017,1.259504761904762
533,2018-01,1.240904761904762,January,2018,1.2319
534,2018-02,1.2090105263157895,February,2018,1.240904761904762
535,2018-03,1.1975714285714285,March,2018,1.2090105263157895
536,2018-04,1.1725285714285714,April,2018,1.1975714285714285
537,2018-05,1.2031363636363637,May,2018,1.1725285714285714
538,2018-06,1.1614428571428572,June,2018,1.2031363636363637
539,2018-07,1.1105714285714283,July,2018,1.1614428571428572
540,2018-08,1.0318217391304347,August,2018,1.1105714285714283
541,2018-09,0.9992894736842104,September,2018,1.0318217391304347
542,2018-10,1.1485,October,2018,0.9992894736842104
543,2018-11,1.1217857142857144,November,2018,1.1485
544,2018-12,1.0304,December,2018,1.1217857142857144
545,2019-01,1.0335,January,2019,1.0304
546,2019-02,0.9982052631578948,February,2019,1.0335
547,2019-03,0.9647380952380952,March,2019,0.9982052631578948
548,2019-04,0.919947619047619,April,2019,0.9647380952380952
549,2019-05,0.9266304347826086,May,2019,0.919947619047619
550,2019-06,1.008205,June,2019,0.9266304347826086
551,2019-07,1.0612826086956522,July,2019,1.008205
552,2019-08,0.94885,August,2019,1.0612826086956522
553,2019-09,0.9975238095238096,September,2019,0.94885
554,2019-10,0.9736739130434784,October,2019,0.9975238095238096
555,2019-11,1.0999904761904762,November,2019,0.9736739130434784
556,2019-12,1.2961190476190476,December,2019,1.0999904761904762
557,2020-01,1.1350454545454545,January,2020,1.2961190476190476
558,2020-02,1.041715,February,2020,1.1350454545454545
559,2020-03,1.1497727272727274,March,2020,1.041715
560,2020-04,1.1376857142857144,April,2020,1.1497727272727274
561,2020-05,1.0606190476190476,May,2020,1.1376857142857144
562,2020-06,0.9681,June,2020,1.0606190476190476
563,2020-07,1.0399772727272727,July,2020,0.9681
564,2020-08,1.188795238095238,August,2020,1.0399772727272727
565,2020-09,1.2141818181818185,September,2020,1.188795238095238
566,2020-10,1.0740227272727272,October,2020,1.2141818181818185
567,2020-11,1.1222238095238095,November,2020,1.0740227272727272
568,2020-12,1.2290227272727272,December,2020,1.1222238095238095
569,2021-01,1.245875,January,2021,1.2290227272727272
570,2021-02,1.2710050000000002,February,2021,1.245875
571,2021-03,1.3003260869565216,March,2021,1.2710050000000002
572,2021-04,1.3261857142857143,April,2021,1.3003260869565216
573,2021-05,1.5045238095238094,May,2021,1.3261857142857143
574,2021-06,1.5633454545454546,June,2021,1.5045238095238094
575,2021-07,1.6879318181818184,July,2021,1.5633454545454546
576,2021-08,1.821504545454545,August,2021,1.6879318181818184
577,2021-09,1.9023636363636365,September,2021,1.821504545454545
578,2021-10,2.027690476190476,October,2021,1.9023636363636365
579,2021-11,2.224381818181818,November,2021,2.027690476190476
580,2021-12,2.3438695652173913,December,2021,2.224381818181818
581,2022-01,2.3640238095238097,January,2022,2.3438695652173913
582,2022-02,2.4609449999999997,February,2022,2.3640238095238097
583,2022-03,2.228586956521739,March,2022,2.4609449999999997
584,2022-04,2.255725,April,2022,2.228586956521739
585,2022-05,2.185772727272727,May,2022,2.255725
586,2022-06,2.3087136363636365,June,2022,2.185772727272727
587,2022-07,2.178404761904762,July,2022,2.3087136363636365
588,2022-08,2.243478260869565,August,2022,2.178404761904762
589,2022-09,2.2445454545454546,September,2022,2.243478260869565
590,2022-10,1.989047619047619,October,2022,2.2445454545454546
591,2022-11,1.646818181818182,November,2022,1.989047619047619
592,2022-12,1.6604545454545454,December,2022,1.646818181818182
593,2023-01,1.5894727272727274,January,2023,1.6604545454545454
594,2023-02,1.81267,February,2023,1.5894727272727274
595,2023-03,1.7635695652173913,March,2023,1.81267
596,2023-04,1.879125,April,2023,1.7635695652173913
597,2023-05,1.8417608695652177,May,2023,1.879125
598,2023-06,1.7558454545454545,June,2023,1.8417608695652177
599,2023-07,1.593847619047619,July,2023,1.7558454545454545
600,2023-08,1.5567260869565216,August,2023,1.593847619047619
601,2023-09,1.5260714285714283,September,2023,1.5567260869565216
602,2023-10,1.5525363636363636,October,2023,1.5260714285714283
603,2023-11,1.3445315789473684,November,2023,1.5525363636363636
604,2023-12,1.5426523809523809,December,2023,1.3445315789473684
605,2024-01,1.8470347826086957,January,2024,1.5426523809523809
606,2024-02,1.9228095238095235,February,2024,1.8470347826086957
607,2024-03,1.9004047619047624,March,2024,1.9228095238095235
608,2024-04,0.8636909090909092,April,2024,1.9004047619047624
609,2024-05,2.116108695652174,May,2024,0.8636909090909092
610,2024-06,2.277275,June,2024,2.116108695652174
611,2024-07,2.371608695652174,July,2024,2.277275
612,2024-08,2.436863636363636,August,2024,2.371608695652174
613,2024-09,2.52665625,September,2024,2.436863636363636
