,county_fips,2000,2004,2008,2012,2016,2020,2024
0,10001,0.48622815813616094,0.43051397655545537,0.5495703650009816,0.5250657680825278,0.47412641096357794,0.5207045265950608,0.5101753576372866
1,10003,0.618742904825204,0.6109780514209521,0.7055443293761051,0.672871226521473,0.655757434270902,0.6881982229938108,0.665395039179874
2,10005,0.46207989558569895,0.39037107171113217,0.45670799428817516,0.4340673659521793,0.3858294750058856,0.44313277878541496,0.44450538526405275
3,1001,0.2918216710953646,0.23844843139220206,0.25932073544433093,0.2680060652009098,0.2462253193960511,0.274423027687356,0.2664112022347169
4,1003,0.25509850735387923,0.2274901560449176,0.24035111645610424,0.21819043107531974,0.2020779277651876,0.22731728972826992,0.20652353974091375
5,1005,0.5044729677168417,0.45028422327835244,0.49269220790452306,0.5157913104170302,0.47176755447941887,0.461391071086415,0.4258500614502253
6,1007,0.38808535013604467,0.27628620552836924,0.26854339446326364,0.26421886249100074,0.21760334417092428,0.208810850594049,0.17615058209117615
7,1009,0.28207889367490363,0.18467454511348716,0.14729622349546234,0.12517385257301808,0.08618828702778333,0.09652297905012613,0.09223057644110276
8,1011,0.7031897265948633,0.6823979591836735,0.7425027767493521,0.7644954819277109,0.7558886509635975,0.7504355400696864,0.730411361410382
9,1013,0.46631320315530844,0.4066968541468065,0.4329577173575933,0.46231899376387275,0.43189984931030484,0.420778945134246,0.38596699513237565
10,1015,0.41434085120907393,0.3359467224981625,0.3355244238116758,0.33874948131647337,0.28720150953217516,0.30240276646063957,0.27426932191410636
11,1017,0.4819359821505192,0.4122908474053512,0.4573523476389076,0.4739601296820032,0.42445145666691125,0.4210212991136394,0.38289883819778975
12,1019,0.4570644360214351,0.33917215218118935,0.24010828821324448,0.22120771944386802,0.14733333333333334,0.1330384205783567,0.12028502827046704
13,1021,0.3231576116191501,0.22749443005961342,0.20834751049109673,0.19602977667493796,0.16179413072476656,0.16040296481887462,0.13752676113773066
14,1023,0.5073217462706994,0.45875,0.46265428171523093,0.47694633408919124,0.4309078309078309,0.42125825138084333,0.38002417648836506
15,1025,0.43864254242054934,0.4074139297349652,0.4420029895366218,0.4588525065198493,0.4460392582822562,0.44001835002676043,0.4143121426168853
16,1027,0.3547883414295628,0.29047107564830443,0.2609727164887307,0.2694874127995147,0.1908361616784943,0.18447874199184625,0.14761409246320797
17,1029,0.33299979987992795,0.2414511369553897,0.18295739348370926,0.15553419830209836,0.10607940446650124,0.09428691157982959,0.07967865138943764
18,1031,0.3443726085235519,0.2560146294073947,0.25397539753975396,0.25139094482160174,0.21004179936305734,0.23098976109215016,0.20822773352643012
19,1033,0.5005935140781539,0.4455562095350206,0.39698060715162425,0.3967621850921998,0.3039321639371519,0.30287519059028534,0.2658001564187554
20,1035,0.5076614374315943,0.45392320534223707,0.4970285548630236,0.5082928224192165,0.47384615384615386,0.46285892634207243,0.42978510744627685
21,1037,0.4690147124386982,0.41431451612903225,0.41170077884441225,0.4181297709923664,0.3451481696687972,0.33093790307720655,0.2822765469824293
22,1039,0.33131855831654355,0.23538715444918168,0.20657995409334354,0.20625693945529358,0.15248498786252715,0.15721962211821805,0.13618974751338944
23,1041,0.4091389887878147,0.3101369863013699,0.3097330989291993,0.32126625920702084,0.2693864335437915,0.258988421694089,0.2256465851014403
24,1043,0.33747190039771746,0.2307604050139116,0.16869965477560414,0.1483656867639717,0.10324299344877266,0.10827409449199671,0.0944950050300634
25,1045,0.31653655074520937,0.24766639049986192,0.27510962622676965,0.28737631836468414,0.24219307392569014,0.2654958147178144,0.23649789029535864
26,1047,0.5984067223222568,0.6037277147487844,0.6729214780600462,0.6991387559808613,0.6891812080536913,0.6888588487101498,0.6635550369506029
27,1049,0.3548760247447568,0.2955492582097016,0.2395934787211518,0.222274077216801,0.14472369840572183,0.14737675571467915,0.1278622707631588
28,1051,0.28392163557983696,0.22683773267430854,0.2435882387464053,0.2543244241202034,0.23402721955816724,0.25577952678196936,0.23753280839895013
29,1053,0.3933727604800835,0.309402125415754,0.35624527913204695,0.3714807796426638,0.3167125171939477,0.31152213846836,0.26697198275862066
30,1055,0.4525700934579439,0.362132917523094,0.30610995191871543,0.30532039205399086,0.24400046734431594,0.245609937360654,0.21950525394045534
31,1057,0.40073240910279884,0.30319818685469657,0.25314205915957855,0.2308474145597764,0.1686896210056973,0.1604370327774583,0.13759036144578313
32,1059,0.4392412023460411,0.3698787282858079,0.3012069115220978,0.2953063885267275,0.1883734888107691,0.16738886214090837,0.1308302044221944
33,1061,0.29592818210965055,0.20210425633668103,0.1847459094450697,0.1818262885678616,0.13238996440663253,0.12818452141766454,0.11290584415584416
34,1063,0.8047772163527791,0.7971198644642101,0.834216502649508,0.8490140845070423,0.8272521129663987,0.8161378440848918,0.7797411647585863
35,1065,0.609219486642221,0.5853134479271992,0.6088975800537766,0.6276534044774388,0.6007800704579769,0.5936346276257161,0.5344756114412049
36,1067,0.4069631363370392,0.3343788354016092,0.35080785772404977,0.35392033061646194,0.28924785461887936,0.28286117442743947,0.24459576307825334
37,1069,0.29820670426462204,0.2538730634682659,0.29472745244581594,0.2970194778682422,0.25763432547352144,0.2836719007356978,0.2590538782775382
38,1071,0.5168462459380879,0.4281322822152809,0.31158038813120204,0.28735008143724394,0.1805357581715409,0.15893445076324453,0.14030579468071439
39,1073,0.4839742156643565,0.45464418523126415,0.5256295049392169,0.5301649096859984,0.5378976207049078,0.5668344091523129,0.5528398724572442
40,1075,0.37245542608451493,0.28554744525547443,0.22948954926773782,0.23173307053357736,0.1510424260096224,0.13674496644295303,0.11785348735195204
41,1077,0.44254138359965556,0.39761885346163256,0.3564189640880285,0.34350118060512874,0.262925682280521,0.2730543587863232,0.23994980712924663
42,1079,0.5261134787331829,0.44328411955347496,0.3575929644761443,0.36355160295488775,0.2508298755186722,0.22425081843364392,0.18635596926344725
43,1081,0.39381738589996484,0.36713500305436775,0.4001265634306135,0.3990853943070462,0.3801457553673429,0.39753998944078994,0.35921356762928514
44,1083,0.38765304362821174,0.31656722630775636,0.2878010502806785,0.2798371483885662,0.24569871545348385,0.2829938731578076,0.2779027216589159
45,1085,0.735593220338983,0.7032729689317162,0.7507577845136402,0.7659602825536452,0.736056677720832,0.7303172737955347,0.6874666666666667
46,1087,0.8753997259022385,0.8324439701173959,0.8712889544532546,0.8717232074016962,0.8409469823274425,0.8218291131922766,0.7834148853978883
47,1089,0.4367829632985954,0.40552470015483333,0.4243854330760779,0.40559454280276525,0.41237478830526053,0.4592404743615376,0.4544485495772403
48,1091,0.507921519252964,0.48940924990283713,0.5179164481733962,0.5361210119099366,0.5176069321533924,0.5066937494229526,0.4810928734676917
49,1093,0.3996524761077324,0.2977093268704558,0.21423862887277523,0.18826385400971035,0.11270266016055407,0.10703833772314895,0.08904924862371671
50,1095,0.3779719643182232,0.2705938850648311,0.2148023805890432,0.19582789280606852,0.14398243045387993,0.1518628302754638,0.13887013279315777
51,1097,0.42864870396631627,0.4092047307796027,0.4559784719525051,0.4535481678980496,0.43147123166489343,0.4397704698506505,0.41695117293737777
52,1099,0.42062064313020014,0.386016636832684,0.4486607142857143,0.461191928671985,0.4277673545966229,0.4202037351443124,0.3837078075305222
53,11001,0.9048769447777848,0.9052027864743607,0.9340076833341566,0.9258764920211752,0.9569518834185409,0.9446695384761944,0.9331474556002805
54,1101,0.509747720902043,0.5059547150363557,0.5966198642955172,0.6220357533746808,0.634057620077702,0.6595359771054783,0.6553272338644923
55,1103,0.38389826456948895,0.3031882938551322,0.2784067001943537,0.2752201515461806,0.23089864587607714,0.2501795909108095,0.2345148653507693
56,1105,0.6988873435326843,0.6842870118074478,0.7263689700130378,0.752057951926243,0.7310265723571019,0.7424504712444701,0.7143821742066172
57,1107,0.49035388803408686,0.4309301045679692,0.45811727163940963,0.46507986219855935,0.4212982605006364,0.418261231281198,0.38269513159381
58,1109,0.4183389342294767,0.36675975289836676,0.42346755024130234,0.43113301900271467,0.3965801239312887,0.4120485451089341,0.37331402880438924
59,1111,0.3987113402061856,0.3149597495527728,0.2992479734349058,0.2987769365171811,0.22919167667066825,0.20470172830328934,0.17419706042460534
60,1113,0.5753049198300672,0.5011369076112973,0.5367216604576902,0.5591649802960912,0.5098195752834105,0.5323345344206334,0.508390243902439
61,1115,0.2747648504364037,0.18842381544412212,0.18052756372258447,0.16654225999081304,0.15008055853920516,0.1763607378729219,0.1770937159546603
62,1117,0.21670447447151264,0.18969151178386665,0.22997156715169761,0.21916775060937618,0.23935122972592893,0.2944904751788117,0.29344673755908934
63,1119,0.7304765056254137,0.7065709380365226,0.7525375268048606,0.7736549165120594,0.7501185395922239,0.7441562600064041,0.707233719384849
64,1121,0.44928403334529937,0.3828985019357011,0.40656811542887494,0.41944436065277063,0.37027646250190926,0.37141322477595906,0.33026244014788775
65,1123,0.38672754565924444,0.3054979543798689,0.31612701392147663,0.33764360138926,0.2887563438497358,0.2813850734799731,0.25051613877838763
66,1125,0.419912312127881,0.38149847094801226,0.4193808263321441,0.411949200473032,0.39959740831603446,0.42488917891136563,0.39702578367390606
67,1127,0.46285896363563944,0.3199091650995281,0.263662852675716,0.2324517867271696,0.1563466954072941,0.1567648203398625,0.13874044510586483
68,1129,0.45128615220578433,0.3833028641072517,0.35167985322784084,0.34062035023463433,0.2820817490494297,0.2559510315121288,0.22186495176848875
69,1131,0.6746327130264447,0.676657263751763,0.7117283950617284,0.7435466625935543,0.7141211323238973,0.6883183132120387,0.6579549790156429
70,1133,0.2956617243272927,0.21570519004437586,0.1781947261663286,0.13398624713481974,0.08633663366336633,0.08720565851911541,0.07981941309255079
71,12001,0.5812440942949355,0.5668474416411223,0.6090120730508228,0.5881970699432892,0.6181616579972932,0.6376638516875658,0.6064512292126646
72,12003,0.2989252686828293,0.21980237951199838,0.2115646876988817,0.20476696792486265,0.1702402063517653,0.14604244336105535,0.13294875234773276
73,12005,0.32790022091951226,0.28289827049092275,0.2944259111730731,0.27938474793163304,0.2595159005131502,0.2792903795618846,0.2606155246230532
